tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
2026 China Table Tennis Super League (Men's Regular Season),2026-07-29,YU Haiyang,SUN Zheng,CHN,CHN,3,0,,GROUP,CN_NATIONAL_LEAGUE,MS,,Main Draw,YU Haiyang (CHN),SUN Zheng (CHN),,,3 - 0,,YU Haiyang,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-29,ZHOU Guanhong,LI Hechen,CHN,CHN,2,1,,GROUP,CN_NATIONAL_LEAGUE,MS,,Main Draw,ZHOU Guanhong (CHN),LI Hechen (CHN),,,2 - 1,,ZHOU Guanhong,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-29,YU Haiyang/LI Hechen,SUN Zheng/ZHOU Guanhong,CHN,CHN,2,0,,GROUP,CN_NATIONAL_LEAGUE,MD,,Main Draw,YU Haiyang (CHN) / LI Hechen (CHN),SUN Zheng (CHN) / ZHOU Guanhong (CHN),LI Hechen (CHN),ZHOU Guanhong (CHN),2 - 0,,YU Haiyang,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-29,TANG Yiren/NIU Guankai,NING Xiankun/LONG Yu,CHN,CHN,2,1,"5,4,11|11,11,7",GROUP,CN_NATIONAL_LEAGUE,MD,,Main Draw,TANG Yiren (CHN) / NIU Guankai (CHN),NING Xiankun (CHN) / LONG Yu (CHN),NIU Guankai (CHN),LONG Yu (CHN),2 - 1,5:11 4:11 11:7,TANG Yiren,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-29,HUANG YouZheng,WANG Jixuan,CHN,CHN,2,1,"6,11,8|11,8,11",GROUP,CN_NATIONAL_LEAGUE,MS,,Main Draw,HUANG YouZheng (CHN),WANG Jixuan (CHN),,,2 - 1,6:11 11:8 8:11,HUANG YouZheng,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-29,XUE Fei/Yan An,YAN Sheng/CAI Shunhang,CHN,CHN,2,1,"11,2,7|7,11,11",GROUP,CN_NATIONAL_LEAGUE,MD,,Main Draw,XUE Fei (CHN) / Yan An (CHN),YAN Sheng (CHN) / CAI Shunhang (CHN),Yan An (CHN),CAI Shunhang (CHN),2 - 1,11:7 2:11 7:11,XUE Fei,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-29,Xiang Peng,YU Yiyang,CHN,CHN,2,1,"3,11,1|11,13,11",GROUP,CN_NATIONAL_LEAGUE,MS,,Main Draw,Xiang Peng (CHN),YU Yiyang (CHN),,,2 - 1,3:11 11:13 1:11,Xiang Peng,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-29,CHEN Yuanyu/XIA YiZheng,Lin Gaoyuan/LI YiJie,CHN,CHN,2,1,"11,11,4|9,5,11",GROUP,CN_NATIONAL_LEAGUE,MD,,Main Draw,CHEN Yuanyu (CHN) / XIA YiZheng (CHN),Lin Gaoyuan (CHN) / LI YiJie (CHN),XIA YiZheng (CHN),LI YiJie (CHN),2 - 1,11:9 11:5 4:11,CHEN Yuanyu,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-29,HUANG Xunan,XU HaiDong,CHN,CHN,2,1,"11,6,6|8,11,11",GROUP,CN_NATIONAL_LEAGUE,MS,,Main Draw,HUANG Xunan (CHN),XU HaiDong (CHN),,,2 - 1,11:8 6:11 6:11,HUANG Xunan,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-29,Lin Shidong,YUAN LiCen,CHN,CHN,3,0,,GROUP,CN_NATIONAL_LEAGUE,MS,,Main Draw,Lin Shidong (CHN),YUAN LiCen (CHN),,,3 - 0,,Lin Shidong,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-30,XUE Fei/Yan An,XIA YiZheng/LI Mingxu,CHN,CHN,3,0,"11,12,11|9,10,4",GROUP,CN_NATIONAL_LEAGUE,MD,,Main Draw,XUE Fei (CHN) / Yan An (CHN),XIA YiZheng (CHN) / LI Mingxu (CHN),Yan An (CHN),LI Mingxu (CHN),3 - 0,11:9 12:10 11:4,XUE Fei,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-30,CHEN Yuanyu,Xiang Peng,CHN,CHN,3,0,"8,9,6|11,11,11",GROUP,CN_NATIONAL_LEAGUE,MS,,Main Draw,CHEN Yuanyu (CHN),Xiang Peng (CHN),,,3 - 0,8:11 9:11 6:11,CHEN Yuanyu,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-30,WEN Ruibo,XU HaiDong,CHN,CHN,2,1,"14,11,11|16,4,7",GROUP,CN_NATIONAL_LEAGUE,MS,,Main Draw,WEN Ruibo (CHN),XU HaiDong (CHN),,,2 - 1,14:16 11:4 11:7,WEN Ruibo,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-30,WEN Ruibo/Xiang Peng,XU HaiDong/CHEN Yuanyu,CHN,CHN,2,1,"11,11,7|9,9,11",GROUP,CN_NATIONAL_LEAGUE,MD,,Main Draw,WEN Ruibo (CHN) / Xiang Peng (CHN),XU HaiDong (CHN) / CHEN Yuanyu (CHN),Xiang Peng (CHN),CHEN Yuanyu (CHN),2 - 1,11:9 11:9 7:11,WEN Ruibo,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-07-30,XUE Fei,LI Mingxu,CHN,CHN,1,0,11|6,GROUP,CN_NATIONAL_LEAGUE,MS,,Main Draw,XUE Fei (CHN),LI Mingxu (CHN),,,1 - 0,11:6,XUE Fei,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-08-01,NIU Guankai/TANG Yiren,XUE Fei/Yan An,CHN,CHN,2,1,,GROUP,CN_NATIONAL_LEAGUE,MD,,Main Draw,NIU Guankai (CHN) / TANG Yiren (CHN),XUE Fei (CHN) / Yan An (CHN),TANG Yiren (CHN),Yan An (CHN),2 - 1,,NIU Guankai,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-08-01,XU Yingbin,Xiang Peng,CHN,CHN,2,1,,GROUP,CN_NATIONAL_LEAGUE,MS,,Main Draw,XU Yingbin (CHN),Xiang Peng (CHN),,,2 - 1,,XU Yingbin,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-08-01,HUANG YouZheng,WEN Ruibo,CHN,CHN,3,0,,GROUP,CN_NATIONAL_LEAGUE,MS,,Main Draw,HUANG YouZheng (CHN),WEN Ruibo (CHN),,,3 - 0,,HUANG YouZheng,2026
2026 China Table Tennis Super League (Men's Regular Season),2026-08-01,WEN Ruibo/Xiang Peng,XU Yingbin/HUANG YouZheng,CHN,CHN,2,1,,GROUP,CN_NATIONAL_LEAGUE,MD,,Main Draw,WEN Ruibo (CHN) / Xiang Peng (CHN),XU Yingbin (CHN) / HUANG YouZheng (CHN),Xiang Peng (CHN),HUANG YouZheng (CHN),2 - 1,,WEN Ruibo,2026
2026 China Table Tennis Super League (Women's Regular Season),2026-07-29,WANG Tianyi/HAN Feier,XIANG Junlin/HE Xiaoyu,CHN,CHN,2,1,"11,6,5|6,11,11",GROUP,CN_NATIONAL_LEAGUE,WD,,Main Draw,WANG Tianyi (CHN) / HAN Feier (CHN),XIANG Junlin (CHN) / HE Xiaoyu (CHN),HAN Feier (CHN),HE Xiaoyu (CHN),2 - 1,11:6 6:11 5:11,WANG Tianyi,2026
2026 China Table Tennis Super League (Women's Regular Season),2026-07-29,FAN Shuhan,GAO Yuxin,CHN,CHN,2,1,"11,8,5|6,11,11",GROUP,CN_NATIONAL_LEAGUE,WS,,Main Draw,FAN Shuhan (CHN),GAO Yuxin (CHN),,,2 - 1,11:6 8:11 5:11,FAN Shuhan,2026
