tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
China Smash 2024 Presented by Zhonghui Life,2024-10-01,QIN Yuxuan/ZONG Geman,LEE Eunhye/JEON Jihee,3,0,"11,11,11|8,3,7",R32,GRAND_SLAM,WD,2942,Main Draw,QIN Yuxuan/ZONG Geman (CHN),LEE Eunhye/JEON Jihee (KOR),QIN Yuxuan/ZONG Geman
China Smash 2024 Presented by Zhonghui Life,2024-10-01,LIU Weishan,CHEN Szu-Yu,3,0,"12,11,11|10,4,3",R32,GRAND_SLAM,WS,2942,Main Draw,LIU Weishan (CHN),CHEN Szu-Yu (TPE),LIU Weishan
China Smash 2024 Presented by Zhonghui Life,2024-10-01,KIM Nayeong/NAGASAKI Miyu,KAUFMANN Annett/WINTER Sabine,3,0,"11,11,14|4,6,12",R32,GRAND_SLAM,WD,2942,Main Draw,KIM Nayeong/NAGASAKI Miyu (KOR/JPN),KAUFMANN Annett/WINTER Sabine (GER),KIM Nayeong/NAGASAKI Miyu
China Smash 2024 Presented by Zhonghui Life,2024-10-01,ITO Mima,NI Xia Lian,3,0,"11,11,11|7,2,5",R32,GRAND_SLAM,WS,2942,Main Draw,ITO Mima (JPN),NI Xia Lian (LUX),ITO Mima
China Smash 2024 Presented by Zhonghui Life,2024-10-01,LEBRUN Felix,LUU Finn,3,0,"11,11,11|5,4,2",R32,GRAND_SLAM,MS,2942,Main Draw,LEBRUN Felix (FRA),LUU Finn (AUS),LEBRUN Felix
China Smash 2024 Presented by Zhonghui Life,2024-10-01,XUE Fei/QIAN Tianyi,SHAH Manush Utpalbhai/CHITALE Diya Parag,3,0,"11,11,11|4,6,4",R16,GRAND_SLAM,XD,2942,Main Draw,XUE Fei/QIAN Tianyi (CHN),SHAH Manush Utpalbhai/CHITALE Diya Parag (IND),XUE Fei/QIAN Tianyi
China Smash 2024 Presented by Zhonghui Life,2024-10-01,KARLSSON Kristian/KALLBERG Christina,BURGOS Nicolas/VEGA Paulina,3,0,"11,11,11|5,8,5",R16,GRAND_SLAM,XD,2942,Main Draw,KARLSSON Kristian/KALLBERG Christina (SWE),BURGOS Nicolas/VEGA Paulina (CHI),KARLSSON Kristian/KALLBERG Christina
China Smash 2024 Presented by Zhonghui Life,2024-10-01,LIN Gaoyuan/WANG Yidi,TEODORO Guilherme/KUKULKOVA Tatiana,3,0,"11,11,11|8,4,5",R16,GRAND_SLAM,XD,2942,Main Draw,LIN Gaoyuan/WANG Yidi (CHN),TEODORO Guilherme/KUKULKOVA Tatiana (BRA/SVK),LIN Gaoyuan/WANG Yidi
China Smash 2024 Presented by Zhonghui Life,2024-10-01,SUN Yingsha,KUAI Man,3,1,"8,11,11,11|11,6,6,4",R32,GRAND_SLAM,WS,2942,Main Draw,SUN Yingsha (CHN),KUAI Man (CHN),SUN Yingsha
China Smash 2024 Presented by Zhonghui Life,2024-10-01,YUAN Licen/SHI Xunyao,GARDOS Robert/POLCANOVA Sofia,3,2,"11,12,11,8,11|4,14,6,11,6",R16,GRAND_SLAM,XD,2942,Main Draw,YUAN Licen/SHI Xunyao (CHN),GARDOS Robert/POLCANOVA Sofia (AUT),YUAN Licen/SHI Xunyao
China Smash 2024 Presented by Zhonghui Life,2024-10-01,MOREGARD Truls,MATSUSHIMA Sora,3,2,"11,9,5,11,11|5,11,11,9,4",R32,GRAND_SLAM,MS,2942,Main Draw,MOREGARD Truls (SWE),MATSUSHIMA Sora (JPN),MOREGARD Truls
China Smash 2024 Presented by Zhonghui Life,2024-10-01,BURGOS Nicolas/GOMEZ Gustavo,QUEK Izaac/PANG Koen,3,2,"11,7,11,8,11|7,11,7,11,7",R32,GRAND_SLAM,MD,2942,Main Draw,BURGOS Nicolas/GOMEZ Gustavo (CHI),QUEK Izaac/PANG Koen (SGP),BURGOS Nicolas/GOMEZ Gustavo
China Smash 2024 Presented by Zhonghui Life,2024-10-01,HARIMOTO Tomokazu,EL-BEIALI Mohamed,3,0,"11,11,11|4,5,8",R32,GRAND_SLAM,MS,2942,Main Draw,HARIMOTO Tomokazu (JPN),EL-BEIALI Mohamed (EGY),HARIMOTO Tomokazu
China Smash 2024 Presented by Zhonghui Life,2024-10-01,KAO Cheng-Jui/HUANG Yan-Cheng,YIU Kwan To/CHAN Baldwin,3,2,"13,11,12,11,11|15,13,10,9,7",R32,GRAND_SLAM,MD,2942,Main Draw,KAO Cheng-Jui/HUANG Yan-Cheng (TPE),YIU Kwan To/CHAN Baldwin (HKG),KAO Cheng-Jui/HUANG Yan-Cheng
China Smash 2024 Presented by Zhonghui Life,2024-10-01,KIM Nayeong,HIRANO Miu,3,2,"10,13,13,11,11|12,15,11,9,7",R32,GRAND_SLAM,WS,2942,Main Draw,KIM Nayeong (KOR),HIRANO Miu (JPN),KIM Nayeong
China Smash 2024 Presented by Zhonghui Life,2024-10-01,CHENG I-Ching,EERLAND Britt,3,0,"12,11,11|10,4,7",R32,GRAND_SLAM,WS,2942,Main Draw,CHENG I-Ching (TPE),EERLAND Britt (NED),CHENG I-Ching
China Smash 2024 Presented by Zhonghui Life,2024-10-01,KALLBERG Anton,ARUNA Quadri,3,1,"11,6,11,11|4,11,8,9",R32,GRAND_SLAM,MS,2942,Main Draw,KALLBERG Anton (SWE),ARUNA Quadri (NGR),KALLBERG Anton
China Smash 2024 Presented by Zhonghui Life,2024-10-01,SAMARA Elizabeta/DRAGOMAN Andreea,ALHODABY Mariam/ALHODABY Marwa,3,0,"11,11,11|4,7,9",R32,GRAND_SLAM,WD,2942,Main Draw,SAMARA Elizabeta/DRAGOMAN Andreea (ROU),ALHODABY Mariam/ALHODABY Marwa (EGY),SAMARA Elizabeta/DRAGOMAN Andreea
China Smash 2024 Presented by Zhonghui Life,2024-10-01,LIN Shidong,XUE Fei,3,0,"11,11,11|4,6,8",R32,GRAND_SLAM,MS,2942,Main Draw,LIN Shidong (CHN),XUE Fei (CHN),LIN Shidong
China Smash 2024 Presented by Zhonghui Life,2024-10-01,DIAZ Adriana/PAVADE Prithika,BERGSTROM Linda/KALLBERG Christina,3,1,"13,12,12,11|15,10,10,9",R32,GRAND_SLAM,WD,2942,Main Draw,DIAZ Adriana/PAVADE Prithika (PUR/FRA),BERGSTROM Linda/KALLBERG Christina (SWE),DIAZ Adriana/PAVADE Prithika
China Smash 2024 Presented by Zhonghui Life,2024-10-01,FAN Siqi,LEE Eunhye,3,0,"11,11,11|7,5,4",R32,GRAND_SLAM,WS,2942,Main Draw,FAN Siqi (CHN),LEE Eunhye (KOR),FAN Siqi
China Smash 2024 Presented by Zhonghui Life,2024-10-01,XIANG Peng/LIU Weishan,WONG Chun Ting/DOO Hoi Kem,3,2,"11,8,11,11,11|13,11,9,8,6",R16,GRAND_SLAM,XD,2942,Main Draw,XIANG Peng/LIU Weishan (CHN),WONG Chun Ting/DOO Hoi Kem (HKG),XIANG Peng/LIU Weishan
China Smash 2024 Presented by Zhonghui Life,2024-10-01,PANG Koen/CHEN Szu-Yu,ROBLES Alvaro/XIAO Maria,3,1,"8,11,11,11|11,7,8,6",R16,GRAND_SLAM,XD,2942,Main Draw,PANG Koen/CHEN Szu-Yu (SGP/TPE),ROBLES Alvaro/XIAO Maria (ESP),PANG Koen/CHEN Szu-Yu
China Smash 2024 Presented by Zhonghui Life,2024-10-02,XUE Fei/QIAN Tianyi,XIANG Peng/LIU Weishan,3,2,"4,5,11,11,11|11,11,7,4,3",QF,GRAND_SLAM,XD,2942,Main Draw,XUE Fei/QIAN Tianyi (CHN),XIANG Peng/LIU Weishan (CHN),XUE Fei/QIAN Tianyi
China Smash 2024 Presented by Zhonghui Life,2024-10-02,CHEN Yi/XU Yi,ZHU Chengzhu/NG Wing Lam,3,2,"11,12,4,7,11|5,10,11,11,3",R16,GRAND_SLAM,WD,2942,Main Draw,CHEN Yi/XU Yi (CHN),ZHU Chengzhu/NG Wing Lam (HKG),CHEN Yi/XU Yi
China Smash 2024 Presented by Zhonghui Life,2024-10-02,LIN Gaoyuan/LIN Shidong,KAO Cheng-Jui/HUANG Yan-Cheng,3,1,"16,11,8,11|14,9,11,6",R16,GRAND_SLAM,MD,2942,Main Draw,LIN Gaoyuan/LIN Shidong (CHN),KAO Cheng-Jui/HUANG Yan-Cheng (TPE),LIN Gaoyuan/LIN Shidong
China Smash 2024 Presented by Zhonghui Life,2024-10-02,MA Long,ZENG Beixun,3,1,"11,11,6,12|8,6,11,10",R32,GRAND_SLAM,MS,2942,Main Draw,MA Long (CHN),ZENG Beixun (CHN),MA Long
China Smash 2024 Presented by Zhonghui Life,2024-10-02,ZONG Geman,SHAN Xiaona,3,0,"11,11,11|7,6,7",R32,GRAND_SLAM,WS,2942,Main Draw,ZONG Geman (CHN),SHAN Xiaona (GER),ZONG Geman
China Smash 2024 Presented by Zhonghui Life,2024-10-02,DIAZ Adriana/PAVADE Prithika,KUKULKOVA Tatiana/BAJOR Natalia,3,1,"11,8,14,11|6,11,12,9",R16,GRAND_SLAM,WD,2942,Main Draw,DIAZ Adriana/PAVADE Prithika (PUR/FRA),KUKULKOVA Tatiana/BAJOR Natalia (SVK/POL),DIAZ Adriana/PAVADE Prithika
China Smash 2024 Presented by Zhonghui Life,2024-10-02,GARDOS Robert/HABESOHN Daniel,FALCK Mattias/KARLSSON Kristian,3,2,"9,11,8,11,11|11,8,11,6,8",R16,GRAND_SLAM,MD,2942,Main Draw,GARDOS Robert/HABESOHN Daniel (AUT),FALCK Mattias/KARLSSON Kristian (SWE),GARDOS Robert/HABESOHN Daniel
China Smash 2024 Presented by Zhonghui Life,2024-10-02,JORGIC Darko,XU Yingbin,3,0,"11,11,11|8,4,7",R32,GRAND_SLAM,MS,2942,Main Draw,JORGIC Darko (SLO),XU Yingbin (CHN),JORGIC Darko
China Smash 2024 Presented by Zhonghui Life,2024-10-02,WANG Manyu,WINTER Sabine,3,0,"11,11,11|6,2,8",R32,GRAND_SLAM,WS,2942,Main Draw,WANG Manyu (CHN),WINTER Sabine (GER),WANG Manyu
China Smash 2024 Presented by Zhonghui Life,2024-10-02,TAKAHASHI Bruna,ZHANG Mo,3,1,"8,13,11,11|11,11,6,9",R32,GRAND_SLAM,WS,2942,Main Draw,TAKAHASHI Bruna (BRA),ZHANG Mo (CAN),TAKAHASHI Bruna
China Smash 2024 Presented by Zhonghui Life,2024-10-02,ZHOU Qihao,OVTCHAROV Dimitrij,3,2,"9,10,11,15,11|11,12,5,13,4",R32,GRAND_SLAM,MS,2942,Main Draw,ZHOU Qihao (CHN),OVTCHAROV Dimitrij (GER),ZHOU Qihao
China Smash 2024 Presented by Zhonghui Life,2024-10-02,LEBRUN Alexis/LEBRUN Felix,PISTEJ Lubomir/KALLBERG Anton,3,0,"11,11,11|9,9,6",R16,GRAND_SLAM,MD,2942,Main Draw,LEBRUN Alexis/LEBRUN Felix (FRA),PISTEJ Lubomir/KALLBERG Anton (SVK/SWE),LEBRUN Alexis/LEBRUN Felix
China Smash 2024 Presented by Zhonghui Life,2024-10-02,LEE Sang Su,FRANZISKA Patrick,3,0,"12,11,11|10,5,6",R32,GRAND_SLAM,MS,2942,Main Draw,LEE Sang Su (KOR),FRANZISKA Patrick (GER),LEE Sang Su
China Smash 2024 Presented by Zhonghui Life,2024-10-02,CHENG I-Ching/LI Yu-Jhun,MUKHERJEE Ayhika/MUKHERJEE Sutirtha,3,1,"3,11,11,11|11,7,5,5",R16,GRAND_SLAM,WD,2942,Main Draw,CHENG I-Ching/LI Yu-Jhun (TPE),MUKHERJEE Ayhika/MUKHERJEE Sutirtha (IND),CHENG I-Ching/LI Yu-Jhun
China Smash 2024 Presented by Zhonghui Life,2024-10-02,CHEN Xingtong,DOO Hoi Kem,3,0,"11,11,11|3,4,2",R32,GRAND_SLAM,WS,2942,Main Draw,CHEN Xingtong (CHN),DOO Hoi Kem (HKG),CHEN Xingtong
China Smash 2024 Presented by Zhonghui Life,2024-10-02,KARLSSON Kristian/KALLBERG Christina,YUAN Licen/SHI Xunyao,3,2,"5,11,5,12,14|11,8,11,10,12",QF,GRAND_SLAM,XD,2942,Main Draw,KARLSSON Kristian/KALLBERG Christina (SWE),YUAN Licen/SHI Xunyao (CHN),KARLSSON Kristian/KALLBERG Christina
China Smash 2024 Presented by Zhonghui Life,2024-10-02,KIM Nayeong/NAGASAKI Miyu,DIACONU Adina/XIAO Maria,3,2,"11,6,11,8,11|9,11,9,11,2",R16,GRAND_SLAM,WD,2942,Main Draw,KIM Nayeong/NAGASAKI Miyu (KOR/JPN),DIACONU Adina/XIAO Maria (ROU/ESP),KIM Nayeong/NAGASAKI Miyu
China Smash 2024 Presented by Zhonghui Life,2024-10-02,LIANG Jingkun/WANG Chuqin,LORENZO Santiago/SAREEN Aditya,3,0,"11,11,11|6,7,9",R16,GRAND_SLAM,MD,2942,Main Draw,LIANG Jingkun/WANG Chuqin (CHN),LORENZO Santiago/SAREEN Aditya (ARG/AUS),LIANG Jingkun/WANG Chuqin
China Smash 2024 Presented by Zhonghui Life,2024-10-02,QIN Yuxuan/ZONG Geman,WANG Manyu/KUAI Man,3,1,"11,9,11,11|6,11,7,8",R16,GRAND_SLAM,WD,2942,Main Draw,QIN Yuxuan/ZONG Geman (CHN),WANG Manyu/KUAI Man (CHN),QIN Yuxuan/ZONG Geman
China Smash 2024 Presented by Zhonghui Life,2024-10-02,LIN Gaoyuan/WANG Yidi,PANG Koen/CHEN Szu-Yu,3,0,"11,11,11|5,5,3",QF,GRAND_SLAM,XD,2942,Main Draw,LIN Gaoyuan/WANG Yidi (CHN),PANG Koen/CHEN Szu-Yu (SGP/TPE),LIN Gaoyuan/WANG Yidi
China Smash 2024 Presented by Zhonghui Life,2024-10-02,CHEN Yi,NAGASAKI Miyu,3,2,"8,4,11,11,11|11,11,5,9,7",R32,GRAND_SLAM,WS,2942,Main Draw,CHEN Yi (CHN),NAGASAKI Miyu (JPN),CHEN Yi
China Smash 2024 Presented by Zhonghui Life,2024-10-02,HE Zhuojia,ZENG Jian,3,0,"11,11,11|1,1,4",R32,GRAND_SLAM,WS,2942,Main Draw,HE Zhuojia (CHN),ZENG Jian (SGP),HE Zhuojia
China Smash 2024 Presented by Zhonghui Life,2024-10-02,YUAN Licen/XIANG Peng,ZHOU Qihao/CHEN Yuanyu,3,2,"6,5,11,11,11|11,11,6,2,8",R16,GRAND_SLAM,MD,2942,Main Draw,YUAN Licen/XIANG Peng (CHN),ZHOU Qihao/CHEN Yuanyu (CHN),YUAN Licen/XIANG Peng
China Smash 2024 Presented by Zhonghui Life,2024-10-02,LIANG Jingkun,SAREEN Aditya,3,0,"11,11,11|5,6,2",R32,GRAND_SLAM,MS,2942,Main Draw,LIANG Jingkun (CHN),SAREEN Aditya (AUS),LIANG Jingkun
China Smash 2024 Presented by Zhonghui Life,2024-10-02,GROTH Jonathan,LIAO Cheng-Ting,3,1,"11,13,7,11|8,11,11,3",R32,GRAND_SLAM,MS,2942,Main Draw,GROTH Jonathan (DEN),LIAO Cheng-Ting (TPE),GROTH Jonathan
China Smash 2024 Presented by Zhonghui Life,2024-10-02,QIAN Tianyi/CHEN Xingtong,HARIMOTO Miwa/KIHARA Miyuu,3,0,"16,11,11|14,6,6",R16,GRAND_SLAM,WD,2942,Main Draw,QIAN Tianyi/CHEN Xingtong (CHN),HARIMOTO Miwa/KIHARA Miyuu (JPN),QIAN Tianyi/CHEN Xingtong
China Smash 2024 Presented by Zhonghui Life,2024-10-02,SUH Hyo Won,ZHU Chengzhu,3,2,"6,9,11,11,11|11,11,8,8,6",R32,GRAND_SLAM,WS,2942,Main Draw,SUH Hyo Won (KOR),ZHU Chengzhu (HKG),SUH Hyo Won
China Smash 2024 Presented by Zhonghui Life,2024-10-02,QIN Yuxuan,HUANG Yi-Hua,3,0,"11,11,11|6,8,1",R32,GRAND_SLAM,WS,2942,Main Draw,QIN Yuxuan (CHN),HUANG Yi-Hua (TPE),QIN Yuxuan
China Smash 2024 Presented by Zhonghui Life,2024-10-02,DOO Hoi Kem/LIU Yangzi,BALAZOVA Barbora/MATELOVA Hana,3,0,"11,11,11|8,6,7",R16,GRAND_SLAM,WD,2942,Main Draw,DOO Hoi Kem/LIU Yangzi (HKG/AUS),BALAZOVA Barbora/MATELOVA Hana (SVK/CZE),DOO Hoi Kem/LIU Yangzi
China Smash 2024 Presented by Zhonghui Life,2024-10-02,LIN Gaoyuan,CHEN Yuanyu,3,2,"11,13,11,9,11|6,15,9,11,6",R32,GRAND_SLAM,MS,2942,Main Draw,LIN Gaoyuan (CHN),CHEN Yuanyu (CHN),LIN Gaoyuan
China Smash 2024 Presented by Zhonghui Life,2024-10-02,TOGAMI Shunsuke/SHINOZUKA Hiroto,KUBIK Maciej/REDZIMSKI Milosz,3,2,"11,11,5,6,11|9,5,11,11,7",R16,GRAND_SLAM,MD,2942,Main Draw,TOGAMI Shunsuke/SHINOZUKA Hiroto (JPN),KUBIK Maciej/REDZIMSKI Milosz (POL),TOGAMI Shunsuke/SHINOZUKA Hiroto
China Smash 2024 Presented by Zhonghui Life,2024-10-02,CALDERANO Hugo,AN Jaehyun,3,1,"10,11,12,11|12,9,10,6",R32,GRAND_SLAM,MS,2942,Main Draw,CALDERANO Hugo (BRA),AN Jaehyun (KOR),CALDERANO Hugo
China Smash 2024 Presented by Zhonghui Life,2024-10-02,SHAH Manush Utpalbhai/THAKKAR Manav Vikash,BURGOS Nicolas/GOMEZ Gustavo,3,1,"16,8,11,11|14,11,7,8",R16,GRAND_SLAM,MD,2942,Main Draw,SHAH Manush Utpalbhai/THAKKAR Manav Vikash (IND),BURGOS Nicolas/GOMEZ Gustavo (CHI),SHAH Manush Utpalbhai/THAKKAR Manav Vikash
China Smash 2024 Presented by Zhonghui Life,2024-10-02,WANG Yidi/SUN Yingsha,SAMARA Elizabeta/DRAGOMAN Andreea,3,0,"11,11,11|6,9,5",R16,GRAND_SLAM,WD,2942,Main Draw,WANG Yidi/SUN Yingsha (CHN),SAMARA Elizabeta/DRAGOMAN Andreea (ROU),WANG Yidi/SUN Yingsha
China Smash 2024 Presented by Zhonghui Life,2024-10-02,LIN Shidong/KUAI Man,IONESCU Ovidiu/SZOCS Bernadette,3,0,"11,11,11|8,5,4",QF,GRAND_SLAM,XD,2942,Main Draw,LIN Shidong/KUAI Man (CHN),IONESCU Ovidiu/SZOCS Bernadette (ROU),LIN Shidong/KUAI Man
China Smash 2024 Presented by Zhonghui Life,2024-10-02,XU Yingbin/HUANG Youzheng,AN Jaehyun/LIM Jonghoon,3,0,"11,11,11|0,0,0",R16,GRAND_SLAM,MD,2942,Main Draw,XU Yingbin/HUANG Youzheng (CHN),AN Jaehyun/LIM Jonghoon (KOR),XU Yingbin/HUANG Youzheng
China Smash 2024 Presented by Zhonghui Life,2024-10-03,LIN Shidong/KUAI Man,KARLSSON Kristian/KALLBERG Christina,3,0,"11,11,11|7,9,5",SF,GRAND_SLAM,XD,2942,Main Draw,LIN Shidong/KUAI Man (CHN),KARLSSON Kristian/KALLBERG Christina (SWE),LIN Shidong/KUAI Man
China Smash 2024 Presented by Zhonghui Life,2024-10-03,LIN Gaoyuan,GROTH Jonathan,3,0,"11,11,11|3,6,5",R16,GRAND_SLAM,MS,2942,Main Draw,LIN Gaoyuan (CHN),GROTH Jonathan (DEN),LIN Gaoyuan
China Smash 2024 Presented by Zhonghui Life,2024-10-03,WANG Manyu,QIN Yuxuan,3,0,"11,11,11|9,5,4",R16,GRAND_SLAM,WS,2942,Main Draw,WANG Manyu (CHN),QIN Yuxuan (CHN),WANG Manyu
China Smash 2024 Presented by Zhonghui Life,2024-10-03,CHENG I-Ching,WANG Xiaotong,3,1,"11,11,11,11|13,7,8,8",R16,GRAND_SLAM,WS,2942,Main Draw,CHENG I-Ching (TPE),WANG Xiaotong (CHN),CHENG I-Ching
China Smash 2024 Presented by Zhonghui Life,2024-10-03,MA Long,LEE Sang Su,3,0,"12,11,12|10,4,10",R16,GRAND_SLAM,MS,2942,Main Draw,MA Long (CHN),LEE Sang Su (KOR),MA Long
China Smash 2024 Presented by Zhonghui Life,2024-10-03,LIANG Jingkun,ZHOU Qihao,3,2,"11,11,10,11,11|5,6,12,13,7",R16,GRAND_SLAM,MS,2942,Main Draw,LIANG Jingkun (CHN),ZHOU Qihao (CHN),LIANG Jingkun
China Smash 2024 Presented by Zhonghui Life,2024-10-03,ITO Mima,KIM Nayeong,3,2,"11,6,6,11,11|7,11,11,7,9",R16,GRAND_SLAM,WS,2942,Main Draw,ITO Mima (JPN),KIM Nayeong (KOR),ITO Mima
China Smash 2024 Presented by Zhonghui Life,2024-10-03,HE Zhuojia,ZONG Geman,3,0,"11,11,11|8,9,7",R16,GRAND_SLAM,WS,2942,Main Draw,HE Zhuojia (CHN),ZONG Geman (CHN),HE Zhuojia
China Smash 2024 Presented by Zhonghui Life,2024-10-03,XIANG Peng,LEBRUN Felix,3,1,"11,10,11,12|9,12,9,10",R16,GRAND_SLAM,MS,2942,Main Draw,XIANG Peng (CHN),LEBRUN Felix (FRA),XIANG Peng
China Smash 2024 Presented by Zhonghui Life,2024-10-03,LIN Gaoyuan/LIN Shidong,GARDOS Robert/HABESOHN Daniel,3,0,"11,11,11|4,4,7",QF,GRAND_SLAM,MD,2942,Main Draw,LIN Gaoyuan/LIN Shidong (CHN),GARDOS Robert/HABESOHN Daniel (AUT),LIN Gaoyuan/LIN Shidong
China Smash 2024 Presented by Zhonghui Life,2024-10-03,WANG Yidi/SUN Yingsha,DOO Hoi Kem/LIU Yangzi,3,0,"11,11,11|5,5,5",QF,GRAND_SLAM,WD,2942,Main Draw,WANG Yidi/SUN Yingsha (CHN),DOO Hoi Kem/LIU Yangzi (HKG/AUS),WANG Yidi/SUN Yingsha
China Smash 2024 Presented by Zhonghui Life,2024-10-03,LIN Gaoyuan/WANG Yidi,XUE Fei/QIAN Tianyi,3,1,"7,11,13,11|11,7,11,5",SF,GRAND_SLAM,XD,2942,Main Draw,LIN Gaoyuan/WANG Yidi (CHN),XUE Fei/QIAN Tianyi (CHN),LIN Gaoyuan/WANG Yidi
China Smash 2024 Presented by Zhonghui Life,2024-10-03,LIN Shidong,KALLBERG Anton,3,2,"11,2,11,7,11|8,11,8,11,8",R16,GRAND_SLAM,MS,2942,Main Draw,LIN Shidong (CHN),KALLBERG Anton (SWE),LIN Shidong
China Smash 2024 Presented by Zhonghui Life,2024-10-03,CHEN Xingtong,CHEN Yi,3,0,"11,11,11|7,9,3",R16,GRAND_SLAM,WS,2942,Main Draw,CHEN Xingtong (CHN),CHEN Yi (CHN),CHEN Xingtong
China Smash 2024 Presented by Zhonghui Life,2024-10-03,FAN Siqi,MORI Sakura,3,0,"11,14,11|6,12,5",R16,GRAND_SLAM,WS,2942,Main Draw,FAN Siqi (CHN),MORI Sakura (JPN),FAN Siqi
China Smash 2024 Presented by Zhonghui Life,2024-10-03,CALDERANO Hugo,JORGIC Darko,3,2,"11,6,11,17,11|9,11,13,15,2",R16,GRAND_SLAM,MS,2942,Main Draw,CALDERANO Hugo (BRA),JORGIC Darko (SLO),CALDERANO Hugo
China Smash 2024 Presented by Zhonghui Life,2024-10-03,LIANG Jingkun/WANG Chuqin,SHAH Manush Utpalbhai/THAKKAR Manav Vikash,3,1,"11,11,8,11|5,2,11,7",QF,GRAND_SLAM,MD,2942,Main Draw,LIANG Jingkun/WANG Chuqin (CHN),SHAH Manush Utpalbhai/THAKKAR Manav Vikash (IND),LIANG Jingkun/WANG Chuqin
China Smash 2024 Presented by Zhonghui Life,2024-10-03,MOREGARD Truls,HARIMOTO Tomokazu,3,2,"15,9,4,11,13|13,11,11,6,11",R16,GRAND_SLAM,MS,2942,Main Draw,MOREGARD Truls (SWE),HARIMOTO Tomokazu (JPN),MOREGARD Truls
China Smash 2024 Presented by Zhonghui Life,2024-10-03,SUH Hyo Won,TAKAHASHI Bruna,3,0,"11,11,11|4,6,8",R16,GRAND_SLAM,WS,2942,Main Draw,SUH Hyo Won (KOR),TAKAHASHI Bruna (BRA),SUH Hyo Won
China Smash 2024 Presented by Zhonghui Life,2024-10-03,CHENG I-Ching/LI Yu-Jhun,QIN Yuxuan/ZONG Geman,3,1,"8,11,13,11|11,7,11,8",QF,GRAND_SLAM,WD,2942,Main Draw,CHENG I-Ching/LI Yu-Jhun (TPE),QIN Yuxuan/ZONG Geman (CHN),CHENG I-Ching/LI Yu-Jhun
China Smash 2024 Presented by Zhonghui Life,2024-10-03,LIND Anders,KAO Cheng-Jui,3,2,"10,6,11,11,11|12,11,9,6,5",R16,GRAND_SLAM,MS,2942,Main Draw,LIND Anders (DEN),KAO Cheng-Jui (TPE),LIND Anders
China Smash 2024 Presented by Zhonghui Life,2024-10-03,SUN Yingsha,LIU Weishan,3,1,"11,11,4,11|4,5,11,2",R16,GRAND_SLAM,WS,2942,Main Draw,SUN Yingsha (CHN),LIU Weishan (CHN),SUN Yingsha
China Smash 2024 Presented by Zhonghui Life,2024-10-03,QIAN Tianyi/CHEN Xingtong,KIM Nayeong/NAGASAKI Miyu,3,0,"11,11,11|5,2,6",QF,GRAND_SLAM,WD,2942,Main Draw,QIAN Tianyi/CHEN Xingtong (CHN),KIM Nayeong/NAGASAKI Miyu (KOR/JPN),QIAN Tianyi/CHEN Xingtong
China Smash 2024 Presented by Zhonghui Life,2024-10-03,CHEN Yi/XU Yi,DIAZ Adriana/PAVADE Prithika,3,1,"11,11,9,11|5,7,11,8",QF,GRAND_SLAM,WD,2942,Main Draw,CHEN Yi/XU Yi (CHN),DIAZ Adriana/PAVADE Prithika (PUR/FRA),CHEN Yi/XU Yi
China Smash 2024 Presented by Zhonghui Life,2024-10-03,LEBRUN Alexis/LEBRUN Felix,TOGAMI Shunsuke/SHINOZUKA Hiroto,3,1,"12,11,1,11|10,8,11,9",QF,GRAND_SLAM,MD,2942,Main Draw,LEBRUN Alexis/LEBRUN Felix (FRA),TOGAMI Shunsuke/SHINOZUKA Hiroto (JPN),LEBRUN Alexis/LEBRUN Felix
China Smash 2024 Presented by Zhonghui Life,2024-10-03,YUAN Licen/XIANG Peng,XU Yingbin/HUANG Youzheng,3,1,"15,11,9,11|13,2,11,6",QF,GRAND_SLAM,MD,2942,Main Draw,YUAN Licen/XIANG Peng (CHN),XU Yingbin/HUANG Youzheng (CHN),YUAN Licen/XIANG Peng
China Smash 2024 Presented by Zhonghui Life,2024-10-04,LIN Shidong/KUAI Man,LIN Gaoyuan/WANG Yidi,3,1,"11,3,11,11|5,11,5,5",F,GRAND_SLAM,XD,2942,Main Draw,LIN Shidong/KUAI Man (CHN),LIN Gaoyuan/WANG Yidi (CHN),LIN Shidong/KUAI Man
China Smash 2024 Presented by Zhonghui Life,2024-10-04,XIANG Peng,MOREGARD Truls,4,3,"11,11,4,18,11,5,11|6,9,11,20,9,11,5",QF,GRAND_SLAM,MS,2942,Main Draw,XIANG Peng (CHN),MOREGARD Truls (SWE),XIANG Peng
China Smash 2024 Presented by Zhonghui Life,2024-10-04,SUN Yingsha,ITO Mima,4,0,"11,11,11,11|4,6,4,5",QF,GRAND_SLAM,WS,2942,Main Draw,SUN Yingsha (CHN),ITO Mima (JPN),SUN Yingsha
China Smash 2024 Presented by Zhonghui Life,2024-10-04,LIANG Jingkun,LIN Gaoyuan,4,2,"1,14,11,11,7,11|11,12,8,5,11,3",QF,GRAND_SLAM,MS,2942,Main Draw,LIANG Jingkun (CHN),LIN Gaoyuan (CHN),LIANG Jingkun
