tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BJARNADOTTIR Kolfinna,RADITLOKO Oabona,3,1,"9,11,11,11|11,7,4,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,BJARNADOTTIR Kolfinna (ISL),RADITLOKO Oabona (BOT),BJARNADOTTIR Kolfinna
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MOSCOSO Heber,AL-HASAN Salem,3,2,"11,9,11,11,11|6,11,8,13,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AL-HASAN Salem (KUW),MOSCOSO Heber (GUA),MOSCOSO Heber
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RAMIREZ Jose Miguel,ALANSSARI Basel,3,2,"6,11,10,11,11|11,3,12,3,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ALANSSARI Basel (KUW),RAMIREZ Jose Miguel (GUA),RAMIREZ Jose Miguel
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GATICA Hector,AL-BAHRANI Husain,3,1,"7,11,11,17|11,7,9,15",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AL-BAHRANI Husain (KUW),GATICA Hector (GUA),GATICA Hector
World Team Table Tennis Championships Tokyo 2014,2014-04-28,QURESHI Asim,TERNA Denis,3,2,"11,8,11,11,12|4,11,13,7,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,TERNA Denis (MDA),QURESHI Asim (PAK),QURESHI Asim
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MINHAS Faryal,DUBROVIN Veniamin,3,1,"11,11,9,11|7,5,11,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,DUBROVIN Veniamin (MDA),MINHAS Faryal (PAK),MINHAS Faryal
World Team Table Tennis Championships Tokyo 2014,2014-04-28,QURESHI Asim,CHIRITA Cristian,3,2,"11,11,7,7,11|8,4,11,11,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CHIRITA Cristian (ROU),QURESHI Asim (PAK),QURESHI Asim
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TERNA Denis,ABBAS Saleem,3,0,"11,11,11|9,5,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,TERNA Denis (MDA),ABBAS Saleem (PAK),TERNA Denis
World Team Table Tennis Championships Tokyo 2014,2014-04-28,YIANGOU Marios,MINO Alberto,3,0,"12,11,11|10,6,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MINO Alberto (ECU),YIANGOU Marios (CYP),YIANGOU Marios
World Team Table Tennis Championships Tokyo 2014,2014-04-28,YIANGOU Yiangos,LOPEZ Leonardo,3,0,"11,11,11|5,3,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LOPEZ Leonardo (ECU),YIANGOU Yiangos (CYP),YIANGOU Yiangos
World Team Table Tennis Championships Tokyo 2014,2014-04-28,YIANGOU Marios,TAPIA Rodrigo,3,0,"11,11,11|2,8,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,TAPIA Rodrigo (ECU),YIANGOU Marios (CYP),YIANGOU Marios
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MINO Alberto,SERAFIMOV Ognyan,3,0,"15,11,11|13,5,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MINO Alberto (ECU),SERAFIMOV Ognyan (CYP),MINO Alberto
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LEONG Chee Feng,XIAO Phillip,3,1,"5,11,11,11|11,7,9,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LEONG Chee Feng (MAS),XIAO Phillip (NZL),LEONG Chee Feng
World Team Table Tennis Championships Tokyo 2014,2014-04-28,IBRAHIM Muhd Shakirin,LAUGESEN Shane,3,0,"11,11,14|8,8,12",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,IBRAHIM Muhd Shakirin (MAS),LAUGESEN Shane (NZL),IBRAHIM Muhd Shakirin
World Team Table Tennis Championships Tokyo 2014,2014-04-28,HAIQAL Muhamad Ashraf,XIAO Phillip,3,2,"11,11,11,7,12|6,8,13,11,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,HAIQAL Muhamad Ashraf (MAS),XIAO Phillip (NZL),HAIQAL Muhamad Ashraf
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CORDUE John,LEONG Chee Feng,3,1,"5,11,11,11|11,2,5,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LEONG Chee Feng (MAS),CORDUE John (NZL),CORDUE John
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LOPEZ Leonardo,ALBALOOSHI Abdulla,3,0,"11,11,11|7,5,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LOPEZ Leonardo (ECU),ALBALOOSHI Abdulla (UAE),LOPEZ Leonardo
World Team Table Tennis Championships Tokyo 2014,2014-04-28,COELLO Geovanny,LINJAWI Jassem,3,1,"11,11,11,11|7,5,13,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,COELLO Geovanny (ECU),LINJAWI Jassem (UAE),COELLO Geovanny
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MINO Alberto,MANSOUR Marawan,3,1,"7,11,11,11|11,7,4,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MINO Alberto (ECU),MANSOUR Marawan (UAE),MINO Alberto
World Team Table Tennis Championships Tokyo 2014,2014-04-28,YIANGOU Marios,JENKINS Stephen,3,0,"11,11,11|2,4,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,YIANGOU Marios (CYP),JENKINS Stephen (WAL),YIANGOU Marios
World Team Table Tennis Championships Tokyo 2014,2014-04-28,YIANGOU Yiangos,EDWARDS Conor,3,0,"11,11,11|8,4,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,YIANGOU Yiangos (CYP),EDWARDS Conor (WAL),YIANGOU Yiangos
World Team Table Tennis Championships Tokyo 2014,2014-04-28,JENKINS Stephen,SERAFIMOV Ognyan,3,0,"12,11,11|10,7,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,SERAFIMOV Ognyan (CYP),JENKINS Stephen (WAL),JENKINS Stephen
World Team Table Tennis Championships Tokyo 2014,2014-04-28,YIANGOU Marios,O'CONNELL Daniel,3,0,"11,11,14|5,8,12",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,YIANGOU Marios (CYP),O'CONNELL Daniel (WAL),YIANGOU Marios
World Team Table Tennis Championships Tokyo 2014,2014-04-28,IBRAHIM Muhd Shakirin,MICHELY Gilles,3,2,"11,7,9,11,15|5,11,11,5,13",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,IBRAHIM Muhd Shakirin (MAS),MICHELY Gilles (LUX),IBRAHIM Muhd Shakirin
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BAST Mike,HAIQAL Muhamad Ashraf,3,0,"13,11,11|11,5,3",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,HAIQAL Muhamad Ashraf (MAS),BAST Mike (LUX),BAST Mike
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LEONG Chee Feng,MICHELY Gilles,3,2,"9,10,14,11,11|11,12,12,9,3",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LEONG Chee Feng (MAS),MICHELY Gilles (LUX),LEONG Chee Feng
World Team Table Tennis Championships Tokyo 2014,2014-04-28,IBRAHIM Muhd Shakirin,HANSEN Sven,3,1,"11,11,6,11|9,5,11,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,IBRAHIM Muhd Shakirin (MAS),HANSEN Sven (LUX),IBRAHIM Muhd Shakirin
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CORDUE John,ALHAJJAI Waled Nasser,3,1,"11,8,12,11|1,11,10,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ALHAJJAI Waled Nasser (QAT),CORDUE John (NZL),CORDUE John
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LAUGESEN Shane,AL-MOHANNADI Ahmad Khalil,3,2,"11,9,12,14,11|9,11,14,12,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AL-MOHANNADI Ahmad Khalil (QAT),LAUGESEN Shane (NZL),LAUGESEN Shane
World Team Table Tennis Championships Tokyo 2014,2014-04-28,XIAO Phillip,SHEMET German,3,2,"11,11,5,11,11|5,9,11,13,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,SHEMET German (QAT),XIAO Phillip (NZL),XIAO Phillip
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ALHAJJAI Waled Nasser,LAUGESEN Shane,3,2,"11,11,8,11,11|7,9,11,13,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ALHAJJAI Waled Nasser (QAT),LAUGESEN Shane (NZL),ALHAJJAI Waled Nasser
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-MOHANNADI Ahmad Khalil,CORDUE John,3,1,"13,9,13,11|11,11,11,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AL-MOHANNADI Ahmad Khalil (QAT),CORDUE John (NZL),AL-MOHANNADI Ahmad Khalil
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LINJAWI Jassem,AL-BAHRANI Husain,3,1,"12,5,11,11|10,11,4,2",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LINJAWI Jassem (UAE),AL-BAHRANI Husain (KUW),LINJAWI Jassem
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-HASAN Salem,MANSOUR Marawan,3,1,"9,11,11,13|11,0,6,11",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MANSOUR Marawan (UAE),AL-HASAN Salem (KUW),AL-HASAN Salem
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ALBALOOSHI Abdulla,ALANSSARI Basel,3,1,"11,11,5,11|9,6,11,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ALBALOOSHI Abdulla (UAE),ALANSSARI Basel (KUW),ALBALOOSHI Abdulla
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LINJAWI Jassem,AL-HASAN Salem,3,2,"11,11,11,8,11|13,9,6,11,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LINJAWI Jassem (UAE),AL-HASAN Salem (KUW),LINJAWI Jassem
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-BAHRANI Husain,MANSOUR Marawan,3,2,"11,11,1,11,11|6,13,11,5,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MANSOUR Marawan (UAE),AL-BAHRANI Husain (KUW),AL-BAHRANI Husain
World Team Table Tennis Championships Tokyo 2014,2014-04-28,JENKINS Ryan,RAMIREZ Jose Miguel,3,2,"11,11,11,8,11|6,4,13,11,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,JENKINS Ryan (WAL),RAMIREZ Jose Miguel (GUA),JENKINS Ryan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,JENKINS Stephen,SOTO Kevin,3,2,"5,9,11,11,11|11,11,8,5,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,JENKINS Stephen (WAL),SOTO Kevin (GUA),JENKINS Stephen
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RAMIREZ Jose Miguel,MARSDEN Michael,3,0,"11,14,11|7,12,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MARSDEN Michael (WAL),RAMIREZ Jose Miguel (GUA),RAMIREZ Jose Miguel
World Team Table Tennis Championships Tokyo 2014,2014-04-28,JENKINS Ryan,GATICA Hector,3,0,"11,11,11|9,2,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,JENKINS Ryan (WAL),GATICA Hector (GUA),JENKINS Ryan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MICHELY Gilles,QURESHI Asim,3,2,"11,11,7,9,11|4,7,11,11,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,QURESHI Asim (PAK),MICHELY Gilles (LUX),MICHELY Gilles
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BAST Mike,MINHAS Faryal,3,1,"11,6,11,11|7,11,9,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MINHAS Faryal (PAK),BAST Mike (LUX),BAST Mike
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MICHELY Gilles,ABBAS Saleem,3,1,"8,12,11,11|11,10,7,2",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ABBAS Saleem (PAK),MICHELY Gilles (LUX),MICHELY Gilles
World Team Table Tennis Championships Tokyo 2014,2014-04-28,QURESHI Asim,HANSEN Sven,3,1,"9,15,11,14|11,13,8,12",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,QURESHI Asim (PAK),HANSEN Sven (LUX),QURESHI Asim
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ALHAJJAI Waled Nasser,DUBROVIN Veniamin,3,2,"11,15,6,7,11|6,13,11,11,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,DUBROVIN Veniamin (MDA),ALHAJJAI Waled Nasser (QAT),ALHAJJAI Waled Nasser
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-MOHANNADI Ahmad Khalil,TERNA Denis,3,0,"11,11,11|8,9,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,TERNA Denis (MDA),AL-MOHANNADI Ahmad Khalil (QAT),AL-MOHANNADI Ahmad Khalil
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CHIRITA Cristian,AL-NAGGAR Abdulrahman,3,1,"11,14,7,11|5,12,11,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CHIRITA Cristian (ROU),AL-NAGGAR Abdulrahman (QAT),CHIRITA Cristian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-MOHANNADI Ahmad Khalil,DUBROVIN Veniamin,3,0,"11,12,11|6,10,1",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,DUBROVIN Veniamin (MDA),AL-MOHANNADI Ahmad Khalil (QAT),AL-MOHANNADI Ahmad Khalil
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TERNA Denis,ALHAJJAI Waled Nasser,3,2,"8,11,9,11,12|11,6,11,5,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,TERNA Denis (MDA),ALHAJJAI Waled Nasser (QAT),TERNA Denis
World Team Table Tennis Championships Tokyo 2014,2014-04-28,DOMEIKA Arnoldas,FARRELL Ryan,3,0,"11,11,11|7,3,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,DOMEIKA Arnoldas (LTU),FARRELL Ryan (IRL),DOMEIKA Arnoldas
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ROBINSON Ashley,UDRA Alfredas,3,1,"5,11,11,13|11,9,9,11",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,UDRA Alfredas (LTU),ROBINSON Ashley (IRL),ROBINSON Ashley
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MIKUTIS Tomas,MAGUIRE Gavin,3,2,"9,11,11,2,11|11,8,6,11,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MIKUTIS Tomas (LTU),MAGUIRE Gavin (IRL),MIKUTIS Tomas
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ROBINSON Ashley,DOMEIKA Arnoldas,3,2,"5,11,4,11,11|11,3,11,9,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,DOMEIKA Arnoldas (LTU),ROBINSON Ashley (IRL),ROBINSON Ashley
World Team Table Tennis Championships Tokyo 2014,2014-04-28,UDRA Alfredas,FARRELL Ryan,3,2,"11,9,9,12,11|7,11,11,10,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,UDRA Alfredas (LTU),FARRELL Ryan (IRL),UDRA Alfredas
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KARTUZOVS Olegs,OLAH Benedek,3,0,"11,11,11|5,5,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,OLAH Benedek (FIN),KARTUZOVS Olegs (LAT),KARTUZOVS Olegs
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MASLOVS Leonids,SOINE Samuli,3,2,"7,7,11,11,14|11,11,9,2,12",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,SOINE Samuli (FIN),MASLOVS Leonids (LAT),MASLOVS Leonids
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KANTOLA Roope,KARTUZOVS Olegs,3,1,"3,11,11,11|11,6,9,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,KANTOLA Roope (FIN),KARTUZOVS Olegs (LAT),KANTOLA Roope
World Team Table Tennis Championships Tokyo 2014,2014-04-28,REINHOLDS Arturs,OLAH Benedek,3,2,"4,11,11,5,11|11,3,9,11,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,OLAH Benedek (FIN),REINHOLDS Arturs (LAT),REINHOLDS Arturs
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AFANADOR Brian,URIBE Salvador,3,1,"5,12,11,11|11,10,9,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,URIBE Salvador (MEX),AFANADOR Brian (PUR),AFANADOR Brian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GONZALEZ Daniel,MADRID Marcos,3,2,"11,19,7,4,11|8,17,11,11,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MADRID Marcos (MEX),GONZALEZ Daniel (PUR),GONZALEZ Daniel
World Team Table Tennis Championships Tokyo 2014,2014-04-28,VILLA Ricardo,BERRIOS Hector,3,2,"11,9,6,11,11|5,11,11,9,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,VILLA Ricardo (MEX),BERRIOS Hector (PUR),VILLA Ricardo
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GONZALEZ Daniel,URIBE Salvador,3,0,"11,11,13|8,7,11",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,URIBE Salvador (MEX),GONZALEZ Daniel (PUR),GONZALEZ Daniel
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MADRID Marcos,AFANADOR Brian,3,2,"11,8,11,7,11|3,11,7,11,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MADRID Marcos (MEX),AFANADOR Brian (PUR),MADRID Marcos
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AFANADOR Brian,AL-ABBAD Abdulaziz,3,2,"8,11,4,11,12|11,3,11,6,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AFANADOR Brian (PUR),AL-ABBAD Abdulaziz (KSA),AFANADOR Brian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ALKHADRAWI Ali,BERRIOS Hector,3,2,"11,11,12,5,11|6,5,14,11,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BERRIOS Hector (PUR),ALKHADRAWI Ali (KSA),ALKHADRAWI Ali
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GONZALEZ Daniel,AL-ABBAD Abdulaziz,3,1,"11,11,8,11|8,9,11,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,GONZALEZ Daniel (PUR),AL-ABBAD Abdulaziz (KSA),GONZALEZ Daniel
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AFANADOR Brian,AL-JADAI Naif,3,0,"11,11,11|4,6,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AFANADOR Brian (PUR),AL-JADAI Naif (KSA),AFANADOR Brian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,URIBE Salvador,ZHOLUDEV Denis,3,2,"9,3,11,11,11|11,11,8,6,2",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ZHOLUDEV Denis (KAZ),URIBE Salvador (MEX),URIBE Salvador
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MADRID Marcos,GERASSIMENKO Kirill,3,1,"11,6,11,11|8,11,8,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,GERASSIMENKO Kirill (KAZ),MADRID Marcos (MEX),MADRID Marcos
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KELBUGANOV Timur,VILLA Ricardo,3,2,"9,8,11,11,11|11,11,8,2,2",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,KELBUGANOV Timur (KAZ),VILLA Ricardo (MEX),KELBUGANOV Timur
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MADRID Marcos,ZHOLUDEV Denis,3,0,"11,11,11|7,9,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ZHOLUDEV Denis (KAZ),MADRID Marcos (MEX),MADRID Marcos
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GERASSIMENKO Kirill,URIBE Salvador,3,0,"11,11,11|6,5,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,GERASSIMENKO Kirill (KAZ),URIBE Salvador (MEX),GERASSIMENKO Kirill
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-JADAI Naif,BUTLER Jimmy,3,2,"7,11,10,12,11|11,7,12,10,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AL-JADAI Naif (KSA),BUTLER Jimmy (USA),AL-JADAI Naif
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-ABBAD Abdulaziz,WANG Timothy,3,0,"11,11,11|2,6,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AL-ABBAD Abdulaziz (KSA),WANG Timothy (USA),AL-ABBAD Abdulaziz
World Team Table Tennis Championships Tokyo 2014,2014-04-28,HUGH Adam,ALKHADRAWI Ali,3,0,"11,11,11|5,9,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ALKHADRAWI Ali (KSA),HUGH Adam (USA),HUGH Adam
World Team Table Tennis Championships Tokyo 2014,2014-04-28,WANG Timothy,AL-JADAI Naif,3,0,"11,11,11|7,5,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AL-JADAI Naif (KSA),WANG Timothy (USA),WANG Timothy
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-ABBAD Abdulaziz,BUTLER Jimmy,3,1,"11,11,11,11|13,5,4,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AL-ABBAD Abdulaziz (KSA),BUTLER Jimmy (USA),AL-ABBAD Abdulaziz
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AFANADOR Brian,MOHLER Nicola,3,1,"11,12,11,11|2,14,9,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AFANADOR Brian (PUR),MOHLER Nicola (SUI),AFANADOR Brian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CHAMPOD Nicolas,BERRIOS Hector,3,0,"13,11,16|11,7,14",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BERRIOS Hector (PUR),CHAMPOD Nicolas (SUI),CHAMPOD Nicolas
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GONZALEZ Daniel,MOHLER Nicola,3,0,"12,11,12|10,7,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,GONZALEZ Daniel (PUR),MOHLER Nicola (SUI),GONZALEZ Daniel
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AFANADOR Brian,WEBER Lionel,3,1,"11,9,11,11|6,11,7,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AFANADOR Brian (PUR),WEBER Lionel (SUI),AFANADOR Brian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MADRID Marcos,RUMGAY Gavin,3,1,"8,11,11,11|11,5,6,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,RUMGAY Gavin (SCO),MADRID Marcos (MEX),MADRID Marcos
World Team Table Tennis Championships Tokyo 2014,2014-04-28,VILLA Ricardo,DOHERTY Sean,3,1,"11,5,11,12|3,11,6,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,DOHERTY Sean (SCO),VILLA Ricardo (MEX),VILLA Ricardo
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MADRID Marcos,HOWIESON Craig,3,1,"11,9,11,11|4,11,8,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,HOWIESON Craig (SCO),MADRID Marcos (MEX),MADRID Marcos
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RUMGAY Gavin,URIBE Salvador,3,0,"11,11,11|2,2,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,RUMGAY Gavin (SCO),URIBE Salvador (MEX),RUMGAY Gavin
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KELBUGANOV Timur,VAINULA Vallot,3,2,"11,11,4,7,11|8,8,11,11,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,VAINULA Vallot (EST),KELBUGANOV Timur (KAZ),KELBUGANOV Timur
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GERASSIMENKO Kirill,SMIRNOV Aleksandr,3,2,"11,11,12,4,11|8,8,14,11,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,SMIRNOV Aleksandr (EST),GERASSIMENKO Kirill (KAZ),GERASSIMENKO Kirill
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LUSIN Aleksandr,ZHOLUDEV Denis,3,0,"11,11,11|2,5,2",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LUSIN Aleksandr (EST),ZHOLUDEV Denis (KAZ),LUSIN Aleksandr
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GERASSIMENKO Kirill,VAINULA Vallot,3,0,"11,11,11|5,9,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,VAINULA Vallot (EST),GERASSIMENKO Kirill (KAZ),GERASSIMENKO Kirill
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SMIRNOV Aleksandr,KELBUGANOV Timur,3,0,"11,11,11|6,7,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,SMIRNOV Aleksandr (EST),KELBUGANOV Timur (KAZ),SMIRNOV Aleksandr
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-ABBAD Abdulaziz,MIKUTIS Tomas,3,0,"11,11,11|9,5,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MIKUTIS Tomas (LTU),AL-ABBAD Abdulaziz (KSA),AL-ABBAD Abdulaziz
World Team Table Tennis Championships Tokyo 2014,2014-04-28,UDRA Alfredas,ALKHADRAWI Ali,3,2,"6,11,11,7,11|11,9,8,11,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,UDRA Alfredas (LTU),ALKHADRAWI Ali (KSA),UDRA Alfredas
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-ABBAD Abdulaziz,DOMEIKA Arnoldas,3,0,"11,18,11|8,16,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,DOMEIKA Arnoldas (LTU),AL-ABBAD Abdulaziz (KSA),AL-ABBAD Abdulaziz
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-JADAI Naif,MIKUTIS Tomas,3,2,"5,5,11,11,12|11,11,5,5,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MIKUTIS Tomas (LTU),AL-JADAI Naif (KSA),AL-JADAI Naif
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AFANADOR Brian,MCCREERY Paul,3,1,"7,11,11,11|11,8,8,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AFANADOR Brian (PUR),MCCREERY Paul (IRL),AFANADOR Brian
