tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,DING Ning,ISHIKAWA Kasumi,4,1,"7,11,11,11,11|11,3,4,3,5",QF,GRAND_SLAM,WS,11,Main Draw,DING Ning (CHN),ISHIKAWA Kasumi (JPN),DING Ning
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,CHEN Meng,WAKAMIYA Misako,4,0,"11,11,11,11|2,7,2,7",QF,GRAND_SLAM,WS,11,Main Draw,CHEN Meng (CHN),WAKAMIYA Misako (JPN),CHEN Meng
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,ZHU Yuling,SUH Hyo Won,4,2,"11,8,11,11,9,11|4,11,5,4,11,3",QF,GRAND_SLAM,WS,11,Main Draw,ZHU Yuling (MAC),SUH Hyo Won (KOR),ZHU Yuling
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LIU Shiwen,WU Yang,4,3,"6,9,11,11,11,11,11|11,11,13,7,1,7,7",QF,GRAND_SLAM,WS,11,Main Draw,WU Yang (CHN),LIU Shiwen (CHN),LIU Shiwen
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,CHEN Meng,DING Ning,4,1,"11,11,11,4,11|7,9,3,11,9",SF,GRAND_SLAM,WS,11,Main Draw,DING Ning (CHN),CHEN Meng (CHN),CHEN Meng
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,ZHU Yuling,LIU Shiwen,4,2,"11,5,11,11,6,11|2,11,6,6,11,3",SF,GRAND_SLAM,WS,11,Main Draw,ZHU Yuling (MAC),LIU Shiwen (CHN),ZHU Yuling
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,CHEN Meng,ZHU Yuling,4,3,"13,6,5,11,11,6,11|11,11,11,4,5,11,7",F,GRAND_SLAM,WS,11,Main Draw,CHEN Meng (CHN),ZHU Yuling (MAC),CHEN Meng
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LI Ahmet/WANG Eugene,ANGLES Enzo/WALKER Samuel,3,0,"11,11,11|5,8,9",QR32,GRAND_SLAM,MD,11,Qualification,LI Ahmet (TUR) / WANG Eugene (CAN),ANGLES Enzo (FRA) / WALKER Samuel (ENG),LI Ahmet
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,OIKAWA Mizuki/SAMBE Kohei,LI Ahmet/WANG Eugene,3,0,"11,11,11|6,9,5",QR16,GRAND_SLAM,MD,11,Qualification,OIKAWA Mizuki (JPN) / SAMBE Kohei (JPN),LI Ahmet (TUR) / WANG Eugene (CAN),OIKAWA Mizuki
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,FAN Zhendong/SHANG Kun,CHO Eonrae/KIM Donghyun,3,0,"11,11,11|6,8,8",QF,GRAND_SLAM,MD,11,Main Draw,FAN Zhendong (CHN) / SHANG Kun (CHN),CHO Eonrae (KOR) / KIM Donghyun (KOR),FAN Zhendong
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,MA Long/XU Xin,APOLONIA Tiago/TAN Ruiwu,3,0,"11,11,11|9,6,5",SF,GRAND_SLAM,MD,11,Main Draw,MA Long (CHN) / XU Xin (CHN),APOLONIA Tiago (POR) / TAN Ruiwu (CRO),MA Long
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,FAN Zhendong/SHANG Kun,MORIZONO Masataka/OSHIMA Yuya,3,1,"14,8,11,16|12,11,4,14",SF,GRAND_SLAM,MD,11,Main Draw,FAN Zhendong (CHN) / SHANG Kun (CHN),MORIZONO Masataka (JPN) / OSHIMA Yuya (JPN),FAN Zhendong
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,MA Long/XU Xin,FAN Zhendong/SHANG Kun,3,2,"11,13,7,10,11|8,11,11,12,8",F,GRAND_SLAM,MD,11,Main Draw,MA Long (CHN) / XU Xin (CHN),FAN Zhendong (CHN) / SHANG Kun (CHN),MA Long
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LIU Fei/WU Yang,JEON Jihee/YANG Ha Eun,3,2,"11,11,11,5,11|13,2,7,11,9",QF,GRAND_SLAM,WD,11,Main Draw,LIU Fei (CHN) / WU Yang (CHN),JEON Jihee (KOR) / YANG Ha Eun (KOR),LIU Fei
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,DING Ning/LIU Shiwen,CHEN Meng/ZHU Yuling,3,1,"11,11,10,11|5,8,12,6",QF,GRAND_SLAM,WD,11,Main Draw,DING Ning (CHN) / LIU Shiwen (CHN),CHEN Meng (CHN) / ZHU Yuling (MAC),DING Ning
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LIU Fei/WU Yang,LIN Ye/ZHOU Yihan,3,1,"11,7,11,11|6,11,9,5",F,GRAND_SLAM,WD,11,Main Draw,LIU Fei (CHN) / WU Yang (CHN),LIN Ye (CAN) / ZHOU Yihan (SGP),LIU Fei
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,FANG Bo/YAN An,GHOSH Soumyajit/KARIA Devesh,3,0,"11,11,13|6,9,11",QR16,GRAND_SLAM,MD,11,Qualification,FANG Bo (KAZ) / YAN An (CHN),GHOSH Soumyajit (IND) / KARIA Devesh (IND),FANG Bo
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,CHEN Meng/ZHU Yuling,SAMARA Elizabeta/SZOCS Bernadette,3,0,"11,11,11|9,9,8",QR16,GRAND_SLAM,WD,11,Qualification,CHEN Meng (CHN) / ZHU Yuling (MAC),SAMARA Elizabeta (ROU) / SZOCS Bernadette (ROU),CHEN Meng
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,APOLONIA Tiago/TAN Ruiwu,KUZMIN Fedor/VLASOV Grigory,3,1,"11,9,11,11|3,11,9,9",R16,GRAND_SLAM,MD,11,Main Draw,APOLONIA Tiago (POR) / TAN Ruiwu (CRO),KUZMIN Fedor (RUS) / VLASOV Grigory (RUS),APOLONIA Tiago
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,FAN Zhendong/SHANG Kun,TANG Peng/WONG Chun Ting,3,2,"9,11,8,11,11|11,8,11,4,6",R16,GRAND_SLAM,MD,11,Main Draw,FAN Zhendong (CHN) / SHANG Kun (CHN),TANG Peng (HKG) / WONG Chun Ting (HKG),FAN Zhendong
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,JEON Jihee/YANG Ha Eun,LAM Yee Lok/ZHU Chengzhu,3,1,"11,7,11,11|3,11,4,3",R16,GRAND_SLAM,WD,11,Main Draw,JEON Jihee (KOR) / YANG Ha Eun (KOR),LAM Yee Lok (HKG) / ZHU Chengzhu (HKG),JEON Jihee
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LEE Ho Ching/TIE Yana,LEE Seul/LEE Zion,3,2,"11,10,11,4,11|9,12,7,11,6",R16,GRAND_SLAM,WD,11,Main Draw,LEE Ho Ching (HKG) / TIE Yana (HKG),LEE Seul (KOR) / LEE Zion (KOR),LEE Ho Ching
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LIN Ye/ZHOU Yihan,LEE Ho Ching/TIE Yana,3,2,"12,6,3,11,11|10,11,11,7,9",QF,GRAND_SLAM,WD,11,Main Draw,LIN Ye (CAN) / ZHOU Yihan (SGP),LEE Ho Ching (HKG) / TIE Yana (HKG),LIN Ye
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LIU Fei/WU Yang,DOO Hoi Kem/JIANG Huajun,3,1,"11,11,8,11|4,5,11,6",SF,GRAND_SLAM,WD,11,Main Draw,LIU Fei (CHN) / WU Yang (CHN),DOO Hoi Kem (HKG) / JIANG Huajun (HKG),LIU Fei
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LAM Yee Lok/ZHU Chengzhu,MAEDA Miyu/MORI Sakura,3,1,"11,5,11,11|3,11,8,8",QR16,GRAND_SLAM,WD,11,Qualification,LAM Yee Lok (HKG) / ZHU Chengzhu (HKG),MAEDA Miyu (JPN) / MORI Sakura (JPN),LAM Yee Lok
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,GHOSH Soumyajit/KARIA Devesh,BROSSIER Benjamin/LORENTZ Romain,3,2,"11,9,11,8,11|9,11,6,11,4",QR32,GRAND_SLAM,MD,11,Qualification,GHOSH Soumyajit (IND) / KARIA Devesh (IND),BROSSIER Benjamin (FRA) / LORENTZ Romain (FRA),GHOSH Soumyajit
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,MATSUDAIRA Kenta/NIWA Koki,KALLBERG Anton/GERELL Par,3,1,"11,11,9,13|6,7,11,11",R16,GRAND_SLAM,MD,11,Main Draw,MATSUDAIRA Kenta (JPN) / NIWA Koki (JPN),KALLBERG Anton (SWE) / GERELL Par (SWE),MATSUDAIRA Kenta
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,CHO Eonrae/KIM Donghyun,OIKAWA Mizuki/SAMBE Kohei,3,2,"11,5,12,5,11|8,11,10,11,7",R16,GRAND_SLAM,MD,11,Main Draw,CHO Eonrae (KOR) / KIM Donghyun (KOR),OIKAWA Mizuki (JPN) / SAMBE Kohei (JPN),CHO Eonrae
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,MORIZONO Masataka/OSHIMA Yuya,FANG Bo/YAN An,3,1,"11,6,11,11|5,11,5,8",R16,GRAND_SLAM,MD,11,Main Draw,MORIZONO Masataka (JPN) / OSHIMA Yuya (JPN),FANG Bo (KAZ) / YAN An (CHN),MORIZONO Masataka
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,MA Long/XU Xin,MATSUDAIRA Kenta/NIWA Koki,3,1,"11,11,7,12|7,6,11,10",QF,GRAND_SLAM,MD,11,Main Draw,MA Long (CHN) / XU Xin (CHN),MATSUDAIRA Kenta (JPN) / NIWA Koki (JPN),MA Long
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,MORIZONO Masataka/OSHIMA Yuya,CHIANG Hung-Chieh/HUANG Sheng-Sheng,3,0,"11,11,11|9,6,9",QF,GRAND_SLAM,MD,11,Main Draw,MORIZONO Masataka (JPN) / OSHIMA Yuya (JPN),CHIANG Hung-Chieh (TPE) / HUANG Sheng-Sheng (TPE),MORIZONO Masataka
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,DOO Hoi Kem/JIANG Huajun,KITAOKA Eriko/SHOJI Yuki,3,1,"8,11,12,11|11,3,10,1",R16,GRAND_SLAM,WD,11,Main Draw,DOO Hoi Kem (HKG) / JIANG Huajun (HKG),KITAOKA Eriko (JPN) / SHOJI Yuki (JPN),DOO Hoi Kem
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,CHEN Meng/ZHU Yuling,HAMAMOTO Yui/KATO Miyu,3,0,"11,11,11|7,9,7",R16,GRAND_SLAM,WD,11,Main Draw,CHEN Meng (CHN) / ZHU Yuling (MAC),HAMAMOTO Yui (AUT) / KATO Miyu (JPN),CHEN Meng
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,NIWA Misato/YAMAMOTO Rei,DAS Ankita/DAS Mouma,3,1,"9,11,11,11|11,3,9,9",QR32,GRAND_SLAM,WD,11,Qualification,NIWA Misato (JPN) / YAMAMOTO Rei (JPN),DAS Ankita (IND) / DAS Mouma (IND),NIWA Misato
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,JEOUNG Youngsik/KIM Minseok,HO Kwan Kit/LIVENTSOV Alexey,3,2,"11,9,11,7,11|3,11,7,11,6",R16,GRAND_SLAM,MD,11,Main Draw,JEOUNG Youngsik (KOR) / KIM Minseok (KOR),HO Kwan Kit (HKG) / LIVENTSOV Alexey (RUS),JEOUNG Youngsik
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,CHIANG Hung-Chieh/HUANG Sheng-Sheng,JANG Woojin/PARK Jeongwoo,3,1,"11,11,9,11|6,4,11,8",R16,GRAND_SLAM,MD,11,Main Draw,CHIANG Hung-Chieh (TPE) / HUANG Sheng-Sheng (TPE),JANG Woojin (KOR) / PARK Jeongwoo (KOR),CHIANG Hung-Chieh
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,SUH Hyo Won/YU Sora,HU Melek/LI Jiao,3,1,"5,11,11,11|11,9,9,4",QR16,GRAND_SLAM,WD,11,Qualification,SUH Hyo Won (KOR) / YU Sora (KOR),HU Melek (TUR) / LI Jiao (NED),SUH Hyo Won
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LEE Seul/LEE Zion,HAYATA Hina/SATO Hitomi,3,2,"11,11,8,5,13|9,6,11,11,11",QR16,GRAND_SLAM,WD,11,Qualification,LEE Seul (KOR) / LEE Zion (KOR),HAYATA Hina (JPN) / SATO Hitomi (JPN),LEE Seul
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,DING Ning/LIU Shiwen,BOLLMEIER Nadine/TIKHOMIROVA Anna,3,0,"11,11,11|6,2,3",R16,GRAND_SLAM,WD,11,Main Draw,DING Ning (CHN) / LIU Shiwen (CHN),BOLLMEIER Nadine (GER) / TIKHOMIROVA Anna (RUS),DING Ning
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,HO Kwan Kit/LIVENTSOV Alexey,MURAMATSU Yuto/SHIONO Masato,3,1,"7,12,11,11|11,10,1,7",QR16,GRAND_SLAM,MD,11,Qualification,HO Kwan Kit (HKG) / LIVENTSOV Alexey (RUS),MURAMATSU Yuto (JPN) / SHIONO Masato (JPN),HO Kwan Kit
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,BOLLMEIER Nadine/TIKHOMIROVA Anna,MINAGAWA Yuka/NAGASAKI Miyu,3,1,"13,8,11,14|11,11,3,12",QR32,GRAND_SLAM,WD,11,Qualification,BOLLMEIER Nadine (GER) / TIKHOMIROVA Anna (RUS),MINAGAWA Yuka (JPN) / NAGASAKI Miyu (JPN),BOLLMEIER Nadine
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,BOLLMEIER Nadine/TIKHOMIROVA Anna,HSU Hui-Tsun/LEE I-Chen,3,1,"11,8,11,11|8,11,8,9",QR16,GRAND_SLAM,WD,11,Qualification,BOLLMEIER Nadine (GER) / TIKHOMIROVA Anna (RUS),HSU Hui-Tsun (TPE) / LEE I-Chen (TPE),BOLLMEIER Nadine
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,FENG Tianwei/YU Mengyu,SUH Hyo Won/YU Sora,3,1,"9,11,11,11|11,5,2,7",R16,GRAND_SLAM,WD,11,Main Draw,FENG Tianwei (SGP) / YU Mengyu (SGP),SUH Hyo Won (KOR) / YU Sora (KOR),FENG Tianwei
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LIN Ye/ZHOU Yihan,DOLGIKH Maria/MIKHAILOVA Polina,3,1,"8,12,17,11|11,10,15,3",R16,GRAND_SLAM,WD,11,Main Draw,LIN Ye (CAN) / ZHOU Yihan (SGP),DOLGIKH Maria (RUS) / MIKHAILOVA Polina (RUS),LIN Ye
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,DOO Hoi Kem/JIANG Huajun,FENG Tianwei/YU Mengyu,3,1,"11,11,18,11|8,9,20,7",QF,GRAND_SLAM,WD,11,Main Draw,DOO Hoi Kem (HKG) / JIANG Huajun (HKG),FENG Tianwei (SGP) / YU Mengyu (SGP),DOO Hoi Kem
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LIN Ye/ZHOU Yihan,DING Ning/LIU Shiwen,3,0,"11,11,11|8,6,8",SF,GRAND_SLAM,WD,11,Main Draw,LIN Ye (CAN) / ZHOU Yihan (SGP),DING Ning (CHN) / LIU Shiwen (CHN),LIN Ye
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,WU Zhikang/YANG Zi,HARIMOTO Tomokazu/KIZUKURI Yuto,3,1,"11,6,11,11|5,11,8,5",QR32,GRAND_SLAM,MD,11,Qualification,WU Zhikang (SGP) / YANG Zi (SGP),HARIMOTO Tomokazu (JPN) / KIZUKURI Yuto (JPN),WU Zhikang
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,KALLBERG Anton/GERELL Par,WU Zhikang/YANG Zi,3,1,"13,11,12,11|11,7,14,5",QR16,GRAND_SLAM,MD,11,Qualification,KALLBERG Anton (SWE) / GERELL Par (SWE),WU Zhikang (SGP) / YANG Zi (SGP),KALLBERG Anton
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,APOLONIA Tiago/TAN Ruiwu,CHEN Feng/CHEW Clarence,3,0,"11,11,11|5,4,8",QR16,GRAND_SLAM,MD,11,Qualification,APOLONIA Tiago (POR) / TAN Ruiwu (CRO),CHEN Feng (SGP) / CHEW Clarence (SGP),APOLONIA Tiago
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LIN Ye/ZHOU Yihan,NIWA Misato/YAMAMOTO Rei,3,0,"11,11,11|8,2,8",QR16,GRAND_SLAM,WD,11,Qualification,LIN Ye (CAN) / ZHOU Yihan (SGP),NIWA Misato (JPN) / YAMAMOTO Rei (JPN),LIN Ye
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,MA Long/XU Xin,AKERSTROM Fabian/KARLSSON Mattias,3,0,"13,11,11|11,8,7",R16,GRAND_SLAM,MD,11,Main Draw,MA Long (CHN) / XU Xin (CHN),AKERSTROM Fabian (SWE) / KARLSSON Mattias (SWE),MA Long
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,JANG Woojin/PARK Jeongwoo,RANEFUR Elias/SODERLUND Hampus,3,0,"11,11,11|5,6,7",QR32,GRAND_SLAM,MD,11,Qualification,JANG Woojin (KOR) / PARK Jeongwoo (KOR),RANEFUR Elias (SWE) / SODERLUND Hampus (SWE),JANG Woojin
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,AKERSTROM Fabian/KARLSSON Mattias,MIZUTANI Jun/YOSHIMURA Maharu,3,1,"11,11,9,14|6,7,11,12",QR16,GRAND_SLAM,MD,11,Qualification,AKERSTROM Fabian (SWE) / KARLSSON Mattias (SWE),MIZUTANI Jun (JPN) / YOSHIMURA Maharu (JPN),AKERSTROM Fabian
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LIU Fei/WU Yang,CHENG I-Ching/HUANG Yi-Hua,3,1,"12,12,11,11|14,10,9,4",R16,GRAND_SLAM,WD,11,Main Draw,LIU Fei (CHN) / WU Yang (CHN),CHENG I-Ching (TPE) / HUANG Yi-Hua (TPE),LIU Fei
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,KALLBERG Anton/GERELL Par,HUANG Chien-Tu/YANG Tzu-Yi,3,1,"11,6,14,11|4,11,12,3",QR32,GRAND_SLAM,MD,11,Qualification,KALLBERG Anton (SWE) / GERELL Par (SWE),HUANG Chien-Tu (TPE) / YANG Tzu-Yi (TPE),KALLBERG Anton
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,JANG Woojin/PARK Jeongwoo,CHUANG Chih-Yuan/SUN Chia-Hung,3,2,"13,9,4,13,11|11,11,11,11,6",QR16,GRAND_SLAM,MD,11,Qualification,JANG Woojin (KOR) / PARK Jeongwoo (KOR),CHUANG Chih-Yuan (TPE) / SUN Chia-Hung (TPE),JANG Woojin
GAC Group World Tour Japan Open Kobe 2015,2015-06-24,LIU Fei/WU Yang,CHENG Hsien-Tzu/CHEN Szu-Yu,3,0,"11,11,11|9,8,5",QR16,GRAND_SLAM,WD,11,Qualification,LIU Fei (CHN) / WU Yang (CHN),CHENG Hsien-Tzu (TPE) / CHEN Szu-Yu (TPE),LIU Fei
