tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
Pro Tour Slovenia Open Velenje 2010,2010-01-19,JEONG Sangeun/JEOUNG Youngsik,KARAKASEVIC Aleksandar/TOKIC Bojan,4,3,"11,8,11,11,1,4,12|8,11,7,6,11,11,10",R16,GRAND_SLAM,MD,65,Main Draw,JEONG Sangeun (KOR) / JEOUNG Youngsik (KOR),KARAKASEVIC Aleksandar (SRB) / TOKIC Bojan (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LEE Sang Su/SEO Hyundeok,APOLONIA Tiago/MONTEIRO Joao,4,2,"11,11,11,10,4,11|5,9,7,12,11,4",QuarterFinal,GRAND_SLAM,MD,65,Main Draw,LEE Sang Su (KOR) / SEO Hyundeok (KOR),APOLONIA Tiago (POR) / MONTEIRO Joao (POR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SHIBAEV Alexander/SMIRNOV Alexey,LEE Sang Su/SEO Hyundeok,4,1,"11,13,11,6,11|4,11,5,11,8",SemiFinal,GRAND_SLAM,MD,65,Main Draw,SHIBAEV Alexander (RUS) / SMIRNOV Alexey (RUS),LEE Sang Su (KOR) / SEO Hyundeok (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,BAUM Patrick/STEGER Bastian,JEONG Sangeun/JEOUNG Youngsik,4,2,"11,11,13,3,11,11|6,8,15,11,6,8",SemiFinal,GRAND_SLAM,MD,65,Main Draw,BAUM Patrick (GER) / STEGER Bastian (GER),JEONG Sangeun (KOR) / JEOUNG Youngsik (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KIM Kyungmin/KIM Minseok,GOLEBIOWSKI Mateusz/JENDRZEJEWSKI Patryk,3,1,"11,11,6,12|7,2,11,10",QR64,GRAND_SLAM,MD,65,Qualification,KIM Kyungmin (KOR) / KIM Minseok (KOR),GOLEBIOWSKI Mateusz (POL) / JENDRZEJEWSKI Patryk (POL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,JEONG Sangeun/JEOUNG Youngsik,FEGERL Stefan/FENG Xiaoquan,3,0,"12,11,12|10,9,10",QR64,GRAND_SLAM,MD,65,Qualification,JEONG Sangeun (KOR) / JEOUNG Youngsik (KOR),FEGERL Stefan (AUT) / FENG Xiaoquan (AUT)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SHIBAEV Alexander/SMIRNOV Alexey,KIM Kyungmin/KIM Minseok,3,2,"11,6,11,8,11|8,11,9,11,6",QR32,GRAND_SLAM,MD,65,Qualification,SHIBAEV Alexander (RUS) / SMIRNOV Alexey (RUS),KIM Kyungmin (KOR) / KIM Minseok (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,JOVER Sebastien/SALIFOU Abdel-Kader,HELLERUD Kristoffer/RONNEBERG Espen,3,0,,QR64,GRAND_SLAM,MD,65,Qualification,JOVER Sebastien (FRA) / SALIFOU Abdel-Kader (BEN),HELLERUD Kristoffer (NOR) / RONNEBERG Espen (NOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KOLAREK Tomislav/REDJEP Ronald,CHMIEL Pawel/GORAK Daniel,3,1,"14,4,13,11|12,11,11,5",QR64,GRAND_SLAM,MD,65,Qualification,KOLAREK Tomislav (CRO) / REDJEP Ronald (CRO),CHMIEL Pawel (POL) / GORAK Daniel (POL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LEE Sang Su/SEO Hyundeok,CHOJNOWSKI Patryk/FERTIKOWSKI Pawel,3,1,"11,12,5,11|8,10,11,8",QR16,GRAND_SLAM,MD,65,Qualification,LEE Sang Su (KOR) / SEO Hyundeok (KOR),CHOJNOWSKI Patryk (POL) / FERTIKOWSKI Pawel (POL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,APOLONIA Tiago/MONTEIRO Joao,HABESOHN Mathias/SIMONER Christoph,4,1,"11,11,11,9,12|7,7,8,11,10",R16,GRAND_SLAM,MD,65,Main Draw,APOLONIA Tiago (POR) / MONTEIRO Joao (POR),HABESOHN Mathias (AUT) / SIMONER Christoph (AUT)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,BOBILLIER Loic/MARTINEZ Michel,KUZMIN Fedor/SKACHKOV Kirill,4,2,"9,11,7,11,11,11|11,1,11,8,4,7",R16,GRAND_SLAM,MD,65,Main Draw,BOBILLIER Loic (FRA) / MARTINEZ Michel (FRA),KUZMIN Fedor (RUS) / SKACHKOV Kirill (RUS)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SHIBAEV Alexander/SMIRNOV Alexey,KONECNY Tomas/PROKOPCOV Dmitrij,4,3,"16,8,6,11,11,11,11|14,11,11,7,8,13,4",R16,GRAND_SLAM,MD,65,Main Draw,SHIBAEV Alexander (RUS) / SMIRNOV Alexey (RUS),KONECNY Tomas (CZE) / PROKOPCOV Dmitrij (CZE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LIVENTSOV Alexey/RUBTSOV Igor,CARNEROS Alfredo/MACHADO Carlos,4,3,"9,11,1,9,13,11,11|11,9,11,11,11,7,9",R16,GRAND_SLAM,MD,65,Main Draw,LIVENTSOV Alexey (RUS) / RUBTSOV Igor (RUS),CARNEROS Alfredo (ESP) / MACHADO Carlos (ESP)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,JEONG Sangeun/JEOUNG Youngsik,LIVENTSOV Alexey/RUBTSOV Igor,4,3,"11,12,8,5,11,12,13|9,10,11,11,7,14,11",QuarterFinal,GRAND_SLAM,MD,65,Main Draw,JEONG Sangeun (KOR) / JEOUNG Youngsik (KOR),LIVENTSOV Alexey (RUS) / RUBTSOV Igor (RUS)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SHIBAEV Alexander/SMIRNOV Alexey,BAUM Patrick/STEGER Bastian,4,3,"11,11,9,7,12,8,11|5,8,11,11,10,11,6",Final,GRAND_SLAM,MD,65,Main Draw,SHIBAEV Alexander (RUS) / SMIRNOV Alexey (RUS),BAUM Patrick (GER) / STEGER Bastian (GER)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KNIGHT Darius/RUMGAY Gavin,JANCARIK Lubomir/KLEPRLIK Jakub,3,1,"11,7,13,11|7,11,11,7",QR64,GRAND_SLAM,MD,65,Qualification,KNIGHT Darius (ENG) / RUMGAY Gavin (SCO),JANCARIK Lubomir (CZE) / KLEPRLIK Jakub (CZE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,BOBILLIER Loic/MARTINEZ Michel,KNIGHT Darius/RUMGAY Gavin,3,1,"9,11,11,15|11,4,8,13",QR32,GRAND_SLAM,MD,65,Qualification,BOBILLIER Loic (FRA) / MARTINEZ Michel (FRA),KNIGHT Darius (ENG) / RUMGAY Gavin (SCO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,BENTSEN Allan/RASMUSSEN Morten,PEPERKO Domen/PERSOLJA Ludvik,3,0,"11,11,11|8,6,9",QR64,GRAND_SLAM,MD,65,Qualification,BENTSEN Allan (DEN) / RASMUSSEN Morten (DEN),PEPERKO Domen (SLO) / PERSOLJA Ludvik (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,JEVTOVIC Marko/PETO Zsolt,BERNER Eric/FJELL Hallvard,3,0,"11,11,11|8,4,8",QR64,GRAND_SLAM,MD,65,Qualification,JEVTOVIC Marko (SRB) / PETO Zsolt (SRB),BERNER Eric (NOR) / FJELL Hallvard (NOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,CREPULJA Bojan/PETKOV Marko,BOBOCICA Mihai/STOYANOV Niagol,3,1,"11,11,4,11|8,8,11,7",QR64,GRAND_SLAM,MD,65,Qualification,CREPULJA Bojan (SRB) / PETKOV Marko (SRB),BOBOCICA Mihai (ITA) / STOYANOV Niagol (ITA)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,JEVTOVIC Marko/PETO Zsolt,AKERSTROM Fabian/SONDELL Johan,3,0,"11,11,11|6,4,6",QR32,GRAND_SLAM,MD,65,Qualification,JEVTOVIC Marko (SRB) / PETO Zsolt (SRB),AKERSTROM Fabian (SWE) / SONDELL Johan (SWE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SHIBAEV Alexander/SMIRNOV Alexey,JEVTOVIC Marko/PETO Zsolt,3,0,"11,11,11|5,3,8",QR16,GRAND_SLAM,MD,65,Qualification,SHIBAEV Alexander (RUS) / SMIRNOV Alexey (RUS),JEVTOVIC Marko (SRB) / PETO Zsolt (SRB)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,ILLAS Erik/PISTEJ Lubomir,SKRABAN Dominik/ZAFOSTNIK Gregor,3,1,"7,11,11,11|11,9,4,9",QR64,GRAND_SLAM,MD,65,Qualification,ILLAS Erik (SVK) / PISTEJ Lubomir (SVK),SKRABAN Dominik (SLO) / ZAFOSTNIK Gregor (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,CARNEROS Alfredo/MACHADO Carlos,ILLAS Erik/PISTEJ Lubomir,3,2,"11,7,11,9,14|5,11,9,11,12",QR32,GRAND_SLAM,MD,65,Qualification,CARNEROS Alfredo (ESP) / MACHADO Carlos (ESP),ILLAS Erik (SVK) / PISTEJ Lubomir (SVK)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SVENSSON Robert/TORNKVIST Andreas,NAGY Krisztian/PAZSY Ferenc,3,1,"11,8,11,11|9,11,7,6",QR64,GRAND_SLAM,MD,65,Qualification,SVENSSON Robert (SWE) / TORNKVIST Andreas (SWE),NAGY Krisztian (HUN) / PAZSY Ferenc (HUN)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,AKERSTROM Fabian/SONDELL Johan,SLODEJ Matic/ZDOVC Jurij,3,1,"11,10,11,11|5,12,8,7",QR64,GRAND_SLAM,MD,65,Qualification,AKERSTROM Fabian (SWE) / SONDELL Johan (SWE),SLODEJ Matic (SLO) / ZDOVC Jurij (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GERELL Par/LUNDQVIST Jens,FILIMON Lucian/IONESCU Ovidiu,3,1,"12,11,10,13|10,5,12,11",QR64,GRAND_SLAM,MD,65,Qualification,GERELL Par (SWE) / LUNDQVIST Jens (SWE),FILIMON Lucian (ROU) / IONESCU Ovidiu (ROU)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,CHOJNOWSKI Patryk/FERTIKOWSKI Pawel,SVENSSON Robert/TORNKVIST Andreas,3,1,"8,11,11,14|11,8,8,12",QR32,GRAND_SLAM,MD,65,Qualification,CHOJNOWSKI Patryk (POL) / FERTIKOWSKI Pawel (POL),SVENSSON Robert (SWE) / TORNKVIST Andreas (SWE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GERELL Par/LUNDQVIST Jens,HORVAT Mitja/ROPOSA Bojan,3,0,"12,11,11|10,5,4",QR32,GRAND_SLAM,MD,65,Qualification,GERELL Par (SWE) / LUNDQVIST Jens (SWE),HORVAT Mitja (SLO) / ROPOSA Bojan (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,APOLONIA Tiago/MONTEIRO Joao,GERELL Par/LUNDQVIST Jens,3,0,"12,11,11|10,2,5",QR16,GRAND_SLAM,MD,65,Qualification,APOLONIA Tiago (POR) / MONTEIRO Joao (POR),GERELL Par (SWE) / LUNDQVIST Jens (SWE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KOU Lei/ZHMUDENKO Yaroslav,RECH DALDOSSO Marco/TOMASI Stefano,3,0,,QR64,GRAND_SLAM,MD,65,Qualification,KOU Lei (UKR) / ZHMUDENKO Yaroslav (UKR),RECH DALDOSSO Marco (ITA) / TOMASI Stefano (ITA)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KEINATH Thomas/SEREDA Peter,RAKOV Valerij/SITAK Andriy,3,2,"11,6,8,11,11|4,11,11,5,7",QR64,GRAND_SLAM,MD,65,Qualification,KEINATH Thomas (SVK) / SEREDA Peter (SVK),RAKOV Valerij (UKR) / SITAK Andriy (UKR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PARK Miyoung/SUH Hyo Won,KOVACS Karina/LIU Yuan,3,0,"11,11,11|2,8,4",QR32,GRAND_SLAM,WD,65,Qualification,PARK Miyoung (KOR) / SUH Hyo Won (KOR),KOVACS Karina (AUT) / LIU Yuan (AUT)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GANINA Svetlana/PAVLOVICH Viktoria,CREEMERS Linda/LI Jiao,4,1,"3,14,11,14,11|11,12,7,12,9",R16,GRAND_SLAM,WD,65,Main Draw,GANINA Svetlana (RUS) / PAVLOVICH Viktoria (BLR),CREEMERS Linda (NED) / LI Jiao (NED)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GANINA Svetlana/PAVLOVICH Viktoria,POTA Georgina/TOTH Krisztina,4,2,"11,11,11,6,8,12|1,8,7,11,11,10",QuarterFinal,GRAND_SLAM,WD,65,Main Draw,GANINA Svetlana (RUS) / PAVLOVICH Viktoria (BLR),POTA Georgina (HUN) / TOTH Krisztina (HUN)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GANINA Svetlana/PAVLOVICH Viktoria,LI Jie/TIMINA Elena,4,3,"11,11,11,8,10,7,11|7,7,8,11,12,11,6",Final,GRAND_SLAM,WD,65,Main Draw,GANINA Svetlana (RUS) / PAVLOVICH Viktoria (BLR),LI Jie (NED) / TIMINA Elena (NED)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PETEK Petra/TOMIC Mirna,PAVLIN Nina/SAPEK Katja,3,2,"6,13,11,3,11|11,11,8,11,9",QR64,GRAND_SLAM,WD,65,Qualification,PETEK Petra (CRO) / TOMIC Mirna (CRO),PAVLIN Nina (SLO) / SAPEK Katja (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KARAGODINA Inna/PRIVALOVA Alexandra,PETEK Petra/TOMIC Mirna,3,1,"11,8,11,11|2,11,8,9",QR32,GRAND_SLAM,WD,65,Qualification,KARAGODINA Inna (BLR) / PRIVALOVA Alexandra (BLR),PETEK Petra (CRO) / TOMIC Mirna (CRO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,STRBIKOVA Renata/VACENOVSKA Iveta,GRZYBOWSKA-FRANC Katarzyna/PARTYKA Natalia,3,2,"11,3,11,9,11|4,11,5,11,3",QR32,GRAND_SLAM,WD,65,Qualification,STRBIKOVA Renata (CZE) / VACENOVSKA Iveta (CZE),GRZYBOWSKA-FRANC Katarzyna (POL) / PARTYKA Natalia (POL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PARK Miyoung/SUH Hyo Won,STRBIKOVA Renata/VACENOVSKA Iveta,3,1,"11,11,7,13|5,5,11,11",QR16,GRAND_SLAM,WD,65,Qualification,PARK Miyoung (KOR) / SUH Hyo Won (KOR),STRBIKOVA Renata (CZE) / VACENOVSKA Iveta (CZE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SCHALL Elke/WU Jiaduo,DRINKHALL Joanna/SIBLEY Kelly,4,0,"11,11,11,11|6,5,1,5",R16,GRAND_SLAM,WD,65,Main Draw,SCHALL Elke (GER) / WU Jiaduo (GER),DRINKHALL Joanna (ENG) / SIBLEY Kelly (ENG)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,DVORAK Galia/RAMIREZ Sara,POSTHUMA Monique/ZETSEN Nicky,3,0,"11,11,11|8,5,6",QR32,GRAND_SLAM,WD,65,Qualification,DVORAK Galia (ESP) / RAMIREZ Sara (ESP),POSTHUMA Monique (NED) / ZETSEN Nicky (NED)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,ERDELJI Anamaria/FEHER Gabriela,DVORAK Galia/RAMIREZ Sara,3,2,"3,11,6,11,11|11,6,11,8,7",QR16,GRAND_SLAM,WD,65,Qualification,ERDELJI Anamaria (SRB) / FEHER Gabriela (SRB),DVORAK Galia (ESP) / RAMIREZ Sara (ESP)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PARK Miyoung/SUH Hyo Won,BARTHEL Zhenqi/LANG Kristin,4,1,"11,11,11,6,11|4,7,6,11,9",R16,GRAND_SLAM,WD,65,Main Draw,PARK Miyoung (KOR) / SUH Hyo Won (KOR),BARTHEL Zhenqi (GER) / LANG Kristin (GER)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SIKORSKA Magdalena/STEFANSKA Kinga,NTOULAKI Ekaterina/PAPADAKI Angeliki,3,1,"9,11,11,11|11,4,2,9",QR32,GRAND_SLAM,WD,65,Qualification,SIKORSKA Magdalena (POL) / STEFANSKA Kinga (POL),NTOULAKI Ekaterina (GRE) / PAPADAKI Angeliki (GRE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LOVAS Petra/PERGEL Szandra,FAJMUT Manca/LUZAR Natalija,4,2,"11,5,9,11,11,11|7,11,11,6,4,6",R16,GRAND_SLAM,WD,65,Main Draw,LOVAS Petra (HUN) / PERGEL Szandra (HUN),FAJMUT Manca (SLO) / LUZAR Natalija (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,DRINKHALL Joanna/SIBLEY Kelly,KERTAI Rita/PETERMAN-VARGA Timea,3,0,"11,11,11|9,6,8",QR32,GRAND_SLAM,WD,65,Qualification,DRINKHALL Joanna (ENG) / SIBLEY Kelly (ENG),KERTAI Rita (HUN) / PETERMAN-VARGA Timea (HUN)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LOVAS Petra/PERGEL Szandra,AMAR Einat/RUVMAN Natali,3,0,"11,11,11|3,5,3",QR32,GRAND_SLAM,WD,65,Qualification,LOVAS Petra (HUN) / PERGEL Szandra (HUN),AMAR Einat (ISR) / RUVMAN Natali (ISR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LOVAS Petra/PERGEL Szandra,DESSAINT Aurore/GRUNDISCH Carole,3,0,"11,14,13|6,12,11",QR16,GRAND_SLAM,WD,65,Qualification,LOVAS Petra (HUN) / PERGEL Szandra (HUN),DESSAINT Aurore (FRA) / GRUNDISCH Carole (FRA)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,AMAR Einat/RUVMAN Natali,JERIC Tamara/VERHNJAK Melita,3,1,"12,11,9,11|10,7,11,7",QR64,GRAND_SLAM,WD,65,Qualification,AMAR Einat (ISR) / RUVMAN Natali (ISR),JERIC Tamara (SLO) / VERHNJAK Melita (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,BOROS Tamara/MOLNAR Cornelia,SCARDIGNO Rossella/WANG Yu (YOB=1981),3,0,"11,11,11|3,5,3",QR32,GRAND_SLAM,WD,65,Qualification,BOROS Tamara (CRO) / MOLNAR Cornelia (CRO),SCARDIGNO Rossella (ITA) / WANG Yu (YOB=1981) (ITA)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PARK Miyoung/SUH Hyo Won,LOVAS Petra/PERGEL Szandra,4,0,"11,11,13,11|8,4,11,4",QuarterFinal,GRAND_SLAM,WD,65,Main Draw,PARK Miyoung (KOR) / SUH Hyo Won (KOR),LOVAS Petra (HUN) / PERGEL Szandra (HUN)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LI Jie/TIMINA Elena,PARK Miyoung/SUH Hyo Won,4,2,"9,11,8,11,11,11|11,6,11,4,8,5",SemiFinal,GRAND_SLAM,WD,65,Main Draw,LI Jie (NED) / TIMINA Elena (NED),PARK Miyoung (KOR) / SUH Hyo Won (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,CREEMERS Linda/LI Jiao,KANG Misoon/LEE Yearam,3,2,"7,11,10,11,11|11,6,12,7,9",QR32,GRAND_SLAM,WD,65,Qualification,CREEMERS Linda (NED) / LI Jiao (NED),KANG Misoon (KOR) / LEE Yearam (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LI Jie/TIMINA Elena,SCHALL Elke/WU Jiaduo,4,1,"11,6,11,11,11|2,11,7,9,6",QuarterFinal,GRAND_SLAM,WD,65,Main Draw,LI Jie (NED) / TIMINA Elena (NED),SCHALL Elke (GER) / WU Jiaduo (GER)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,POSTHUMA Monique/ZETSEN Nicky,ROJKO Vesna/ZERA Ivana,3,0,"14,11,11|12,9,3",QR64,GRAND_SLAM,WD,65,Qualification,POSTHUMA Monique (NED) / ZETSEN Nicky (NED),ROJKO Vesna (SLO) / ZERA Ivana (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LI Jie/TIMINA Elena,GATINSKA Katalina/KASABOVA Asya,3,0,"11,11,11|7,7,3",QR32,GRAND_SLAM,WD,65,Qualification,LI Jie (NED) / TIMINA Elena (NED),GATINSKA Katalina (BUL) / KASABOVA Asya (BUL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,CREEMERS Linda/LI Jiao,BOROS Tamara/MOLNAR Cornelia,3,0,"11,11,11|8,7,7",QR16,GRAND_SLAM,WD,65,Qualification,CREEMERS Linda (NED) / LI Jiao (NED),BOROS Tamara (CRO) / MOLNAR Cornelia (CRO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LI Jie/TIMINA Elena,KO Somi/SEOK Hajung,3,1,"9,11,13,11|11,5,11,7",QR16,GRAND_SLAM,WD,65,Qualification,LI Jie (NED) / TIMINA Elena (NED),KO Somi (KOR) / SEOK Hajung (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KO Somi/SEOK Hajung,KUSINSKA Klaudia/PIETKIEWICZ Monika,3,1,"11,11,9,11|8,9,11,8",QR32,GRAND_SLAM,WD,65,Qualification,KO Somi (KOR) / SEOK Hajung (KOR),KUSINSKA Klaudia (POL) / PIETKIEWICZ Monika (POL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,DRINKHALL Joanna/SIBLEY Kelly,SIKORSKA Magdalena/STEFANSKA Kinga,3,1,"10,14,12,11|12,12,10,7",QR16,GRAND_SLAM,WD,65,Qualification,DRINKHALL Joanna (ENG) / SIBLEY Kelly (ENG),SIKORSKA Magdalena (POL) / STEFANSKA Kinga (POL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,DODEAN Daniela/SAMARA Elizabeta,PAVLOVICH Veronika/PESOTSKA Margaryta,4,0,,R16,GRAND_SLAM,WD,65,Main Draw,DODEAN Daniela (ROU) / SAMARA Elizabeta (ROU),PAVLOVICH Veronika (BLR) / PESOTSKA Margaryta (UKR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,DODEAN Daniela/SAMARA Elizabeta,ERDELJI Anamaria/FEHER Gabriela,4,2,"9,6,12,11,11,14|11,11,10,8,9,12",QuarterFinal,GRAND_SLAM,WD,65,Main Draw,DODEAN Daniela (ROU) / SAMARA Elizabeta (ROU),ERDELJI Anamaria (SRB) / FEHER Gabriela (SRB)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GANINA Svetlana/PAVLOVICH Viktoria,DODEAN Daniela/SAMARA Elizabeta,4,2,"11,3,17,11,11,11|8,11,19,9,6,6",SemiFinal,GRAND_SLAM,WD,65,Main Draw,GANINA Svetlana (RUS) / PAVLOVICH Viktoria (BLR),DODEAN Daniela (ROU) / SAMARA Elizabeta (ROU)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LI Jie/TIMINA Elena,TIKHOMIROVA Anna/VORONOVA Anastasia,4,0,"12,11,12,11|10,5,10,9",R16,GRAND_SLAM,WD,65,Main Draw,LI Jie (NED) / TIMINA Elena (NED),TIKHOMIROVA Anna (RUS) / VORONOVA Anastasia (RUS)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PAVLOVICH Veronika/PESOTSKA Margaryta,GALIC Alex/ZUPANCIC Nina,3,0,"11,11,11|5,8,2",QR32,GRAND_SLAM,WD,65,Qualification,PAVLOVICH Veronika (BLR) / PESOTSKA Margaryta (UKR),GALIC Alex (SLO) / ZUPANCIC Nina (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PAVLOVICH Veronika/PESOTSKA Margaryta,LUDVIK Jana/TOMAZINI Jana,3,0,"11,11,11|3,2,9",QR16,GRAND_SLAM,WD,65,Qualification,PAVLOVICH Veronika (BLR) / PESOTSKA Margaryta (UKR),LUDVIK Jana (SLO) / TOMAZINI Jana (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,ERDELJI Anamaria/FEHER Gabriela,DUBKOVA Elena/LI Xue,4,3,"6,15,12,11,9,11,11|11,17,10,8,11,7,8",R16,GRAND_SLAM,WD,65,Main Draw,ERDELJI Anamaria (SRB) / FEHER Gabriela (SRB),DUBKOVA Elena (BLR) / LI Xue (FRA)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GALIC Alex/ZUPANCIC Nina,HOLOK Dijana/LUPULESKU Anelia,3,1,"11,11,4,11|8,5,11,9",QR64,GRAND_SLAM,WD,65,Qualification,GALIC Alex (SLO) / ZUPANCIC Nina (SLO),HOLOK Dijana (SRB) / LUPULESKU Anelia (SRB)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,ERDELJI Anamaria/FEHER Gabriela,BILOBRK Ivanka/DURAK Mirela,3,0,"11,11,11|9,7,8",QR32,GRAND_SLAM,WD,65,Qualification,ERDELJI Anamaria (SRB) / FEHER Gabriela (SRB),BILOBRK Ivanka (CRO) / DURAK Mirela (CRO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,DESSAINT Aurore/GRUNDISCH Carole,GALONJA Marija/KNEZEVIC Monika,3,1,"12,11,4,11|10,6,11,6",QR32,GRAND_SLAM,WD,65,Qualification,DESSAINT Aurore (FRA) / GRUNDISCH Carole (FRA),GALONJA Marija (SRB) / KNEZEVIC Monika (SRB)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LUDVIK Jana/TOMAZINI Jana,JONSSON Carina/PERSSON Marie (1986),3,0,,QR32,GRAND_SLAM,WD,65,Qualification,LUDVIK Jana (SLO) / TOMAZINI Jana (SLO),JONSSON Carina (SWE) / PERSSON Marie (1986) (SWE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,POTA Georgina/TOTH Krisztina,HAPONOVA Hanna/BILENKO Tetyana,4,0,"11,11,11,11|7,8,7,8",R16,GRAND_SLAM,WD,65,Main Draw,POTA Georgina (HUN) / TOTH Krisztina (HUN),HAPONOVA Hanna (UKR) / BILENKO Tetyana (UKR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,HAPONOVA Hanna/BILENKO Tetyana,SIRUCKOVA Aneta/MATELOVA Hana,3,0,"11,11,11|5,9,7",QR32,GRAND_SLAM,WD,65,Qualification,HAPONOVA Hanna (UKR) / BILENKO Tetyana (UKR),SIRUCKOVA Aneta (CZE) / MATELOVA Hana (CZE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,HAPONOVA Hanna/BILENKO Tetyana,KARAGODINA Inna/PRIVALOVA Alexandra,3,2,"5,11,11,9,11|11,6,5,11,8",QR16,GRAND_SLAM,WD,65,Qualification,HAPONOVA Hanna (UKR) / BILENKO Tetyana (UKR),KARAGODINA Inna (BLR) / PRIVALOVA Alexandra (BLR)
