tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,HODAEI Amir Hossein,POH Ethan,3,1,"11,11,6,11|3,6,11,8",R16,OLYMPICS,U21MS,2044,Main Draw,POH Ethan (SGP),HODAEI Amir Hossein (IRI),HODAEI Amir Hossein
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,TANIGAKI Yuma,LI Hsin-Yu,3,0,"12,11,11|10,8,9",R16,OLYMPICS,U21MS,2044,Main Draw,LI Hsin-Yu (TPE),TANIGAKI Yuma (JPN),TANIGAKI Yuma
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,HUANG Yan-Cheng,PICARD Vincent,3,1,"11,6,11,11|6,11,8,9",R16,OLYMPICS,U21MS,2044,Main Draw,PICARD Vincent (FRA),HUANG Yan-Cheng (TPE),HUANG Yan-Cheng
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,PANDE Siddhesh,CHUA Josh,3,1,"11,11,9,11|9,9,11,9",R16,OLYMPICS,U21MS,2044,Main Draw,PANDE Siddhesh (IND),CHUA Josh (SGP),PANDE Siddhesh
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,COK Isa/MARCHETTI Nathalie,CHEN Yi-Chien/LEE Wan-Hsuan,3,1,"11,12,10,11|9,10,12,9",QR16,OLYMPICS,WD,2044,Qualification,COK Isa (FRA) / MARCHETTI Nathalie (BEL),CHEN Yi-Chien (TPE) / LEE Wan-Hsuan (TPE),COK Isa
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,NOMURA Moe/ODONO Yui,ANAKOTTA Dinda/PELMELAY Yessica Ruth Sarah,3,0,"0,0,0|0,0,0",QR16,OLYMPICS,WD,2044,Qualification,NOMURA Moe (JPN) / ODONO Yui (JPN),ANAKOTTA Dinda (INA) / PELMELAY Yessica Ruth Sarah (INA),NOMURA Moe
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,AKAE Kaho/MAEDA Miyu,KHOIRUNISA/SUNDARI Putri,3,0,"0,0,0|0,0,0",QR16,OLYMPICS,WD,2044,Qualification,AKAE Kaho (JPN) / MAEDA Miyu (JPN),KHOIRUNISA (INA) / SUNDARI Putri (INA),AKAE Kaho
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,BARDET Lilian/PICARD Vincent,HUANG Yan-Cheng/TAI Ming-Wei,3,2,"6,11,9,11,11|11,5,11,8,2",QR16,OLYMPICS,MD,2044,Qualification,BARDET Lilian (FRA) / PICARD Vincent (FRA),HUANG Yan-Cheng (TPE) / TAI Ming-Wei (TPE),BARDET Lilian
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,TANIGAKI Yuma/YOKOTANI Jo,HUANG Yu-Jen/LI Hsin-Yu,3,0,"11,13,11|4,11,5",QR16,OLYMPICS,MD,2044,Qualification,TANIGAKI Yuma (JPN) / YOKOTANI Jo (JPN),HUANG Yu-Jen (TPE) / LI Hsin-Yu (TPE),TANIGAKI Yuma
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KOH Dominic/YU Zong Jun Gerald,ALBALOOSHI Abdulla/ALBALUSHI Salah,3,1,"11,11,8,11|4,3,11,8",QR16,OLYMPICS,MD,2044,Qualification,KOH Dominic (SGP) / YU Zong Jun Gerald (SGP),ALBALOOSHI Abdulla (UAE) / ALBALUSHI Salah (UAE),KOH Dominic
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,BROSSIER Benjamin/HACHARD Antoine,ERTANTO Bobby/SUTYOANSAH Muhammad Azidan,3,0,"11,11,11|7,5,4",QR16,OLYMPICS,MD,2044,Qualification,BROSSIER Benjamin (FRA) / HACHARD Antoine (FRA),ERTANTO Bobby (INA) / SUTYOANSAH Muhammad Azidan (INA),BROSSIER Benjamin
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,MACHI Asuka/MATSUYAMA Yuki,ALIM Helmy/RIYANTO Muhammad Ilham,3,0,"0,0,0|0,0,0",QR16,OLYMPICS,MD,2044,Qualification,MACHI Asuka (JPN) / MATSUYAMA Yuki (JPN),ALIM Helmy (INA) / RIYANTO Muhammad Ilham (INA),MACHI Asuka
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,PARANANG Orawan/SAWETTABUT Suthasini,COK Isa/MARCHETTI Nathalie,3,1,"11,10,11,11|5,12,8,5",R16,OLYMPICS,WD,2044,Main Draw,PARANANG Orawan (THA) / SAWETTABUT Suthasini (THA),COK Isa (FRA) / MARCHETTI Nathalie (BEL),PARANANG Orawan
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,CHIEN Tung-Chuan/YU Hsiu-Ting,JI Eunchae/KANG Dayeon,3,0,"11,11,11|7,6,9",R16,OLYMPICS,WD,2044,Main Draw,CHIEN Tung-Chuan (TPE) / YU Hsiu-Ting (TPE),JI Eunchae (KOR) / KANG Dayeon (KOR),CHIEN Tung-Chuan
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,LUTZ Camille/PAVADE Prithika,AZ HARI Gading Putri/KAUTZAR Zidna,3,1,"11,11,12,11|3,4,14,3",R16,OLYMPICS,WD,2044,Main Draw,LUTZ Camille (FRA) / PAVADE Prithika (FRA),AZ HARI Gading Putri (INA) / KAUTZAR Zidna (INA),LUTZ Camille
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KOMWONG Nanthana/SAWETTABUT Jinnipa,DAS Ankita/ROY Krittwika,3,0,"0,0,0|0,0,0",R16,OLYMPICS,WD,2044,Main Draw,KOMWONG Nanthana (THA) / SAWETTABUT Jinnipa (THA),DAS Ankita (IND) / ROY Krittwika (IND),KOMWONG Nanthana
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,AKAE Kaho/MAEDA Miyu,GOI Rui Xuan/WONG Xin Ru,3,1,"8,11,11,11|11,9,7,5",R16,OLYMPICS,WD,2044,Main Draw,AKAE Kaho (JPN) / MAEDA Miyu (JPN),GOI Rui Xuan (SGP) / WONG Xin Ru (SGP),AKAE Kaho
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,NOMURA Moe/ODONO Yui,TAN En Hui/ZHANG Wanling,3,1,"5,11,11,11|11,8,6,8",R16,OLYMPICS,WD,2044,Main Draw,NOMURA Moe (JPN) / ODONO Yui (JPN),TAN En Hui (SGP) / ZHANG Wanling (SGP),NOMURA Moe
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,LUO Xue/SHAO Jieni,KOH Kai Xin Pearlyn/TAN Li Lin Jassy,3,0,"11,11,11|9,4,7",R16,OLYMPICS,WD,2044,Main Draw,LUO Xue (POR) / SHAO Jieni (POR),KOH Kai Xin Pearlyn (SGP) / TAN Li Lin Jassy (SGP),LUO Xue
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,CAI Fong-En/HSU Yi-Chen,KAMATH Archana/PATKAR Madhurika,3,1,"11,11,10,11|6,9,12,1",R16,OLYMPICS,WD,2044,Main Draw,CAI Fong-En (TPE) / HSU Yi-Chen (TPE),KAMATH Archana (IND) / PATKAR Madhurika (IND),CAI Fong-En
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,BROSSIER Benjamin/HACHARD Antoine,ALLEGRO Martin/LAMBIET Florent,3,0,"11,11,11|6,8,9",R16,OLYMPICS,MD,2044,Main Draw,BROSSIER Benjamin (FRA) / HACHARD Antoine (FRA),ALLEGRO Martin (BEL) / LAMBIET Florent (BEL),BROSSIER Benjamin
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,DIAW Ibrahima/TANVIRIYAVECHAKUL Padasak,PANDE Siddhesh/THAKKAR Manav,3,0,"11,11,11|4,8,9",R16,OLYMPICS,MD,2044,Main Draw,DIAW Ibrahima (DEN) / TANVIRIYAVECHAKUL Padasak (THA),PANDE Siddhesh (IND) / THAKKAR Manav (IND),DIAW Ibrahima
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,CHEW Clarence/POH Ethan,TANIGAKI Yuma/YOKOTANI Jo,3,1,"12,11,8,11|10,6,11,9",R16,OLYMPICS,MD,2044,Main Draw,CHEW Clarence (SGP) / POH Ethan (SGP),TANIGAKI Yuma (JPN) / YOKOTANI Jo (JPN),CHEW Clarence
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,LI Hon Ming/NG Pak Nam,KOH Dominic/YU Zong Jun Gerald,3,0,"11,11,11|8,6,7",R16,OLYMPICS,MD,2044,Main Draw,LI Hon Ming (HKG) / NG Pak Nam (HKG),KOH Dominic (SGP) / YU Zong Jun Gerald (SGP),LI Hon Ming
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,CHUA Josh/PANG Koen,BARDET Lilian/PICARD Vincent,3,2,"8,12,11,6,11|11,10,8,11,6",R16,OLYMPICS,MD,2044,Main Draw,CHUA Josh (SGP) / PANG Koen (SGP),BARDET Lilian (FRA) / PICARD Vincent (FRA),CHUA Josh
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,FADILAH Fikri Faqih/TULULI Fandy Achmad,CNUDDE Florian/HODAEI Amir Hossein,3,0,"0,0,0|0,0,0",R16,OLYMPICS,MD,2044,Main Draw,FADILAH Fikri Faqih (INA) / TULULI Fandy Achmad (INA),CNUDDE Florian (BEL) / HODAEI Amir Hossein (IRI),FADILAH Fikri Faqih
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KWAN Man Ho/LAM Siu Hang,MACHI Asuka/MATSUYAMA Yuki,3,2,"12,11,5,9,11|10,4,11,11,9",R16,OLYMPICS,MD,2044,Main Draw,KWAN Man Ho (HKG) / LAM Siu Hang (HKG),MACHI Asuka (JPN) / MATSUYAMA Yuki (JPN),KWAN Man Ho
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,ANTHONY Amalraj/DESAI Harmeet,LANDRIEU Andrea/SEYFRIED Joe,3,0,"0,0,0|0,0,0",R16,OLYMPICS,MD,2044,Main Draw,ANTHONY Amalraj (IND) / DESAI Harmeet (IND),LANDRIEU Andrea (FRA) / SEYFRIED Joe (FRA),ANTHONY Amalraj
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SAWETTABUT Suthasini,CHEN Yi-Chien,4,1,"11,11,11,9,11|3,4,6,11,5",R32,OLYMPICS,WS,2044,Main Draw,SAWETTABUT Suthasini (THA),CHEN Yi-Chien (TPE),SAWETTABUT Suthasini
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,LUO Xue,GOI Rui Xuan,4,0,"11,11,11,11|4,7,2,5",R32,OLYMPICS,WS,2044,Main Draw,LUO Xue (POR),GOI Rui Xuan (SGP),LUO Xue
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,MAEDA Miyu,JI Eunchae,4,2,"13,8,12,11,7,11|11,11,10,4,11,5",R32,OLYMPICS,WS,2044,Main Draw,JI Eunchae (KOR),MAEDA Miyu (JPN),MAEDA Miyu
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,MARCHETTI Nathalie,ODONO Yui,4,1,"11,13,11,6,11|9,11,9,11,9",R32,OLYMPICS,WS,2044,Main Draw,ODONO Yui (JPN),MARCHETTI Nathalie (BEL),MARCHETTI Nathalie
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KOMWONG Nanthana,CHIEN Tung-Chuan,4,1,"12,11,11,9,11|10,6,6,11,7",R32,OLYMPICS,WS,2044,Main Draw,KOMWONG Nanthana (THA),CHIEN Tung-Chuan (TPE),KOMWONG Nanthana
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SELVAKUMAR Selena,HSU Yi-Chen,4,3,"11,8,8,11,4,11,11|7,11,11,8,11,7,8",R32,OLYMPICS,WS,2044,Main Draw,HSU Yi-Chen (TPE),SELVAKUMAR Selena (IND),SELVAKUMAR Selena
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,PAVADE Prithika,ROY Krittwika,4,1,"11,5,11,11,11|6,11,8,4,0",R32,OLYMPICS,WS,2044,Main Draw,ROY Krittwika (IND),PAVADE Prithika (FRA),PAVADE Prithika
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,AKAE Kaho,PATKAR Madhurika,4,2,"7,11,9,11,11,11|11,7,11,4,8,4",R32,OLYMPICS,WS,2044,Main Draw,AKAE Kaho (JPN),PATKAR Madhurika (IND),AKAE Kaho
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SHIOMI Maki,YU Hsiu-Ting,4,2,"12,11,9,11,13,11|10,2,11,6,15,5",R32,OLYMPICS,WS,2044,Main Draw,SHIOMI Maki (JPN),YU Hsiu-Ting (TPE),SHIOMI Maki
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SAWETTABUT Jinnipa,KANG Dayeon,4,3,"7,12,9,7,11,12,15|11,10,11,11,8,10,13",R32,OLYMPICS,WS,2044,Main Draw,KANG Dayeon (KOR),SAWETTABUT Jinnipa (THA),SAWETTABUT Jinnipa
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,CAI Fong-En,WONG Xin Ru,4,1,"11,11,11,11,12|6,9,7,13,10",R32,OLYMPICS,WS,2044,Main Draw,WONG Xin Ru (SGP),CAI Fong-En (TPE),CAI Fong-En
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,PARANANG Orawan,TAN Li Lin Jassy,4,0,"11,11,11,11|6,2,6,7",R32,OLYMPICS,WS,2044,Main Draw,TAN Li Lin Jassy (SGP),PARANANG Orawan (THA),PARANANG Orawan
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KAMATH Archana,KANG Gayun,4,1,"9,11,11,11,11|11,9,7,6,8",R32,OLYMPICS,WS,2044,Main Draw,KAMATH Archana (IND),KANG Gayun (KOR),KAMATH Archana
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,ZHANG Wanling,AZ HARI Gading Putri,4,0,"11,11,11,11|6,8,6,5",R32,OLYMPICS,WS,2044,Main Draw,ZHANG Wanling (SGP),AZ HARI Gading Putri (INA),ZHANG Wanling
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,NOMURA Moe,ROMERO Jannah,4,0,"11,11,11,11|4,4,7,5",R32,OLYMPICS,WS,2044,Main Draw,ROMERO Jannah (PHI),NOMURA Moe (JPN),NOMURA Moe
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SHAO Jieni,TAN En Hui,4,0,"11,11,11,11|1,3,7,6",R32,OLYMPICS,WS,2044,Main Draw,TAN En Hui (SGP),SHAO Jieni (POR),SHAO Jieni
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,LAMBIET Florent,ALBALUSHI Salah,4,0,"11,11,11,11|4,3,8,6",R32,OLYMPICS,MS,2044,Main Draw,LAMBIET Florent (BEL),ALBALUSHI Salah (UAE),LAMBIET Florent
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,HODAEI Amir Hossein,LI Hon Ming,4,1,"11,12,11,12,11|7,14,6,10,5",R32,OLYMPICS,MS,2044,Main Draw,LI Hon Ming (HKG),HODAEI Amir Hossein (IRI),HODAEI Amir Hossein
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,YOKOTANI Jo,THAKKAR Manav,4,3,"13,7,11,11,9,7,12|11,11,4,2,11,11,10",R32,OLYMPICS,MS,2044,Main Draw,THAKKAR Manav (IND),YOKOTANI Jo (JPN),YOKOTANI Jo
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,LAM Siu Hang,PANDE Siddhesh,4,0,"11,11,11,11|7,2,5,9",R32,OLYMPICS,MS,2044,Main Draw,PANDE Siddhesh (IND),LAM Siu Hang (HKG),LAM Siu Hang
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,MATSUYAMA Yuki,LANDRIEU Andrea,4,1,"9,11,11,11,11|11,7,8,5,6",R32,OLYMPICS,MS,2044,Main Draw,LANDRIEU Andrea (FRA),MATSUYAMA Yuki (JPN),MATSUYAMA Yuki
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KIZUKURI Yuto,ROBINOT Quentin,4,0,"11,15,11,11|4,13,7,7",R32,OLYMPICS,MS,2044,Main Draw,KIZUKURI Yuto (JPN),ROBINOT Quentin (FRA),KIZUKURI Yuto
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,NG Pak Nam,TANIGAKI Yuma,4,1,"11,8,11,13,12|2,11,6,11,10",R32,OLYMPICS,MS,2044,Main Draw,NG Pak Nam (HKG),TANIGAKI Yuma (JPN),NG Pak Nam
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,DESAI Harmeet,PANG Koen,4,2,"11,11,7,11,5,11|6,7,11,4,11,5",R32,OLYMPICS,MS,2044,Main Draw,PANG Koen (SGP),DESAI Harmeet (IND),DESAI Harmeet
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,ALLEGRO Martin,YANG Zhi-Xing,4,1,"11,6,11,12,11|8,11,5,10,7",R32,OLYMPICS,MS,2044,Main Draw,ALLEGRO Martin (BEL),YANG Zhi-Xing (TPE),ALLEGRO Martin
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,HACHARD Antoine,KWAN Man Ho,4,0,"11,11,11,11|1,1,9,8",R32,OLYMPICS,MS,2044,Main Draw,KWAN Man Ho (HKG),HACHARD Antoine (FRA),HACHARD Antoine
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,TANVIRIYAVECHAKUL Padasak,RUMGAY Gavin,4,3,"11,4,11,17,11,11,11|9,11,13,19,9,3,8",R32,OLYMPICS,MS,2044,Main Draw,RUMGAY Gavin (SCO),TANVIRIYAVECHAKUL Padasak (THA),TANVIRIYAVECHAKUL Padasak
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,DIAW Ibrahima,TAKAKIWA Taku,4,0,"13,11,12,11|11,9,10,7",R32,OLYMPICS,MS,2044,Main Draw,TAKAKIWA Taku (JPN),DIAW Ibrahima (DEN),DIAW Ibrahima
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,ANTHONY Amalraj,MACHI Asuka,4,0,"12,11,11,11|10,6,5,8",R32,OLYMPICS,MS,2044,Main Draw,ANTHONY Amalraj (IND),MACHI Asuka (JPN),ANTHONY Amalraj
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,BROSSIER Benjamin,BHAGWANI Deepash,4,0,"11,11,12,11|5,5,10,6",R32,OLYMPICS,MS,2044,Main Draw,BROSSIER Benjamin (FRA),BHAGWANI Deepash (INA),BROSSIER Benjamin
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,TAKAMI Masaki,CNUDDE Florian,4,1,"8,11,11,11,11|11,6,4,1,8",R32,OLYMPICS,MS,2044,Main Draw,CNUDDE Florian (BEL),TAKAMI Masaki (JPN),TAKAMI Masaki
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,MONTEIRO Joao,BARDET Lilian,4,1,"11,11,5,11,11|4,8,11,7,7",R32,OLYMPICS,MS,2044,Main Draw,BARDET Lilian (FRA),MONTEIRO Joao (POR),MONTEIRO Joao
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SHIOMI Maki,LEE Wan-Hsuan,3,0,"11,11,11|6,5,8",QF,OLYMPICS,U21WS,2044,Main Draw,SHIOMI Maki (JPN),LEE Wan-Hsuan (TPE),SHIOMI Maki
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KANG Gayun,YU Hsiu-Ting,3,2,"8,12,11,6,12|11,10,6,11,10",QF,OLYMPICS,U21WS,2044,Main Draw,YU Hsiu-Ting (TPE),KANG Gayun (KOR),KANG Gayun
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KANG Dayeon,CHIEN Tung-Chuan,3,0,"14,21,11|12,19,6",QF,OLYMPICS,U21WS,2044,Main Draw,KANG Dayeon (KOR),CHIEN Tung-Chuan (TPE),KANG Dayeon
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,NOMURA Moe,KAMATH Archana,3,1,"11,11,6,11|9,8,11,1",QF,OLYMPICS,U21WS,2044,Main Draw,NOMURA Moe (JPN),KAMATH Archana (IND),NOMURA Moe
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,TAI Ming-Wei,MENG Fanbo,3,1,"7,11,11,11|11,7,4,6",QF,OLYMPICS,U21MS,2044,Main Draw,MENG Fanbo (GER),TAI Ming-Wei (TPE),TAI Ming-Wei
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,HUANG Yan-Cheng,PANDE Siddhesh,3,0,"11,11,11|5,8,9",QF,OLYMPICS,U21MS,2044,Main Draw,PANDE Siddhesh (IND),HUANG Yan-Cheng (TPE),HUANG Yan-Cheng
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,TANIGAKI Yuma,HODAEI Amir Hossein,3,1,"6,11,11,15|11,4,4,13",QF,OLYMPICS,U21MS,2044,Main Draw,TANIGAKI Yuma (JPN),HODAEI Amir Hossein (IRI),TANIGAKI Yuma
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,PARANANG Orawan/SAWETTABUT Suthasini,CHIEN Tung-Chuan/YU Hsiu-Ting,3,1,"6,12,12,11|11,10,10,6",QF,OLYMPICS,WD,2044,Main Draw,PARANANG Orawan (THA) / SAWETTABUT Suthasini (THA),CHIEN Tung-Chuan (TPE) / YU Hsiu-Ting (TPE),PARANANG Orawan
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KOMWONG Nanthana/SAWETTABUT Jinnipa,LUTZ Camille/PAVADE Prithika,3,1,"11,11,3,11|9,8,11,8",QF,OLYMPICS,WD,2044,Main Draw,KOMWONG Nanthana (THA) / SAWETTABUT Jinnipa (THA),LUTZ Camille (FRA) / PAVADE Prithika (FRA),KOMWONG Nanthana
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,AKAE Kaho/MAEDA Miyu,NOMURA Moe/ODONO Yui,3,1,"6,11,11,11|11,5,7,6",QF,OLYMPICS,WD,2044,Main Draw,AKAE Kaho (JPN) / MAEDA Miyu (JPN),NOMURA Moe (JPN) / ODONO Yui (JPN),AKAE Kaho
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,LUO Xue/SHAO Jieni,CAI Fong-En/HSU Yi-Chen,3,0,"11,11,11|9,9,5",QF,OLYMPICS,WD,2044,Main Draw,LUO Xue (POR) / SHAO Jieni (POR),CAI Fong-En (TPE) / HSU Yi-Chen (TPE),LUO Xue
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,DIAW Ibrahima/TANVIRIYAVECHAKUL Padasak,BROSSIER Benjamin/HACHARD Antoine,3,2,"7,12,11,6,11|11,10,8,11,6",QF,OLYMPICS,MD,2044,Main Draw,DIAW Ibrahima (DEN) / TANVIRIYAVECHAKUL Padasak (THA),BROSSIER Benjamin (FRA) / HACHARD Antoine (FRA),DIAW Ibrahima
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,CHEW Clarence/POH Ethan,LI Hon Ming/NG Pak Nam,3,2,"8,11,11,8,11|11,9,8,11,8",QF,OLYMPICS,MD,2044,Main Draw,CHEW Clarence (SGP) / POH Ethan (SGP),LI Hon Ming (HKG) / NG Pak Nam (HKG),CHEW Clarence
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,ANTHONY Amalraj/DESAI Harmeet,FADILAH Fikri Faqih/TULULI Fandy Achmad,3,0,"11,11,11|7,4,6",QF,OLYMPICS,MD,2044,Main Draw,ANTHONY Amalraj (IND) / DESAI Harmeet (IND),FADILAH Fikri Faqih (INA) / TULULI Fandy Achmad (INA),ANTHONY Amalraj
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KWAN Man Ho/LAM Siu Hang,CHUA Josh/PANG Koen,3,0,"11,16,11|7,14,9",QF,OLYMPICS,MD,2044,Main Draw,KWAN Man Ho (HKG) / LAM Siu Hang (HKG),CHUA Josh (SGP) / PANG Koen (SGP),KWAN Man Ho
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SHIOMI Maki,KANG Gayun,3,1,"11,7,11,11|8,11,7,9",SF,OLYMPICS,U21WS,2044,Main Draw,SHIOMI Maki (JPN),KANG Gayun (KOR),SHIOMI Maki
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,NOMURA Moe,KANG Dayeon,3,0,"11,11,11|5,9,7",SF,OLYMPICS,U21WS,2044,Main Draw,KANG Dayeon (KOR),NOMURA Moe (JPN),NOMURA Moe
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,TAI Ming-Wei,YOKOTANI Jo,3,0,"11,11,11|6,6,3",SF,OLYMPICS,U21MS,2044,Main Draw,YOKOTANI Jo (JPN),TAI Ming-Wei (TPE),TAI Ming-Wei
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,TANIGAKI Yuma,HUANG Yan-Cheng,3,0,"12,11,11|10,8,9",SF,OLYMPICS,U21MS,2044,Main Draw,HUANG Yan-Cheng (TPE),TANIGAKI Yuma (JPN),TANIGAKI Yuma
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SAWETTABUT Suthasini,LUO Xue,4,0,"11,11,11,11|9,8,5,5",R16,OLYMPICS,WS,2044,Main Draw,SAWETTABUT Suthasini (THA),LUO Xue (POR),SAWETTABUT Suthasini
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,MAEDA Miyu,MARCHETTI Nathalie,4,1,"9,11,11,11,11|11,8,8,2,3",R16,OLYMPICS,WS,2044,Main Draw,MAEDA Miyu (JPN),MARCHETTI Nathalie (BEL),MAEDA Miyu
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KOMWONG Nanthana,SELVAKUMAR Selena,4,1,"11,8,13,11,11|9,11,11,7,5",R16,OLYMPICS,WS,2044,Main Draw,KOMWONG Nanthana (THA),SELVAKUMAR Selena (IND),KOMWONG Nanthana
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,AKAE Kaho,PAVADE Prithika,4,3,"7,11,16,10,7,11,13|11,8,14,12,11,1,11",R16,OLYMPICS,WS,2044,Main Draw,PAVADE Prithika (FRA),AKAE Kaho (JPN),AKAE Kaho
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SHIOMI Maki,SAWETTABUT Jinnipa,4,2,"13,11,6,10,11,11|11,6,11,12,9,5",R16,OLYMPICS,WS,2044,Main Draw,SHIOMI Maki (JPN),SAWETTABUT Jinnipa (THA),SHIOMI Maki
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,PARANANG Orawan,CAI Fong-En,4,1,"11,10,11,15,11|7,12,8,13,5",R16,OLYMPICS,WS,2044,Main Draw,CAI Fong-En (TPE),PARANANG Orawan (THA),PARANANG Orawan
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KAMATH Archana,ZHANG Wanling,4,2,"11,11,6,9,11,11|6,9,11,11,8,9",R16,OLYMPICS,WS,2044,Main Draw,KAMATH Archana (IND),ZHANG Wanling (SGP),KAMATH Archana
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SHAO Jieni,NOMURA Moe,4,3,"11,10,9,6,11,11,13|7,12,11,11,8,9,11",R16,OLYMPICS,WS,2044,Main Draw,NOMURA Moe (JPN),SHAO Jieni (POR),SHAO Jieni
