tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Qi/HU Limei,MATTENET Adrien/ABBAT Alice,4,0,"11,11,11,11|6,6,4,3",R32,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,CHEN Qi (CHN) / HU Limei (CHN),MATTENET Adrien (FRA) / ABBAT Alice (FRA),CHEN Qi
World Table Tennis Championships Paris 2013,2013-05-13,WANG Liqin/RAO Jingwen,FERTIKOWSKI Pawel/GRZYBOWSKA-FRANC Katarzyna,4,2,"10,11,4,11,12,11|12,5,11,7,10,5",R16,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,WANG Liqin (CHN) / RAO Jingwen (CHN),FERTIKOWSKI Pawel (POL) / GRZYBOWSKA-FRANC Katarzyna (POL),WANG Liqin
World Table Tennis Championships Paris 2013,2013-05-13,CHO Eonrae/YANG Ha Eun,CHEN Qi/HU Limei,4,3,"11,11,2,8,11,10,11|8,5,11,11,6,12,8",R16,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,CHO Eonrae (KOR) / YANG Ha Eun (KOR),CHEN Qi (CHN) / HU Limei (CHN),CHO Eonrae
World Table Tennis Championships Paris 2013,2013-05-13,WANG Liqin/RAO Jingwen,VANG Bora/HU Melek,4,3,"11,11,10,11,8,8,11|8,6,12,6,11,11,4",QF,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,WANG Liqin (CHN) / RAO Jingwen (CHN),VANG Bora (TUR) / HU Melek (TUR),WANG Liqin
World Table Tennis Championships Paris 2013,2013-05-13,LEE Sang Su/PARK Youngsook,WANG Liqin/RAO Jingwen,4,1,"11,11,11,8,11|9,8,4,11,8",SF,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,LEE Sang Su (KOR) / PARK Youngsook (KOR),WANG Liqin (CHN) / RAO Jingwen (CHN),LEE Sang Su
World Table Tennis Championships Paris 2013,2013-05-13,HAO Shuai/MA Lin,JANCARIK Lubomir/PROKOPCOV Dmitrij,4,0,"11,11,11,11|1,4,5,8",R64,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,HAO Shuai (CHN) / MA Lin (CHN),JANCARIK Lubomir (CZE) / PROKOPCOV Dmitrij (CZE),HAO Shuai
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Qi/FANG Bo,HINDERSSON Mikkel/RASMUSSEN Morten,4,0,"11,11,11,11|6,8,5,7",R64,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,CHEN Qi (CHN) / FANG Bo (KAZ),HINDERSSON Mikkel (DEN) / RASMUSSEN Morten (DEN),CHEN Qi
World Table Tennis Championships Paris 2013,2013-05-13,HAO Shuai/MA Lin,PRIMORAC Zoran/TOSIC Roko,4,0,"11,11,11,11|4,3,9,3",R32,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,HAO Shuai (CHN) / MA Lin (CHN),PRIMORAC Zoran (CRO) / TOSIC Roko (CRO),HAO Shuai
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Qi/FANG Bo,GAUZY Simon/LEBESSON Emmanuel,4,1,"11,10,11,11,11|8,12,4,4,9",R32,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,CHEN Qi (CHN) / FANG Bo (KAZ),GAUZY Simon (FRA) / LEBESSON Emmanuel (FRA),CHEN Qi
World Table Tennis Championships Paris 2013,2013-05-13,HAO Shuai/MA Lin,APOLONIA Tiago/MONTEIRO Joao,4,2,"11,7,11,6,11,12|3,11,7,11,2,10",R16,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,HAO Shuai (CHN) / MA Lin (CHN),APOLONIA Tiago (POR) / MONTEIRO Joao (POR),HAO Shuai
World Table Tennis Championships Paris 2013,2013-05-13,CHAN Kazuhiro/MATSUDAIRA Kenji,CHEN Qi/FANG Bo,4,3,"11,3,10,4,12,11,11|8,11,12,11,10,9,6",R16,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,CHAN Kazuhiro (JPN) / MATSUDAIRA Kenji (JPN),CHEN Qi (CHN) / FANG Bo (KAZ),CHAN Kazuhiro
World Table Tennis Championships Paris 2013,2013-05-13,HAO Shuai/MA Lin,GARDOS Robert/HABESOHN Daniel,4,1,"11,12,8,11,11|6,10,11,5,8",QF,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,HAO Shuai (CHN) / MA Lin (CHN),GARDOS Robert (AUT) / HABESOHN Daniel (AUT),HAO Shuai
World Table Tennis Championships Paris 2013,2013-05-13,HAO Shuai/MA Lin,KISHIKAWA Seiya/MIZUTANI Jun,4,0,"11,11,12,14|7,9,10,12",SF,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,HAO Shuai (CHN) / MA Lin (CHN),KISHIKAWA Seiya (JPN) / MIZUTANI Jun (JPN),HAO Shuai
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Chien-An/CHUANG Chih-Yuan,HAO Shuai/MA Lin,4,2,"9,12,11,13,9,11|11,10,6,11,11,8",F,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,CHEN Chien-An (TPE) / CHUANG Chih-Yuan (TPE),HAO Shuai (CHN) / MA Lin (CHN),CHEN Chien-An
World Table Tennis Championships Paris 2013,2013-05-13,PLATONOV Pavel/PRIVALOVA Alexandra,ECHAVARRIA Alexander/MEDINA Paula,4,1,"11,11,10,11,11|9,6,12,3,8",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,PLATONOV Pavel (BLR) / PRIVALOVA Alexandra (BLR),ECHAVARRIA Alexander (COL) / MEDINA Paula (COL),PLATONOV Pavel
World Table Tennis Championships Paris 2013,2013-05-13,PISTEJ Lubomir/VARADY Barbora,SALAZAR Jonathan/ARAQUE Johana,4,0,"11,11,11,11|6,3,2,7",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,PISTEJ Lubomir (SVK) / VARADY Barbora (SVK),SALAZAR Jonathan (COL) / ARAQUE Johana (COL),PISTEJ Lubomir
World Table Tennis Championships Paris 2013,2013-05-13,PARK Youngsook/YANG Ha Eun,PETEK Petra/TUBIKANEC Ivana,4,1,"11,10,11,11,14|6,12,2,6,12",R64,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,PARK Youngsook (KOR) / YANG Ha Eun (KOR),PETEK Petra (CRO) / TUBIKANEC Ivana (CRO),PARK Youngsook
World Table Tennis Championships Paris 2013,2013-05-13,LEE Sang Su/PARK Youngsook,ZELJKO Filip/PETEK Petra,4,0,"11,11,11,11|2,4,3,9",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,LEE Sang Su (KOR) / PARK Youngsook (KOR),ZELJKO Filip (CRO) / PETEK Petra (CRO),LEE Sang Su
World Table Tennis Championships Paris 2013,2013-05-13,KOLAREK Tomislav/RAKOVAC Lea,ARUNA Quadri/EDEM Offiong,4,0,,R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,KOLAREK Tomislav (CRO) / RAKOVAC Lea (CRO),ARUNA Quadri (NGR) / EDEM Offiong (NGR),KOLAREK Tomislav
World Table Tennis Championships Paris 2013,2013-05-13,GAO Ning/FENG Tianwei,KOLAREK Tomislav/RAKOVAC Lea,4,2,"3,11,4,15,11,11|11,5,11,13,8,9",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,GAO Ning (SGP) / FENG Tianwei (SGP),KOLAREK Tomislav (CRO) / RAKOVAC Lea (CRO),GAO Ning
World Table Tennis Championships Paris 2013,2013-05-13,PRIMORAC Zoran/TOSIC Roko,FEGERL Stefan/FENG Xiaoquan,4,3,"6,11,11,8,11,5,11|11,8,9,11,4,11,4",R64,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,PRIMORAC Zoran (CRO) / TOSIC Roko (CRO),FEGERL Stefan (AUT) / FENG Xiaoquan (AUT),PRIMORAC Zoran
World Table Tennis Championships Paris 2013,2013-05-13,CECHOVA Dana/STRBIKOVA Renata,ELDAWLATLY Nadeen/MESHREF Dina,4,1,"11,7,11,11,11|6,11,6,7,3",R64,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,CECHOVA Dana (CZE) / STRBIKOVA Renata (CZE),ELDAWLATLY Nadeen (EGY) / MESHREF Dina (EGY),CECHOVA Dana
World Table Tennis Championships Paris 2013,2013-05-13,PENKAVOVA Katerina/VACENOVSKA Iveta,FITRIA Mira/PALIT Stella,4,1,"11,11,9,11,11|8,5,11,8,2",R64,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,PENKAVOVA Katerina (CZE) / VACENOVSKA Iveta (CZE),FITRIA Mira (INA) / PALIT Stella (INA),PENKAVOVA Katerina
World Table Tennis Championships Paris 2013,2013-05-13,LANG Kristin/WU Jiaduo,CECHOVA Dana/STRBIKOVA Renata,4,1,"11,11,9,11,11|5,7,11,6,7",R32,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,LANG Kristin (GER) / WU Jiaduo (GER),CECHOVA Dana (CZE) / STRBIKOVA Renata (CZE),LANG Kristin
World Table Tennis Championships Paris 2013,2013-05-13,CHENG I-Ching/HUANG Yi-Hua,PENKAVOVA Katerina/VACENOVSKA Iveta,4,1,"11,9,11,11,13|8,11,3,2,11",R32,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,CHENG I-Ching (TPE) / HUANG Yi-Hua (TPE),PENKAVOVA Katerina (CZE) / VACENOVSKA Iveta (CZE),CHENG I-Ching
World Table Tennis Championships Paris 2013,2013-05-13,SIRUCEK Pavel/TREGLER Tomas,BOBOCICA Mihai/STOYANOV Niagol,4,1,"11,11,11,10,11|7,8,5,12,2",R64,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,SIRUCEK Pavel (CZE) / TREGLER Tomas (CZE),BOBOCICA Mihai (ITA) / STOYANOV Niagol (ITA),SIRUCEK Pavel
World Table Tennis Championships Paris 2013,2013-05-13,GAUZY Simon/LEBESSON Emmanuel,GROTH Jonathan/STERNBERG Kasper,4,2,"11,11,7,7,11,12|9,8,11,11,4,10",R64,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,GAUZY Simon (FRA) / LEBESSON Emmanuel (FRA),GROTH Jonathan (DEN) / STERNBERG Kasper (DEN),GAUZY Simon
World Table Tennis Championships Paris 2013,2013-05-13,LASHIN Elsayed/ELDAWLATLY Nadeen,DUBROVIN Veniamin/BLIZNET Olga,4,1,"11,11,11,9,11|8,8,9,11,8",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,LASHIN Elsayed (EGY) / ELDAWLATLY Nadeen (EGY),DUBROVIN Veniamin (MDA) / BLIZNET Olga (MDA),LASHIN Elsayed
World Table Tennis Championships Paris 2013,2013-05-13,GHOSH Soumyajit/DAS Mouma,SALEH Ahmed/ABDELAZIZ Farah,4,3,"11,4,11,11,11,5,11|3,11,8,6,13,11,5",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,GHOSH Soumyajit (IND) / DAS Mouma (IND),SALEH Ahmed (EGY) / ABDELAZIZ Farah (EGY),GHOSH Soumyajit
World Table Tennis Championships Paris 2013,2013-05-13,ASSAR Omar/MESHREF Dina,NAVAS Marco/ARVELO Gremlis,4,0,"11,11,11,11|9,8,2,4",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,ASSAR Omar (EGY) / MESHREF Dina (EGY),NAVAS Marco (VEN) / ARVELO Gremlis (VEN),ASSAR Omar
World Table Tennis Championships Paris 2013,2013-05-13,MATTENET Adrien/ABBAT Alice,LASHIN Elsayed/ELDAWLATLY Nadeen,4,0,"13,11,11,11|11,9,7,6",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,MATTENET Adrien (FRA) / ABBAT Alice (FRA),LASHIN Elsayed (EGY) / ELDAWLATLY Nadeen (EGY),MATTENET Adrien
World Table Tennis Championships Paris 2013,2013-05-13,QIU Yike/WEN Jia,ASSAR Omar/MESHREF Dina,4,3,"8,14,11,9,11,8,11|11,12,4,11,4,11,3",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,QIU Yike (CHN) / WEN Jia (CHN),ASSAR Omar (EGY) / MESHREF Dina (EGY),QIU Yike
World Table Tennis Championships Paris 2013,2013-05-13,GACINA Andrej/KOLAREK Tomislav,LASHIN Elsayed/SALEH Ahmed,4,2,"6,11,4,11,11,11|11,2,11,4,6,7",R64,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,GACINA Andrej (CRO) / KOLAREK Tomislav (CRO),LASHIN Elsayed (EGY) / SALEH Ahmed (EGY),GACINA Andrej
World Table Tennis Championships Paris 2013,2013-05-13,PITCHFORD Liam/SIBLEY Kelly,ZIBRAT Jan/FAJMUT Manca,4,1,"11,10,11,11,11|9,12,8,8,7",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,PITCHFORD Liam (ENG) / SIBLEY Kelly (ENG),ZIBRAT Jan (SLO) / FAJMUT Manca (SLO),PITCHFORD Liam
World Table Tennis Championships Paris 2013,2013-05-13,IONESCU Ovidiu/SZOCS Bernadette,PITCHFORD Liam/SIBLEY Kelly,4,2,"3,8,11,11,11,11|11,11,6,7,7,7",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,IONESCU Ovidiu (ROU) / SZOCS Bernadette (ROU),PITCHFORD Liam (ENG) / SIBLEY Kelly (ENG),IONESCU Ovidiu
World Table Tennis Championships Paris 2013,2013-05-13,WANG Liqin/ZHOU Yu,BAGGALEY Andrew/REED Daniel,4,0,"11,11,11,11|6,5,8,4",R64,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,WANG Liqin (CHN) / ZHOU Yu (CHN),BAGGALEY Andrew (ENG) / REED Daniel (ENG),WANG Liqin
World Table Tennis Championships Paris 2013,2013-05-13,HE Zhiwen/RAMIREZ Sara,PINO Jonathan/RIVAS Carmen,4,0,"11,11,11,11|9,7,2,4",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,HE Zhiwen (ESP) / RAMIREZ Sara (ESP),PINO Jonathan (VEN) / RIVAS Carmen (VEN),HE Zhiwen
World Table Tennis Championships Paris 2013,2013-05-13,MACHADO Carlos/SHEN Yanfei,HOWIESON Craig/FLAWS Lynda,4,0,"11,11,11,11|3,6,6,7",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,MACHADO Carlos (ESP) / SHEN Yanfei (ESP),HOWIESON Craig (SCO) / FLAWS Lynda (SCO),MACHADO Carlos
World Table Tennis Championships Paris 2013,2013-05-13,DURAN Marc/DVORAK Galia,MARDIYONO Yon/AGUSTIN Noor Azizah,4,2,"11,6,11,11,11,11|5,11,9,13,9,9",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,DURAN Marc (ESP) / DVORAK Galia (ESP),MARDIYONO Yon (INA) / AGUSTIN Noor Azizah (INA),DURAN Marc
World Table Tennis Championships Paris 2013,2013-05-13,HE Zhiwen/RAMIREZ Sara,WU Chih-Chi/CHEN Szu-Yu,4,1,"11,11,8,11,11|6,9,11,6,4",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,HE Zhiwen (ESP) / RAMIREZ Sara (ESP),WU Chih-Chi (TPE) / CHEN Szu-Yu (TPE),HE Zhiwen
World Table Tennis Championships Paris 2013,2013-05-13,PISTEJ Lubomir/VARADY Barbora,MACHADO Carlos/SHEN Yanfei,4,1,"11,11,11,10,11|5,4,4,12,5",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,PISTEJ Lubomir (SVK) / VARADY Barbora (SVK),MACHADO Carlos (ESP) / SHEN Yanfei (ESP),PISTEJ Lubomir
World Table Tennis Championships Paris 2013,2013-05-13,DURAN Marc/DVORAK Galia,MATSUMOTO Cazuo/KUMAHARA Luca,4,0,"11,11,11,11|6,6,7,7",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,DURAN Marc (ESP) / DVORAK Galia (ESP),MATSUMOTO Cazuo (BRA) / KUMAHARA Luca (BRA),DURAN Marc
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Chien-An/HUANG Yi-Hua,HE Zhiwen/RAMIREZ Sara,4,3,"7,11,9,11,11,11,11|11,9,11,13,9,3,7",R32,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,CHEN Chien-An (TPE) / HUANG Yi-Hua (TPE),HE Zhiwen (ESP) / RAMIREZ Sara (ESP),CHEN Chien-An
World Table Tennis Championships Paris 2013,2013-05-13,PROKOPCOV Dmitrij/STRBIKOVA Renata,SMIRNOV Aleksandr/TSISTJAKOVA Tatjana,4,0,"11,11,11,11|6,4,8,7",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,PROKOPCOV Dmitrij (CZE) / STRBIKOVA Renata (CZE),SMIRNOV Aleksandr (EST) / TSISTJAKOVA Tatjana (EST),PROKOPCOV Dmitrij
World Table Tennis Championships Paris 2013,2013-05-13,MENGEL Steffen/WINTER Sabine,VAINULA Vallot/KETSKO Olesja,4,1,"11,11,9,11,11|6,9,11,5,6",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,MENGEL Steffen (GER) / WINTER Sabine (GER),VAINULA Vallot (EST) / KETSKO Olesja (EST),MENGEL Steffen
World Table Tennis Championships Paris 2013,2013-05-13,IONESCU Ovidiu/SZOCS Bernadette,TENNILA Otto/OKSANEN Jannika,4,1,"11,11,9,11,11|2,5,11,7,4",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,IONESCU Ovidiu (ROU) / SZOCS Bernadette (ROU),TENNILA Otto (FIN) / OKSANEN Jannika (FIN),IONESCU Ovidiu
World Table Tennis Championships Paris 2013,2013-05-13,LENNON Emmanuelle/MIGOT Marie,DVORAK Galia/RAMIREZ Sara,4,3,"11,9,9,7,11,14,11|9,11,11,11,4,12,1",R64,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,LENNON Emmanuelle (FRA) / MIGOT Marie (FRA),DVORAK Galia (ESP) / RAMIREZ Sara (ESP),LENNON Emmanuelle
World Table Tennis Championships Paris 2013,2013-05-13,ABBAT Alice/GRUNDISCH Carole,PIETKIEWICZ Monika/SZYMANSKA Antonina,4,1,"11,11,10,14,12|6,5,12,12,10",R64,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,ABBAT Alice (FRA) / GRUNDISCH Carole (FRA),PIETKIEWICZ Monika (POL) / SZYMANSKA Antonina (POL),ABBAT Alice
World Table Tennis Championships Paris 2013,2013-05-13,FUJII Hiroko/WAKAMIYA Misako,ABBAT Alice/GRUNDISCH Carole,4,1,"12,11,9,11,11|10,7,11,7,6",R32,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,FUJII Hiroko (JPN) / WAKAMIYA Misako (JPN),ABBAT Alice (FRA) / GRUNDISCH Carole (FRA),FUJII Hiroko
World Table Tennis Championships Paris 2013,2013-05-13,GAUZY Simon/GASNIER Laura,MATAM Hermann/HANFFOU Sarah,4,0,"11,11,11,11|3,4,5,3",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,GAUZY Simon (FRA) / GASNIER Laura (FRA),MATAM Hermann (CMR) / HANFFOU Sarah (CMR),GAUZY Simon
World Table Tennis Championships Paris 2013,2013-05-13,LEBESSON Emmanuel/GRUNDISCH Carole,RASMUSSEN Morten/AGERHOLM Pernille,4,0,"11,11,11,11|6,4,9,3",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,LEBESSON Emmanuel (FRA) / GRUNDISCH Carole (FRA),RASMUSSEN Morten (DEN) / AGERHOLM Pernille (DEN),LEBESSON Emmanuel
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Chien-An/HUANG Yi-Hua,GAUZY Simon/GASNIER Laura,4,2,"11,11,11,8,4,11|8,6,9,11,11,6",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,CHEN Chien-An (TPE) / HUANG Yi-Hua (TPE),GAUZY Simon (FRA) / GASNIER Laura (FRA),CHEN Chien-An
World Table Tennis Championships Paris 2013,2013-05-13,LEBESSON Emmanuel/GRUNDISCH Carole,DIDUKH Oleksandr/BILENKO Tetyana,4,3,"9,10,7,11,11,11,11|11,12,11,7,7,7,5",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,LEBESSON Emmanuel (FRA) / GRUNDISCH Carole (FRA),DIDUKH Oleksandr (UKR) / BILENKO Tetyana (UKR),LEBESSON Emmanuel
World Table Tennis Championships Paris 2013,2013-05-13,KIM Hyok Bong/KIM Jong,LEBESSON Emmanuel/GRUNDISCH Carole,4,2,"8,12,11,11,9,11|11,10,4,6,11,6",R32,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,KIM Hyok Bong (PRK) / KIM Jong (PRK),LEBESSON Emmanuel (FRA) / GRUNDISCH Carole (FRA),KIM Hyok Bong
World Table Tennis Championships Paris 2013,2013-05-13,MATTENET Adrien/ROBINOT Quentin,FRANZISKA Patrick/MENGEL Steffen,4,3,"7,11,11,6,11,11,11|11,7,13,11,6,6,8",R64,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,MATTENET Adrien (FRA) / ROBINOT Quentin (FRA),FRANZISKA Patrick (GER) / MENGEL Steffen (GER),MATTENET Adrien
World Table Tennis Championships Paris 2013,2013-05-13,CHAN Kazuhiro/MATSUDAIRA Kenji,MATTENET Adrien/ROBINOT Quentin,4,1,"11,11,9,11,13|6,9,11,8,11",R32,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,CHAN Kazuhiro (JPN) / MATSUDAIRA Kenji (JPN),MATTENET Adrien (FRA) / ROBINOT Quentin (FRA),CHAN Kazuhiro
World Table Tennis Championships Paris 2013,2013-05-13,FRANZISKA Patrick/SOLJA Petrissa,GERASSIMENKO Kirill/GATS Yuliya,4,0,"11,11,11,11|6,5,6,2",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,FRANZISKA Patrick (GER) / SOLJA Petrissa (GER),GERASSIMENKO Kirill (KAZ) / GATS Yuliya (KAZ),FRANZISKA Patrick
World Table Tennis Championships Paris 2013,2013-05-13,FRANZISKA Patrick/SOLJA Petrissa,ACHANTA Sharath/KUMARESAN Shamini,4,0,"11,11,11,11|7,4,7,9",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,FRANZISKA Patrick (GER) / SOLJA Petrissa (GER),ACHANTA Sharath (IND) / KUMARESAN Shamini (IND),FRANZISKA Patrick
World Table Tennis Championships Paris 2013,2013-05-13,FERTIKOWSKI Pawel/GRZYBOWSKA-FRANC Katarzyna,FRANZISKA Patrick/SOLJA Petrissa,4,3,"11,12,7,7,8,11,11|3,10,11,11,11,4,5",R32,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,FERTIKOWSKI Pawel (POL) / GRZYBOWSKA-FRANC Katarzyna (POL),FRANZISKA Patrick (GER) / SOLJA Petrissa (GER),FERTIKOWSKI Pawel
World Table Tennis Championships Paris 2013,2013-05-13,BAUM Patrick/STEGER Bastian,BUROV Viacheslav/SMIRNOV Alexey,4,2,"11,9,7,11,11,13|6,11,11,8,5,11",R64,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,BAUM Patrick (GER) / STEGER Bastian (GER),BUROV Viacheslav (RUS) / SMIRNOV Alexey (RUS),BAUM Patrick
World Table Tennis Championships Paris 2013,2013-05-13,BAUM Patrick/STEGER Bastian,TANG Peng/WONG Chun Ting,4,1,"11,13,6,11,11|9,11,11,8,6",R32,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,BAUM Patrick (GER) / STEGER Bastian (GER),TANG Peng (HKG) / WONG Chun Ting (HKG),BAUM Patrick
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Chien-An/CHUANG Chih-Yuan,BAUM Patrick/STEGER Bastian,4,2,"9,11,7,11,15,11|11,8,11,8,13,9",R16,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,CHEN Chien-An (TPE) / CHUANG Chih-Yuan (TPE),BAUM Patrick (GER) / STEGER Bastian (GER),CHEN Chien-An
World Table Tennis Championships Paris 2013,2013-05-13,PAPAGEORGIOU Konstantinos/PAPADAKI Angeliki,LORENZOTTI Gonzalo/LORENZOTTI Maria,4,1,"11,11,8,11,11|9,2,11,2,6",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,PAPAGEORGIOU Konstantinos (GRE) / PAPADAKI Angeliki (GRE),LORENZOTTI Gonzalo (URU) / LORENZOTTI Maria (URU),PAPAGEORGIOU Konstantinos
World Table Tennis Championships Paris 2013,2013-05-13,KIM Hyok Bong/KIM Jong,LAGOGIANNIS Konstantinos/EXARCHOU Filareti,4,0,"11,11,11,11|4,4,7,7",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,KIM Hyok Bong (PRK) / KIM Jong (PRK),LAGOGIANNIS Konstantinos (GRE) / EXARCHOU Filareti (GRE),KIM Hyok Bong
World Table Tennis Championships Paris 2013,2013-05-13,PLATONOV Pavel/PRIVALOVA Alexandra,PAPAGEORGIOU Konstantinos/PAPADAKI Angeliki,4,1,"10,11,11,11,11|12,5,3,8,3",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,PLATONOV Pavel (BLR) / PRIVALOVA Alexandra (BLR),PAPAGEORGIOU Konstantinos (GRE) / PAPADAKI Angeliki (GRE),PLATONOV Pavel
World Table Tennis Championships Paris 2013,2013-05-13,CALDERANO Hugo/MATSUMOTO Cazuo,GIONIS Panagiotis/PAPAGEORGIOU Konstantinos,4,2,"11,6,11,11,9,11|8,11,4,3,11,9",R64,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,CALDERANO Hugo (BRA) / MATSUMOTO Cazuo (BRA),GIONIS Panagiotis (GRE) / PAPAGEORGIOU Konstantinos (GRE),CALDERANO Hugo
World Table Tennis Championships Paris 2013,2013-05-13,JIANG Huajun/LEE Ho Ching,MARTINS Catia/NEVES Ana,4,0,"11,11,11,11|3,4,5,6",R64,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,JIANG Huajun (HKG) / LEE Ho Ching (HKG),MARTINS Catia (POR) / NEVES Ana (POR),JIANG Huajun
World Table Tennis Championships Paris 2013,2013-05-13,JIANG Huajun/LEE Ho Ching,DOLGIKH Maria/MIKHAILOVA Polina,4,1,"11,3,11,11,11|8,11,7,5,6",R32,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,JIANG Huajun (HKG) / LEE Ho Ching (HKG),DOLGIKH Maria (RUS) / MIKHAILOVA Polina (RUS),JIANG Huajun
World Table Tennis Championships Paris 2013,2013-05-13,JIANG Huajun/LEE Ho Ching,GRZYBOWSKA-FRANC Katarzyna/PARTYKA Natalia,4,2,"5,10,11,11,13,15|11,12,6,5,11,13",R16,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,JIANG Huajun (HKG) / LEE Ho Ching (HKG),GRZYBOWSKA-FRANC Katarzyna (POL) / PARTYKA Natalia (POL),JIANG Huajun
World Table Tennis Championships Paris 2013,2013-05-13,DING Ning/LIU Shiwen,GUAN Mengyuan/NG Wing Nam,4,0,"11,11,11,11|4,5,6,5",R16,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,DING Ning (CHN) / LIU Shiwen (CHN),GUAN Mengyuan (HKG) / NG Wing Nam (HKG),DING Ning
World Table Tennis Championships Paris 2013,2013-05-13,DING Ning/LIU Shiwen,JIANG Huajun/LEE Ho Ching,4,1,"8,11,11,11,11|11,5,6,3,9",QF,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,DING Ning (CHN) / LIU Shiwen (CHN),JIANG Huajun (HKG) / LEE Ho Ching (HKG),DING Ning
World Table Tennis Championships Paris 2013,2013-05-13,CHEUNG Yuk/JIANG Huajun,OBESLO Michal/MATELOVA Hana,4,0,"11,11,11,11|8,5,4,5",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,CHEUNG Yuk (HKG) / JIANG Huajun (HKG),OBESLO Michal (CZE) / MATELOVA Hana (CZE),CHEUNG Yuk
