tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
ITTF Asian Championships Wuxi 2017,2017-04-09,PATKAR Madhurika,NYYAZGYLYJOVA Oguljennet,3,0,"11,11,11|6,2,5",R128,OTHER,WS,515,Main Draw,NYYAZGYLYJOVA Oguljennet (TKM),PATKAR Madhurika (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,SOO Wai Yam,KHETKHUAN Tamolwan,3,0,"11,11,11|3,4,4",,OTHER,WT,515,Main Draw,KHETKHUAN Tamolwan (THA),SOO Wai Yam (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,YANG Ha Eun,KIM Song I,3,1,"11,11,17,11|13,5,15,7",,OTHER,WT,515,Main Draw,KIM Song I (PRK),YANG Ha Eun (KOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,SUH Hyo Won,CHA Hyo Sim,3,2,"11,7,11,9,11|7,11,9,11,4",,OTHER,WT,515,Main Draw,CHA Hyo Sim (PRK),SUH Hyo Won (KOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,KIM Kyungah,RI Mi Gyong,3,0,"11,13,11|8,11,9",,OTHER,WT,515,Main Draw,RI Mi Gyong (PRK),KIM Kyungah (KOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,ITO Mima,WONG Xin Ru,3,0,"11,11,11|5,2,8",,OTHER,WT,515,Main Draw,WONG Xin Ru (SGP),ITO Mima (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,HIRANO Miu,LIM Eunice,3,0,"11,11,11|3,8,5",,OTHER,WT,515,Main Draw,LIM Eunice (SGP),HIRANO Miu (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,HAYATA Hina,TAN En Hui,3,0,"11,11,11|3,1,5",,OTHER,WT,515,Main Draw,TAN En Hui (SGP),HAYATA Hina (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,DING Ning,LEE Ho Ching,3,0,"11,11,11|5,5,2",,OTHER,WT,515,Main Draw,DING Ning (CHN),LEE Ho Ching (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHU Yuling,DOO Hoi Kem,3,0,"11,11,11|6,9,9",,OTHER,WT,515,Main Draw,ZHU Yuling (MAC),DOO Hoi Kem (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHEN Meng,SOO Wai Yam,3,0,"11,11,12|3,7,10",,OTHER,WT,515,Main Draw,CHEN Meng (CHN),SOO Wai Yam (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,HIRANO Miu,YANG Ha Eun,3,0,"11,11,11|2,7,6",,OTHER,WT,515,Main Draw,YANG Ha Eun (KOR),HIRANO Miu (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,ITO Mima,SUH Hyo Won,3,0,"11,11,11|3,8,9",,OTHER,WT,515,Main Draw,SUH Hyo Won (KOR),ITO Mima (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,HAYATA Hina,KIM Kyungah,3,0,"11,11,11|9,9,6",,OTHER,WT,515,Main Draw,KIM Kyungah (KOR),HAYATA Hina (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,LIU Shiwen,HIRANO Miu,3,1,"11,9,11,11|3,11,8,9",,OTHER,WT,515,Main Draw,HIRANO Miu (JPN),LIU Shiwen (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,DING Ning,ITO Mima,3,0,"13,11,11|11,7,3",,OTHER,WT,515,Main Draw,ITO Mima (JPN),DING Ning (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHU Yuling,HAYATA Hina,3,1,"11,7,11,11|8,11,5,8",,OTHER,WT,515,Main Draw,HAYATA Hina (JPN),ZHU Yuling (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHENG I-Ching,KOMWONG Nanthana,3,0,"12,11,11|10,5,9",,OTHER,WT,515,Main Draw,CHENG I-Ching (TPE),KOMWONG Nanthana (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,SAWETTABUT Suthasini,CHEN Szu-Yu,3,1,"4,11,12,12|11,9,10,10",,OTHER,WT,515,Main Draw,CHEN Szu-Yu (TPE),SAWETTABUT Suthasini (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHENG Hsien-Tzu,PARANANG Orawan,3,1,"14,11,2,11|12,8,11,4",,OTHER,WT,515,Main Draw,CHENG Hsien-Tzu (TPE),PARANANG Orawan (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHENG I-Ching,SAWETTABUT Suthasini,3,1,"11,11,17,11|9,5,19,4",,OTHER,WT,515,Main Draw,CHENG I-Ching (TPE),SAWETTABUT Suthasini (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,KIM Song I,WONG Xin Ru,3,0,"11,11,11|4,4,7",,OTHER,WT,515,Main Draw,KIM Song I (PRK),WONG Xin Ru (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,FENG Tianwei,CHA Hyo Sim,3,0,"12,12,13|10,10,11",,OTHER,WT,515,Main Draw,CHA Hyo Sim (PRK),FENG Tianwei (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHOE Hyon Hwa (1992),ZHANG Wanling,3,0,"11,11,11|5,6,6",,OTHER,WT,515,Main Draw,CHOE Hyon Hwa (1992) (PRK),ZHANG Wanling (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,FENG Tianwei,KIM Song I,3,0,"11,11,11|5,5,1",,OTHER,WT,515,Main Draw,KIM Song I (PRK),FENG Tianwei (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHA Hyo Sim,WONG Xin Ru,3,0,"11,11,11|5,5,4",,OTHER,WT,515,Main Draw,CHA Hyo Sim (PRK),WONG Xin Ru (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,LIU Hsing-Yin,CHA Hyo Sim,3,1,"8,11,11,11|11,8,9,7",,OTHER,WT,515,Main Draw,LIU Hsing-Yin (TPE),CHA Hyo Sim (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,KIM Song I,LIU Yu-Hsin,3,0,"12,11,11|10,7,9",,OTHER,WT,515,Main Draw,LIU Yu-Hsin (TPE),KIM Song I (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHENG Hsien-Tzu,CHOE Hyon Hwa (1992),3,1,"11,11,10,11|9,4,12,8",,OTHER,WT,515,Main Draw,CHENG Hsien-Tzu (TPE),CHOE Hyon Hwa (1992) (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,KIM Song I,LIU Hsing-Yin,3,0,"11,11,11|5,6,5",,OTHER,WT,515,Main Draw,LIU Hsing-Yin (TPE),KIM Song I (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHA Hyo Sim,LIU Yu-Hsin,3,1,"11,9,11,11|9,11,9,5",,OTHER,WT,515,Main Draw,LIU Yu-Hsin (TPE),CHA Hyo Sim (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,SAWETTABUT Suthasini,WONG Xin Ru,3,0,"11,11,11|3,6,6",,OTHER,WT,515,Main Draw,SAWETTABUT Suthasini (THA),WONG Xin Ru (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,KOMWONG Nanthana,ZHANG Wanling,3,1,"11,11,11,11|5,13,6,6",,OTHER,WT,515,Main Draw,KOMWONG Nanthana (THA),ZHANG Wanling (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,PARANANG Orawan,LIM Eunice,3,0,"11,11,11|4,4,8",,OTHER,WT,515,Main Draw,PARANANG Orawan (THA),LIM Eunice (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,BATRA Manika,SLADKOVA Nataliya,3,1,"11,8,11,11|7,11,8,4",,OTHER,WT,515,Main Draw,SLADKOVA Nataliya (KAZ),BATRA Manika (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,DAS Mouma,AKASHEVA Zauresh,3,0,"11,11,11|6,3,7",,OTHER,WT,515,Main Draw,AKASHEVA Zauresh (KAZ),DAS Mouma (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,MUKHERJEE Sutirtha,GATS Yuliya,3,0,"11,12,11|9,10,6",,OTHER,WT,515,Main Draw,GATS Yuliya (KAZ),MUKHERJEE Sutirtha (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,NG Sock Khim,ASHTARI Mahshid,3,0,"12,11,11|10,2,8",,OTHER,WT,515,Main Draw,NG Sock Khim (MAS),ASHTARI Mahshid (IRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,LEE Rou You,SHAHSAVARI Neda,3,1,"11,11,6,12|9,8,11,10",,OTHER,WT,515,Main Draw,LEE Rou You (MAS),SHAHSAVARI Neda (IRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,SAMET Maryam,HO Ying,3,1,"11,6,11,11|4,11,6,5",,OTHER,WT,515,Main Draw,HO Ying (MAS),SAMET Maryam (IRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,SHAHSAVARI Neda,NG Sock Khim,3,2,"11,8,11,8,12|7,11,8,11,10",,OTHER,WT,515,Main Draw,NG Sock Khim (MAS),SHAHSAVARI Neda (IRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,LEE Rou You,ASHTARI Mahshid,3,2,"11,6,11,6,16|8,11,7,11,14",,OTHER,WT,515,Main Draw,LEE Rou You (MAS),ASHTARI Mahshid (IRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHEN Szu-Yu,BATRA Manika,3,2,"3,8,11,11,11|11,11,9,3,6",,OTHER,WT,515,Main Draw,CHEN Szu-Yu (TPE),BATRA Manika (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,PATKAR Madhurika,CHENG Hsien-Tzu,3,1,"11,8,11,14|7,11,4,12",,OTHER,WT,515,Main Draw,CHENG Hsien-Tzu (TPE),PATKAR Madhurika (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHENG I-Ching,BATRA Manika,3,1,"11,12,11,11|8,14,3,9",,OTHER,WT,515,Main Draw,CHENG I-Ching (TPE),BATRA Manika (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,FENG Tianwei,LEE Rou You,3,0,"11,11,11|2,6,5",,OTHER,WT,515,Main Draw,FENG Tianwei (SGP),LEE Rou You (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,NG Sock Khim,ZHANG Wanling,3,1,"11,11,10,11|6,5,12,5",,OTHER,WT,515,Main Draw,ZHANG Wanling (SGP),NG Sock Khim (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,WONG Xin Ru,HO Ying,3,1,"11,11,9,11|7,8,11,6",,OTHER,WT,515,Main Draw,WONG Xin Ru (SGP),HO Ying (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,FENG Tianwei,NG Sock Khim,3,0,"11,11,11|5,4,9",,OTHER,WT,515,Main Draw,FENG Tianwei (SGP),NG Sock Khim (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,LIU Hsing-Yin,ZHANG Wanling,3,0,"11,11,11|8,5,8",,OTHER,WT,515,Main Draw,LIU Hsing-Yin (TPE),ZHANG Wanling (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHENG Hsien-Tzu,LIM Eunice,3,0,"11,11,11|3,9,8",,OTHER,WT,515,Main Draw,CHENG Hsien-Tzu (TPE),LIM Eunice (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHEN Szu-Yu,TAN En Hui,3,0,"11,11,11|7,4,6",,OTHER,WT,515,Main Draw,CHEN Szu-Yu (TPE),TAN En Hui (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,PATKAR Madhurika,LEE Rou You,3,1,"11,8,11,11|7,11,6,4",,OTHER,WT,515,Main Draw,LEE Rou You (MAS),PATKAR Madhurika (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,BATRA Manika,HO Ying,3,2,"11,11,9,10,11|5,4,11,12,6",,OTHER,WT,515,Main Draw,HO Ying (MAS),BATRA Manika (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,DAS Mouma,CHANG Li Sian,3,0,"11,11,11|5,3,2",,OTHER,WT,515,Main Draw,CHANG Li Sian (MAS),DAS Mouma (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,GATS Yuliya,ASHTARI Mahshid,3,0,"11,11,11|4,8,9",,OTHER,WT,515,Main Draw,ASHTARI Mahshid (IRI),GATS Yuliya (KAZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,SLADKOVA Nataliya,JAMALIFAR Fatemeh,3,2,"10,13,8,11,11|12,11,11,5,5",,OTHER,WT,515,Main Draw,JAMALIFAR Fatemeh (IRI),SLADKOVA Nataliya (KAZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,AKASHEVA Zauresh,SAFARI Saba,3,1,"11,8,11,16|4,11,5,14",,OTHER,WT,515,Main Draw,SAFARI Saba (IRI),AKASHEVA Zauresh (KAZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHONG Weng I,BATBAYAR Doljinzuu,3,0,"12,11,11|10,9,6",,OTHER,WT,515,Main Draw,BATBAYAR Doljinzuu (MGL),CHONG Weng I (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,WANG Lu,MUNKHBAT Undram,3,0,"12,11,11|10,4,3",,OTHER,WT,515,Main Draw,MUNKHBAT Undram (MGL),WANG Lu (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHEONG Cheng I,BATMUNKH Bolor-Erdene,3,1,"9,11,12,11|11,8,10,7",,OTHER,WT,515,Main Draw,BATMUNKH Bolor-Erdene (MGL),CHEONG Cheng I (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,NGUYEN Thi Nga,KECHICHIAN Noel,3,0,"11,11,11|8,8,4",,OTHER,WT,515,Main Draw,NGUYEN Thi Nga (VIE),KECHICHIAN Noel (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,SAHAKIAN Mariana,GIANG Phan Hoang Tuong,3,2,"11,8,7,11,11|8,11,11,9,9",,OTHER,WT,515,Main Draw,GIANG Phan Hoang Tuong (VIE),SAHAKIAN Mariana (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,NGUYEN Thi Nga,SAHAKIAN Mariana,3,0,"11,11,11|7,3,7",,OTHER,WT,515,Main Draw,NGUYEN Thi Nga (VIE),SAHAKIAN Mariana (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,GUFRANOVA Rimma,WANG Lu,3,1,"9,11,11,11|11,7,6,9",,OTHER,WT,515,Main Draw,WANG Lu (MAC),GUFRANOVA Rimma (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,KIM Olga,CHONG Weng I,3,0,"11,11,11|5,6,4",,OTHER,WT,515,Main Draw,CHONG Weng I (MAC),KIM Olga (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,TAO Chong,KHALIKOVA Kamila,3,1,"8,11,11,11|11,3,3,7",,OTHER,WT,515,Main Draw,TAO Chong (MAC),KHALIKOVA Kamila (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,KIM Olga,WANG Lu,3,1,"11,9,11,11|4,11,6,5",,OTHER,WT,515,Main Draw,WANG Lu (MAC),KIM Olga (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,NGUYEN Thi Nga,INDRIANI Lilis,3,1,"11,11,3,12|6,7,11,10",,OTHER,WT,515,Main Draw,INDRIANI Lilis (INA),NGUYEN Thi Nga (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,DWIJAYANTI Gustin,MAI Trang,3,0,"11,11,11|9,9,9",,OTHER,WT,515,Main Draw,DWIJAYANTI Gustin (INA),MAI Trang (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,GIANG Phan Hoang Tuong,OKTARIYANI Novita,3,1,"11,9,11,11|5,11,6,3",,OTHER,WT,515,Main Draw,OKTARIYANI Novita (INA),GIANG Phan Hoang Tuong (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,MAI Trang,INDRIANI Lilis,3,1,"11,11,10,11|7,4,12,8",,OTHER,WT,515,Main Draw,INDRIANI Lilis (INA),MAI Trang (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,GIANG Phan Hoang Tuong,KIM Olga,3,0,"11,11,11|5,7,8",,OTHER,WT,515,Main Draw,KIM Olga (UZB),GIANG Phan Hoang Tuong (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,NGUYEN Thi Nga,GUFRANOVA Rimma,3,0,"11,11,11|6,7,5",,OTHER,WT,515,Main Draw,GUFRANOVA Rimma (UZB),NGUYEN Thi Nga (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,MAI Trang,MADALIEVA Sugdiyona,3,0,"11,11,11|7,4,6",,OTHER,WT,515,Main Draw,MADALIEVA Sugdiyona (UZB),MAI Trang (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,INDRIANI Lilis,WANG Lu,3,0,"11,11,13|9,6,11",,OTHER,WT,515,Main Draw,WANG Lu (MAC),INDRIANI Lilis (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,DWIJAYANTI Gustin,CHONG Weng I,3,1,"10,11,11,11|12,8,7,7",,OTHER,WT,515,Main Draw,CHONG Weng I (MAC),DWIJAYANTI Gustin (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,OKTARIYANI Novita,TAO Chong,3,1,"11,9,11,11|8,11,6,9",,OTHER,WT,515,Main Draw,TAO Chong (MAC),OKTARIYANI Novita (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,KECHICHIAN Noel,BATBAYAR Doljinzuu,3,0,"12,11,11|10,5,4",,OTHER,WT,515,Main Draw,BATBAYAR Doljinzuu (MGL),KECHICHIAN Noel (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,SAHAKIAN Mariana,MUNKHBAT Undram,3,0,"11,11,14|6,3,12",,OTHER,WT,515,Main Draw,MUNKHBAT Undram (MGL),SAHAKIAN Mariana (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,BATBAYAR Doljinzuu,SAHAKIAN Mariana,3,0,,,OTHER,WT,515,Main Draw,BATBAYAR Doljinzuu (MGL),SAHAKIAN Mariana (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,KECHICHIAN Noel,MUNKHBAT Undram,3,1,"11,9,11,11|9,11,4,7",,OTHER,WT,515,Main Draw,MUNKHBAT Undram (MGL),KECHICHIAN Noel (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,MADURANGI Ishara,AKTER Rahima,3,0,"11,11,11|6,6,4",,OTHER,WT,515,Main Draw,MADURANGI Ishara (SRI),AKTER Rahima (BAN)
ITTF Asian Championships Wuxi 2017,2017-04-09,KAPUGEEKIYANA Hansani,ALAM Moumita,3,0,"11,11,11|5,6,5",,OTHER,WT,515,Main Draw,KAPUGEEKIYANA Hansani (SRI),ALAM Moumita (BAN)
ITTF Asian Championships Wuxi 2017,2017-04-09,WARUSAWITHANA Erandi,MOU Sadia,3,0,"11,11,11|8,8,4",,OTHER,WT,515,Main Draw,WARUSAWITHANA Erandi (SRI),MOU Sadia (BAN)
ITTF Asian Championships Wuxi 2017,2017-04-09,MOHAMED Aia,MALSEVA Vilena,3,0,"11,11,12|5,9,10",,OTHER,WT,515,Main Draw,MOHAMED Aia (QAT),MALSEVA Vilena (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,BALLYYEVA Enejan,FARAMARZI Maha,3,0,"11,11,11|8,5,8",,OTHER,WT,515,Main Draw,FARAMARZI Maha (QAT),BALLYYEVA Enejan (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,NYYAZGYLYJOVA Oguljennet,HUSSAIN Kholoud,3,0,"11,11,11|9,7,6",,OTHER,WT,515,Main Draw,HUSSAIN Kholoud (QAT),NYYAZGYLYJOVA Oguljennet (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,BALLYYEVA Enejan,MOHAMED Aia,3,2,"9,11,12,9,11|11,6,10,11,6",,OTHER,WT,515,Main Draw,MOHAMED Aia (QAT),BALLYYEVA Enejan (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,KAPUGEEKIYANA Hansani,NAZIM Aishath,3,0,"11,13,11|6,11,7",,OTHER,WT,515,Main Draw,NAZIM Aishath (MDV),KAPUGEEKIYANA Hansani (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,MADURANGI Ishara,NIMAL Fathimath,3,0,"11,12,11|7,10,8",,OTHER,WT,515,Main Draw,NIMAL Fathimath (MDV),MADURANGI Ishara (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,WARUSAWITHANA Erandi,SHAREEF Aminath,3,0,"11,11,11|8,6,9",,OTHER,WT,515,Main Draw,SHAREEF Aminath (MDV),WARUSAWITHANA Erandi (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,BALLYYEVA Enejan,AL-WEDIAN Bara,3,0,"11,11,11|5,7,5",,OTHER,WT,515,Main Draw,BALLYYEVA Enejan (TKM),AL-WEDIAN Bara (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,MALSEVA Vilena,ABUYAMAN Sewar,3,1,"11,11,8,14|4,5,11,12",,OTHER,WT,515,Main Draw,MALSEVA Vilena (TKM),ABUYAMAN Sewar (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,ABO-YAMAN Taimmaa,NYYAZGYLYJOVA Oguljennet,3,1,"11,9,11,11|2,11,8,3",,OTHER,WT,515,Main Draw,NYYAZGYLYJOVA Oguljennet (TKM),ABO-YAMAN Taimmaa (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,BALLYYEVA Enejan,ABUYAMAN Sewar,3,2,"11,9,11,11,14|5,11,13,7,12",,OTHER,WT,515,Main Draw,BALLYYEVA Enejan (TKM),ABUYAMAN Sewar (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,WARUSAWITHANA Erandi,BALLYYEVA Enejan,3,1,"11,6,11,11|6,11,6,6",,OTHER,WT,515,Main Draw,BALLYYEVA Enejan (TKM),WARUSAWITHANA Erandi (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,MADURANGI Ishara,MALSEVA Vilena,3,1,"11,5,11,11|5,11,8,8",,OTHER,WT,515,Main Draw,MALSEVA Vilena (TKM),MADURANGI Ishara (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,NYYAZGYLYJOVA Oguljennet,RAJAGURU Bandara,3,2,"12,9,11,11,11|10,11,7,13,5",,OTHER,WT,515,Main Draw,NYYAZGYLYJOVA Oguljennet (TKM),RAJAGURU Bandara (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,MADURANGI Ishara,BALLYYEVA Enejan,3,1,"11,11,9,11|6,1,11,7",,OTHER,WT,515,Main Draw,BALLYYEVA Enejan (TKM),MADURANGI Ishara (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,ABO-YAMAN Taimmaa,NAZIM Aishath,3,0,"11,11,11|4,6,7",,OTHER,WT,515,Main Draw,NAZIM Aishath (MDV),ABO-YAMAN Taimmaa (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,ABUYAMAN Sewar,NIMAL Fathimath,3,0,"11,11,11|8,9,3",,OTHER,WT,515,Main Draw,NIMAL Fathimath (MDV),ABUYAMAN Sewar (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,AL-WEDIAN Bara,SHAREEF Aminath,3,1,"11,11,6,11|6,9,11,4",,OTHER,WT,515,Main Draw,SHAREEF Aminath (MDV),AL-WEDIAN Bara (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,AL ABRI Noora,ALAM Moumita,3,0,"11,12,11|7,10,9",,OTHER,WT,515,Main Draw,ALAM Moumita (BAN),AL ABRI Noora (QAT)
ITTF Asian Championships Wuxi 2017,2017-04-09,MOHAMED Aia,AKTER Rahima,3,2,"9,8,11,11,11|11,11,7,9,5",,OTHER,WT,515,Main Draw,AKTER Rahima (BAN),MOHAMED Aia (QAT)
ITTF Asian Championships Wuxi 2017,2017-04-09,MOU Sadia,FARAMARZI Maha,3,0,"11,11,11|9,9,8",,OTHER,WT,515,Main Draw,MOU Sadia (BAN),FARAMARZI Maha (QAT)
ITTF Asian Championships Wuxi 2017,2017-04-09,MOHAMED Aia,ALAM Moumita,3,0,"11,11,11|8,6,4",,OTHER,WT,515,Main Draw,ALAM Moumita (BAN),MOHAMED Aia (QAT)
ITTF Asian Championships Wuxi 2017,2017-04-09,YASIN Sanam,MODUBASHOVA Elina,3,2,"14,11,6,5,11|12,9,11,11,6",,OTHER,WT,515,Main Draw,MODUBASHOVA Elina (KGZ),YASIN Sanam (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,AIAZBEKOVA Nurkyz,ANSARI Aisha,3,2,"11,10,11,5,11|6,12,8,11,8",,OTHER,WT,515,Main Draw,AIAZBEKOVA Nurkyz (KGZ),ANSARI Aisha (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,AIAZBEKOVA Zhyldyz,FARYAL Sobia,3,1,"7,13,11,11|11,11,3,9",,OTHER,WT,515,Main Draw,AIAZBEKOVA Zhyldyz (KGZ),FARYAL Sobia (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,ANSARI Aisha,MODUBASHOVA Elina,3,1,"11,8,11,11|5,11,8,7",,OTHER,WT,515,Main Draw,MODUBASHOVA Elina (KGZ),ANSARI Aisha (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,AIAZBEKOVA Nurkyz,YASIN Sanam,3,1,"5,11,11,11|11,9,5,7",,OTHER,WT,515,Main Draw,AIAZBEKOVA Nurkyz (KGZ),YASIN Sanam (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,PAK Sin Hyok,LEONG Chee Feng,3,0,"11,11,11|6,3,7",,OTHER,MT,515,Main Draw,PAK Sin Hyok (PRK),LEONG Chee Feng (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,KANG Wi Hun,HAIQAL Muhamad Ashraf,3,1,"11,11,11,11|3,13,4,5",,OTHER,MT,515,Main Draw,KANG Wi Hun (PRK),HAIQAL Muhamad Ashraf (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,RO Kwang Jin,IBRAHIM Muhd Shakirin,3,0,"11,11,11|7,9,7",,OTHER,MT,515,Main Draw,RO Kwang Jin (PRK),IBRAHIM Muhd Shakirin (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,DINH Quang Linh,WISUTMAYTHANGKOON Supanut,3,1,"11,11,9,11|9,8,11,9",,OTHER,MT,515,Main Draw,DINH Quang Linh (VIE),WISUTMAYTHANGKOON Supanut (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,NGUYEN Anh Tu,TANVIRIYAVECHAKUL Padasak,3,0,"11,14,11|8,12,3",,OTHER,MT,515,Main Draw,NGUYEN Anh Tu (VIE),TANVIRIYAVECHAKUL Padasak (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,PASSARA Pattaratorn,DOAN Ba Tuan Anh,3,1,"11,7,11,11|7,11,7,8",,OTHER,MT,515,Main Draw,DOAN Ba Tuan Anh (VIE),PASSARA Pattaratorn (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,TANVIRIYAVECHAKUL Padasak,DINH Quang Linh,3,1,"11,12,11,11|6,14,9,5",,OTHER,MT,515,Main Draw,DINH Quang Linh (VIE),TANVIRIYAVECHAKUL Padasak (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,WISUTMAYTHANGKOON Supanut,NGUYEN Anh Tu,3,0,"12,11,12|10,9,10",,OTHER,MT,515,Main Draw,NGUYEN Anh Tu (VIE),WISUTMAYTHANGKOON Supanut (THA)
