tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
WTT Star Contender Goa 2024,2024-01-23,KANG Dongsoo,ACHANTA Sharath Kamal,3,2,"6,10,11,17,11|11,12,4,15,3",QR2,WTT_STAR_CONTENDER,MS,2863,Qualification,KANG Dongsoo (KOR),ACHANTA Sharath Kamal (IND)
WTT Star Contender Goa 2024,2024-01-27,CALDERANO Hugo,LIM Jonghoon,3,0,"13,11,11|11,5,1",R16,WTT_STAR_CONTENDER,MS,2863,Main Draw,CALDERANO Hugo (BRA),LIM Jonghoon (KOR)
WTT Star Contender Goa 2024,2024-01-27,QIU Dang,APOLONIA Tiago,3,0,"11,11,11|8,6,9",R16,WTT_STAR_CONTENDER,MS,2863,Main Draw,QIU Dang (GER),APOLONIA Tiago (POR)
WTT Star Contender Goa 2024,2024-01-27,KIM Nayeong,PAVADE Prithika,3,1,"11,9,11,11|6,11,9,9",R16,WTT_STAR_CONTENDER,WS,2863,Main Draw,KIM Nayeong (KOR),PAVADE Prithika (FRA)
WTT Star Contender Goa 2024,2024-01-27,MITTELHAM Nina,DIACONU Adina,3,1,"11,13,9,11|9,11,11,6",R16,WTT_STAR_CONTENDER,WS,2863,Main Draw,MITTELHAM Nina (GER),DIACONU Adina (ROU)
WTT Star Contender Goa 2024,2024-01-27,KALLBERG Anton,FREITAS Marcos,3,1,"11,7,11,11|1,11,2,6",R16,WTT_STAR_CONTENDER,MS,2863,Main Draw,KALLBERG Anton (SWE),FREITAS Marcos (POR)
WTT Star Contender Goa 2024,2024-01-27,YANG Xiaoxin,BATRA Manika,3,1,"9,13,11,11|11,11,7,9",R16,WTT_STAR_CONTENDER,WS,2863,Main Draw,YANG Xiaoxin (MON),BATRA Manika (IND)
WTT Star Contender Goa 2024,2024-01-27,OH Junsung,JANG Woojin,3,2,"11,11,7,11,12|8,13,11,9,10",R16,WTT_STAR_CONTENDER,MS,2863,Main Draw,OH Junsung (KOR),JANG Woojin (KOR)
WTT Star Contender Goa 2024,2024-01-27,CHENG I-Ching,YANG Ha Eun,3,0,"11,11,11|8,9,9",R16,WTT_STAR_CONTENDER,WS,2863,Main Draw,CHENG I-Ching (TPE),YANG Ha Eun (KOR)
WTT Star Contender Goa 2024,2024-01-27,AKULA Sreeja,DOO Hoi Kem,3,1,"12,8,11,11|10,11,8,8",R16,WTT_STAR_CONTENDER,WS,2863,Main Draw,AKULA Sreeja (IND),DOO Hoi Kem (HKG)
WTT Star Contender Goa 2024,2024-01-27,ARUNA Quadri,LEBRUN Alexis,3,1,"11,8,12,11|8,11,10,8",R16,WTT_STAR_CONTENDER,MS,2863,Main Draw,ARUNA Quadri (NGR),LEBRUN Alexis (FRA)
WTT Star Contender Goa 2024,2024-01-27,LEBRUN Felix,MOREGARD Truls,3,0,"11,12,11|3,10,9",R16,WTT_STAR_CONTENDER,MS,2863,Main Draw,LEBRUN Felix (FRA),MOREGARD Truls (SWE)
WTT Star Contender Goa 2024,2024-01-27,JOO Cheonhui,LEE Eunhye,3,1,"11,16,11,12|7,18,5,10",R16,WTT_STAR_CONTENDER,WS,2863,Main Draw,JOO Cheonhui (KOR),LEE Eunhye (KOR)
WTT Star Contender Goa 2024,2024-01-27,OVTCHAROV Dimitrij,PITCHFORD Liam,3,1,"11,8,17,11|5,11,15,8",R16,WTT_STAR_CONTENDER,MS,2863,Main Draw,OVTCHAROV Dimitrij (GER),PITCHFORD Liam (ENG)
WTT Star Contender Goa 2024,2024-01-27,SHIN Yubin,KALLBERG Christina,3,1,"11,11,10,11|5,6,12,6",R16,WTT_STAR_CONTENDER,WS,2863,Main Draw,SHIN Yubin (KOR),KALLBERG Christina (SWE)
WTT Star Contender Goa 2024,2024-01-27,JEON Jihee,KAMATH Archana Girish,3,1,"13,9,11,11|11,11,6,4",R16,WTT_STAR_CONTENDER,WS,2863,Main Draw,JEON Jihee (KOR),KAMATH Archana Girish (IND)
WTT Star Contender Goa 2024,2024-01-28,LIM Jonghoon/SHIN Yubin,ROBLES Alvaro/XIAO Maria,3,0,"11,12,13|2,10,11",Final,WTT_STAR_CONTENDER,XD,2863,Main Draw,LIM Jonghoon/SHIN Yubin (KOR),ROBLES Alvaro/XIAO Maria (ESP)
WTT Star Contender Goa 2024,2024-01-28,LEBRUN Felix,CALDERANO Hugo,4,2,"9,9,13,11,15,11|11,11,11,0,13,7",Final,WTT_STAR_CONTENDER,MS,2863,Main Draw,LEBRUN Felix (FRA),CALDERANO Hugo (BRA)
WTT Star Contender Goa 2024,2024-01-28,CHENG I-Ching,MITTELHAM Nina,4,0,"11,11,17,11|8,8,15,6",Final,WTT_STAR_CONTENDER,WS,2863,Main Draw,CHENG I-Ching (TPE),MITTELHAM Nina (GER)
WTT Star Contender Goa 2024,2024-01-28,CALDERANO Hugo,OVTCHAROV Dimitrij,3,1,"11,8,15,11|7,11,13,6",SemiFinal,WTT_STAR_CONTENDER,MS,2863,Main Draw,CALDERANO Hugo (BRA),OVTCHAROV Dimitrij (GER)
WTT Star Contender Goa 2024,2024-01-28,CHENG I-Ching,YANG Xiaoxin,3,0,"11,11,11|6,5,4",SemiFinal,WTT_STAR_CONTENDER,WS,2863,Main Draw,CHENG I-Ching (TPE),YANG Xiaoxin (MON)
WTT Star Contender Goa 2024,2024-01-28,LEBRUN Felix,FRANZISKA Patrick,3,1,"8,11,11,11|11,5,3,9",SemiFinal,WTT_STAR_CONTENDER,MS,2863,Main Draw,LEBRUN Felix (FRA),FRANZISKA Patrick (GER)
WTT Star Contender Goa 2024,2024-01-28,MITTELHAM Nina,SHIN Yubin,3,2,"9,11,11,1,11|11,7,8,11,8",SemiFinal,WTT_STAR_CONTENDER,WS,2863,Main Draw,MITTELHAM Nina (GER),SHIN Yubin (KOR)
