tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,TOGAMI Shunsuke,XIANG Peng,3,0,"12,12,11|10,10,7",F,OLYMPICS,U21MS,2030,Main Draw,XIANG Peng (CHN),TOGAMI Shunsuke (JPN),TOGAMI Shunsuke
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,HAYATA Hina,POTA Georgina,4,0,"11,11,11,11|6,2,2,2",QF,OLYMPICS,WS,2030,Main Draw,HAYATA Hina (JPN),POTA Georgina (HUN),HAYATA Hina
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,HU Limei,SHIBATA Saki,4,3,"10,13,13,11,6,14,11|12,11,15,8,11,12,6",QF,OLYMPICS,WS,2030,Main Draw,HU Limei (CHN),SHIBATA Saki (JPN),HU Limei
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,LI Jiayuan,KATO Miyu,4,2,"11,16,15,11,10,11|7,14,17,4,12,5",QF,OLYMPICS,WS,2030,Main Draw,LI Jiayuan (CHN),KATO Miyu (JPN),LI Jiayuan
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,HASHIMOTO Honoka,FAN Siqi,4,3,"12,7,4,5,11,11,11|10,11,11,11,7,4,8",QF,OLYMPICS,WS,2030,Main Draw,HASHIMOTO Honoka (JPN),FAN Siqi (CHN),HASHIMOTO Honoka
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,SAMSONOV Vladimir,XU Yingbin,4,1,"11,11,11,13,11|13,9,2,11,3",QF,OLYMPICS,MS,2030,Main Draw,XU Yingbin (CHN),SAMSONOV Vladimir (BLR),SAMSONOV Vladimir
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,LIN Gaoyuan,SIRUCEK Pavel,4,1,"11,11,11,5,11|4,9,6,11,5",QF,OLYMPICS,MS,2030,Main Draw,LIN Gaoyuan (CHN),SIRUCEK Pavel (CZE),LIN Gaoyuan
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,LIANG Jingkun,NIU Guankai,4,0,"11,11,11,11|8,1,4,7",QF,OLYMPICS,MS,2030,Main Draw,LIANG Jingkun (CHN),NIU Guankai (CHN),LIANG Jingkun
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,MADARASZ Dora/PERGEL Szandra,DODEAN Daniela/SAMARA Elizabeta,3,2,"3,11,11,13,13|11,4,6,15,11",SF,OLYMPICS,WD,2030,Main Draw,MADARASZ Dora (HUN) / PERGEL Szandra (HUN),DODEAN Daniela (ROU) / SAMARA Elizabeta (ROU),MADARASZ Dora
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,TOGAMI Shunsuke/UDA Yukiya,ECSEKI Nandor/SZUDI Adam,3,1,"9,11,11,11|11,8,8,6",SF,OLYMPICS,MD,2030,Main Draw,TOGAMI Shunsuke (JPN) / UDA Yukiya (JPN),ECSEKI Nandor (HUN) / SZUDI Adam (HUN),TOGAMI Shunsuke
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,CAO Wei/XU Yingbin,LIANG Jingkun/LIN Gaoyuan,3,1,"14,11,6,11|12,7,11,9",SF,OLYMPICS,MD,2030,Main Draw,CAO Wei (CHN) / XU Yingbin (CHN),LIANG Jingkun (CHN) / LIN Gaoyuan (CHN),CAO Wei
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,FAN Siqi/YANG Huijing,HUANG Yu-Wen/LI Yu-Jhun,3,0,"11,11,11|6,8,9",SF,OLYMPICS,WD,2030,Main Draw,FAN Siqi (CHN) / YANG Huijing (CHN),HUANG Yu-Wen (TPE) / LI Yu-Jhun (TPE),FAN Siqi
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,LIN Gaoyuan/LIU Shiwen,PISTEJ Lubomir/KUKULKOVA Tatiana,3,0,"11,11,11|8,6,4",F,OLYMPICS,XD,2030,Main Draw,LIN Gaoyuan (CHN) / LIU Shiwen (CHN),PISTEJ Lubomir (SVK) / KUKULKOVA Tatiana (SVK),LIN Gaoyuan
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,HAYATA Hina,HU Limei,4,1,"10,11,11,11,11|12,4,9,6,6",SF,OLYMPICS,WS,2030,Main Draw,HAYATA Hina (JPN),HU Limei (CHN),HAYATA Hina
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,LIN Gaoyuan,SAMSONOV Vladimir,4,2,"11,11,8,11,11,11|7,13,11,9,8,7",SF,OLYMPICS,MS,2030,Main Draw,LIN Gaoyuan (CHN),SAMSONOV Vladimir (BLR),LIN Gaoyuan
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,HASHIMOTO Honoka,LI Jiayuan,4,1,"7,11,11,11,11|11,2,6,8,3",SF,OLYMPICS,WS,2030,Main Draw,LI Jiayuan (CHN),HASHIMOTO Honoka (JPN),HASHIMOTO Honoka
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,LIANG Jingkun,LIU Yebo,4,3,"10,10,11,10,11,11,11|12,12,8,12,2,7,9",SF,OLYMPICS,MS,2030,Main Draw,LIANG Jingkun (CHN),LIU Yebo (CHN),LIANG Jingkun
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,FAN Siqi/YANG Huijing,MADARASZ Dora/PERGEL Szandra,3,2,"8,3,11,11,11|11,11,6,9,2",F,OLYMPICS,WD,2030,Main Draw,FAN Siqi (CHN) / YANG Huijing (CHN),MADARASZ Dora (HUN) / PERGEL Szandra (HUN),FAN Siqi
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,CAO Wei/XU Yingbin,TOGAMI Shunsuke/UDA Yukiya,3,1,"5,11,11,11|11,5,6,7",F,OLYMPICS,MD,2030,Main Draw,CAO Wei (CHN) / XU Yingbin (CHN),TOGAMI Shunsuke (JPN) / UDA Yukiya (JPN),CAO Wei
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,HAYATA Hina,HASHIMOTO Honoka,4,3,"9,8,11,12,11,8,11|11,11,4,10,3,11,8",F,OLYMPICS,WS,2030,Main Draw,HAYATA Hina (JPN),HASHIMOTO Honoka (JPN),HAYATA Hina
ITTF Challenge Plus Portugal Open Lisbon 2019,2019-02-13,LIANG Jingkun,LIN Gaoyuan,4,1,"6,12,14,11,11|11,10,12,7,6",F,OLYMPICS,MS,2030,Main Draw,LIN Gaoyuan (CHN),LIANG Jingkun (CHN),LIANG Jingkun
