tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
ITTF Asian Championships Pattaya 2015,2015-09-26,SONG Maeum,NGUYEN Thi Viet Linh,4,1,"11,11,6,11,11|6,3,11,9,5",R128,OTHER,WS,254,Main Draw,NGUYEN Thi Viet Linh (VIE),SONG Maeum (KOR),SONG Maeum
ITTF Asian Championships Pattaya 2015,2015-09-26,BALATBAT Sendrina,ALI Maha,4,0,"11,11,11,11|2,2,4,5",R128,OTHER,WS,254,Main Draw,BALATBAT Sendrina (PHI),ALI Maha (QAT),BALATBAT Sendrina
ITTF Asian Championships Pattaya 2015,2015-09-26,DWIJAYANTI Gustin,TAH Sut Tei,4,3,"10,8,11,6,11,11,11|12,11,6,11,6,3,7",R128,OTHER,WS,254,Main Draw,TAH Sut Tei (MAC),DWIJAYANTI Gustin (INA),DWIJAYANTI Gustin
ITTF Asian Championships Pattaya 2015,2015-09-26,KHETKHUAN Tamolwan,BATSAIKHAN Batkhishig,4,1,"11,11,5,11,11|6,1,11,1,4",R128,OTHER,WS,254,Main Draw,KHETKHUAN Tamolwan (THA),BATSAIKHAN Batkhishig (MGL),KHETKHUAN Tamolwan
ITTF Asian Championships Pattaya 2015,2015-09-26,BATRA Manika,MINARA Sarmin,4,0,"11,11,11,11|3,5,5,4",R128,OTHER,WS,254,Main Draw,MINARA Sarmin (BAN),BATRA Manika (IND),BATRA Manika
ITTF Asian Championships Pattaya 2015,2015-09-26,YEE Herng Hwee,SEIDALIEVA Burulai,4,0,"11,11,11,11|3,3,4,4",R128,OTHER,WS,254,Main Draw,YEE Herng Hwee (SGP),SEIDALIEVA Burulai (KGZ),YEE Herng Hwee
ITTF Asian Championships Pattaya 2015,2015-09-26,GATS Yuliya,MAHARJAN Rabina,4,1,"11,9,12,11,11|6,11,10,9,6",R128,OTHER,WS,254,Main Draw,MAHARJAN Rabina (NEP),GATS Yuliya (KAZ),GATS Yuliya
ITTF Asian Championships Pattaya 2015,2015-09-26,MAK Tze Wing,KIM Regina,4,1,"11,7,11,11,11|4,11,2,9,4",R128,OTHER,WS,254,Main Draw,MAK Tze Wing (HKG),KIM Regina (UZB),MAK Tze Wing
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Hye Song,LIM Eunice,4,0,"11,11,11,11|3,8,5,2",R128,OTHER,WS,254,Main Draw,LIM Eunice (SGP),KIM Hye Song (PRK),KIM Hye Song
ITTF Asian Championships Pattaya 2015,2015-09-26,MU Zi,MOHAMED Mueena,4,0,"11,11,11,11|7,4,7,2",R128,OTHER,WS,254,Main Draw,MU Zi (CHN),MOHAMED Mueena (MDV),MU Zi
ITTF Asian Championships Pattaya 2015,2015-09-26,WAKAMIYA Misako,FERNANDO Chamathsara,4,0,"11,11,11,11|4,3,7,3",R128,OTHER,WS,254,Main Draw,FERNANDO Chamathsara (SRI),WAKAMIYA Misako (JPN),WAKAMIYA Misako
ITTF Asian Championships Pattaya 2015,2015-09-26,SAMET Maryam,TEY Ka Ying,4,0,"11,11,11,11|7,4,8,5",R128,OTHER,WS,254,Main Draw,SAMET Maryam (IRI),TEY Ka Ying (MAS),SAMET Maryam
ITTF Asian Championships Pattaya 2015,2015-09-26,OMRANI Mahjobeh,AKTER Rahima,4,0,"11,11,11,11|5,7,4,5",R128,OTHER,WS,254,Main Draw,OMRANI Mahjobeh (IRI),AKTER Rahima (BAN),OMRANI Mahjobeh
ITTF Asian Championships Pattaya 2015,2015-09-26,DAS Ankita,LAVROVA Anastassiya,4,0,"11,11,11,11|7,5,7,6",R128,OTHER,WS,254,Main Draw,LAVROVA Anastassiya (KAZ),DAS Ankita (IND),DAS Ankita
ITTF Asian Championships Pattaya 2015,2015-09-26,CHENG Hsien-Tzu,BILAL Shabnam,4,0,"11,11,11,11|9,5,4,6",R128,OTHER,WS,254,Main Draw,CHENG Hsien-Tzu (TPE),BILAL Shabnam (PAK),CHENG Hsien-Tzu
ITTF Asian Championships Pattaya 2015,2015-09-26,MERGEN Delgermaa,MASHANLOEVA Kamila,4,1,"8,11,11,11,11|11,6,8,8,7",R128,OTHER,WS,254,Main Draw,MASHANLOEVA Kamila (KGZ),MERGEN Delgermaa (MGL),MERGEN Delgermaa
ITTF Asian Championships Pattaya 2015,2015-09-26,MADURANGI Ishara,NURIYAYATI Rissa,4,0,"11,11,11,15|4,5,7,13",R128,OTHER,WS,254,Main Draw,MADURANGI Ishara (SRI),NURIYAYATI Rissa (INA),MADURANGI Ishara
ITTF Asian Championships Pattaya 2015,2015-09-26,GUFRANOVA Rimma,DOUANGPANYA Seangdavieng,4,2,"8,10,11,11,11,11|11,12,4,4,6,6",R128,OTHER,WS,254,Main Draw,DOUANGPANYA Seangdavieng (LAO),GUFRANOVA Rimma (UZB),GUFRANOVA Rimma
ITTF Asian Championships Pattaya 2015,2015-09-26,GIANG Phan Hoang Tuong,SAFARI Saba,4,3,"11,8,11,11,9,8,11|4,11,6,7,11,11,1",R128,OTHER,WS,254,Main Draw,GIANG Phan Hoang Tuong (VIE),SAFARI Saba (IRI),GIANG Phan Hoang Tuong
ITTF Asian Championships Pattaya 2015,2015-09-26,INDRIANI Lilis,AL ABRI Noora,4,0,"11,11,11,11|5,4,7,7",R128,OTHER,WS,254,Main Draw,INDRIANI Lilis (INA),AL ABRI Noora (QAT),INDRIANI Lilis
ITTF Asian Championships Pattaya 2015,2015-09-26,LI Ching Wan,NEMBANG Swechchha,4,0,"11,11,11,11|2,6,6,2",R128,OTHER,WS,254,Main Draw,NEMBANG Swechchha (NEP),LI Ching Wan (HKG),LI Ching Wan
ITTF Asian Championships Pattaya 2015,2015-09-26,KOMWONG Nanthana,NAZIM Aishath,4,0,"11,11,11,11|3,4,7,2",R128,OTHER,WS,254,Main Draw,KOMWONG Nanthana (THA),NAZIM Aishath (MDV),KOMWONG Nanthana
ITTF Asian Championships Pattaya 2015,2015-09-26,SAWETTABUT Suthasini,PHAM Thi Thien Kim,4,0,"16,11,11,11|14,6,4,6",R128,OTHER,WS,254,Main Draw,PHAM Thi Thien Kim (VIE),SAWETTABUT Suthasini (THA),SAWETTABUT Suthasini
ITTF Asian Championships Pattaya 2015,2015-09-26,SLADKOVA Nataliya,MA Chao In,4,2,"11,9,11,11,6,11|4,11,6,5,11,8",R128,OTHER,WS,254,Main Draw,SLADKOVA Nataliya (KAZ),MA Chao In (MAC),SLADKOVA Nataliya
ITTF Asian Championships Pattaya 2015,2015-09-26,LIU Hsing-Yin,KAZAKOVA Saidakhon,4,0,"11,11,11,11|6,7,4,2",R128,OTHER,WS,254,Main Draw,KAZAKOVA Saidakhon (UZB),LIU Hsing-Yin (TPE),LIU Hsing-Yin
ITTF Asian Championships Pattaya 2015,2015-09-26,LARIBA Ian,KHADGI Selisha,4,0,"11,11,11,11|2,3,5,2",R128,OTHER,WS,254,Main Draw,LARIBA Ian (PHI),KHADGI Selisha (NEP),LARIBA Ian
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Amanda,OKTARIYANI Novita,4,1,"8,11,11,13,11|11,8,6,11,3",R128,OTHER,WS,254,Main Draw,WONG Amanda (MAS),OKTARIYANI Novita (INA),WONG Amanda
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Song I,HUSSAIN Kholoud,4,0,"11,11,11,11|5,2,4,3",R128,OTHER,WS,254,Main Draw,KIM Song I (PRK),HUSSAIN Kholoud (QAT),KIM Song I
ITTF Asian Championships Pattaya 2015,2015-09-26,WARUSAWITHANA Erandi,SOUTHAMMAVONG Thiphakone,4,1,"11,5,11,11,11|4,11,4,4,8",R128,OTHER,WS,254,Main Draw,SOUTHAMMAVONG Thiphakone (LAO),WARUSAWITHANA Erandi (SRI),WARUSAWITHANA Erandi
ITTF Asian Championships Pattaya 2015,2015-09-26,BATBAYAR Doljinzuu,MOU Sadia,4,0,"11,11,11,11|2,6,3,5",R128,OTHER,WS,254,Main Draw,BATBAYAR Doljinzuu (MGL),MOU Sadia (BAN),BATBAYAR Doljinzuu
ITTF Asian Championships Pattaya 2015,2015-09-26,SOO Wai Yam,SHAFEEQ Mariyam,4,0,"11,11,11,11|4,1,4,4",R128,OTHER,WS,254,Main Draw,SHAFEEQ Mariyam (MDV),SOO Wai Yam (HKG),SOO Wai Yam
ITTF Asian Championships Pattaya 2015,2015-09-26,DAS Mouma,NGUYEN Thi Nga,4,0,"12,12,11,11|10,10,8,7",R128,OTHER,WS,254,Main Draw,DAS Mouma (IND),NGUYEN Thi Nga (VIE),DAS Mouma
ITTF Asian Championships Pattaya 2015,2015-09-26,SHAHSAVARI Neda,ANSARI Aisha,4,0,"11,11,11,11|5,1,9,5",R128,OTHER,WS,254,Main Draw,ANSARI Aisha (PAK),SHAHSAVARI Neda (IRI),SHAHSAVARI Neda
ITTF Asian Championships Pattaya 2015,2015-09-26,GOI Rui Xuan,ERMEKOVA Aidai,4,0,"11,11,11,11|4,2,4,3",R128,OTHER,WS,254,Main Draw,GOI Rui Xuan (SGP),ERMEKOVA Aidai (KGZ),GOI Rui Xuan
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Rou You,FARAMARZI Maha,4,0,"11,11,11,12|7,7,8,10",R128,OTHER,WS,254,Main Draw,FARAMARZI Maha (QAT),LEE Rou You (MAS),LEE Rou You
ITTF Asian Championships Pattaya 2015,2015-09-26,KUMARESAN Shamini,MANYVONG Sisangvan,4,0,"11,11,11,11|5,4,9,4",R128,OTHER,WS,254,Main Draw,KUMARESAN Shamini (IND),MANYVONG Sisangvan (LAO),KUMARESAN Shamini
ITTF Asian Championships Pattaya 2015,2015-09-26,TASHIRO Saki,PANNAK Piyaporn,4,0,"11,11,11,11|9,5,6,4",R128,OTHER,WS,254,Main Draw,PANNAK Piyaporn (THA),TASHIRO Saki (JPN),TASHIRO Saki
ITTF Asian Championships Pattaya 2015,2015-09-26,CHA Hyo Sim,ALAM Moumita,4,0,"11,11,11,11|4,5,3,4",R128,OTHER,WS,254,Main Draw,CHA Hyo Sim (PRK),ALAM Moumita (BAN),CHA Hyo Sim
ITTF Asian Championships Pattaya 2015,2015-09-26,YOO Eunchong,JUSMA Ceria Nilasari,4,0,"11,11,11,11|3,4,7,3",R128,OTHER,WS,254,Main Draw,JUSMA Ceria Nilasari (INA),YOO Eunchong (KOR),YOO Eunchong
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Choi Chi,JAMALIFAR Fatemeh,4,0,"11,11,14,11|9,3,12,9",R128,OTHER,WS,254,Main Draw,WONG Choi Chi (MAC),JAMALIFAR Fatemeh (IRI),WONG Choi Chi
ITTF Asian Championships Pattaya 2015,2015-09-26,RI Mi Gyong,MAHARJAN Erika,4,0,"11,11,11,11|2,1,1,1",R128,OTHER,WS,254,Main Draw,MAHARJAN Erika (NEP),RI Mi Gyong (PRK),RI Mi Gyong
ITTF Asian Championships Pattaya 2015,2015-09-26,PARANANG Orawan,KASHIF Rahila,4,0,"11,11,11,11|6,1,9,4",R128,OTHER,WS,254,Main Draw,PARANANG Orawan (THA),KASHIF Rahila (PAK),PARANANG Orawan
ITTF Asian Championships Pattaya 2015,2015-09-26,SAHASRABUDHE Pooja,KHUSSEINOVA Gulchekhra,4,0,"11,11,11,11|8,5,4,7",R128,OTHER,WS,254,Main Draw,SAHASRABUDHE Pooja (IND),KHUSSEINOVA Gulchekhra (KAZ),SAHASRABUDHE Pooja
ITTF Asian Championships Pattaya 2015,2015-09-26,HUANG Yi-Hua,FADOL Rose Jean,4,0,"11,11,11,11|2,5,8,5",R128,OTHER,WS,254,Main Draw,HUANG Yi-Hua (TPE),FADOL Rose Jean (PHI),HUANG Yi-Hua
ITTF Asian Championships Pattaya 2015,2015-09-26,MAI Trang,NIMAL Fathimath,4,0,"11,11,11,11|4,4,7,2",R128,OTHER,WS,254,Main Draw,NIMAL Fathimath (MDV),MAI Trang (VIE),MAI Trang
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Olga,MODUBASHOVA Elina,4,0,"11,11,11,11|2,3,6,3",R128,OTHER,WS,254,Main Draw,KIM Olga (UZB),MODUBASHOVA Elina (KGZ),KIM Olga
ITTF Asian Championships Pattaya 2015,2015-09-26,DWIJAYANTI Gustin,BALATBAT Sendrina,4,0,"11,11,11,11|7,6,6,7",R64,OTHER,WS,254,Main Draw,BALATBAT Sendrina (PHI),DWIJAYANTI Gustin (INA),DWIJAYANTI Gustin
ITTF Asian Championships Pattaya 2015,2015-09-26,KHETKHUAN Tamolwan,BATRA Manika,4,3,"5,9,11,11,9,11,11|11,11,8,6,11,8,9",R64,OTHER,WS,254,Main Draw,KHETKHUAN Tamolwan (THA),BATRA Manika (IND),KHETKHUAN Tamolwan
ITTF Asian Championships Pattaya 2015,2015-09-26,DOO Hoi Kem,YEE Herng Hwee,4,0,"11,11,11,11|7,7,5,8",R64,OTHER,WS,254,Main Draw,YEE Herng Hwee (SGP),DOO Hoi Kem (HKG),DOO Hoi Kem
ITTF Asian Championships Pattaya 2015,2015-09-26,CHENG I-Ching,GATS Yuliya,4,0,"11,11,11,11|5,5,4,5",R64,OTHER,WS,254,Main Draw,CHENG I-Ching (TPE),GATS Yuliya (KAZ),CHENG I-Ching
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Hye Song,MAK Tze Wing,4,0,"11,11,11,11|6,3,8,5",R64,OTHER,WS,254,Main Draw,MAK Tze Wing (HKG),KIM Hye Song (PRK),KIM Hye Song
ITTF Asian Championships Pattaya 2015,2015-09-26,MU Zi,WAKAMIYA Misako,4,0,"11,11,11,11|4,6,9,7",R64,OTHER,WS,254,Main Draw,MU Zi (CHN),WAKAMIYA Misako (JPN),MU Zi
ITTF Asian Championships Pattaya 2015,2015-09-26,SUH Hyo Won,SAMET Maryam,4,0,"11,11,11,11|5,2,2,7",R64,OTHER,WS,254,Main Draw,SAMET Maryam (IRI),SUH Hyo Won (KOR),SUH Hyo Won
ITTF Asian Championships Pattaya 2015,2015-09-26,ITO Mima,HO Ying,4,1,"11,9,11,11,11|7,11,4,3,1",R64,OTHER,WS,254,Main Draw,ITO Mima (JPN),HO Ying (MAS),ITO Mima
ITTF Asian Championships Pattaya 2015,2015-09-26,DAS Ankita,OMRANI Mahjobeh,4,0,"11,11,11,11|7,5,8,8",R64,OTHER,WS,254,Main Draw,OMRANI Mahjobeh (IRI),DAS Ankita (IND),DAS Ankita
ITTF Asian Championships Pattaya 2015,2015-09-26,CHENG Hsien-Tzu,MERGEN Delgermaa,4,0,"11,11,11,11|1,3,4,6",R64,OTHER,WS,254,Main Draw,CHENG Hsien-Tzu (TPE),MERGEN Delgermaa (MGL),CHENG Hsien-Tzu
ITTF Asian Championships Pattaya 2015,2015-09-26,YU Mengyu,MADURANGI Ishara,4,0,"11,11,12,11|4,2,10,2",R64,OTHER,WS,254,Main Draw,MADURANGI Ishara (SRI),YU Mengyu (SGP),YU Mengyu
ITTF Asian Championships Pattaya 2015,2015-09-26,RI Myong Sun,GUFRANOVA Rimma,4,0,"11,11,11,11|6,7,8,1",R64,OTHER,WS,254,Main Draw,RI Myong Sun (PRK),GUFRANOVA Rimma (UZB),RI Myong Sun
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Zion,GIANG Phan Hoang Tuong,4,0,"11,11,11,11|4,7,8,6",R64,OTHER,WS,254,Main Draw,GIANG Phan Hoang Tuong (VIE),LEE Zion (KOR),LEE Zion
ITTF Asian Championships Pattaya 2015,2015-09-26,LI Ching Wan,INDRIANI Lilis,4,0,"11,11,11,11|3,6,8,4",R64,OTHER,WS,254,Main Draw,INDRIANI Lilis (INA),LI Ching Wan (HKG),LI Ching Wan
ITTF Asian Championships Pattaya 2015,2015-09-26,ZHU Yuling,KOMWONG Nanthana,4,0,"12,11,11,11|10,4,7,7",R64,OTHER,WS,254,Main Draw,KOMWONG Nanthana (THA),ZHU Yuling (MAC),ZHU Yuling
ITTF Asian Championships Pattaya 2015,2015-09-26,FUKUHARA Ai,SAWETTABUT Suthasini,4,1,"11,11,6,11,11|5,3,11,8,4",R64,OTHER,WS,254,Main Draw,FUKUHARA Ai (JPN),SAWETTABUT Suthasini (THA),FUKUHARA Ai
ITTF Asian Championships Pattaya 2015,2015-09-26,LIU Hsing-Yin,SLADKOVA Nataliya,4,0,"11,11,11,11|3,6,7,5",R64,OTHER,WS,254,Main Draw,SLADKOVA Nataliya (KAZ),LIU Hsing-Yin (TPE),LIU Hsing-Yin
ITTF Asian Championships Pattaya 2015,2015-09-26,LARIBA Ian,WONG Amanda,4,1,"11,3,11,11,11|8,11,9,7,8",R64,OTHER,WS,254,Main Draw,LARIBA Ian (PHI),WONG Amanda (MAS),LARIBA Ian
ITTF Asian Championships Pattaya 2015,2015-09-26,YANG Ha Eun,KIM Song I,4,0,"11,15,11,14|4,13,4,12",R64,OTHER,WS,254,Main Draw,KIM Song I (PRK),YANG Ha Eun (KOR),YANG Ha Eun
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEN Szu-Yu,WARUSAWITHANA Erandi,4,0,"11,11,11,11|2,5,7,1",R64,OTHER,WS,254,Main Draw,CHEN Szu-Yu (TPE),WARUSAWITHANA Erandi (SRI),CHEN Szu-Yu
ITTF Asian Championships Pattaya 2015,2015-09-26,SOO Wai Yam,BATBAYAR Doljinzuu,4,1,"11,8,11,11,11|6,11,7,5,5",R64,OTHER,WS,254,Main Draw,BATBAYAR Doljinzuu (MGL),SOO Wai Yam (HKG),SOO Wai Yam
ITTF Asian Championships Pattaya 2015,2015-09-26,DAS Mouma,SHAHSAVARI Neda,4,2,"11,6,10,11,11,11|4,11,12,8,4,5",R64,OTHER,WS,254,Main Draw,DAS Mouma (IND),SHAHSAVARI Neda (IRI),DAS Mouma
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEN Meng,GOI Rui Xuan,4,0,"11,11,11,11|3,7,6,2",R64,OTHER,WS,254,Main Draw,GOI Rui Xuan (SGP),CHEN Meng (CHN),CHEN Meng
ITTF Asian Championships Pattaya 2015,2015-09-26,FENG Tianwei,LEE Rou You,4,0,"11,12,11,11|1,10,5,8",R64,OTHER,WS,254,Main Draw,FENG Tianwei (SGP),LEE Rou You (MAS),FENG Tianwei
ITTF Asian Championships Pattaya 2015,2015-09-26,TASHIRO Saki,KUMARESAN Shamini,4,0,"11,11,11,11|9,6,6,4",R64,OTHER,WS,254,Main Draw,KUMARESAN Shamini (IND),TASHIRO Saki (JPN),TASHIRO Saki
ITTF Asian Championships Pattaya 2015,2015-09-26,CHA Hyo Sim,YOO Eunchong,4,2,"11,11,8,12,11,11|1,9,11,14,2,8",R64,OTHER,WS,254,Main Draw,CHA Hyo Sim (PRK),YOO Eunchong (KOR),CHA Hyo Sim
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Ho Ching,WONG Choi Chi,4,0,"11,11,11,11|4,8,8,5",R64,OTHER,WS,254,Main Draw,WONG Choi Chi (MAC),LEE Ho Ching (HKG),LEE Ho Ching
ITTF Asian Championships Pattaya 2015,2015-09-26,HIRANO Miu,RI Mi Gyong,4,3,"11,9,5,11,11,10,11|5,11,11,8,2,12,4",R64,OTHER,WS,254,Main Draw,HIRANO Miu (JPN),RI Mi Gyong (PRK),HIRANO Miu
ITTF Asian Championships Pattaya 2015,2015-09-26,PARANANG Orawan,SAHASRABUDHE Pooja,4,0,"11,11,11,11|2,6,5,8",R64,OTHER,WS,254,Main Draw,PARANANG Orawan (THA),SAHASRABUDHE Pooja (IND),PARANANG Orawan
ITTF Asian Championships Pattaya 2015,2015-09-26,HUANG Yi-Hua,MAI Trang,4,0,"11,12,11,11|5,10,6,6",R64,OTHER,WS,254,Main Draw,HUANG Yi-Hua (TPE),MAI Trang (VIE),HUANG Yi-Hua
ITTF Asian Championships Pattaya 2015,2015-09-26,LIU Shiwen,KIM Olga,4,0,"11,11,11,11|7,7,8,1",R64,OTHER,WS,254,Main Draw,KIM Olga (UZB),LIU Shiwen (CHN),LIU Shiwen
ITTF Asian Championships Pattaya 2015,2015-09-26,SONG Maeum,DWIJAYANTI Gustin,4,1,"11,11,8,11,11|2,1,11,4,9",R32,OTHER,WS,254,Main Draw,SONG Maeum (KOR),DWIJAYANTI Gustin (INA),SONG Maeum
ITTF Asian Championships Pattaya 2015,2015-09-26,KHETKHUAN Tamolwan,DOO Hoi Kem,4,2,"11,11,9,11,5,11|9,9,11,9,11,5",R32,OTHER,WS,254,Main Draw,KHETKHUAN Tamolwan (THA),DOO Hoi Kem (HKG),KHETKHUAN Tamolwan
ITTF Asian Championships Pattaya 2015,2015-09-26,CHENG I-Ching,KIM Hye Song,4,3,"9,9,17,11,3,11,11|11,11,15,5,11,8,8",R32,OTHER,WS,254,Main Draw,CHENG I-Ching (TPE),KIM Hye Song (PRK),CHENG I-Ching
ITTF Asian Championships Pattaya 2015,2015-09-26,MU Zi,SUH Hyo Won,4,0,"11,11,11,11|8,6,5,3",R32,OTHER,WS,254,Main Draw,MU Zi (CHN),SUH Hyo Won (KOR),MU Zi
ITTF Asian Championships Pattaya 2015,2015-09-26,ITO Mima,DAS Ankita,4,2,"15,11,11,11,10,11|17,5,6,6,12,3",R32,OTHER,WS,254,Main Draw,ITO Mima (JPN),DAS Ankita (IND),ITO Mima
ITTF Asian Championships Pattaya 2015,2015-09-26,YU Mengyu,CHENG Hsien-Tzu,4,0,"11,11,14,11|8,7,12,5",R32,OTHER,WS,254,Main Draw,CHENG Hsien-Tzu (TPE),YU Mengyu (SGP),YU Mengyu
ITTF Asian Championships Pattaya 2015,2015-09-26,RI Myong Sun,LEE Zion,4,3,"11,11,8,11,10,11,11|13,9,11,8,12,8,7",R32,OTHER,WS,254,Main Draw,RI Myong Sun (PRK),LEE Zion (KOR),RI Myong Sun
ITTF Asian Championships Pattaya 2015,2015-09-26,ZHU Yuling,LI Ching Wan,4,0,"11,11,11,11|1,9,7,5",R32,OTHER,WS,254,Main Draw,LI Ching Wan (HKG),ZHU Yuling (MAC),ZHU Yuling
ITTF Asian Championships Pattaya 2015,2015-09-26,FUKUHARA Ai,LIU Hsing-Yin,4,0,"11,11,11,11|7,8,9,4",R32,OTHER,WS,254,Main Draw,FUKUHARA Ai (JPN),LIU Hsing-Yin (TPE),FUKUHARA Ai
ITTF Asian Championships Pattaya 2015,2015-09-26,YANG Ha Eun,LARIBA Ian,4,1,"11,11,10,11,11|4,4,12,2,4",R32,OTHER,WS,254,Main Draw,LARIBA Ian (PHI),YANG Ha Eun (KOR),YANG Ha Eun
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEN Szu-Yu,SOO Wai Yam,4,2,"11,4,9,11,11,13|9,11,11,4,1,11",R32,OTHER,WS,254,Main Draw,CHEN Szu-Yu (TPE),SOO Wai Yam (HKG),CHEN Szu-Yu
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEN Meng,DAS Mouma,4,1,"11,11,5,15,11|6,7,11,13,5",R32,OTHER,WS,254,Main Draw,DAS Mouma (IND),CHEN Meng (CHN),CHEN Meng
ITTF Asian Championships Pattaya 2015,2015-09-26,FENG Tianwei,TASHIRO Saki,4,0,"11,11,11,11|8,5,6,6",R32,OTHER,WS,254,Main Draw,FENG Tianwei (SGP),TASHIRO Saki (JPN),FENG Tianwei
ITTF Asian Championships Pattaya 2015,2015-09-26,CHA Hyo Sim,LEE Ho Ching,4,1,"7,12,11,11,11|11,10,7,7,8",R32,OTHER,WS,254,Main Draw,CHA Hyo Sim (PRK),LEE Ho Ching (HKG),CHA Hyo Sim
ITTF Asian Championships Pattaya 2015,2015-09-26,HIRANO Miu,PARANANG Orawan,4,0,"11,11,11,11|3,7,3,5",R32,OTHER,WS,254,Main Draw,HIRANO Miu (JPN),PARANANG Orawan (THA),HIRANO Miu
ITTF Asian Championships Pattaya 2015,2015-09-26,LIU Shiwen,HUANG Yi-Hua,4,0,"11,13,11,11|5,11,2,6",R32,OTHER,WS,254,Main Draw,HUANG Yi-Hua (TPE),LIU Shiwen (CHN),LIU Shiwen
ITTF Asian Championships Pattaya 2015,2015-09-26,SONG Maeum,KHETKHUAN Tamolwan,4,3,"8,11,3,11,4,11,11|11,5,11,7,11,9,6",R16,OTHER,WS,254,Main Draw,SONG Maeum (KOR),KHETKHUAN Tamolwan (THA),SONG Maeum
ITTF Asian Championships Pattaya 2015,2015-09-26,MU Zi,CHENG I-Ching,4,0,"11,11,15,11|3,5,13,3",R16,OTHER,WS,254,Main Draw,CHENG I-Ching (TPE),MU Zi (CHN),MU Zi
ITTF Asian Championships Pattaya 2015,2015-09-26,ITO Mima,YU Mengyu,4,0,"11,11,11,11|3,8,7,0",R16,OTHER,WS,254,Main Draw,ITO Mima (JPN),YU Mengyu (SGP),ITO Mima
ITTF Asian Championships Pattaya 2015,2015-09-26,ZHU Yuling,RI Myong Sun,4,1,"11,8,11,11,11|2,11,3,6,7",R16,OTHER,WS,254,Main Draw,RI Myong Sun (PRK),ZHU Yuling (MAC),ZHU Yuling
ITTF Asian Championships Pattaya 2015,2015-09-26,FUKUHARA Ai,YANG Ha Eun,4,0,"11,11,11,11|9,9,7,9",R16,OTHER,WS,254,Main Draw,FUKUHARA Ai (JPN),YANG Ha Eun (KOR),FUKUHARA Ai
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEN Meng,CHEN Szu-Yu,4,2,"11,8,11,11,9,11|8,11,6,5,11,6",R16,OTHER,WS,254,Main Draw,CHEN Szu-Yu (TPE),CHEN Meng (CHN),CHEN Meng
ITTF Asian Championships Pattaya 2015,2015-09-26,FENG Tianwei,CHA Hyo Sim,4,3,"8,11,8,11,11,11,11|11,1,11,13,4,1,1",R16,OTHER,WS,254,Main Draw,FENG Tianwei (SGP),CHA Hyo Sim (PRK),FENG Tianwei
ITTF Asian Championships Pattaya 2015,2015-09-26,LIU Shiwen,HIRANO Miu,4,0,"11,11,11,11|8,6,5,4",R16,OTHER,WS,254,Main Draw,HIRANO Miu (JPN),LIU Shiwen (CHN),LIU Shiwen
ITTF Asian Championships Pattaya 2015,2015-09-26,MU Zi,SONG Maeum,4,0,"11,11,11,11|4,3,6,8",QF,OTHER,WS,254,Main Draw,SONG Maeum (KOR),MU Zi (CHN),MU Zi
ITTF Asian Championships Pattaya 2015,2015-09-26,ZHU Yuling,ITO Mima,4,2,"11,11,11,8,20,11|6,4,5,11,22,9",QF,OTHER,WS,254,Main Draw,ITO Mima (JPN),ZHU Yuling (MAC),ZHU Yuling
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEN Meng,FUKUHARA Ai,4,0,"11,11,11,11|7,9,8,5",QF,OTHER,WS,254,Main Draw,FUKUHARA Ai (JPN),CHEN Meng (CHN),CHEN Meng
ITTF Asian Championships Pattaya 2015,2015-09-26,FENG Tianwei,LIU Shiwen,4,2,"11,7,8,11,11,13|7,11,11,6,7,11",QF,OTHER,WS,254,Main Draw,FENG Tianwei (SGP),LIU Shiwen (CHN),FENG Tianwei
ITTF Asian Championships Pattaya 2015,2015-09-26,ZHU Yuling,MU Zi,4,1,"11,11,6,11,11|7,9,11,9,5",SF,OTHER,WS,254,Main Draw,MU Zi (CHN),ZHU Yuling (MAC),ZHU Yuling
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEN Meng,FENG Tianwei,4,0,"11,11,12,11|9,7,10,3",SF,OTHER,WS,254,Main Draw,CHEN Meng (CHN),FENG Tianwei (SGP),CHEN Meng
ITTF Asian Championships Pattaya 2015,2015-09-26,ZHU Yuling,CHEN Meng,4,1,"12,11,6,11,11|10,8,11,1,0",F,OTHER,WS,254,Main Draw,ZHU Yuling (MAC),CHEN Meng (CHN),ZHU Yuling
