tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
ITTF Asian Championships Pattaya 2015,2015-09-26,OSHIMA Yuya/WAKAMIYA Misako,GHOSH Soumyajit/DAS Mouma,3,0,"11,13,11|4,11,4",R16,OTHER,XD,254,Main Draw,OSHIMA Yuya (JPN) / WAKAMIYA Misako (JPN),GHOSH Soumyajit (IND) / DAS Mouma (IND),OSHIMA Yuya
ITTF Asian Championships Pattaya 2015,2015-09-26,MORIZONO Masataka/ITO Mima,LEE Chia-Sheng/CHEN Szu-Yu,3,0,"13,11,11|11,8,7",R16,OTHER,XD,254,Main Draw,MORIZONO Masataka (JPN) / ITO Mima (JPN),LEE Chia-Sheng (TPE) / CHEN Szu-Yu (TPE),MORIZONO Masataka
ITTF Asian Championships Pattaya 2015,2015-09-26,OSHIMA Yuya/WAKAMIYA Misako,WONG Chun Ting/DOO Hoi Kem,3,2,"11,9,11,9,11|1,11,6,11,8",QF,OTHER,XD,254,Main Draw,OSHIMA Yuya (JPN) / WAKAMIYA Misako (JPN),WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),OSHIMA Yuya
ITTF Asian Championships Pattaya 2015,2015-09-26,CHOE Il/RI Mi Gyong,MORIZONO Masataka/ITO Mima,3,2,"12,9,9,11,12|10,11,11,6,10",QF,OTHER,XD,254,Main Draw,CHOE Il (PRK) / RI Mi Gyong (PRK),MORIZONO Masataka (JPN) / ITO Mima (JPN),CHOE Il
ITTF Asian Championships Pattaya 2015,2015-09-26,KHUSSEINOVA Gulchekhra/LAVROVA Anastassiya,BATSAIKHAN Batkhishig/MERGEN Delgermaa,3,0,"12,14,11|10,12,8",R64,OTHER,WD,254,Main Draw,KHUSSEINOVA Gulchekhra (KAZ) / LAVROVA Anastassiya (KAZ),BATSAIKHAN Batkhishig (MGL) / MERGEN Delgermaa (MGL),KHUSSEINOVA Gulchekhra
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEN Szu-Yu/CHENG Hsien-Tzu,KHUSSEINOVA Gulchekhra/LAVROVA Anastassiya,3,1,"7,11,11,11|11,7,6,6",R32,OTHER,WD,254,Main Draw,CHEN Szu-Yu (TPE) / CHENG Hsien-Tzu (TPE),KHUSSEINOVA Gulchekhra (KAZ) / LAVROVA Anastassiya (KAZ),CHEN Szu-Yu
ITTF Asian Championships Pattaya 2015,2015-09-26,GERASSIMENKO Kirill/KELBUGANOV Timur,OLIYAVONG Phonepaseud/MOSANGSINH Sonpasith,3,1,"6,11,11,13|11,3,3,11",R64,OTHER,MD,254,Main Draw,GERASSIMENKO Kirill (KAZ) / KELBUGANOV Timur (KAZ),OLIYAVONG Phonepaseud (LAO) / MOSANGSINH Sonpasith (LAO),GERASSIMENKO Kirill
ITTF Asian Championships Pattaya 2015,2015-09-26,ALAMIAN Nima/ALAMIYAN Noshad,GERASSIMENKO Kirill/KELBUGANOV Timur,3,1,"8,11,11,11|11,7,3,5",R32,OTHER,MD,254,Main Draw,ALAMIAN Nima (IRI) / ALAMIYAN Noshad (IRI),GERASSIMENKO Kirill (KAZ) / KELBUGANOV Timur (KAZ),ALAMIAN Nima
ITTF Asian Championships Pattaya 2015,2015-09-26,ZHOLUDEV Denis/GATS Yuliya,SAUN Deep/NEMBANG Swechchha,3,0,"11,11,11|6,2,5",R64,OTHER,XD,254,Main Draw,ZHOLUDEV Denis (KAZ) / GATS Yuliya (KAZ),SAUN Deep (NEP) / NEMBANG Swechchha (NEP),ZHOLUDEV Denis
ITTF Asian Championships Pattaya 2015,2015-09-26,GHOSH Soumyajit/DAS Mouma,ZHOLUDEV Denis/GATS Yuliya,3,0,"11,11,11|4,8,9",R32,OTHER,XD,254,Main Draw,GHOSH Soumyajit (IND) / DAS Mouma (IND),ZHOLUDEV Denis (KAZ) / GATS Yuliya (KAZ),GHOSH Soumyajit
ITTF Asian Championships Pattaya 2015,2015-09-26,DAS Mouma/KUMARESAN Shamini,MASHANLOEVA Kamila/MODUBASHOVA Elina,3,0,"11,11,11|2,3,4",R64,OTHER,WD,254,Main Draw,DAS Mouma (IND) / KUMARESAN Shamini (IND),MASHANLOEVA Kamila (KGZ) / MODUBASHOVA Elina (KGZ),DAS Mouma
ITTF Asian Championships Pattaya 2015,2015-09-26,LIM Eunice/YEE Herng Hwee,ERMEKOVA Aidai/SEIDALIEVA Burulai,3,0,"11,11,11|2,4,1",R64,OTHER,WD,254,Main Draw,LIM Eunice (SGP) / YEE Herng Hwee (SGP),ERMEKOVA Aidai (KGZ) / SEIDALIEVA Burulai (KGZ),LIM Eunice
ITTF Asian Championships Pattaya 2015,2015-09-26,JEOUNG Youngsik/LEE Sang Su,GAIPOV Eldiiarbek/KHUDAIBERDIEV Zhasur,3,0,"11,11,11|5,3,6",R64,OTHER,MD,254,Main Draw,JEOUNG Youngsik (KOR) / LEE Sang Su (KOR),GAIPOV Eldiiarbek (KGZ) / KHUDAIBERDIEV Zhasur (KGZ),JEOUNG Youngsik
ITTF Asian Championships Pattaya 2015,2015-09-26,GHOSH Soumyajit/DAS Mouma,ERGESHOV Azamat/MODUBASHOVA Elina,3,0,"11,11,11|7,3,9",R64,OTHER,XD,254,Main Draw,GHOSH Soumyajit (IND) / DAS Mouma (IND),ERGESHOV Azamat (KGZ) / MODUBASHOVA Elina (KGZ),GHOSH Soumyajit
ITTF Asian Championships Pattaya 2015,2015-09-26,PARAG Masud Rana/ALAM Moumita,KHUDAIBERDIEV Zhasur/MASHANLOEVA Kamila,3,2,"11,8,9,11,12|9,11,11,8,10",R64,OTHER,XD,254,Main Draw,PARAG Masud Rana (BAN) / ALAM Moumita (BAN),KHUDAIBERDIEV Zhasur (KGZ) / MASHANLOEVA Kamila (KGZ),PARAG Masud Rana
ITTF Asian Championships Pattaya 2015,2015-09-26,SONG Maeum/YOO Eunchong,GUFRANOVA Rimma/KIM Regina,3,0,"11,11,11|7,7,6",R32,OTHER,WD,254,Main Draw,SONG Maeum (KOR) / YOO Eunchong (KOR),GUFRANOVA Rimma (UZB) / KIM Regina (UZB),SONG Maeum
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Zion/YANG Ha Eun,BATRA Manika/DAS Ankita,3,0,"11,11,11|2,7,3",R16,OTHER,WD,254,Main Draw,LEE Zion (KOR) / YANG Ha Eun (KOR),BATRA Manika (IND) / DAS Ankita (IND),LEE Zion
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEN Meng/ZHU Yuling,LEE Zion/YANG Ha Eun,3,0,"11,11,13|7,7,11",QF,OTHER,WD,254,Main Draw,CHEN Meng (CHN) / ZHU Yuling (MAC),LEE Zion (KOR) / YANG Ha Eun (KOR),CHEN Meng
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong/XU Xin,JEOUNG Youngsik/LEE Sang Su,4,0,"11,11,11,11|8,7,7,7",F,OTHER,MD,254,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),JEOUNG Youngsik (KOR) / LEE Sang Su (KOR),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Minhyeok/SONG Maeum,HAIQAL Muhamad Ashraf/HO Ying,3,1,"11,11,11,15|3,5,13,13",R32,OTHER,XD,254,Main Draw,KIM Minhyeok (KOR) / SONG Maeum (KOR),HAIQAL Muhamad Ashraf (MAS) / HO Ying (MAS),KIM Minhyeok
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Chun Ting/DOO Hoi Kem,KIM Minhyeok/SONG Maeum,3,0,"11,12,11|4,10,8",R16,OTHER,XD,254,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),KIM Minhyeok (KOR) / SONG Maeum (KOR),WONG Chun Ting
ITTF Asian Championships Pattaya 2015,2015-09-26,AL-ABBAD Abdulaziz/AL-JADAI Naif,NASEEM Mohamed/SHIUREE Ibrahim,3,0,"11,11,11|4,7,4",R64,OTHER,MD,254,Main Draw,AL-ABBAD Abdulaziz (KSA) / AL-JADAI Naif (KSA),NASEEM Mohamed (MDV) / SHIUREE Ibrahim (MDV),AL-ABBAD Abdulaziz
ITTF Asian Championships Pattaya 2015,2015-09-26,DESAI Harmeet/GHOSH Soumyajit,ALKHADRAWI Ali/BU SHULAYBI Abdulaziz,3,1,"12,11,10,11|10,5,12,5",R32,OTHER,MD,254,Main Draw,DESAI Harmeet (IND) / GHOSH Soumyajit (IND),ALKHADRAWI Ali (KSA) / BU SHULAYBI Abdulaziz (KSA),DESAI Harmeet
ITTF Asian Championships Pattaya 2015,2015-09-26,GNANASEKARAN Sathiyan/SHETTY Sanil,AL-ABBAD Abdulaziz/AL-JADAI Naif,3,0,"13,11,11|11,6,7",R32,OTHER,MD,254,Main Draw,GNANASEKARAN Sathiyan (IND) / SHETTY Sanil (IND),AL-ABBAD Abdulaziz (KSA) / AL-JADAI Naif (KSA),GNANASEKARAN Sathiyan
ITTF Asian Championships Pattaya 2015,2015-09-26,KONGPHET Phinith/PHATHAPHONE Thavisack,OO Soe Min/TUN Swan Pyae,3,0,"11,11,11|9,7,8",R64,OTHER,MD,254,Main Draw,KONGPHET Phinith (LAO) / PHATHAPHONE Thavisack (LAO),OO Soe Min (MYA) / TUN Swan Pyae (MYA),KONGPHET Phinith
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong/XU Xin,KONGPHET Phinith/PHATHAPHONE Thavisack,3,0,"11,11,11|4,3,4",R32,OTHER,MD,254,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),KONGPHET Phinith (LAO) / PHATHAPHONE Thavisack (LAO),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,TRAN Tuan Quynh/NGUYEN Thi Nga,MOSANGSINH Sonpasith/SOUTHAMMAVONG Thiphakone,3,0,"11,11,11|1,3,6",R64,OTHER,XD,254,Main Draw,TRAN Tuan Quynh (VIE) / NGUYEN Thi Nga (VIE),MOSANGSINH Sonpasith (LAO) / SOUTHAMMAVONG Thiphakone (LAO),TRAN Tuan Quynh
ITTF Asian Championships Pattaya 2015,2015-09-26,MORIZONO Masataka/OSHIMA Yuya,EL HABECH Mohamad/MOUMJOGHLIAN Avo,3,0,"11,11,11|7,3,5",R64,OTHER,MD,254,Main Draw,MORIZONO Masataka (JPN) / OSHIMA Yuya (JPN),EL HABECH Mohamad (LBN) / MOUMJOGHLIAN Avo (LBN),MORIZONO Masataka
ITTF Asian Championships Pattaya 2015,2015-09-26,ENKHBAT Lkhagvasuren/YADMAA Begz,LEI Man Kei/WANG Chun,3,0,"11,14,11|5,12,6",R64,OTHER,MD,254,Main Draw,ENKHBAT Lkhagvasuren (MGL) / YADMAA Begz (MGL),LEI Man Kei (MAC) / WANG Chun (MAC),ENKHBAT Lkhagvasuren
ITTF Asian Championships Pattaya 2015,2015-09-26,SHETTY Sanil/BATRA Manika,CHANG Hoi Wa/MA Chao In,3,0,"11,11,11|3,6,7",R64,OTHER,XD,254,Main Draw,SHETTY Sanil (IND) / BATRA Manika (IND),CHANG Hoi Wa (MAC) / MA Chao In (MAC),SHETTY Sanil
ITTF Asian Championships Pattaya 2015,2015-09-26,TANVIRIYAVECHAKUL Padasak/SAWETTABUT Suthasini,CHE Chi Pan/WONG Choi Chi,3,0,"11,11,11|2,7,4",R32,OTHER,XD,254,Main Draw,TANVIRIYAVECHAKUL Padasak (THA) / SAWETTABUT Suthasini (THA),CHE Chi Pan (MAC) / WONG Choi Chi (MAC),TANVIRIYAVECHAKUL Padasak
ITTF Asian Championships Pattaya 2015,2015-09-26,HO Ying/LEE Rou You,BILAL Shabnam/KASHIF Rahila,3,0,"11,11,11|8,4,6",R64,OTHER,WD,254,Main Draw,HO Ying (MAS) / LEE Rou You (MAS),BILAL Shabnam (PAK) / KASHIF Rahila (PAK),HO Ying
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Song I/RI Myong Sun,TEY Ka Ying/WONG Amanda,3,0,"11,11,11|7,2,5",R32,OTHER,WD,254,Main Draw,KIM Song I (PRK) / RI Myong Sun (PRK),TEY Ka Ying (MAS) / WONG Amanda (MAS),KIM Song I
ITTF Asian Championships Pattaya 2015,2015-09-26,DOO Hoi Kem/LEE Ho Ching,HO Ying/LEE Rou You,3,0,"11,11,11|6,8,9",R32,OTHER,WD,254,Main Draw,DOO Hoi Kem (HKG) / LEE Ho Ching (HKG),HO Ying (MAS) / LEE Rou You (MAS),DOO Hoi Kem
ITTF Asian Championships Pattaya 2015,2015-09-26,ALKHADRAWI Ali/BU SHULAYBI Abdulaziz,HAIQAL Muhamad Ashraf/IBRAHIM Muhd Shakirin,3,1,"11,6,11,11|8,11,8,9",R64,OTHER,MD,254,Main Draw,ALKHADRAWI Ali (KSA) / BU SHULAYBI Abdulaziz (KSA),HAIQAL Muhamad Ashraf (MAS) / IBRAHIM Muhd Shakirin (MAS),ALKHADRAWI Ali
ITTF Asian Championships Pattaya 2015,2015-09-26,JANG Woojin/KIM Minhyeok,CHOONG Javen/LAM Chee Yin,3,0,"11,11,11|6,4,5",R64,OTHER,MD,254,Main Draw,JANG Woojin (KOR) / KIM Minhyeok (KOR),CHOONG Javen (MAS) / LAM Chee Yin (MAS),JANG Woojin
ITTF Asian Championships Pattaya 2015,2015-09-26,IBRAHIM Muhd Shakirin/LEE Rou You,BAJRACHARYA Purshottam/MAHARJAN Erika,3,1,"8,11,11,11|11,7,3,9",R64,OTHER,XD,254,Main Draw,IBRAHIM Muhd Shakirin (MAS) / LEE Rou You (MAS),BAJRACHARYA Purshottam (NEP) / MAHARJAN Erika (NEP),IBRAHIM Muhd Shakirin
ITTF Asian Championships Pattaya 2015,2015-09-26,IBRAHIM Muhd Shakirin/LEE Rou You,JANG Woojin/YOO Eunchong,3,2,"9,11,9,13,11|11,7,11,11,9",R32,OTHER,XD,254,Main Draw,IBRAHIM Muhd Shakirin (MAS) / LEE Rou You (MAS),JANG Woojin (KOR) / YOO Eunchong (KOR),IBRAHIM Muhd Shakirin
ITTF Asian Championships Pattaya 2015,2015-09-26,SERONIO Isaias/BALATBAT Sendrina,AHMED Moosa/NIMAL Fathimath,3,0,"11,11,11|9,2,8",R64,OTHER,XD,254,Main Draw,SERONIO Isaias (PHI) / BALATBAT Sendrina (PHI),AHMED Moosa (MDV) / NIMAL Fathimath (MDV),SERONIO Isaias
ITTF Asian Championships Pattaya 2015,2015-09-26,PHATHAPHONE Thavisack/DOUANGPANYA Seangdavieng,NASEEM Mohamed/MOHAMED Mueena,3,1,"9,11,11,11|11,9,6,8",R64,OTHER,XD,254,Main Draw,PHATHAPHONE Thavisack (LAO) / DOUANGPANYA Seangdavieng (LAO),NASEEM Mohamed (MDV) / MOHAMED Mueena (MDV),PHATHAPHONE Thavisack
ITTF Asian Championships Pattaya 2015,2015-09-26,AJI Donny/INDRIANI Lilis,YADMAA Begz/BATSAIKHAN Batkhishig,3,1,"11,11,10,11|5,5,12,9",R64,OTHER,XD,254,Main Draw,AJI Donny (INA) / INDRIANI Lilis (INA),YADMAA Begz (MGL) / BATSAIKHAN Batkhishig (MGL),AJI Donny
ITTF Asian Championships Pattaya 2015,2015-09-26,DESAI Harmeet/GHOSH Soumyajit,HEIN Zin Min/SAN Kyaw,3,0,"11,11,11|0,4,9",R64,OTHER,MD,254,Main Draw,DESAI Harmeet (IND) / GHOSH Soumyajit (IND),HEIN Zin Min (MYA) / SAN Kyaw (MYA),DESAI Harmeet
ITTF Asian Championships Pattaya 2015,2015-09-26,GUFRANOVA Rimma/KIM Regina,KHADGI Selisha/MAHARJAN Erika,3,0,"11,11,11|5,5,9",R64,OTHER,WD,254,Main Draw,GUFRANOVA Rimma (UZB) / KIM Regina (UZB),KHADGI Selisha (NEP) / MAHARJAN Erika (NEP),GUFRANOVA Rimma
ITTF Asian Championships Pattaya 2015,2015-09-26,ALAMIAN Nima/ALAMIYAN Noshad,GOTHE Shiva/SAUN Deep,3,0,"11,11,11|7,3,8",R64,OTHER,MD,254,Main Draw,ALAMIAN Nima (IRI) / ALAMIYAN Noshad (IRI),GOTHE Shiva (NEP) / SAUN Deep (NEP),ALAMIAN Nima
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong/XU Xin,BAJRACHARYA Purshottam/MALLA Amar,3,0,"11,11,11|2,4,7",R64,OTHER,MD,254,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),BAJRACHARYA Purshottam (NEP) / MALLA Amar (NEP),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,AHMED Moosa/SIRISENA Rohan,ALRAISI Asad/AL RIYAMI Sultan,3,0,"11,11,11|6,8,7",R64,OTHER,MD,254,Main Draw,AHMED Moosa (MDV) / SIRISENA Rohan (SRI),ALRAISI Asad (OMA) / AL RIYAMI Sultan (OMA),AHMED Moosa
ITTF Asian Championships Pattaya 2015,2015-09-26,NGUYEN Anh Tu/TRAN Tuan Quynh,ALI Syed Shujat/RAHIM Abdul,3,1,"11,11,11,11|2,4,13,6",R64,OTHER,MD,254,Main Draw,NGUYEN Anh Tu (VIE) / TRAN Tuan Quynh (VIE),ALI Syed Shujat (PAK) / RAHIM Abdul (PAK),NGUYEN Anh Tu
ITTF Asian Championships Pattaya 2015,2015-09-26,GONZALES Richard/LARIBA Ian,ALI Syed Shujat/ANSARI Aisha,3,0,"11,11,11|3,7,8",R64,OTHER,XD,254,Main Draw,GONZALES Richard (PHI) / LARIBA Ian (PHI),ALI Syed Shujat (PAK) / ANSARI Aisha (PAK),GONZALES Richard
ITTF Asian Championships Pattaya 2015,2015-09-26,BALATBAT Sendrina/LARIBA Ian,MAHARJAN Rabina/NEMBANG Swechchha,3,0,"11,13,11|8,11,4",R64,OTHER,WD,254,Main Draw,BALATBAT Sendrina (PHI) / LARIBA Ian (PHI),MAHARJAN Rabina (NEP) / NEMBANG Swechchha (NEP),BALATBAT Sendrina
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEN Meng/ZHU Yuling,BALATBAT Sendrina/LARIBA Ian,3,0,"11,11,11|5,6,6",R32,OTHER,WD,254,Main Draw,CHEN Meng (CHN) / ZHU Yuling (MAC),BALATBAT Sendrina (PHI) / LARIBA Ian (PHI),CHEN Meng
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Hye Song/RI Mi Gyong,DOO Hoi Kem/LEE Ho Ching,3,2,"10,11,8,11,11|12,8,11,5,7",R16,OTHER,WD,254,Main Draw,KIM Hye Song (PRK) / RI Mi Gyong (PRK),DOO Hoi Kem (HKG) / LEE Ho Ching (HKG),KIM Hye Song
ITTF Asian Championships Pattaya 2015,2015-09-26,JIANG Huajun/TIE Yana,KIM Song I/RI Myong Sun,3,0,"11,13,11|9,11,7",QF,OTHER,WD,254,Main Draw,JIANG Huajun (HKG) / TIE Yana (HKG),KIM Song I (PRK) / RI Myong Sun (PRK),JIANG Huajun
ITTF Asian Championships Pattaya 2015,2015-09-26,CHOE Il/PAK Sin Hyok,ALMOHAISENI Abdulla/SAIF Ibrahim,3,0,"11,11,11|5,4,3",R64,OTHER,MD,254,Main Draw,CHOE Il (PRK) / PAK Sin Hyok (PRK),ALMOHAISENI Abdulla (UAE) / SAIF Ibrahim (UAE),CHOE Il
ITTF Asian Championships Pattaya 2015,2015-09-26,KANG Wi Hun/RO Hyon Song,CHALHOUB Youssef/HAMIE Mohamad,3,0,"11,11,11|2,1,2",R64,OTHER,MD,254,Main Draw,KANG Wi Hun (PRK) / RO Hyon Song (PRK),CHALHOUB Youssef (LBN) / HAMIE Mohamad (LBN),KANG Wi Hun
ITTF Asian Championships Pattaya 2015,2015-09-26,CHOE Il/PAK Sin Hyok,CHAITAT Chaisit/PASSARA Pattaratorn,3,0,"11,11,11|5,6,7",R32,OTHER,MD,254,Main Draw,CHOE Il (PRK) / PAK Sin Hyok (PRK),CHAITAT Chaisit (THA) / PASSARA Pattaratorn (THA),CHOE Il
ITTF Asian Championships Pattaya 2015,2015-09-26,KANG Wi Hun/RO Hyon Song,JANG Woojin/KIM Minhyeok,3,2,"5,5,11,12,12|11,11,6,10,10",R32,OTHER,MD,254,Main Draw,KANG Wi Hun (PRK) / RO Hyon Song (PRK),JANG Woojin (KOR) / KIM Minhyeok (KOR),KANG Wi Hun
ITTF Asian Championships Pattaya 2015,2015-09-26,MORIZONO Masataka/OSHIMA Yuya,CHOE Il/PAK Sin Hyok,3,1,"11,11,6,11|5,6,11,6",R16,OTHER,MD,254,Main Draw,MORIZONO Masataka (JPN) / OSHIMA Yuya (JPN),CHOE Il (PRK) / PAK Sin Hyok (PRK),MORIZONO Masataka
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong/XU Xin,KANG Wi Hun/RO Hyon Song,3,0,"11,11,11|6,6,9",QF,OTHER,MD,254,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),KANG Wi Hun (PRK) / RO Hyon Song (PRK),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,PAK Sin Hyok/KIM Hye Song,RAMADHAN Gilang/OKTARIYANI Novita,3,0,"11,11,11|6,7,8",R32,OTHER,XD,254,Main Draw,PAK Sin Hyok (PRK) / KIM Hye Song (PRK),RAMADHAN Gilang (INA) / OKTARIYANI Novita (INA),PAK Sin Hyok
ITTF Asian Championships Pattaya 2015,2015-09-26,CHOE Il/RI Mi Gyong,PHATHAPHONE Thavisack/DOUANGPANYA Seangdavieng,3,0,"11,11,11|4,3,5",R32,OTHER,XD,254,Main Draw,CHOE Il (PRK) / RI Mi Gyong (PRK),PHATHAPHONE Thavisack (LAO) / DOUANGPANYA Seangdavieng (LAO),CHOE Il
ITTF Asian Championships Pattaya 2015,2015-09-26,PAK Sin Hyok/KIM Hye Song,CHIANG Hung-Chieh/CHENG I-Ching,3,1,"11,11,8,11|3,4,11,7",R16,OTHER,XD,254,Main Draw,PAK Sin Hyok (PRK) / KIM Hye Song (PRK),CHIANG Hung-Chieh (TPE) / CHENG I-Ching (TPE),PAK Sin Hyok
ITTF Asian Championships Pattaya 2015,2015-09-26,CHOE Il/RI Mi Gyong,IBRAHIM Muhd Shakirin/LEE Rou You,3,0,"11,11,11|6,5,4",R16,OTHER,XD,254,Main Draw,CHOE Il (PRK) / RI Mi Gyong (PRK),IBRAHIM Muhd Shakirin (MAS) / LEE Rou You (MAS),CHOE Il
ITTF Asian Championships Pattaya 2015,2015-09-26,YANG Zi/YU Mengyu,CHOE Il/RI Mi Gyong,4,2,"11,11,7,11,13,15|6,5,11,9,15,13",SF,OTHER,XD,254,Main Draw,YANG Zi (SGP) / YU Mengyu (SGP),CHOE Il (PRK) / RI Mi Gyong (PRK),YANG Zi
ITTF Asian Championships Pattaya 2015,2015-09-26,DOUANGPANYA Seangdavieng/SOUTHAMMAVONG Thiphakone,ALI Maha/FARAMARZI Maha,3,0,"11,11,11|4,6,9",R64,OTHER,WD,254,Main Draw,DOUANGPANYA Seangdavieng (LAO) / SOUTHAMMAVONG Thiphakone (LAO),ALI Maha (QAT) / FARAMARZI Maha (QAT),DOUANGPANYA Seangdavieng
ITTF Asian Championships Pattaya 2015,2015-09-26,TAH Sut Tei/WONG Choi Chi,AL ABRI Noora/HUSSAIN Kholoud,3,0,"11,11,11|9,5,3",R64,OTHER,WD,254,Main Draw,TAH Sut Tei (MAC) / WONG Choi Chi (MAC),AL ABRI Noora (QAT) / HUSSAIN Kholoud (QAT),TAH Sut Tei
ITTF Asian Championships Pattaya 2015,2015-09-26,AL-MOHANNADI Ahmad Khalil/LI Ping,AL-DHUBHANI Muneer/ALI Omar,3,0,"11,11,11|8,8,6",R64,OTHER,MD,254,Main Draw,AL-MOHANNADI Ahmad Khalil (QAT) / LI Ping (QAT),AL-DHUBHANI Muneer (YEM) / ALI Omar (YEM),AL-MOHANNADI Ahmad Khalil
ITTF Asian Championships Pattaya 2015,2015-09-26,NGUYEN Anh Tu/TRAN Tuan Quynh,AL-MOHANNADI Ahmad Khalil/LI Ping,3,2,"11,11,9,8,11|3,7,11,11,1",R32,OTHER,MD,254,Main Draw,NGUYEN Anh Tu (VIE) / TRAN Tuan Quynh (VIE),AL-MOHANNADI Ahmad Khalil (QAT) / LI Ping (QAT),NGUYEN Anh Tu
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEW Clarence/PANG Xue Jie,DUONG Van Nam (1988)/LE Tien Dat,3,1,"11,11,7,11|7,6,11,7",R64,OTHER,MD,254,Main Draw,CHEW Clarence (SGP) / PANG Xue Jie (SGP),DUONG Van Nam (1988) (VIE) / LE Tien Dat (VIE),CHEW Clarence
ITTF Asian Championships Pattaya 2015,2015-09-26,GAO Ning/YANG Zi,PALEBA Donald Jachson/RAMADHAN Gilang,3,0,"11,11,11|8,2,9",R64,OTHER,MD,254,Main Draw,GAO Ning (SGP) / YANG Zi (SGP),PALEBA Donald Jachson (INA) / RAMADHAN Gilang (INA),GAO Ning
ITTF Asian Championships Pattaya 2015,2015-09-26,MORIZONO Masataka/OSHIMA Yuya,CHEW Clarence/PANG Xue Jie,3,0,"11,11,11|8,5,6",R32,OTHER,MD,254,Main Draw,MORIZONO Masataka (JPN) / OSHIMA Yuya (JPN),CHEW Clarence (SGP) / PANG Xue Jie (SGP),MORIZONO Masataka
ITTF Asian Championships Pattaya 2015,2015-09-26,GAO Ning/YANG Zi,KHOLIKOV Elmurod/KENJAEV Zokhid,3,1,"9,11,11,11|11,1,2,4",R32,OTHER,MD,254,Main Draw,GAO Ning (SGP) / YANG Zi (SGP),KHOLIKOV Elmurod (UZB) / KENJAEV Zokhid (UZB),GAO Ning
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong/XU Xin,GAO Ning/YANG Zi,3,0,"11,13,11|8,11,2",R16,OTHER,MD,254,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),GAO Ning (SGP) / YANG Zi (SGP),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEW Clarence/GOI Rui Xuan,KENJAEV Zokhid/KIM Olga,3,0,"11,11,11|4,8,9",R64,OTHER,XD,254,Main Draw,CHEW Clarence (SGP) / GOI Rui Xuan (SGP),KENJAEV Zokhid (UZB) / KIM Olga (UZB),CHEW Clarence
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Chun Ting/DOO Hoi Kem,CHEW Clarence/GOI Rui Xuan,3,0,"11,11,11|6,7,5",R32,OTHER,XD,254,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),CHEW Clarence (SGP) / GOI Rui Xuan (SGP),WONG Chun Ting
ITTF Asian Championships Pattaya 2015,2015-09-26,YANG Zi/YU Mengyu,SHETTY Sanil/BATRA Manika,3,0,"11,11,11|9,2,5",R32,OTHER,XD,254,Main Draw,YANG Zi (SGP) / YU Mengyu (SGP),SHETTY Sanil (IND) / BATRA Manika (IND),YANG Zi
ITTF Asian Championships Pattaya 2015,2015-09-26,YANG Zi/YU Mengyu,FANG Bo/MU Zi,3,1,"11,11,7,12|9,8,11,10",R16,OTHER,XD,254,Main Draw,YANG Zi (SGP) / YU Mengyu (SGP),FANG Bo (KAZ) / MU Zi (CHN),YANG Zi
ITTF Asian Championships Pattaya 2015,2015-09-26,MADURANGI Ishara/WARUSAWITHANA Erandi,NAZIM Aishath/SHAFEEQ Mariyam,3,0,"11,15,11|5,13,5",R64,OTHER,WD,254,Main Draw,MADURANGI Ishara (SRI) / WARUSAWITHANA Erandi (SRI),NAZIM Aishath (MDV) / SHAFEEQ Mariyam (MDV),MADURANGI Ishara
