tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ECHAVARRIA Alexander,MCCREERY Paul,3,2,"11,13,7,9,11|8,11,11,11,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,ECHAVARRIA Alexander (COL),MCCREERY Paul (IRL),ECHAVARRIA Alexander
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RAMOS Julian,MAGUIRE Gavin,3,0,"14,13,11|12,11,4",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,RAMOS Julian (COL),MAGUIRE Gavin (IRL),RAMOS Julian
World Team Table Tennis Championships Dortmund 2012,2012-03-25,AL-JADAI Naif,NI Igor,3,0,"11,11,11|4,7,4",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,AL-JADAI Naif (KSA),NI Igor (MDA),AL-JADAI Naif
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SORBALO Vladislav,ALSHARIF Mohammed,3,0,"11,11,11|9,4,2",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SORBALO Vladislav (MDA),ALSHARIF Mohammed (KSA),SORBALO Vladislav
World Team Table Tennis Championships Dortmund 2012,2012-03-25,AL-GHAMDI Akram,TERNA Denis,3,2,"4,11,11,7,13|11,6,6,11,11",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,AL-GHAMDI Akram (KSA),TERNA Denis (MDA),AL-GHAMDI Akram
World Team Table Tennis Championships Dortmund 2012,2012-03-25,AL-JADAI Naif,SORBALO Vladislav,3,1,"8,11,11,11|11,6,8,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,AL-JADAI Naif (KSA),SORBALO Vladislav (MDA),AL-JADAI Naif
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MADRID Marcos,COELLO Geovanny,3,0,"11,11,11|8,3,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MADRID Marcos (MEX),COELLO Geovanny (ECU),MADRID Marcos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MINO Alberto,URIBE Salvador,3,0,"11,11,11|4,6,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MINO Alberto (ECU),URIBE Salvador (MEX),MINO Alberto
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MUNOZ Guillermo,PROANO Ivan,3,1,"5,13,11,11|11,11,5,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MUNOZ Guillermo (MEX),PROANO Ivan (ECU),MUNOZ Guillermo
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MADRID Marcos,MINO Alberto,3,2,"11,10,11,10,11|7,12,4,12,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MADRID Marcos (MEX),MINO Alberto (ECU),MADRID Marcos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RAMOS Julian,ALHAJJAI Waled Nasser,3,0,"11,11,11|7,3,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,RAMOS Julian (COL),ALHAJJAI Waled Nasser (QAT),RAMOS Julian
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ECHAVARRIA Alexander,ALMUGHANNE Fahed,3,0,"11,11,11|4,8,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,ECHAVARRIA Alexander (COL),ALMUGHANNE Fahed (QAT),ECHAVARRIA Alexander
World Team Table Tennis Championships Dortmund 2012,2012-03-25,FERNANDEZ Favert,AL-NAGGAR Abdulrahman,3,0,"11,11,11|4,9,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,FERNANDEZ Favert (COL),AL-NAGGAR Abdulrahman (QAT),FERNANDEZ Favert
World Team Table Tennis Championships Dortmund 2012,2012-03-25,AL-JADAI Naif,MUNOZ Guillermo,3,0,"11,11,11|8,4,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,AL-JADAI Naif (KSA),MUNOZ Guillermo (MEX),AL-JADAI Naif
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MADRID Marcos,ALRASHIDI Faisal,3,0,"11,11,11|6,5,1",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MADRID Marcos (MEX),ALRASHIDI Faisal (KSA),MADRID Marcos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,AL-GHAMDI Akram,URIBE Salvador,3,2,"10,11,12,10,11|12,9,10,12,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,AL-GHAMDI Akram (KSA),URIBE Salvador (MEX),AL-GHAMDI Akram
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MADRID Marcos,AL-JADAI Naif,3,0,"11,11,11|6,4,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MADRID Marcos (MEX),AL-JADAI Naif (KSA),MADRID Marcos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MUNOZ Guillermo,ALRASHIDI Faisal,3,0,"11,11,11|7,5,1",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MUNOZ Guillermo (MEX),ALRASHIDI Faisal (KSA),MUNOZ Guillermo
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MADRID Marcos,RAMOS Julian,3,0,"11,11,11|5,8,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MADRID Marcos (MEX),RAMOS Julian (COL),MADRID Marcos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MUNOZ Guillermo,ECHAVARRIA Alexander,3,1,"9,11,11,13|11,6,9,11",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MUNOZ Guillermo (MEX),ECHAVARRIA Alexander (COL),MUNOZ Guillermo
World Team Table Tennis Championships Dortmund 2012,2012-03-25,URIBE Salvador,FERNANDEZ Favert,3,1,"11,14,10,11|9,12,12,4",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,URIBE Salvador (MEX),FERNANDEZ Favert (COL),URIBE Salvador
World Team Table Tennis Championships Dortmund 2012,2012-03-25,AL-JADAI Naif,ALHAJJAI Waled Nasser,3,0,"11,13,11|7,11,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,AL-JADAI Naif (KSA),ALHAJJAI Waled Nasser (QAT),AL-JADAI Naif
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ALMUGHANNE Fahed,ALSHARIF Mohammed,3,1,"11,11,8,11|7,5,11,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,ALMUGHANNE Fahed (QAT),ALSHARIF Mohammed (KSA),ALMUGHANNE Fahed
World Team Table Tennis Championships Dortmund 2012,2012-03-25,AL-GHAMDI Akram,SHEMET German,3,2,"4,11,9,11,11|11,4,11,7,2",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,AL-GHAMDI Akram (KSA),SHEMET German (QAT),AL-GHAMDI Akram
World Team Table Tennis Championships Dortmund 2012,2012-03-25,AL-JADAI Naif,ALMUGHANNE Fahed,3,1,"11,9,11,15|8,11,8,13",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,AL-JADAI Naif (KSA),ALMUGHANNE Fahed (QAT),AL-JADAI Naif
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MCCREERY Paul,ALBAHAR Mohamed,3,0,"11,11,11|6,9,4",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MCCREERY Paul (IRL),ALBAHAR Mohamed (UAE),MCCREERY Paul
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OMAR Rashid,MAGUIRE Gavin,3,0,"11,11,11|3,7,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,OMAR Rashid (UAE),MAGUIRE Gavin (IRL),OMAR Rashid
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HASSAN Rashed,MURPHY John,3,2,"6,12,10,11,11|11,10,12,8,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,HASSAN Rashed (UAE),MURPHY John (IRL),HASSAN Rashed
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MCCREERY Paul,OMAR Rashid,3,1,"11,11,9,11|6,9,11,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MCCREERY Paul (IRL),OMAR Rashid (UAE),MCCREERY Paul
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MAGUIRE Gavin,ALBAHAR Mohamed,3,0,"11,11,11|8,9,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MAGUIRE Gavin (IRL),ALBAHAR Mohamed (UAE),MAGUIRE Gavin
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NI Igor,MINO Alberto,3,1,"11,11,10,11|8,9,12,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,NI Igor (MDA),MINO Alberto (ECU),NI Igor
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SORBALO Vladislav,PROANO Ivan,3,0,"11,14,11|8,12,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SORBALO Vladislav (MDA),PROANO Ivan (ECU),SORBALO Vladislav
World Team Table Tennis Championships Dortmund 2012,2012-03-25,COELLO Geovanny,SEMIPEADNII Vladimir,3,1,"7,11,11,11|11,6,4,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,COELLO Geovanny (ECU),SEMIPEADNII Vladimir (MDA),COELLO Geovanny
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MINO Alberto,SORBALO Vladislav,3,1,"11,8,11,12|6,11,7,10",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MINO Alberto (ECU),SORBALO Vladislav (MDA),MINO Alberto
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NI Igor,PROANO Ivan,3,2,"9,11,11,6,11|11,7,6,11,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,NI Igor (MDA),PROANO Ivan (ECU),NI Igor
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MCCREERY Paul,TERNA Denis,3,0,"12,11,11|10,8,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MCCREERY Paul (IRL),TERNA Denis (MDA),MCCREERY Paul
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NI Igor,ROBINSON Ashley,3,0,"14,11,11|12,7,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,NI Igor (MDA),ROBINSON Ashley (IRL),NI Igor
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SORBALO Vladislav,MAGUIRE Gavin,3,2,"17,9,3,11,11|15,11,11,1,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SORBALO Vladislav (MDA),MAGUIRE Gavin (IRL),SORBALO Vladislav
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MCCREERY Paul,NI Igor,3,1,"11,9,11,11|4,11,8,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MCCREERY Paul (IRL),NI Igor (MDA),MCCREERY Paul
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ROBINSON Ashley,TERNA Denis,3,2,"11,7,11,7,12|7,11,3,11,10",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,ROBINSON Ashley (IRL),TERNA Denis (MDA),ROBINSON Ashley
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HASSAN Rashed,MINO Alberto,3,0,"11,11,12|9,8,10",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,HASSAN Rashed (UAE),MINO Alberto (ECU),HASSAN Rashed
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OMAR Rashid,COELLO Geovanny,3,1,"11,10,11,11|5,12,7,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,OMAR Rashid (UAE),COELLO Geovanny (ECU),OMAR Rashid
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PROANO Ivan,LINJAWI Jassem,3,0,,,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PROANO Ivan (ECU),LINJAWI Jassem (UAE),PROANO Ivan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MINO Alberto,OMAR Rashid,3,1,"11,11,7,11|6,7,11,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MINO Alberto (ECU),OMAR Rashid (UAE),MINO Alberto
World Team Table Tennis Championships Dortmund 2012,2012-03-25,COELLO Geovanny,HASSAN Rashed,3,1,"11,7,11,11|9,11,5,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,COELLO Geovanny (ECU),HASSAN Rashed (UAE),COELLO Geovanny
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OVERMEYER Shane,NTANDOU Stellin,3,0,"11,11,11|8,9,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,OVERMEYER Shane (RSA),NTANDOU Stellin (CGO),OVERMEYER Shane
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SAKA Suraju,ABRAHAMS Luke,3,1,"6,14,11,11|11,12,7,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SAKA Suraju (CGO),ABRAHAMS Luke (RSA),SAKA Suraju
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LINGEVELDT Kurt,MAVOUNGOU Benoit,3,2,"12,11,11,8,11|14,7,7,11,2",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,LINGEVELDT Kurt (RSA),MAVOUNGOU Benoit (CGO),LINGEVELDT Kurt
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SAKA Suraju,OVERMEYER Shane,3,0,"12,11,11|10,7,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SAKA Suraju (CGO),OVERMEYER Shane (RSA),SAKA Suraju
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ABRAHAMS Luke,NTANDOU Stellin,3,1,"11,13,11,11|7,15,9,4",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,ABRAHAMS Luke (RSA),NTANDOU Stellin (CGO),ABRAHAMS Luke
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BAKIC Luka,TENTONI Riccardo,3,0,"11,11,11|9,5,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,BAKIC Luka (MNE),TENTONI Riccardo (SMR),BAKIC Luka
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CEKIC Irfan,VANNUCCI Marco,3,0,"11,11,12|5,9,10",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CEKIC Irfan (MNE),VANNUCCI Marco (SMR),CEKIC Irfan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BERARDI Mattia,DJUKIC Vladimir,3,1,"11,8,11,11|5,11,8,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,BERARDI Mattia (SMR),DJUKIC Vladimir (MNE),BERARDI Mattia
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CEKIC Irfan,TENTONI Riccardo,3,0,"11,11,11|7,1,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CEKIC Irfan (MNE),TENTONI Riccardo (SMR),CEKIC Irfan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CEKIC Irfan,LINGEVELDT Kurt,3,0,"11,11,13|3,8,11",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CEKIC Irfan (MNE),LINGEVELDT Kurt (RSA),CEKIC Irfan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BAKIC Luka,ABRAHAMS Luke,3,1,"12,11,11,11|14,8,9,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,BAKIC Luka (MNE),ABRAHAMS Luke (RSA),BAKIC Luka
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OVERMEYER Shane,DJUKIC Vladimir,3,0,"11,11,11|9,7,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,OVERMEYER Shane (RSA),DJUKIC Vladimir (MNE),OVERMEYER Shane
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ABRAHAMS Luke,CEKIC Irfan,3,2,"11,5,11,6,11|8,11,9,11,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,ABRAHAMS Luke (RSA),CEKIC Irfan (MNE),ABRAHAMS Luke
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BAKIC Luka,LINGEVELDT Kurt,3,2,"11,11,4,4,11|9,9,11,11,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,BAKIC Luka (MNE),LINGEVELDT Kurt (RSA),BAKIC Luka
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NTANDOU Stellin,VANNUCCI Marco,3,0,"11,11,13|9,9,11",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,NTANDOU Stellin (CGO),VANNUCCI Marco (SMR),NTANDOU Stellin
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SAKA Suraju,BERARDI Mattia,3,0,"11,11,11|5,9,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SAKA Suraju (CGO),BERARDI Mattia (SMR),SAKA Suraju
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MAVOUNGOU Benoit,TENTONI Riccardo,3,2,"11,11,8,7,12|6,9,11,11,10",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MAVOUNGOU Benoit (CGO),TENTONI Riccardo (SMR),MAVOUNGOU Benoit
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DODEAN Daniela,GRZYBOWSKA-FRANC Katarzyna,3,0,"11,11,11|4,8,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DODEAN Daniela (ROU),GRZYBOWSKA-FRANC Katarzyna (POL),DODEAN Daniela
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LI Qian,SAMARA Elizabeta,3,1,"11,13,7,11|5,11,11,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LI Qian (POL),SAMARA Elizabeta (ROU),LI Qian
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PARTYKA Natalia,SZOCS Bernadette,3,0,"11,11,11|6,3,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PARTYKA Natalia (POL),SZOCS Bernadette (ROU),PARTYKA Natalia
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DODEAN Daniela,LI Qian,3,1,"11,11,6,11|8,9,11,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DODEAN Daniela (ROU),LI Qian (POL),DODEAN Daniela
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GRZYBOWSKA-FRANC Katarzyna,SAMARA Elizabeta,3,1,"11,11,5,11|7,7,11,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,GRZYBOWSKA-FRANC Katarzyna (POL),SAMARA Elizabeta (ROU),GRZYBOWSKA-FRANC Katarzyna
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LI Jie,WAGGERMAYER Elena,3,0,"11,11,11|5,9,1",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LI Jie (NED),WAGGERMAYER Elena (AUT),LI Jie
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LIU Jia,LI Jiao,3,2,"11,11,12,5,11|6,8,14,11,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LIU Jia (AUT),LI Jiao (NED),LIU Jia
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CREEMERS Linda,LI Qiangbing,3,0,"11,11,11|8,9,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,CREEMERS Linda (NED),LI Qiangbing (AUT),CREEMERS Linda
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LI Jie,LIU Jia,3,1,"11,11,3,11|9,8,11,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LI Jie (NED),LIU Jia (AUT),LI Jie
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KIM Kyungah,LOVAS Petra,3,2,"11,9,11,9,11|9,11,5,11,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KIM Kyungah (KOR),LOVAS Petra (HUN),KIM Kyungah
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SEOK Hajung,POTA Georgina,3,1,"13,11,7,11|11,7,11,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SEOK Hajung (KOR),POTA Georgina (HUN),SEOK Hajung
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DANG Yeseo,TOTH Krisztina,3,2,"11,11,10,8,11|7,8,12,11,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DANG Yeseo (KOR),TOTH Krisztina (HUN),DANG Yeseo
World Team Table Tennis Championships Dortmund 2012,2012-03-25,IVANCAN Irene,KIM Jong,3,1,"11,11,8,11|8,8,11,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,IVANCAN Irene (GER),KIM Jong (PRK),IVANCAN Irene
World Team Table Tennis Championships Dortmund 2012,2012-03-25,WU Jiaduo,KIM Hye Song,3,1,"11,5,11,12|7,11,7,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,WU Jiaduo (GER),KIM Hye Song (PRK),WU Jiaduo
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RI Myong Sun,LANG Kristin,3,1,"11,8,11,11|5,11,6,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,RI Myong Sun (PRK),LANG Kristin (GER),RI Myong Sun
World Team Table Tennis Championships Dortmund 2012,2012-03-25,WU Jiaduo,KIM Jong,3,1,"11,11,12,11|8,9,14,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,WU Jiaduo (GER),KIM Jong (PRK),WU Jiaduo
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DING Ning,PARTYKA Natalia,3,0,"11,11,11|6,5,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DING Ning (CHN),PARTYKA Natalia (POL),DING Ning
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LI Xiaoxia,GRZYBOWSKA-FRANC Katarzyna,3,0,"11,11,11|5,9,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LI Xiaoxia (CHN),GRZYBOWSKA-FRANC Katarzyna (POL),LI Xiaoxia
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GUO Yue,LI Qian,3,0,"11,11,11|7,3,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,GUO Yue (CHN),LI Qian (POL),GUO Yue
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TIE Yana,LI Jiao,3,2,"16,11,9,11,11|18,9,11,9,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TIE Yana (HKG),LI Jiao (NED),TIE Yana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JIANG Huajun,LI Jie,3,2,"13,11,12,8,11|11,5,14,11,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,JIANG Huajun (HKG),LI Jie (NED),JIANG Huajun
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LEE Ho Ching,TIMINA Elena,3,1,"11,11,5,11|9,8,11,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LEE Ho Ching (HKG),TIMINA Elena (NED),LEE Ho Ching
World Team Table Tennis Championships Dortmund 2012,2012-03-25,FUKUHARA Ai,KIM Kyungah,3,2,"11,10,10,11,11|4,12,12,8,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,FUKUHARA Ai (JPN),KIM Kyungah (KOR),FUKUHARA Ai
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ISHIKAWA Kasumi,SEOK Hajung,3,2,"11,9,11,6,11|7,11,7,11,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,ISHIKAWA Kasumi (JPN),SEOK Hajung (KOR),ISHIKAWA Kasumi
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DANG Yeseo,HIRANO Sayaka,3,1,"11,7,11,11|9,11,4,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DANG Yeseo (KOR),HIRANO Sayaka (JPN),DANG Yeseo
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SEOK Hajung,FUKUHARA Ai,3,0,"11,11,11|6,8,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SEOK Hajung (KOR),FUKUHARA Ai (JPN),SEOK Hajung
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KIM Kyungah,ISHIKAWA Kasumi,3,2,"11,8,11,8,14|9,11,9,11,12",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KIM Kyungah (KOR),ISHIKAWA Kasumi (JPN),KIM Kyungah
World Team Table Tennis Championships Dortmund 2012,2012-03-25,IVANCAN Irene,FENG Tianwei,3,0,"11,11,11|8,9,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,IVANCAN Irene (GER),FENG Tianwei (SGP),IVANCAN Irene
World Team Table Tennis Championships Dortmund 2012,2012-03-25,WU Jiaduo,WANG Yuegu,3,0,"11,11,11|6,9,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,WU Jiaduo (GER),WANG Yuegu (SGP),WU Jiaduo
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LI Jiawei,LANG Kristin,3,2,"11,11,9,9,14|6,8,11,11,12",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LI Jiawei (SGP),LANG Kristin (GER),LI Jiawei
World Team Table Tennis Championships Dortmund 2012,2012-03-25,FENG Tianwei,WU Jiaduo,3,1,"9,11,11,12|11,9,4,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,FENG Tianwei (SGP),WU Jiaduo (GER),FENG Tianwei
World Team Table Tennis Championships Dortmund 2012,2012-03-25,WANG Yuegu,IVANCAN Irene,3,2,"9,11,11,11,11|11,5,13,8,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,WANG Yuegu (SGP),IVANCAN Irene (GER),WANG Yuegu
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DING Ning,JIANG Huajun,3,0,"11,11,11|9,4,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DING Ning (CHN),JIANG Huajun (HKG),DING Ning
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TIE Yana,LI Xiaoxia,3,1,"12,11,7,14|10,9,11,12",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TIE Yana (HKG),LI Xiaoxia (CHN),TIE Yana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GUO Yan (1982),YU Kwok See,3,0,"11,11,11|4,8,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,GUO Yan (1982) (CHN),YU Kwok See (HKG),GUO Yan (1982)
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LI Xiaoxia,JIANG Huajun,3,0,"11,11,11|5,1,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LI Xiaoxia (CHN),JIANG Huajun (HKG),LI Xiaoxia
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KIM Kyungah,FENG Tianwei,3,2,"12,13,9,11,11|10,15,11,1,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KIM Kyungah (KOR),FENG Tianwei (SGP),KIM Kyungah
World Team Table Tennis Championships Dortmund 2012,2012-03-25,WANG Yuegu,SEOK Hajung,3,2,"11,9,9,12,11|7,11,11,10,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,WANG Yuegu (SGP),SEOK Hajung (KOR),WANG Yuegu
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DANG Yeseo,LI Jiawei,3,0,"13,11,11|11,5,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DANG Yeseo (KOR),LI Jiawei (SGP),DANG Yeseo
World Team Table Tennis Championships Dortmund 2012,2012-03-25,FENG Tianwei,SEOK Hajung,3,1,"11,11,9,11|5,3,11,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,FENG Tianwei (SGP),SEOK Hajung (KOR),FENG Tianwei
