tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
World Table Tennis Championships Finals Houston 2021,2021-11-23,ITO Mima,AKASHEVA Zauresh,JPN,KAZ,4,0,"11,11,11,13|3,9,4,11",R64,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,ITO Mima (JPN),AKASHEVA Zauresh (KAZ),,,4 - 0,11:3 11:9 11:4 13:11,ITO Mima,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,FAN Zhendong,HODAEI Amir Hossein,CHN,IRI,4,0,"11,11,11,12|1,1,3,10",R64,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,FAN Zhendong (CHN),HODAEI Amir Hossein (IRI),,,4 - 0,11:1 11:1 11:3 12:10,FAN Zhendong,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,SUH Hyo Won,KALLBERG Christina,KOR,SWE,4,0,"16,11,11,11|14,5,7,6",R64,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,SUH Hyo Won (KOR),KALLBERG Christina (SWE),,,0 - 4,14:16 5:11 7:11 6:11,SUH Hyo Won,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,GAUZY Simon,GERALDO Joao,FRA,POR,4,3,"9,11,9,11,8,13,11|11,9,11,4,11,11,7",R64,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,GAUZY Simon (FRA),GERALDO Joao (POR),,,3 - 4,11:9 9:11 11:9 4:11 11:8 11:13 7:11,GAUZY Simon,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,DE NUTTE Sarah,SHIN Yubin,LUX,KOR,4,3,"13,11,5,11,7,2,11|11,8,11,7,11,11,9",R64,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,DE NUTTE Sarah (LUX),SHIN Yubin (KOR),,,4 - 3,13:11 11:8 5:11 11:7 7:11 2:11 11:9,DE NUTTE Sarah,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,WANG Yang,OLAH Benedek,SVK,FIN,4,2,"11,10,11,9,11,11|4,12,7,11,6,9",R64,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,WANG Yang (SVK),OLAH Benedek (FIN),,,4 - 2,11:4 10:12 11:7 9:11 11:6 11:9,WANG Yang,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,MESHREF Dina,SAWETTABUT Jinnipa,EGY,THA,4,1,"11,11,11,0,11|7,8,7,11,9",R64,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,MESHREF Dina (EGY),SAWETTABUT Jinnipa (THA),,,1 - 4,7:11 8:11 7:11 11:0 9:11,MESHREF Dina,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,CASSIN Alexandre,KARLSSON Mattias,FRA,SWE,4,3,"7,6,11,17,12,8,11|11,11,5,15,10,11,7",R64,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,CASSIN Alexandre (FRA),KARLSSON Mattias (SWE),,,4 - 3,7:11 6:11 11:5 17:15 12:10 8:11 11:7,CASSIN Alexandre,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LIN Yun-Ju,PERSSON Jon,TPE,SWE,4,0,"11,11,11,11|5,7,8,7",R64,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,LIN Yun-Ju (TPE),PERSSON Jon (SWE),,,4 - 0,11:5 11:7 11:8 11:7,LIN Yun-Ju,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,SHIBATA Saki,EERLAND Britt,JPN,NED,4,3,"11,7,11,11,11,6,11|3,11,13,4,5,11,6",R64,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,SHIBATA Saki (JPN),EERLAND Britt (NED),,,4 - 3,11:3 7:11 11:13 11:4 11:5 6:11 11:6,SHIBATA Saki,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LIANG Jingkun,QIU Dang,CHN,GER,4,3,"9,14,11,9,11,5,11|11,12,5,11,5,11,6",R64,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,LIANG Jingkun (CHN),QIU Dang (GER),,,4 - 3,9:11 14:12 11:5 9:11 11:5 5:11 11:6,LIANG Jingkun,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,FENG Tianwei,LI Yu-Jhun,SGP,TPE,4,2,"7,9,13,11,11,11|11,11,11,8,9,7",R64,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,FENG Tianwei (SGP),LI Yu-Jhun (TPE),,,4 - 2,7:11 9:11 13:11 11:8 11:9 11:7,FENG Tianwei,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,FILUS Ruwen,AKKUZU Can,GER,FRA,4,0,"11,11,11,11|5,6,8,7",R64,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,FILUS Ruwen (GER),AKKUZU Can (FRA),,,4 - 0,11:5 11:6 11:8 11:7,FILUS Ruwen,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,HAN Ying,TRIGOLOS Daria,GER,BLR,4,0,"11,11,11,11|6,4,3,8",R64,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,HAN Ying (GER),TRIGOLOS Daria (BLR),,,4 - 0,11:6 11:4 11:3 11:8,HAN Ying,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,PANG Koen,TSUBOI Gustavo,SGP,BRA,4,2,"8,11,11,13,9,11|11,7,7,11,11,6",R64,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,PANG Koen (SGP),TSUBOI Gustavo (BRA),,,4 - 2,8:11 11:7 11:7 13:11 9:11 11:6,PANG Koen,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,VARADY Barbora,ZHANG Mo,SVK,CAN,4,0,"11,11,11,11|7,6,3,9",R64,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,VARADY Barbora (SVK),ZHANG Mo (CAN),,,0 - 4,7:11 6:11 3:11 9:11,VARADY Barbora,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LIN Gaoyuan/ZHANG Lily,QIU Dang/MITTELHAM Nina,CHN,GER,3,1,"12,11,11,12|14,8,3,10",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,LIN Gaoyuan (CHN) / ZHANG Lily (USA),QIU Dang (GER) / MITTELHAM Nina (GER),ZHANG Lily (USA),MITTELHAM Nina (GER),3 - 1,12:14 11:8 11:3 12:10,LIN Gaoyuan,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,CHEN Chien-An/CHEN Szu-Yu,JANG Woojin/JEON Jihee,TPE,KOR,3,1,"11,11,9,11|8,4,11,3",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,CHEN Chien-An (TPE) / CHEN Szu-Yu (TPE),JANG Woojin (KOR) / JEON Jihee (KOR),CHEN Szu-Yu (TPE),JEON Jihee (KOR),3 - 1,11:8 11:4 9:11 11:3,CHEN Chien-An,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,WANG Chuqin/SUN Yingsha,ABIODUN Bode/EDEM Offiong,CHN,NGR,3,0,"11,11,11|2,7,6",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,WANG Chuqin (CHN) / SUN Yingsha (CHN),ABIODUN Bode (NGR) / EDEM Offiong (NGR),SUN Yingsha (CHN),EDEM Offiong (NGR),3 - 0,11:2 11:7 11:6,WANG Chuqin,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LIN Yun-Ju/CHENG I-Ching,MOREGARD Truls/KALLBERG Christina,TPE,SWE,3,0,"11,11,12|6,8,10",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,LIN Yun-Ju (TPE) / CHENG I-Ching (TPE),MOREGARD Truls (SWE) / KALLBERG Christina (SWE),CHENG I-Ching (TPE),KALLBERG Christina (SWE),3 - 0,11:6 11:8 12:10,LIN Yun-Ju,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,IONESCU Ovidiu/SZOCS Bernadette,CHO Daeseong/SHIN Yubin,ROU,KOR,3,0,"0,0,0|0,0,0",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,IONESCU Ovidiu (ROU) / SZOCS Bernadette (ROU),CHO Daeseong (KOR) / SHIN Yubin (KOR),SZOCS Bernadette (ROU),SHIN Yubin (KOR),3 - 0,0:0 0:0 0:0,IONESCU Ovidiu,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ROBLES Alvaro/XIAO Maria,LAMBIET Florent/MARCHETTI Nathalie,ESP,BEL,3,0,"11,11,11|3,2,5",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,ROBLES Alvaro (ESP) / XIAO Maria (ESP),LAMBIET Florent (BEL) / MARCHETTI Nathalie (BEL),XIAO Maria (ESP),MARCHETTI Nathalie (BEL),0 - 3,3:11 2:11 5:11,ROBLES Alvaro,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,HO Kwan Kit/LEE Ho Ching,BADOWSKI Marek/BAJOR Natalia,HKG,POL,3,1,"11,7,11,11|5,11,6,9",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,HO Kwan Kit (HKG) / LEE Ho Ching (HKG),BADOWSKI Marek (POL) / BAJOR Natalia (POL),LEE Ho Ching (HKG),BAJOR Natalia (POL),3 - 1,11:5 7:11 11:6 11:9,HO Kwan Kit,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,PANG Koen/LIN Ye,GUNDUZ Ibrahim/ALTINKAYA Sibel,SGP,TUR,3,2,"11,11,11,10,12|7,13,7,12,10",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,PANG Koen (SGP) / LIN Ye (CAN),GUNDUZ Ibrahim (TUR) / ALTINKAYA Sibel (TUR),LIN Ye (CAN),ALTINKAYA Sibel (TUR),2 - 3,7:11 13:11 7:11 12:10 10:12,PANG Koen,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,JHA Kanak/WANG Manyu,PISTEJ Lubomir/VARADY Barbora,USA,SVK,3,0,"11,11,12|8,9,10",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,JHA Kanak (USA) / WANG Manyu (CHN),PISTEJ Lubomir (SVK) / VARADY Barbora (SVK),WANG Manyu (CHN),VARADY Barbora (SVK),3 - 0,11:8 11:9 12:10,JHA Kanak,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,HARIMOTO Tomokazu/HAYATA Hina,UDA Yukiya/SHIBATA Saki,JPN,JPN,3,2,"4,11,7,11,11|11,5,11,6,5",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,HARIMOTO Tomokazu (JPN) / HAYATA Hina (JPN),UDA Yukiya (JPN) / SHIBATA Saki (JPN),HAYATA Hina (JPN),SHIBATA Saki (JPN),2 - 3,11:4 5:11 11:7 6:11 5:11,HARIMOTO Tomokazu,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,GNANASEKARAN Sathiyan/BATRA Manika,AFANADOR Brian/DIAZ Adriana,IND,PUR,3,1,"11,3,11,11|6,11,7,0",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,GNANASEKARAN Sathiyan (IND) / BATRA Manika (IND),AFANADOR Brian (PUR) / DIAZ Adriana (PUR),BATRA Manika (IND),DIAZ Adriana (PUR),3 - 1,11:6 3:11 11:7 11:0,GNANASEKARAN Sathiyan,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ACHANTA Sharath/KAMATH Archana,ASSAR Omar/MESHREF Dina,IND,EGY,3,2,"9,2,11,11,11|11,11,5,9,4",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,ACHANTA Sharath (IND) / KAMATH Archana (IND),ASSAR Omar (EGY) / MESHREF Dina (EGY),KAMATH Archana (IND),MESHREF Dina (EGY),2 - 3,11:9 11:2 5:11 9:11 4:11,ACHANTA Sharath,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,SKACHKOV Kirill/VOROBEVA Olga,KHANIN Aleksandr/TRIGOLOS Daria,RUS,BLR,3,0,"11,13,11|6,11,6",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,SKACHKOV Kirill (RUS) / VOROBEVA Olga (RUS),KHANIN Aleksandr (BLR) / TRIGOLOS Daria (BLR),VOROBEVA Olga (RUS),TRIGOLOS Daria (BLR),0 - 3,6:11 11:13 6:11,SKACHKOV Kirill,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,FRANZISKA Patrick/SOLJA Petrissa,LAMADRID Juan/VEGA Paulina,GER,CHI,3,0,"11,11,11|5,8,6",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,FRANZISKA Patrick (GER) / SOLJA Petrissa (GER),LAMADRID Juan (CHI) / VEGA Paulina (CHI),SOLJA Petrissa (GER),VEGA Paulina (CHI),0 - 3,5:11 8:11 6:11,FRANZISKA Patrick,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,WONG Chun Ting/DOO Hoi Kem,STOYANOV Niagol/PICCOLIN Giorgia,HKG,ITA,3,0,"11,11,11|5,9,6",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),STOYANOV Niagol (ITA) / PICCOLIN Giorgia (ITA),DOO Hoi Kem (HKG),PICCOLIN Giorgia (ITA),3 - 0,11:5 11:9 11:6,WONG Chun Ting,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LEBESSON Emmanuel/YUAN Jia Nan,DYJAS Jakub/PARTYKA Natalia,FRA,POL,3,0,"11,11,11|4,5,3",R32,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,LEBESSON Emmanuel (FRA) / YUAN Jia Nan (FRA),DYJAS Jakub (POL) / PARTYKA Natalia (POL),YUAN Jia Nan (FRA),PARTYKA Natalia (POL),0 - 3,4:11 5:11 3:11,LEBESSON Emmanuel,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,FAN Zhendong/WANG Chuqin,BOLL Timo/FRANZISKA Patrick,CHN,GER,3,0,"11,13,11|6,11,3",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,FAN Zhendong (CHN) / WANG Chuqin (CHN),BOLL Timo (GER) / FRANZISKA Patrick (GER),WANG Chuqin (CHN),FRANZISKA Patrick (GER),3 - 0,11:6 13:11 11:3,FAN Zhendong,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ISHIKAWA Kasumi/HIRANO Miu,POLCANOVA Sofia/SZOCS Bernadette,JPN,AUT,3,0,"14,11,11|12,8,6",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,ISHIKAWA Kasumi (JPN) / HIRANO Miu (JPN),POLCANOVA Sofia (AUT) / SZOCS Bernadette (ROU),HIRANO Miu (JPN),SZOCS Bernadette (ROU),0 - 3,12:14 8:11 6:11,ISHIKAWA Kasumi,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,DUDA Benedikt/QIU Dang,STOYANOV Niagol/BOBOCICA Mihai,GER,ITA,3,1,"13,11,11,11|11,13,5,6",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,DUDA Benedikt (GER) / QIU Dang (GER),STOYANOV Niagol (ITA) / BOBOCICA Mihai (ITA),QIU Dang (GER),BOBOCICA Mihai (ITA),1 - 3,11:13 13:11 5:11 6:11,DUDA Benedikt,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,CHOI Hyojoo/LEE Zion,DIAZ Adriana/DIAZ Melanie,KOR,PUR,3,0,"11,11,11|4,7,4",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,CHOI Hyojoo (KOR) / LEE Zion (KOR),DIAZ Adriana (PUR) / DIAZ Melanie (PUR),LEE Zion (KOR),DIAZ Melanie (PUR),3 - 0,11:4 11:7 11:4,CHOI Hyojoo,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ALLEGRO Martin/LAMBIET Florent,KOZUL Deni/JORGIC Darko,BEL,SLO,3,2,"11,11,17,6,11|9,9,19,11,8",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,ALLEGRO Martin (BEL) / LAMBIET Florent (BEL),KOZUL Deni (SLO) / JORGIC Darko (SLO),LAMBIET Florent (BEL),JORGIC Darko (SLO),3 - 2,11:9 11:9 17:19 6:11 11:8,ALLEGRO Martin,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,SAMARA Elizabeta/DRAGOMAN Andreea,ABDELAZIZ Farah/HELMY Yousra,ROU,EGY,3,0,"11,11,11|9,9,4",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,SAMARA Elizabeta (ROU) / DRAGOMAN Andreea (ROU),ABDELAZIZ Farah (EGY) / HELMY Yousra (EGY),DRAGOMAN Andreea (ROU),HELMY Yousra (EGY),3 - 0,11:9 11:9 11:4,SAMARA Elizabeta,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LEBESSON Emmanuel/CASSIN Alexandre,ALAMIYAN Noshad/ALAMIAN Nima,FRA,IRI,3,0,"11,11,11|7,8,3",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,LEBESSON Emmanuel (FRA) / CASSIN Alexandre (FRA),ALAMIYAN Noshad (IRI) / ALAMIAN Nima (IRI),CASSIN Alexandre (FRA),ALAMIAN Nima (IRI),3 - 0,11:7 11:8 11:3,LEBESSON Emmanuel,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,NOSKOVA Yana/VOROBEVA Olga,ARGUELLES Camila/CODINA Ana,RUS,ARG,3,0,"11,11,11|7,7,8",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,NOSKOVA Yana (RUS) / VOROBEVA Olga (RUS),ARGUELLES Camila (ARG) / CODINA Ana (ARG),VOROBEVA Olga (RUS),CODINA Ana (ARG),3 - 0,11:7 11:7 11:8,NOSKOVA Yana,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,MATELOVA Hana/VARADY Barbora,SUNG Joanna/SUNG Rachel,CZE,USA,3,1,"11,2,11,11|9,11,8,9",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,MATELOVA Hana (CZE) / VARADY Barbora (SVK),SUNG Joanna (USA) / SUNG Rachel (USA),VARADY Barbora (SVK),SUNG Rachel (USA),1 - 3,9:11 11:2 8:11 9:11,MATELOVA Hana,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,UDA Yukiya/TOGAMI Shunsuke,DEVOS Robin/OLAH Benedek,JPN,BEL,3,0,"11,11,11|5,8,6",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,UDA Yukiya (JPN) / TOGAMI Shunsuke (JPN),DEVOS Robin (BEL) / OLAH Benedek (FIN),TOGAMI Shunsuke (JPN),OLAH Benedek (FIN),0 - 3,5:11 8:11 6:11,UDA Yukiya,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,CHEN Meng/QIAN Tianyi,AKPAN Cecilia/EDEM Offiong,CHN,NGR,3,0,"0,0,0|0,0,0",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,CHEN Meng (CHN) / QIAN Tianyi (CHN),AKPAN Cecilia (NGR) / EDEM Offiong (NGR),QIAN Tianyi (CHN),EDEM Offiong (NGR),0 - 3,0:0 0:0 0:0,CHEN Meng,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,KALLBERG Anton/MOREGARD Truls,ACHANTA Sharath/GNANASEKARAN Sathiyan,SWE,IND,3,1,"11,9,13,11|9,11,11,7",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,KALLBERG Anton (SWE) / MOREGARD Truls (SWE),ACHANTA Sharath (IND) / GNANASEKARAN Sathiyan (IND),MOREGARD Truls (SWE),GNANASEKARAN Sathiyan (IND),3 - 1,11:9 9:11 13:11 11:7,KALLBERG Anton,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,DOO Hoi Kem/LEE Ho Ching,YUAN Jia Nan/CHASSELIN Pauline,HKG,FRA,3,0,"11,13,11|8,11,8",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,DOO Hoi Kem (HKG) / LEE Ho Ching (HKG),YUAN Jia Nan (FRA) / CHASSELIN Pauline (FRA),LEE Ho Ching (HKG),CHASSELIN Pauline (FRA),3 - 0,11:8 13:11 11:8,DOO Hoi Kem,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,KARLSSON Mattias/KARLSSON Kristian,GREBNEV Maksim/KATSMAN Lev,SWE,RUS,3,0,"11,15,11|8,13,7",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,KARLSSON Mattias (SWE) / KARLSSON Kristian (SWE),GREBNEV Maksim (RUS) / KATSMAN Lev (RUS),KARLSSON Kristian (SWE),KATSMAN Lev (RUS),3 - 0,11:8 15:13 11:7,KARLSSON Mattias,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,NI Xia Lian/DE NUTTE Sarah,CHENG Hsien-Tzu/LIU Hsing-Yin,LUX,TPE,3,2,"11,4,10,11,12|9,11,12,1,10",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,NI Xia Lian (LUX) / DE NUTTE Sarah (LUX),CHENG Hsien-Tzu (TPE) / LIU Hsing-Yin (TPE),DE NUTTE Sarah (LUX),LIU Hsing-Yin (TPE),3 - 2,11:9 4:11 10:12 11:1 12:10,NI Xia Lian,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ROBLES Alvaro/IONESCU Ovidiu,SALEH Ahmed/ASSAR Khalid,ESP,EGY,3,2,"7,11,11,6,11|11,7,4,11,4",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,ROBLES Alvaro (ESP) / IONESCU Ovidiu (ROU),SALEH Ahmed (EGY) / ASSAR Khalid (EGY),IONESCU Ovidiu (ROU),ASSAR Khalid (EGY),2 - 3,11:7 7:11 4:11 11:6 4:11,ROBLES Alvaro,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,DRINKHALL Paul/PITCHFORD Liam,KUMAR Nikhil/ZHANG Kai,ENG,USA,3,1,"11,8,19,11|4,11,17,5",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,DRINKHALL Paul (ENG) / PITCHFORD Liam (ENG),KUMAR Nikhil (USA) / ZHANG Kai (USA),PITCHFORD Liam (ENG),ZHANG Kai (USA),1 - 3,4:11 11:8 17:19 5:11,DRINKHALL Paul,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ITO Mima/HAYATA Hina,CHEN Szu-Yu/LI Yu-Jhun,JPN,TPE,3,0,"11,11,11|9,7,1",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,ITO Mima (JPN) / HAYATA Hina (JPN),CHEN Szu-Yu (TPE) / LI Yu-Jhun (TPE),HAYATA Hina (JPN),LI Yu-Jhun (TPE),0 - 3,9:11 7:11 1:11,ITO Mima,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LIANG Jingkun/LIN Gaoyuan,APOLONIA Tiago/MONTEIRO Joao,CHN,POR,3,1,"11,9,11,11|9,11,8,4",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,LIANG Jingkun (CHN) / LIN Gaoyuan (CHN),APOLONIA Tiago (POR) / MONTEIRO Joao (POR),LIN Gaoyuan (CHN),MONTEIRO Joao (POR),3 - 1,11:9 9:11 11:8 11:4,LIANG Jingkun,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,MITTELHAM Nina/WINTER Sabine,GOI Rui Xuan/WONG Xin Ru,GER,SGP,3,0,"11,11,11|6,9,0",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,MITTELHAM Nina (GER) / WINTER Sabine (GER),GOI Rui Xuan (SGP) / WONG Xin Ru (SGP),WINTER Sabine (GER),WONG Xin Ru (SGP),0 - 3,6:11 9:11 0:11,MITTELHAM Nina,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,JANG Woojin/LIM Jonghoon,MADRID Marcos/VILLA Ricardo,KOR,MEX,3,0,"11,11,12|4,7,10",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,JANG Woojin (KOR) / LIM Jonghoon (KOR),MADRID Marcos (MEX) / VILLA Ricardo (MEX),LIM Jonghoon (KOR),VILLA Ricardo (MEX),3 - 0,11:4 11:7 12:10,JANG Woojin,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,BATRA Manika/KAMATH Archana,DEGRAEF Margo/MARCHETTI Nathalie,IND,BEL,3,0,"11,11,11|4,7,6",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,BATRA Manika (IND) / KAMATH Archana (IND),DEGRAEF Margo (BEL) / MARCHETTI Nathalie (BEL),KAMATH Archana (IND),MARCHETTI Nathalie (BEL),3 - 0,11:4 11:7 11:6,BATRA Manika,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,CHEN Chien-An/CHUANG Chih-Yuan,FENG Yi-Hsin/HUANG Yan-Cheng,TPE,TPE,3,0,"16,11,11|14,8,7",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,CHEN Chien-An (TPE) / CHUANG Chih-Yuan (TPE),FENG Yi-Hsin (TPE) / HUANG Yan-Cheng (TPE),CHUANG Chih-Yuan (TPE),HUANG Yan-Cheng (TPE),0 - 3,14:16 8:11 7:11,CHEN Chien-An,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,POTA Georgina/MADARASZ Dora,BERGSTROM Linda/KALLBERG Christina,HUN,SWE,3,2,"9,12,6,12,12|11,10,11,10,10",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,POTA Georgina (HUN) / MADARASZ Dora (HUN),BERGSTROM Linda (SWE) / KALLBERG Christina (SWE),MADARASZ Dora (HUN),KALLBERG Christina (SWE),3 - 2,9:11 12:10 6:11 12:10 12:10,POTA Georgina,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,HARIMOTO Tomokazu/MORIZONO Masataka,ALTO Gaston/CIFUENTES Horacio,JPN,ARG,3,0,"14,11,11|12,7,4",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,HARIMOTO Tomokazu (JPN) / MORIZONO Masataka (JPN),ALTO Gaston (ARG) / CIFUENTES Horacio (ARG),MORIZONO Masataka (JPN),CIFUENTES Horacio (ARG),0 - 3,12:14 7:11 4:11,HARIMOTO Tomokazu,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,SOLJA Petrissa/SHAN Xiaona,PICCOLIN Giorgia/VIVARELLI Debora,GER,ITA,3,0,"12,11,11|10,7,4",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,SOLJA Petrissa (GER) / SHAN Xiaona (GER),PICCOLIN Giorgia (ITA) / VIVARELLI Debora (ITA),SHAN Xiaona (GER),VIVARELLI Debora (ITA),3 - 0,12:10 11:7 11:4,SOLJA Petrissa,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,NUYTINCK Cedric/DYJAS Jakub,GARDOS Robert/HABESOHN Daniel,BEL,AUT,3,1,"13,11,5,11|11,4,11,9",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,NUYTINCK Cedric (BEL) / DYJAS Jakub (POL),GARDOS Robert (AUT) / HABESOHN Daniel (AUT),DYJAS Jakub (POL),HABESOHN Daniel (AUT),3 - 1,13:11 11:4 5:11 11:9,NUYTINCK Cedric,2021
