tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
ITTF African Championships Yaounde 2021,2021-09-01,NAKHUMITSA Rita,KESSACI Katia,UGA,ALG,3,2,"11,5,11,11,11|13,11,9,5,9",4,OTHER,WT,2473,Position Draw,NAKHUMITSA Rita (UGA),KESSACI Katia (ALG),,,2 - 3,13:11 11:5 9:11 5:11 9:11,NAKHUMITSA Rita,2021
ITTF African Championships Yaounde 2021,2021-09-01,LOGHRAIBI Lynda,SEERA Florence,ALG,UGA,3,0,"11,11,11|9,2,8",4,OTHER,WT,2473,Position Draw,LOGHRAIBI Lynda (ALG),SEERA Florence (UGA),,,3 - 0,11:9 11:2 11:8,LOGHRAIBI Lynda,2021
ITTF African Championships Yaounde 2021,2021-09-01,MATI Taiwo/AKPAN Cecilia,BOULMO Igor/GUIMFACK Saurelle,NGR,CMR,3,0,"11,12,11|6,10,7",R32,OTHER,XD,2473,Main Draw,MATI Taiwo (NGR) / AKPAN Cecilia (NGR),BOULMO Igor (CMR) / GUIMFACK Saurelle (CMR),AKPAN Cecilia (NGR),GUIMFACK Saurelle (CMR),3 - 0,11:6 12:10 11:7,MATI Taiwo,2021
ITTF African Championships Yaounde 2021,2021-09-01,KALLEL Iheb/ZOGHLAMI Maram,CHAICHI Abdelbasset/FEREDJ Hiba,TUN,ALG,3,0,"13,11,12|11,3,10",R32,OTHER,XD,2473,Main Draw,KALLEL Iheb (TUN) / ZOGHLAMI Maram (TUN),CHAICHI Abdelbasset (ALG) / FEREDJ Hiba (ALG),ZOGHLAMI Maram (TUN),FEREDJ Hiba (ALG),3 - 0,13:11 11:3 12:10,KALLEL Iheb,2021
ITTF African Championships Yaounde 2021,2021-09-01,ASSAR Omar/MESHREF Dina,DJITOUO SAHA FOTSO Alex/DJIKE TCHUINKAM Marianne Hillary,EGY,CMR,3,0,"11,11,11|3,2,5",R32,OTHER,XD,2473,Main Draw,ASSAR Omar (EGY) / MESHREF Dina (EGY),DJITOUO SAHA FOTSO Alex (CMR) / DJIKE TCHUINKAM Marianne Hillary (CMR),MESHREF Dina (EGY),DJIKE TCHUINKAM Marianne Hillary (CMR),3 - 0,11:3 11:2 11:5,ASSAR Omar,2021
ITTF African Championships Yaounde 2021,2021-09-01,ABIODUN Bode/EDEM Offiong,MOOSA Nizaam/MADLALA Khanyisile,NGR,RSA,3,0,"11,11,11|5,5,7",R32,OTHER,XD,2473,Main Draw,ABIODUN Bode (NGR) / EDEM Offiong (NGR),MOOSA Nizaam (RSA) / MADLALA Khanyisile (RSA),EDEM Offiong (NGR),MADLALA Khanyisile (RSA),3 - 0,11:5 11:5 11:7,ABIODUN Bode,2021
ITTF African Championships Yaounde 2021,2021-09-01,WANDERA Josiah/SETEY Lydia,GUEZA-GREMOINDI Ronald Gilles/BANGAYE GUELINGO MAILLET Marlyse G,KEN,CAF,3,0,"11,11,11|1,3,3",R32,OTHER,XD,2473,Main Draw,WANDERA Josiah (KEN) / SETEY Lydia (KEN),GUEZA-GREMOINDI Ronald Gilles (CAF) / BANGAYE GUELINGO MAILLET Marlyse G (CAF),SETEY Lydia (KEN),BANGAYE GUELINGO MAILLET Marlyse G (CAF),0 - 3,1:11 3:11 3:11,WANDERA Josiah,2021
ITTF African Championships Yaounde 2021,2021-09-01,BEN ATTIA Youssef/GARCI Fadwa,EBODE Simon/NTUMNYUY Harriet,TUN,CMR,3,2,"12,10,11,11,11|14,12,1,5,7",R32,OTHER,XD,2473,Main Draw,BEN ATTIA Youssef (TUN) / GARCI Fadwa (TUN),EBODE Simon (CMR) / NTUMNYUY Harriet (CMR),GARCI Fadwa (TUN),NTUMNYUY Harriet (CMR),3 - 2,12:14 10:12 11:1 11:5 11:7,BEN ATTIA Youssef,2021
ITTF African Championships Yaounde 2021,2021-09-01,KHEROUF Sami/LOGHRAIBI Lynda,OBA Don Ange Cedric/LEBA Essevoh Mireille,ALG,CIV,3,1,"12,11,4,11|10,6,11,4",R32,OTHER,XD,2473,Main Draw,KHEROUF Sami (ALG) / LOGHRAIBI Lynda (ALG),OBA Don Ange Cedric (CIV) / LEBA Essevoh Mireille (CIV),LOGHRAIBI Lynda (ALG),LEBA Essevoh Mireille (CIV),1 - 3,10:12 6:11 11:4 4:11,KHEROUF Sami,2021
ITTF African Championships Yaounde 2021,2021-09-01,OMOTAYO Olajide/OSHONAIKE Olufunke,MAKA-GBOSSOKOTTO Jean Rigobert Junior/MBARI Princia,NGR,CAF,3,0,"11,11,11|2,2,3",R32,OTHER,XD,2473,Main Draw,OMOTAYO Olajide (NGR) / OSHONAIKE Olufunke (NGR),MAKA-GBOSSOKOTTO Jean Rigobert Junior (CAF) / MBARI Princia (CAF),OSHONAIKE Olufunke (NGR),MBARI Princia (CAF),3 - 0,11:2 11:2 11:3,OMOTAYO Olajide,2021
ITTF African Championships Yaounde 2021,2021-09-01,NYAIKA Ronald/SEERA Florence,OBA Oba Kizito/HOUNGUE Lea,UGA,CIV,3,0,"11,11,11|7,9,5",R32,OTHER,XD,2473,Main Draw,NYAIKA Ronald (UGA) / SEERA Florence (UGA),OBA Oba Kizito (CIV) / HOUNGUE Lea (CIV),SEERA Florence (UGA),HOUNGUE Lea (CIV),3 - 0,11:7 11:9 11:5,NYAIKA Ronald,2021
ITTF African Championships Yaounde 2021,2021-09-01,MOHAMED Abdoulaye/BOBGA BOGHUMA KAHLIH,MUTUA Brian/JUMA Doreen,CMR,KEN,3,1,"11,9,11,11|8,11,8,6",R32,OTHER,XD,2473,Main Draw,MOHAMED Abdoulaye (CMR) / BOBGA BOGHUMA KAHLIH (CMR),MUTUA Brian (KEN) / JUMA Doreen (KEN),BOBGA BOGHUMA KAHLIH (CMR),JUMA Doreen (KEN),1 - 3,8:11 11:9 8:11 6:11,MOHAMED Abdoulaye,2021
ITTF African Championships Yaounde 2021,2021-09-01,SALEH Ahmed/GODA Hana,DEKOP Sean Omaatla/MOTLHALAMME Tshepang,EGY,BOT,3,0,"11,11,11|2,6,5",R32,OTHER,XD,2473,Main Draw,SALEH Ahmed (EGY) / GODA Hana (EGY),DEKOP Sean Omaatla (BOT) / MOTLHALAMME Tshepang (BOT),GODA Hana (EGY),MOTLHALAMME Tshepang (BOT),0 - 3,2:11 6:11 5:11,SALEH Ahmed,2021
ITTF African Championships Yaounde 2021,2021-09-01,BOURIAH Larbi/KESSACI Katia,BATIX Ylane/ENJEMA IKOME Beatrice,ALG,CMR,3,1,"11,10,11,11|7,12,4,5",R32,OTHER,XD,2473,Main Draw,BOURIAH Larbi (ALG) / KESSACI Katia (ALG),BATIX Ylane (CMR) / ENJEMA IKOME Beatrice (CMR),KESSACI Katia (ALG),ENJEMA IKOME Beatrice (CMR),3 - 1,11:7 10:12 11:4 11:5,BOURIAH Larbi,2021
ITTF African Championships Yaounde 2021,2021-09-01,BOURASS Aboubaker/HAJ SALAH Abir,ABREFA Derek/KWABI Cynthia,TUN,GHA,3,0,"0,0,0|0,0,0",R32,OTHER,XD,2473,Main Draw,BOURASS Aboubaker (TUN) / HAJ SALAH Abir (TUN),ABREFA Derek (GHA) / KWABI Cynthia (GHA),HAJ SALAH Abir (TUN),KWABI Cynthia (GHA),3 - 0,0:0 0:0 0:0,BOURASS Aboubaker,2021
ITTF African Championships Yaounde 2021,2021-09-01,PETERS Cade/MAPHANGA Zodwa,FANNY Kokou/AMAH Ayoko Fanida,RSA,TOG,3,1,"15,15,12,14|17,13,10,12",R32,OTHER,XD,2473,Main Draw,PETERS Cade (RSA) / MAPHANGA Zodwa (RSA),FANNY Kokou (TOG) / AMAH Ayoko Fanida (TOG),MAPHANGA Zodwa (RSA),AMAH Ayoko Fanida (TOG),1 - 3,17:15 13:15 10:12 12:14,PETERS Cade,2021
ITTF African Championships Yaounde 2021,2021-09-01,ASSAR Khalid/HELMY Yousra,KOJAL Kennedy/LISA Nasimuyu,EGY,KEN,3,0,"11,11,11|2,4,4",R32,OTHER,XD,2473,Main Draw,ASSAR Khalid (EGY) / HELMY Yousra (EGY),KOJAL Kennedy (KEN) / LISA Nasimuyu (KEN),HELMY Yousra (EGY),LISA Nasimuyu (KEN),0 - 3,2:11 4:11 4:11,ASSAR Khalid,2021
ITTF African Championships Yaounde 2021,2021-09-01,ASSAR Khalid/HELMY Yousra,PETERS Cade/MAPHANGA Zodwa,EGY,RSA,3,0,"11,11,11|5,9,7",R16,OTHER,XD,2473,Main Draw,ASSAR Khalid (EGY) / HELMY Yousra (EGY),PETERS Cade (RSA) / MAPHANGA Zodwa (RSA),HELMY Yousra (EGY),MAPHANGA Zodwa (RSA),0 - 3,5:11 9:11 7:11,ASSAR Khalid,2021
ITTF African Championships Yaounde 2021,2021-09-01,ABIODUN Bode/EDEM Offiong,WANDERA Josiah/SETEY Lydia,NGR,KEN,3,0,"11,11,11|4,7,3",R16,OTHER,XD,2473,Main Draw,ABIODUN Bode (NGR) / EDEM Offiong (NGR),WANDERA Josiah (KEN) / SETEY Lydia (KEN),EDEM Offiong (NGR),SETEY Lydia (KEN),3 - 0,11:4 11:7 11:3,ABIODUN Bode,2021
ITTF African Championships Yaounde 2021,2021-09-01,OMOTAYO Olajide/OSHONAIKE Olufunke,NYAIKA Ronald/SEERA Florence,NGR,UGA,3,0,"11,11,11|5,1,6",R16,OTHER,XD,2473,Main Draw,OMOTAYO Olajide (NGR) / OSHONAIKE Olufunke (NGR),NYAIKA Ronald (UGA) / SEERA Florence (UGA),OSHONAIKE Olufunke (NGR),SEERA Florence (UGA),3 - 0,11:5 11:1 11:6,OMOTAYO Olajide,2021
ITTF African Championships Yaounde 2021,2021-09-01,SALEH Ahmed/GODA Hana,MOHAMED Abdoulaye/BOBGA BOGHUMA KAHLIH,EGY,CMR,3,0,"11,11,11|3,2,4",R16,OTHER,XD,2473,Main Draw,SALEH Ahmed (EGY) / GODA Hana (EGY),MOHAMED Abdoulaye (CMR) / BOBGA BOGHUMA KAHLIH (CMR),GODA Hana (EGY),BOBGA BOGHUMA KAHLIH (CMR),0 - 3,3:11 2:11 4:11,SALEH Ahmed,2021
ITTF African Championships Yaounde 2021,2021-09-01,BOURASS Aboubaker/HAJ SALAH Abir,BOURIAH Larbi/KESSACI Katia,TUN,ALG,3,1,"12,5,11,11|10,11,7,6",R16,OTHER,XD,2473,Main Draw,BOURASS Aboubaker (TUN) / HAJ SALAH Abir (TUN),BOURIAH Larbi (ALG) / KESSACI Katia (ALG),HAJ SALAH Abir (TUN),KESSACI Katia (ALG),1 - 3,10:12 11:5 7:11 6:11,BOURASS Aboubaker,2021
ITTF African Championships Yaounde 2021,2021-09-01,GARCI Fadwa,HOSENALLY Oumehani,TUN,MRI,3,1,"7,11,11,13|11,6,9,11",2,OTHER,WT,2473,Position Draw,GARCI Fadwa (TUN),HOSENALLY Oumehani (MRI),,,3 - 1,7:11 11:6 11:9 13:11,GARCI Fadwa,2021
ITTF African Championships Yaounde 2021,2021-09-01,ZOGHLAMI Maram,JALIM Nandeshwaree,TUN,MRI,3,1,"11,7,11,11|5,11,6,8",2,OTHER,WT,2473,Position Draw,ZOGHLAMI Maram (TUN),JALIM Nandeshwaree (MRI),,,3 - 1,11:5 7:11 11:6 11:8,ZOGHLAMI Maram,2021
