tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
ITTF-Oceania Cup 2022,2022-12-17,YEE Grace Rosi,WANEGUI Julie,FIJ,NCL,4,3,"11,9,11,11,9,9,11|4,11,8,6,11,11,6",QUAL,OTHER,WS,2670,Qualification,YEE Grace Rosi (FIJ),WANEGUI Julie (NCL),,,4 - 3,11:4 9:11 11:8 11:6 9:11 9:11 11:6,YEE Grace Rosi,2022
European Championships 2022,2022-08-13,ZHANG Sofia-Xuan,RILISKYTE Emilija,ESP,LTU,3,0,"11,12,11|4,10,8",QUAL,OTHER,WS,2617,Qualification,ZHANG Sofia-Xuan (ESP),RILISKYTE Emilija (LTU),,,3 - 0,11:4 12:10 11:8,ZHANG Sofia-Xuan,2022
European Championships 2022,2022-08-13,GUISNEL Oceane,ZHANG Sofia-Xuan,FRA,ESP,3,1,"11,7,15,11|9,11,13,8",QUAL,OTHER,WS,2617,Qualification,GUISNEL Oceane (FRA),ZHANG Sofia-Xuan (ESP),,,1 - 3,9:11 11:7 13:15 8:11,GUISNEL Oceane,2022
European Championships 2022,2022-08-13,GUISNEL Oceane,RILISKYTE Emilija,FRA,LTU,3,1,"11,8,11,11|6,11,5,2",QUAL,OTHER,WS,2617,Qualification,GUISNEL Oceane (FRA),RILISKYTE Emilija (LTU),,,3 - 1,11:6 8:11 11:5 11:2,GUISNEL Oceane,2022
European Championships 2022,2022-08-13,CARLSEN Rebekka,LABOSOVA Ema,NOR,SVK,3,1,"11,11,4,11|5,8,11,7",QUAL,OTHER,WS,2617,Qualification,CARLSEN Rebekka (NOR),LABOSOVA Ema (SVK),,,1 - 3,5:11 8:11 11:4 7:11,CARLSEN Rebekka,2022
European Championships 2022,2022-08-13,LABOSOVA Ema,MUSKANTOR Rebecca,SVK,SWE,3,1,"11,9,11,11|8,11,5,3",QUAL,OTHER,WS,2617,Qualification,LABOSOVA Ema (SVK),MUSKANTOR Rebecca (SWE),,,3 - 1,11:8 9:11 11:5 11:3,LABOSOVA Ema,2022
European Championships 2022,2022-08-13,CARLSEN Rebekka,MUSKANTOR Rebecca,NOR,SWE,3,1,"6,11,11,11|11,9,7,6",QUAL,OTHER,WS,2617,Qualification,CARLSEN Rebekka (NOR),MUSKANTOR Rebecca (SWE),,,1 - 3,11:6 9:11 7:11 6:11,CARLSEN Rebekka,2022
European Championships 2022,2022-08-13,LUTZ Charlotte,JANKAUSKIENE Egle,FRA,LTU,3,2,"8,14,11,11,11|11,16,6,3,5",QUAL,OTHER,WS,2617,Qualification,LUTZ Charlotte (FRA),JANKAUSKIENE Egle (LTU),,,3 - 2,8:11 14:16 11:6 11:3 11:5,LUTZ Charlotte,2022
European Championships 2022,2022-08-13,BILENKO Tetyana,LUTZ Charlotte,UKR,FRA,3,2,"9,11,18,11,11|11,7,20,7,5",QUAL,OTHER,WS,2617,Qualification,BILENKO Tetyana (UKR),LUTZ Charlotte (FRA),,,2 - 3,11:9 7:11 20:18 7:11 5:11,BILENKO Tetyana,2022
European Championships 2022,2022-08-13,BILENKO Tetyana,JANKAUSKIENE Egle,UKR,LTU,3,0,"11,11,11|3,7,4",QUAL,OTHER,WS,2617,Qualification,BILENKO Tetyana (UKR),JANKAUSKIENE Egle (LTU),,,3 - 0,11:3 11:7 11:4,BILENKO Tetyana,2022
European Championships 2022,2022-08-13,DOBREVA Polina,MUSAJEVA Sabina,BUL,LAT,3,0,"11,11,11|2,3,6",QUAL,OTHER,WS,2617,Qualification,DOBREVA Polina (BUL),MUSAJEVA Sabina (LAT),,,3 - 0,11:2 11:3 11:6,DOBREVA Polina,2022
European Championships 2022,2022-08-13,DOBREVA Polina,STRAZAR Katarina,BUL,SLO,3,1,"11,11,11,11|7,6,13,9",QUAL,OTHER,WS,2617,Qualification,DOBREVA Polina (BUL),STRAZAR Katarina (SLO),,,3 - 1,11:7 11:6 11:13 11:9,DOBREVA Polina,2022
European Championships 2022,2022-08-13,STRAZAR Katarina,MUSAJEVA Sabina,SLO,LAT,3,0,"11,12,11|4,10,5",QUAL,OTHER,WS,2617,Qualification,STRAZAR Katarina (SLO),MUSAJEVA Sabina (LAT),,,3 - 0,11:4 12:10 11:5,STRAZAR Katarina,2022
European Championships 2022,2022-08-13,MISCHEK-COLUCCI Karoline,RODRIGUEZ Angela,AUT,ESP,3,2,"8,11,11,7,11|11,8,6,11,7",QUAL,OTHER,WS,2617,Qualification,MISCHEK-COLUCCI Karoline (AUT),RODRIGUEZ Angela (ESP),,,3 - 2,8:11 11:8 11:6 7:11 11:7,MISCHEK-COLUCCI Karoline,2022
European Championships 2022,2022-08-13,MISCHEK-COLUCCI Karoline,BLASKOVA Zdena,AUT,CZE,3,2,"7,11,3,11,12|11,5,11,8,10",QUAL,OTHER,WS,2617,Qualification,MISCHEK-COLUCCI Karoline (AUT),BLASKOVA Zdena (CZE),,,3 - 2,7:11 11:5 3:11 11:8 12:10,MISCHEK-COLUCCI Karoline,2022
European Championships 2022,2022-08-13,BLASKOVA Zdena,RODRIGUEZ Angela,CZE,ESP,3,1,"12,11,8,11|10,7,11,6",QUAL,OTHER,WS,2617,Qualification,BLASKOVA Zdena (CZE),RODRIGUEZ Angela (ESP),,,3 - 1,12:10 11:7 8:11 11:6,BLASKOVA Zdena,2022
European Championships 2022,2022-08-13,YAREMCHUK Solomiya,HRISTOVA Kalina,UKR,BUL,3,0,"11,11,11|4,8,5",QUAL,OTHER,WS,2617,Qualification,YAREMCHUK Solomiya (UKR),HRISTOVA Kalina (BUL),,,3 - 0,11:4 11:8 11:5,YAREMCHUK Solomiya,2022
European Championships 2022,2022-08-13,YAREMCHUK Solomiya,MATOS Ines,UKR,POR,3,2,"11,11,8,11,11|5,6,11,13,5",QUAL,OTHER,WS,2617,Qualification,YAREMCHUK Solomiya (UKR),MATOS Ines (POR),,,3 - 2,11:5 11:6 8:11 11:13 11:5,YAREMCHUK Solomiya,2022
European Championships 2022,2022-08-13,MATOS Ines,HRISTOVA Kalina,POR,BUL,3,1,"11,11,8,11|5,5,11,7",QUAL,OTHER,WS,2617,Qualification,MATOS Ines (POR),HRISTOVA Kalina (BUL),,,3 - 1,11:5 11:5 8:11 11:7,MATOS Ines,2022
European Championships 2022,2022-08-13,TOFANT Ana,MELETIE Foteini,SLO,CYP,3,0,"11,11,11|8,6,6",QUAL,OTHER,WS,2617,Qualification,TOFANT Ana (SLO),MELETIE Foteini (CYP),,,3 - 0,11:8 11:6 11:6,TOFANT Ana,2022
European Championships 2022,2022-08-13,TOFANT Ana,PUCHOVANOVA Nikoleta,SLO,SVK,3,2,"11,5,11,2,12|8,11,7,11,10",QUAL,OTHER,WS,2617,Qualification,TOFANT Ana (SLO),PUCHOVANOVA Nikoleta (SVK),,,3 - 2,11:8 5:11 11:7 2:11 12:10,TOFANT Ana,2022
European Championships 2022,2022-08-13,PUCHOVANOVA Nikoleta,MELETIE Foteini,SVK,CYP,3,0,"11,11,11|5,8,6",QUAL,OTHER,WS,2617,Qualification,PUCHOVANOVA Nikoleta (SVK),MELETIE Foteini (CYP),,,3 - 0,11:5 11:8 11:6,PUCHOVANOVA Nikoleta,2022
European Championships 2022,2022-08-13,BALINT Bernadett,BOGDANOVA Baiba,HUN,LAT,3,0,"11,11,11|6,7,7",QUAL,OTHER,WS,2617,Qualification,BALINT Bernadett (HUN),BOGDANOVA Baiba (LAT),,,3 - 0,11:6 11:7 11:7,BALINT Bernadett,2022
European Championships 2022,2022-08-13,CIOBANU Irina,NIKOLOV Amelia,ROU,MKD,3,0,"11,11,11|4,3,1",QUAL,OTHER,WS,2617,Qualification,CIOBANU Irina (ROU),NIKOLOV Amelia (MKD),,,3 - 0,11:4 11:3 11:1,CIOBANU Irina,2022
European Championships 2022,2022-08-13,CIOBANU Irina,BALINT Bernadett,ROU,HUN,3,0,"11,11,12|6,8,10",QUAL,OTHER,WS,2617,Qualification,CIOBANU Irina (ROU),BALINT Bernadett (HUN),,,0 - 3,6:11 8:11 10:12,CIOBANU Irina,2022
European Championships 2022,2022-08-13,BOGDANOVA Baiba,NIKOLOV Amelia,LAT,MKD,3,1,"11,7,11,11|7,11,8,7",QUAL,OTHER,WS,2617,Qualification,BOGDANOVA Baiba (LAT),NIKOLOV Amelia (MKD),,,3 - 1,11:7 7:11 11:8 11:7,BOGDANOVA Baiba,2022
European Championships 2022,2022-08-13,BALINT Bernadett,NIKOLOV Amelia,HUN,MKD,3,0,"11,11,11|4,8,1",QUAL,OTHER,WS,2617,Qualification,BALINT Bernadett (HUN),NIKOLOV Amelia (MKD),,,3 - 0,11:4 11:8 11:1,BALINT Bernadett,2022
European Championships 2022,2022-08-13,CIOBANU Irina,BOGDANOVA Baiba,ROU,LAT,3,0,"11,11,11|3,4,4",QUAL,OTHER,WS,2617,Qualification,CIOBANU Irina (ROU),BOGDANOVA Baiba (LAT),,,3 - 0,11:3 11:4 11:4,CIOBANU Irina,2022
European Championships 2022,2022-08-13,TOLIOU Aikaterini,MUNNE Mariona,GRE,ESP,3,0,"14,11,11|12,9,1",QUAL,OTHER,WS,2617,Qualification,TOLIOU Aikaterini (GRE),MUNNE Mariona (ESP),,,3 - 0,14:12 11:9 11:1,TOLIOU Aikaterini,2022
European Championships 2022,2022-08-13,PARTYKA Natalia,BIOGRADLIC Dzana,POL,BIH,3,0,"11,11,11|7,3,9",QUAL,OTHER,WS,2617,Qualification,PARTYKA Natalia (POL),BIOGRADLIC Dzana (BIH),,,3 - 0,11:7 11:3 11:9,PARTYKA Natalia,2022
European Championships 2022,2022-08-13,PARTYKA Natalia,TOLIOU Aikaterini,POL,GRE,3,0,"11,11,11|8,5,6",QUAL,OTHER,WS,2617,Qualification,PARTYKA Natalia (POL),TOLIOU Aikaterini (GRE),,,0 - 3,8:11 5:11 6:11,PARTYKA Natalia,2022
European Championships 2022,2022-08-13,BIOGRADLIC Dzana,MUNNE Mariona,BIH,ESP,3,2,"11,11,5,5,12|4,3,11,11,10",QUAL,OTHER,WS,2617,Qualification,BIOGRADLIC Dzana (BIH),MUNNE Mariona (ESP),,,2 - 3,4:11 3:11 11:5 11:5 10:12,BIOGRADLIC Dzana,2022
European Championships 2022,2022-08-13,TOLIOU Aikaterini,BIOGRADLIC Dzana,GRE,BIH,3,0,"11,11,11|2,7,7",QUAL,OTHER,WS,2617,Qualification,TOLIOU Aikaterini (GRE),BIOGRADLIC Dzana (BIH),,,3 - 0,11:2 11:7 11:7,TOLIOU Aikaterini,2022
European Championships 2022,2022-08-13,PARTYKA Natalia,MUNNE Mariona,POL,ESP,3,0,"11,11,11|5,2,9",QUAL,OTHER,WS,2617,Qualification,PARTYKA Natalia (POL),MUNNE Mariona (ESP),,,3 - 0,11:5 11:2 11:9,PARTYKA Natalia,2022
European Championships 2022,2022-08-13,YILMAZ Ozge,GNJATIC Marija,TUR,BIH,3,0,"11,11,11|8,9,4",QUAL,OTHER,WS,2617,Qualification,YILMAZ Ozge (TUR),GNJATIC Marija (BIH),,,3 - 0,11:8 11:9 11:4,YILMAZ Ozge,2022
European Championships 2022,2022-08-13,SCHREINER Franziska,CHIRIACOVA Alexandra,GER,MDA,3,0,"12,11,11|10,4,4",QUAL,OTHER,WS,2617,Qualification,SCHREINER Franziska (GER),CHIRIACOVA Alexandra (MDA),,,3 - 0,12:10 11:4 11:4,SCHREINER Franziska,2022
European Championships 2022,2022-08-13,SCHREINER Franziska,YILMAZ Ozge,GER,TUR,3,0,"11,11,11|5,8,6",QUAL,OTHER,WS,2617,Qualification,SCHREINER Franziska (GER),YILMAZ Ozge (TUR),,,0 - 3,5:11 8:11 6:11,SCHREINER Franziska,2022
European Championships 2022,2022-08-13,CHIRIACOVA Alexandra,GNJATIC Marija,MDA,BIH,3,1,"1,11,16,11|11,7,14,5",QUAL,OTHER,WS,2617,Qualification,CHIRIACOVA Alexandra (MDA),GNJATIC Marija (BIH),,,1 - 3,11:1 7:11 14:16 5:11,CHIRIACOVA Alexandra,2022
European Championships 2022,2022-08-13,YILMAZ Ozge,CHIRIACOVA Alexandra,TUR,MDA,3,0,"11,11,11|9,5,7",QUAL,OTHER,WS,2617,Qualification,YILMAZ Ozge (TUR),CHIRIACOVA Alexandra (MDA),,,3 - 0,11:9 11:5 11:7,YILMAZ Ozge,2022
European Championships 2022,2022-08-13,SCHREINER Franziska,GNJATIC Marija,GER,BIH,3,0,"11,11,11|6,6,7",QUAL,OTHER,WS,2617,Qualification,SCHREINER Franziska (GER),GNJATIC Marija (BIH),,,3 - 0,11:6 11:6 11:7,SCHREINER Franziska,2022
European Championships 2022,2022-08-13,TOMANOVSKA Katerina,MESETOVIC Harisa,CZE,BIH,3,0,"11,11,11|6,8,7",QUAL,OTHER,WS,2617,Qualification,TOMANOVSKA Katerina (CZE),MESETOVIC Harisa (BIH),,,3 - 0,11:6 11:8 11:7,TOMANOVSKA Katerina,2022
European Championships 2022,2022-08-13,BERGAND Filippa,ZEQIRI Linda,SWE,KOS,3,0,"11,11,11|3,4,5",QUAL,OTHER,WS,2617,Qualification,BERGAND Filippa (SWE),ZEQIRI Linda (KOS),,,3 - 0,11:3 11:4 11:5,BERGAND Filippa,2022
European Championships 2022,2022-08-13,TOMANOVSKA Katerina,BERGAND Filippa,CZE,SWE,3,2,"8,11,4,11,14|11,7,11,9,12",QUAL,OTHER,WS,2617,Qualification,TOMANOVSKA Katerina (CZE),BERGAND Filippa (SWE),,,3 - 2,8:11 11:7 4:11 11:9 14:12,TOMANOVSKA Katerina,2022
European Championships 2022,2022-08-13,MESETOVIC Harisa,ZEQIRI Linda,BIH,KOS,3,2,"6,11,11,6,13|11,7,5,11,11",QUAL,OTHER,WS,2617,Qualification,MESETOVIC Harisa (BIH),ZEQIRI Linda (KOS),,,3 - 2,6:11 11:7 11:5 6:11 13:11,MESETOVIC Harisa,2022
European Championships 2022,2022-08-13,TOMANOVSKA Katerina,ZEQIRI Linda,CZE,KOS,3,0,"11,11,11|0,0,0",QUAL,OTHER,WS,2617,Qualification,TOMANOVSKA Katerina (CZE),ZEQIRI Linda (KOS),,,3 - 0,11:0 11:0 11:0,TOMANOVSKA Katerina,2022
European Championships 2022,2022-08-13,BERGAND Filippa,MESETOVIC Harisa,SWE,BIH,3,0,"11,11,11|4,6,5",QUAL,OTHER,WS,2617,Qualification,BERGAND Filippa (SWE),MESETOVIC Harisa (BIH),,,3 - 0,11:4 11:6 11:5,BERGAND Filippa,2022
European Championships 2022,2022-08-13,JEGER Mateja,DEGRAEF Margo,CRO,BEL,3,2,"11,9,11,6,11|8,11,3,11,9",QR32,OTHER,WS,2617,Qualification,JEGER Mateja (CRO),DEGRAEF Margo (BEL),,,3 - 2,11:8 9:11 11:3 6:11 11:9,JEGER Mateja,2022
European Championships 2022,2022-08-13,WEGRZYN Anna,KIRICHENKO Anna,POL,FIN,3,1,"11,10,11,11|4,12,4,7",QR32,OTHER,WS,2617,Qualification,WEGRZYN Anna (POL),KIRICHENKO Anna (FIN),,,1 - 3,4:11 12:10 4:11 7:11,WEGRZYN Anna,2022
European Championships 2022,2022-08-13,ARLIA Nicole,KULAKCEKEN Simay,ITA,TUR,3,2,"10,14,11,2,14|12,12,8,11,12",QR32,OTHER,WS,2617,Qualification,ARLIA Nicole (ITA),KULAKCEKEN Simay (TUR),,,3 - 2,10:12 14:12 11:8 2:11 14:12,ARLIA Nicole,2022
European Championships 2022,2022-08-13,SURJAN Sabina,TOFTAKER Martine,SRB,NOR,3,0,"11,11,11|5,4,9",QR32,OTHER,WS,2617,Qualification,SURJAN Sabina (SRB),TOFTAKER Martine (NOR),,,3 - 0,11:5 11:4 11:9,SURJAN Sabina,2022
European Championships 2022,2022-08-13,PLAIAN Tania,AVAMERI Airi,ROU,EST,3,1,"11,11,9,11|5,3,11,8",QR32,OTHER,WS,2617,Qualification,PLAIAN Tania (ROU),AVAMERI Airi (EST),,,1 - 3,5:11 3:11 11:9 8:11,PLAIAN Tania,2022
European Championships 2022,2022-08-13,VIGNJEVIC Dragana,ZHANG Sofia-Xuan,SRB,ESP,3,0,"11,11,11|6,8,6",QR32,OTHER,WS,2617,Qualification,VIGNJEVIC Dragana (SRB),ZHANG Sofia-Xuan (ESP),,,3 - 0,11:6 11:8 11:6,VIGNJEVIC Dragana,2022
European Championships 2022,2022-08-13,SKATTET Rikke,LABOSOVA Ema,NOR,SVK,3,2,"11,5,16,9,11|9,11,14,11,5",QR32,OTHER,WS,2617,Qualification,SKATTET Rikke (NOR),LABOSOVA Ema (SVK),,,3 - 2,11:9 5:11 16:14 9:11 11:5,SKATTET Rikke,2022
European Championships 2022,2022-08-13,LUTZ Charlotte,PINTO Matilde,FRA,POR,3,1,"12,8,11,11|10,11,7,8",QR32,OTHER,WS,2617,Qualification,LUTZ Charlotte (FRA),PINTO Matilde (POR),,,1 - 3,10:12 11:8 7:11 8:11,LUTZ Charlotte,2022
European Championships 2022,2022-08-13,JEGER Mateja,BERGAND Filippa,CRO,SWE,3,1,"11,11,5,11|7,9,11,8",QR16,OTHER,WS,2617,Qualification,JEGER Mateja (CRO),BERGAND Filippa (SWE),,,1 - 3,7:11 9:11 11:5 8:11,JEGER Mateja,2022
European Championships 2022,2022-08-13,YILMAZ Ozge,WEGRZYN Anna,TUR,POL,3,1,"3,11,11,11|11,8,9,8",QR16,OTHER,WS,2617,Qualification,YILMAZ Ozge (TUR),WEGRZYN Anna (POL),,,3 - 1,3:11 11:8 11:9 11:8,YILMAZ Ozge,2022
European Championships 2022,2022-08-13,TOLIOU Aikaterini,ARLIA Nicole,GRE,ITA,3,0,"11,11,11|7,7,8",QR16,OTHER,WS,2617,Qualification,TOLIOU Aikaterini (GRE),ARLIA Nicole (ITA),,,3 - 0,11:7 11:7 11:8,TOLIOU Aikaterini,2022
European Championships 2022,2022-08-13,SURJAN Sabina,BALINT Bernadett,SRB,HUN,3,2,"11,2,9,11,12|8,11,11,7,10",QR16,OTHER,WS,2617,Qualification,SURJAN Sabina (SRB),BALINT Bernadett (HUN),,,2 - 3,8:11 11:2 11:9 7:11 10:12,SURJAN Sabina,2022
European Championships 2022,2022-08-13,PLAIAN Tania,PUCHOVANOVA Nikoleta,ROU,SVK,3,0,"11,11,11|3,8,4",QR16,OTHER,WS,2617,Qualification,PLAIAN Tania (ROU),PUCHOVANOVA Nikoleta (SVK),,,0 - 3,3:11 8:11 4:11,PLAIAN Tania,2022
European Championships 2022,2022-08-13,VIGNJEVIC Dragana,MATOS Ines,SRB,POR,3,1,"12,6,11,11|10,11,7,2",QR16,OTHER,WS,2617,Qualification,VIGNJEVIC Dragana (SRB),MATOS Ines (POR),,,1 - 3,10:12 11:6 7:11 2:11,VIGNJEVIC Dragana,2022
European Championships 2022,2022-08-13,BLASKOVA Zdena,SKATTET Rikke,CZE,NOR,3,1,"7,11,11,11|11,5,7,3",QR16,OTHER,WS,2617,Qualification,BLASKOVA Zdena (CZE),SKATTET Rikke (NOR),,,3 - 1,7:11 11:5 11:7 11:3,BLASKOVA Zdena,2022
European Championships 2022,2022-08-13,LUTZ Charlotte,STRAZAR Katarina,FRA,SLO,3,1,"11,11,6,11|7,9,11,8",QR16,OTHER,WS,2617,Qualification,LUTZ Charlotte (FRA),STRAZAR Katarina (SLO),,,1 - 3,7:11 9:11 11:6 8:11,LUTZ Charlotte,2022
European Championships 2022,2022-08-13,HAN Ying,VIGNJEVIC Dragana,GER,SRB,4,0,"11,11,11,11|5,1,3,2",R64,OTHER,WS,2617,Main Draw,HAN Ying (GER),VIGNJEVIC Dragana (SRB),,,4 - 0,11:5 11:1 11:3 11:2,HAN Ying,2022
European Championships 2022,2022-08-13,CIOBANU Irina,LUPULESKU Izabela,ROU,SRB,4,3,"5,21,7,12,11,13,11|11,19,11,14,7,11,3",R64,OTHER,WS,2617,Main Draw,CIOBANU Irina (ROU),LUPULESKU Izabela (SRB),,,3 - 4,11:5 19:21 11:7 14:12 7:11 11:13 3:11,CIOBANU Irina,2022
European Championships 2022,2022-08-13,BILENKO Tetyana,EERLAND Britt,UKR,NED,4,0,"11,11,11,11|0,0,0,0",R64,OTHER,WS,2617,Main Draw,BILENKO Tetyana (UKR),EERLAND Britt (NED),,,0 - 4,0:11 0:11 0:11 0:11,BILENKO Tetyana,2022
European Championships 2022,2022-08-13,PICCOLIN Giorgia,GONDERINGER Tessy,ITA,LUX,4,1,"12,7,11,11,11|10,11,3,6,7",R64,OTHER,WS,2617,Main Draw,PICCOLIN Giorgia (ITA),GONDERINGER Tessy (LUX),,,4 - 1,12:10 7:11 11:3 11:6 11:7,PICCOLIN Giorgia,2022
European Championships 2022,2022-08-13,SZOCS Bernadette,BLASKOVA Zdena,ROU,CZE,4,0,"11,11,12,11|6,4,10,5",R64,OTHER,WS,2617,Main Draw,SZOCS Bernadette (ROU),BLASKOVA Zdena (CZE),,,4 - 0,11:6 11:4 12:10 11:5,SZOCS Bernadette,2022
European Championships 2022,2022-08-13,POTA Georgina,MORET Rachel,HUN,SUI,4,3,"11,11,9,6,14,8,11|9,9,11,11,12,11,6",R64,OTHER,WS,2617,Main Draw,POTA Georgina (HUN),MORET Rachel (SUI),,,3 - 4,9:11 9:11 11:9 11:6 12:14 11:8 6:11,POTA Georgina,2022
European Championships 2022,2022-08-13,PAVADE Prithika,MALOBABIC Ivana,FRA,CRO,4,1,"9,11,11,11,11|11,5,4,2,7",R64,OTHER,WS,2617,Main Draw,PAVADE Prithika (FRA),MALOBABIC Ivana (CRO),,,4 - 1,9:11 11:5 11:4 11:2 11:7,PAVADE Prithika,2022
European Championships 2022,2022-08-13,POLCANOVA Sofia,YILMAZ Ozge,AUT,TUR,4,0,"11,11,11,11|7,7,7,6",R64,OTHER,WS,2617,Main Draw,POLCANOVA Sofia (AUT),YILMAZ Ozge (TUR),,,0 - 4,7:11 7:11 7:11 6:11,POLCANOVA Sofia,2022
European Championships 2022,2022-08-13,KALLBERG Christina,SEVCIKOVA Marketa,SWE,CZE,4,0,"11,12,11,11|4,10,4,8",R64,OTHER,WS,2617,Main Draw,KALLBERG Christina (SWE),SEVCIKOVA Marketa (CZE),,,0 - 4,4:11 10:12 4:11 8:11,KALLBERG Christina,2022
European Championships 2022,2022-08-13,WINTER Sabine,GUISNEL Oceane,GER,FRA,4,0,"11,11,11,13|6,9,5,11",R64,OTHER,WS,2617,Main Draw,WINTER Sabine (GER),GUISNEL Oceane (FRA),,,0 - 4,6:11 9:11 5:11 11:13,WINTER Sabine,2022
European Championships 2022,2022-08-13,KUKULKOVA Tatiana,SOLJA Amelie,SVK,AUT,4,2,"11,11,10,11,12,14|8,8,12,3,14,12",R64,OTHER,WS,2617,Main Draw,KUKULKOVA Tatiana (SVK),SOLJA Amelie (AUT),,,2 - 4,8:11 8:11 12:10 3:11 14:12 12:14,KUKULKOVA Tatiana,2022
European Championships 2022,2022-08-13,MATELOVA Hana,JEGER Mateja,CZE,CRO,4,2,"12,7,11,7,11,11|10,11,8,11,2,3",R64,OTHER,WS,2617,Main Draw,MATELOVA Hana (CZE),JEGER Mateja (CRO),,,2 - 4,10:12 11:7 8:11 11:7 2:11 3:11,MATELOVA Hana,2022
European Championships 2022,2022-08-13,NI Xia Lian,DOBREVA Polina,LUX,BUL,4,1,"8,11,11,11,11|11,9,2,7,4",R64,OTHER,WS,2617,Main Draw,NI Xia Lian (LUX),DOBREVA Polina (BUL),,,1 - 4,11:8 9:11 2:11 7:11 4:11,NI Xia Lian,2022
European Championships 2022,2022-08-13,WEGRZYN Katarzyna,DIACONU Adina,POL,ROU,4,2,"11,9,11,5,11,11|9,11,9,11,5,8",R64,OTHER,WS,2617,Main Draw,WEGRZYN Katarzyna (POL),DIACONU Adina (ROU),,,4 - 2,11:9 9:11 11:9 5:11 11:5 11:8,WEGRZYN Katarzyna,2022
European Championships 2022,2022-08-13,HAPONOVA Hanna,HARTBRICH Leonie,UKR,HUN,4,1,"11,13,11,14,11|8,15,8,12,9",R64,OTHER,WS,2617,Main Draw,HAPONOVA Hanna (UKR),HARTBRICH Leonie (HUN),,,1 - 4,8:11 15:13 8:11 12:14 9:11,HAPONOVA Hanna,2022
European Championships 2022,2022-08-13,BAJOR Natalia,KAUFMANN Annett,POL,GER,4,3,"11,9,12,11,10,8,11|7,11,10,7,12,11,9",R64,OTHER,WS,2617,Main Draw,BAJOR Natalia (POL),KAUFMANN Annett (GER),,,3 - 4,7:11 11:9 10:12 7:11 12:10 11:8 9:11,BAJOR Natalia,2022
European Championships 2022,2022-08-13,PARTYKA Natalia,VARADY Barbora,POL,SVK,4,3,"5,11,7,11,5,11,11|11,6,11,9,11,9,7",R64,OTHER,WS,2617,Main Draw,PARTYKA Natalia (POL),VARADY Barbora (SVK),,,3 - 4,11:5 6:11 11:7 9:11 11:5 9:11 7:11,PARTYKA Natalia,2022
European Championships 2022,2022-08-13,ARAPOVIC Hana,LUTZ Camille,CRO,FRA,4,3,"5,11,11,6,11,12,11|11,9,9,11,4,14,6",R64,OTHER,WS,2617,Main Draw,ARAPOVIC Hana (CRO),LUTZ Camille (FRA),,,4 - 3,5:11 11:9 11:9 6:11 11:4 12:14 11:6,ARAPOVIC Hana,2022
European Championships 2022,2022-08-13,SHAN Xiaona,PLAIAN Tania,GER,ROU,4,0,"11,11,11,13|7,5,9,11",R64,OTHER,WS,2617,Main Draw,SHAN Xiaona (GER),PLAIAN Tania (ROU),,,4 - 0,11:7 11:5 11:9 13:11,SHAN Xiaona,2022
European Championships 2022,2022-08-13,MADARASZ Dora,YAREMCHUK Solomiya,HUN,UKR,4,1,"11,11,11,8,11|6,4,6,11,8",R64,OTHER,WS,2617,Main Draw,MADARASZ Dora (HUN),YAREMCHUK Solomiya (UKR),,,4 - 1,11:6 11:4 11:6 8:11 11:8,MADARASZ Dora,2022
European Championships 2022,2022-08-13,SAMARA Elizabeta,MEN Shuohan,ROU,NED,4,0,"11,11,11,11|2,7,4,7",R64,OTHER,WS,2617,Main Draw,SAMARA Elizabeta (ROU),MEN Shuohan (NED),,,0 - 4,2:11 7:11 4:11 7:11,SAMARA Elizabeta,2022
European Championships 2022,2022-08-13,MISCHEK-COLUCCI Karoline,ALTINKAYA Sibel,AUT,TUR,4,1,"11,15,9,12,11|8,13,11,10,9",R64,OTHER,WS,2617,Main Draw,MISCHEK-COLUCCI Karoline (AUT),ALTINKAYA Sibel (TUR),,,1 - 4,8:11 13:15 11:9 10:12 9:11,MISCHEK-COLUCCI Karoline,2022
European Championships 2022,2022-08-13,XIAO Maria,SCHREINER Franziska,ESP,GER,4,3,"11,11,7,11,8,6,11|7,4,11,7,11,11,9",R64,OTHER,WS,2617,Main Draw,XIAO Maria (ESP),SCHREINER Franziska (GER),,,4 - 3,11:7 11:4 7:11 11:7 8:11 6:11 11:9,XIAO Maria,2022
European Championships 2022,2022-08-13,BERGSTROM Linda,CARLSEN Rebekka,SWE,NOR,4,0,"11,11,11,11|3,9,3,7",R64,OTHER,WS,2617,Main Draw,BERGSTROM Linda (SWE),CARLSEN Rebekka (NOR),,,4 - 0,11:3 11:9 11:3 11:7,BERGSTROM Linda,2022
European Championships 2022,2022-08-13,HO Tin-Tin,DE NUTTE Sarah,ENG,LUX,4,3,"9,11,9,11,11,5,12|11,6,11,6,6,11,10",R64,OTHER,WS,2617,Main Draw,HO Tin-Tin (ENG),DE NUTTE Sarah (LUX),,,3 - 4,11:9 6:11 11:9 6:11 6:11 11:5 10:12,HO Tin-Tin,2022
