tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Women's World Cup Guangzhou 2005,2005-12-13,ZHANG Yining,GUO Yue,CHN,CHN,4,2,"9,7,11,11,11,13|11,11,8,6,8,11",QuarterFinal,WORLD_CUP,WS,1761,Main Draw,ZHANG Yining (CHN),GUO Yue (CHN),,,4 - 2,9:11 7:11 11:8 11:6 11:8 13:11,ZHANG Yining,2005
Swedish Open Gothenburg 2005,2005-11-17,RYU Seungmin,LI Ping,KOR,QAT,4,3,"11,6,11,4,11,6,11|7,11,8,11,6,11,9",R64,GRAND_SLAM,MS,1759,Main Draw,RYU Seungmin (KOR),LI Ping (QAT),,,3 - 4,7:11 11:6 8:11 11:4 6:11 11:6 9:11,RYU Seungmin,2005
Swedish Open Gothenburg 2005,2005-11-17,LIU Guozheng,PLACHY Josef,CHN,CZE,4,0,"11,11,11,11|8,6,4,6",R64,GRAND_SLAM,MS,1759,Main Draw,LIU Guozheng (CHN),PLACHY Josef (CZE),,,4 - 0,11:8 11:6 11:4 11:6,LIU Guozheng,2005
Swedish Open Gothenburg 2005,2005-11-17,GIONIS Panagiotis,STEGER Bastian,GRE,GER,4,0,"11,11,11,11|5,7,5,5",R64,GRAND_SLAM,MS,1759,Main Draw,GIONIS Panagiotis (GRE),STEGER Bastian (GER),,,4 - 0,11:5 11:7 11:5 11:5,GIONIS Panagiotis,2005
Swedish Open Gothenburg 2005,2005-11-17,SUSS Christian,GERELL Par,GER,SWE,4,3,"10,11,11,8,11,6,11|12,5,3,11,8,11,4",R64,GRAND_SLAM,MS,1759,Main Draw,SUSS Christian (GER),GERELL Par (SWE),,,4 - 3,10:12 11:5 11:3 8:11 11:8 6:11 11:4,SUSS Christian,2005
Swedish Open Gothenburg 2005,2005-11-17,BLASZCZYK Lucjan,BOBILLIER Loic,POL,FRA,4,2,"4,12,7,11,11,11|11,10,11,8,4,4",R64,GRAND_SLAM,MS,1759,Main Draw,BLASZCZYK Lucjan (POL),BOBILLIER Loic (FRA),,,2 - 4,11:4 10:12 11:7 8:11 4:11 4:11,BLASZCZYK Lucjan,2005
Swedish Open Gothenburg 2005,2005-11-17,XU Hui,KORBEL Petr,CHN,CZE,4,0,"11,13,11,11|5,11,7,8",R64,GRAND_SLAM,MS,1759,Main Draw,XU Hui (CHN),KORBEL Petr (CZE),,,0 - 4,5:11 11:13 7:11 8:11,XU Hui,2005
Swedish Open Gothenburg 2005,2005-11-17,OLEJNIK Martin,CHILA Patrick,CZE,FRA,4,2,"11,10,11,11,9,11|7,12,6,4,11,6",R64,GRAND_SLAM,MS,1759,Main Draw,OLEJNIK Martin (CZE),CHILA Patrick (FRA),,,4 - 2,11:7 10:12 11:6 11:4 9:11 11:6,OLEJNIK Martin,2005
Swedish Open Gothenburg 2005,2005-11-17,WANG Zengyi,LEGOUT Christophe,POL,FRA,4,1,"5,11,12,11,11|11,5,10,8,7",R64,GRAND_SLAM,MS,1759,Main Draw,WANG Zengyi (POL),LEGOUT Christophe (FRA),,,1 - 4,11:5 5:11 10:12 8:11 7:11,WANG Zengyi,2005
Swedish Open Gothenburg 2005,2005-11-17,CHEN Weixing,FILIMON Andrei,AUT,ROU,4,0,"11,12,11,11|8,10,5,7",R64,GRAND_SLAM,MS,1759,Main Draw,CHEN Weixing (AUT),FILIMON Andrei (ROU),,,0 - 4,8:11 10:12 5:11 7:11,CHEN Weixing,2005
Swedish Open Gothenburg 2005,2005-11-17,SAIVE Jean-Michel,LIM Jaehyun,BEL,KOR,4,1,"11,11,12,11,11|8,4,14,5,8",R64,GRAND_SLAM,MS,1759,Main Draw,SAIVE Jean-Michel (BEL),LIM Jaehyun (KOR),,,4 - 1,11:8 11:4 12:14 11:5 11:8,SAIVE Jean-Michel,2005
Swedish Open Gothenburg 2005,2005-11-17,YANG Min,VOSTES Yannick,ITA,BEL,4,1,"11,11,11,9,11|4,8,1,11,6",R64,GRAND_SLAM,MS,1759,Main Draw,YANG Min (ITA),VOSTES Yannick (BEL),,,1 - 4,4:11 8:11 1:11 11:9 6:11,YANG Min,2005
Swedish Open Gothenburg 2005,2005-11-17,LIN Ju,CABESTANY Cedrik,DOM,FRA,4,1,"11,11,6,11,13|9,7,11,9,11",R64,GRAND_SLAM,MS,1759,Main Draw,LIN Ju (DOM),CABESTANY Cedrik (FRA),,,4 - 1,11:9 11:7 6:11 11:9 13:11,LIN Ju,2005
Swedish Open Gothenburg 2005,2005-11-17,SUCH Bartosz,CHOI Hyunjin,POL,KOR,4,3,"13,7,9,4,11,11,11|11,11,11,11,7,9,9",R64,GRAND_SLAM,MS,1759,Main Draw,SUCH Bartosz (POL),CHOI Hyunjin (KOR),,,3 - 4,11:13 11:7 11:9 11:4 7:11 9:11 9:11,SUCH Bartosz,2005
Swedish Open Gothenburg 2005,2005-11-17,ERLANDSEN Geir,SMIRNOV Alexey,NOR,RUS,4,2,"11,15,5,6,11,11|8,13,11,11,4,6",R64,GRAND_SLAM,MS,1759,Main Draw,ERLANDSEN Geir (NOR),SMIRNOV Alexey (RUS),,,2 - 4,8:11 13:15 11:5 11:6 4:11 6:11,ERLANDSEN Geir,2005
Swedish Open Gothenburg 2005,2005-11-17,CHEUNG Yuk,MAZUNOV Dmitry,HKG,RUS,4,1,"11,11,12,11,12|13,1,10,9,10",R64,GRAND_SLAM,MS,1759,Main Draw,CHEUNG Yuk (HKG),MAZUNOV Dmitry (RUS),,,1 - 4,13:11 1:11 10:12 9:11 10:12,CHEUNG Yuk,2005
Swedish Open Gothenburg 2005,2005-11-17,KEEN Trinko,KEINATH Thomas,NED,SVK,4,3,"11,7,8,11,12,11,13|13,11,11,9,10,8,11",R64,GRAND_SLAM,MS,1759,Main Draw,KEEN Trinko (NED),KEINATH Thomas (SVK),,,4 - 3,11:13 7:11 8:11 11:9 12:10 11:8 13:11,KEEN Trinko,2005
Swedish Open Gothenburg 2005,2005-11-17,OH Sangeun,JAKAB Janos,KOR,HUN,4,1,"9,11,11,11,11|11,7,7,6,4",R64,GRAND_SLAM,MS,1759,Main Draw,OH Sangeun (KOR),JAKAB Janos (HUN),,,1 - 4,11:9 7:11 7:11 6:11 4:11,OH Sangeun,2005
Swedish Open Gothenburg 2005,2005-11-17,BOLL Timo,TOSIC Roko,GER,CRO,4,0,"11,11,11,11|8,6,3,8",R32,GRAND_SLAM,MS,1759,Main Draw,BOLL Timo (GER),TOSIC Roko (CRO),,,4 - 0,11:8 11:6 11:3 11:8,BOLL Timo,2005
Swedish Open Gothenburg 2005,2005-11-17,LEE Jungwoo,ELOI Damien,KOR,FRA,4,0,"11,11,12,11|6,8,10,6",R32,GRAND_SLAM,MS,1759,Main Draw,LEE Jungwoo (KOR),ELOI Damien (FRA),,,0 - 4,6:11 8:11 10:12 6:11,LEE Jungwoo,2005
Swedish Open Gothenburg 2005,2005-11-17,MA Long,JOO Saehyuk,CHN,KOR,4,3,"11,11,11,11,11,7,11|13,3,8,13,9,11,8",R32,GRAND_SLAM,MS,1759,Main Draw,MA Long (CHN),JOO Saehyuk (KOR),,,3 - 4,13:11 3:11 8:11 13:11 9:11 11:7 8:11,MA Long,2005
Swedish Open Gothenburg 2005,2005-11-17,SCHLAGER Werner,WOSIK Torben,AUT,GER,4,1,"11,11,6,11,11|2,8,11,9,9",R32,GRAND_SLAM,MS,1759,Main Draw,SCHLAGER Werner (AUT),WOSIK Torben (GER),,,1 - 4,2:11 8:11 11:6 9:11 9:11,SCHLAGER Werner,2005
Swedish Open Gothenburg 2005,2005-11-17,CHUANG Chih-Yuan,HIELSCHER Lars,TPE,GER,4,2,"8,11,11,11,9,11|11,5,7,9,11,6",R32,GRAND_SLAM,MS,1759,Main Draw,CHUANG Chih-Yuan (TPE),HIELSCHER Lars (GER),,,4 - 2,8:11 11:5 11:7 11:9 9:11 11:6,CHUANG Chih-Yuan,2005
Swedish Open Gothenburg 2005,2005-11-17,TAN Ruiwu,KARLSSON Peter,CRO,SWE,4,2,"11,11,8,6,11,11|5,4,11,11,7,8",R32,GRAND_SLAM,MS,1759,Main Draw,TAN Ruiwu (CRO),KARLSSON Peter (SWE),,,4 - 2,11:5 11:4 8:11 6:11 11:7 11:8,TAN Ruiwu,2005
Swedish Open Gothenburg 2005,2005-11-17,HAO Shuai,LEUNG Chu Yan,CHN,HKG,4,2,"9,12,8,11,11,11|11,0,11,9,9,6",R32,GRAND_SLAM,MS,1759,Main Draw,HAO Shuai (CHN),LEUNG Chu Yan (HKG),,,4 - 2,9:11 12:0 8:11 11:9 11:9 11:6,HAO Shuai,2005
Swedish Open Gothenburg 2005,2005-11-17,ZHANG Chao,RYU Seungmin,CHN,KOR,4,2,"11,11,7,8,11,11|9,8,11,11,6,5",R32,GRAND_SLAM,MS,1759,Main Draw,ZHANG Chao (CHN),RYU Seungmin (KOR),,,4 - 2,11:9 11:8 7:11 8:11 11:6 11:5,ZHANG Chao,2005
Swedish Open Gothenburg 2005,2005-11-17,LIU Guozheng,GIONIS Panagiotis,CHN,GRE,4,0,"11,11,11,16|9,6,9,14",R32,GRAND_SLAM,MS,1759,Main Draw,LIU Guozheng (CHN),GIONIS Panagiotis (GRE),,,4 - 0,11:9 11:6 11:9 16:14,LIU Guozheng,2005
Swedish Open Gothenburg 2005,2005-11-17,BLASZCZYK Lucjan,SUSS Christian,POL,GER,4,2,"11,5,11,6,11,11|9,11,9,11,2,9",R32,GRAND_SLAM,MS,1759,Main Draw,BLASZCZYK Lucjan (POL),SUSS Christian (GER),,,2 - 4,9:11 11:5 9:11 11:6 2:11 9:11,BLASZCZYK Lucjan,2005
Swedish Open Gothenburg 2005,2005-11-17,XU Hui,OLEJNIK Martin,CHN,CZE,4,2,"9,11,7,11,11,11|11,8,11,6,8,5",R32,GRAND_SLAM,MS,1759,Main Draw,XU Hui (CHN),OLEJNIK Martin (CZE),,,4 - 2,9:11 11:8 7:11 11:6 11:8 11:5,XU Hui,2005
Swedish Open Gothenburg 2005,2005-11-17,CHEN Weixing,WANG Zengyi,AUT,POL,4,1,"11,7,11,11,11|5,11,8,9,9",R32,GRAND_SLAM,MS,1759,Main Draw,CHEN Weixing (AUT),WANG Zengyi (POL),,,1 - 4,5:11 11:7 8:11 9:11 9:11,CHEN Weixing,2005
Swedish Open Gothenburg 2005,2005-11-17,SAIVE Jean-Michel,YANG Min,BEL,ITA,4,1,"11,6,11,11,11|6,11,4,7,8",R32,GRAND_SLAM,MS,1759,Main Draw,SAIVE Jean-Michel (BEL),YANG Min (ITA),,,4 - 1,11:6 6:11 11:4 11:7 11:8,SAIVE Jean-Michel,2005
Swedish Open Gothenburg 2005,2005-11-17,LIN Ju,SUCH Bartosz,DOM,POL,4,0,"11,11,11,11|9,8,9,7",R32,GRAND_SLAM,MS,1759,Main Draw,LIN Ju (DOM),SUCH Bartosz (POL),,,4 - 0,11:9 11:8 11:9 11:7,LIN Ju,2005
Swedish Open Gothenburg 2005,2005-11-17,CHEUNG Yuk,ERLANDSEN Geir,HKG,NOR,4,2,"6,11,6,11,11,11|11,4,11,7,8,1",R32,GRAND_SLAM,MS,1759,Main Draw,CHEUNG Yuk (HKG),ERLANDSEN Geir (NOR),,,2 - 4,11:6 4:11 11:6 7:11 8:11 1:11,CHEUNG Yuk,2005
Swedish Open Gothenburg 2005,2005-11-17,KEEN Trinko,OH Sangeun,NED,KOR,4,3,"11,11,3,8,5,11,11|9,5,11,11,11,8,3",R32,GRAND_SLAM,MS,1759,Main Draw,KEEN Trinko (NED),OH Sangeun (KOR),,,4 - 3,11:9 11:5 3:11 8:11 5:11 11:8 11:3,KEEN Trinko,2005
Swedish Open Gothenburg 2005,2005-11-17,BOLL Timo,LEE Jungwoo,GER,KOR,4,2,"8,11,11,11,7,11|11,8,8,4,11,5",R16,GRAND_SLAM,MS,1759,Main Draw,BOLL Timo (GER),LEE Jungwoo (KOR),,,4 - 2,8:11 11:8 11:8 11:4 7:11 11:5,BOLL Timo,2005
Swedish Open Gothenburg 2005,2005-11-17,MA Long,SCHLAGER Werner,CHN,AUT,4,0,"11,11,11,11|2,8,8,5",R16,GRAND_SLAM,MS,1759,Main Draw,MA Long (CHN),SCHLAGER Werner (AUT),,,4 - 0,11:2 11:8 11:8 11:5,MA Long,2005
Swedish Open Gothenburg 2005,2005-11-17,CHUANG Chih-Yuan,TAN Ruiwu,TPE,CRO,4,2,"6,11,11,11,9,11|11,2,9,7,11,8",R16,GRAND_SLAM,MS,1759,Main Draw,CHUANG Chih-Yuan (TPE),TAN Ruiwu (CRO),,,4 - 2,6:11 11:2 11:9 11:7 9:11 11:8,CHUANG Chih-Yuan,2005
Swedish Open Gothenburg 2005,2005-11-17,HAO Shuai,ZHANG Chao,CHN,CHN,4,2,"11,11,11,7,12,14|3,9,7,11,14,12",R16,GRAND_SLAM,MS,1759,Main Draw,HAO Shuai (CHN),ZHANG Chao (CHN),,,4 - 2,11:3 11:9 11:7 7:11 12:14 14:12,HAO Shuai,2005
Swedish Open Gothenburg 2005,2005-11-17,LIU Guozheng,BLASZCZYK Lucjan,CHN,POL,4,1,"6,11,12,11,11|11,8,10,7,7",R16,GRAND_SLAM,MS,1759,Main Draw,LIU Guozheng (CHN),BLASZCZYK Lucjan (POL),,,4 - 1,6:11 11:8 12:10 11:7 11:7,LIU Guozheng,2005
Swedish Open Gothenburg 2005,2005-11-17,CHEN Weixing,XU Hui,AUT,CHN,4,2,"8,14,9,11,11,11|11,12,11,5,9,9",R16,GRAND_SLAM,MS,1759,Main Draw,CHEN Weixing (AUT),XU Hui (CHN),,,2 - 4,11:8 12:14 11:9 5:11 9:11 9:11,CHEN Weixing,2005
Swedish Open Gothenburg 2005,2005-11-17,SAIVE Jean-Michel,LIN Ju,BEL,DOM,4,1,"11,11,8,11,11|8,5,11,6,7",R16,GRAND_SLAM,MS,1759,Main Draw,SAIVE Jean-Michel (BEL),LIN Ju (DOM),,,4 - 1,11:8 11:5 8:11 11:6 11:7,SAIVE Jean-Michel,2005
Swedish Open Gothenburg 2005,2005-11-17,KEEN Trinko,CHEUNG Yuk,NED,HKG,4,1,"11,5,11,11,11|7,11,9,9,1",R16,GRAND_SLAM,MS,1759,Main Draw,KEEN Trinko (NED),CHEUNG Yuk (HKG),,,1 - 4,7:11 11:5 9:11 9:11 1:11,KEEN Trinko,2005
Swedish Open Gothenburg 2005,2005-11-17,BOLL Timo,MA Long,GER,CHN,4,2,"6,11,11,11,8,11|11,7,6,9,11,1",QuarterFinal,GRAND_SLAM,MS,1759,Main Draw,BOLL Timo (GER),MA Long (CHN),,,4 - 2,6:11 11:7 11:6 11:9 8:11 11:1,BOLL Timo,2005
Swedish Open Gothenburg 2005,2005-11-17,HAO Shuai,CHUANG Chih-Yuan,CHN,TPE,4,3,"7,11,6,11,5,11,11|11,5,11,9,11,4,5",QuarterFinal,GRAND_SLAM,MS,1759,Main Draw,HAO Shuai (CHN),CHUANG Chih-Yuan (TPE),,,3 - 4,11:7 5:11 11:6 9:11 11:5 4:11 5:11,HAO Shuai,2005
Swedish Open Gothenburg 2005,2005-11-17,LIU Guozheng,CHEN Weixing,CHN,AUT,4,3,"11,8,11,3,11,9,11|4,11,6,11,4,11,4",QuarterFinal,GRAND_SLAM,MS,1759,Main Draw,LIU Guozheng (CHN),CHEN Weixing (AUT),,,4 - 3,11:4 8:11 11:6 3:11 11:4 9:11 11:4,LIU Guozheng,2005
Swedish Open Gothenburg 2005,2005-11-17,SAIVE Jean-Michel,KEEN Trinko,BEL,NED,4,3,"9,5,12,1,11,11,11|11,11,10,11,7,8,7",QuarterFinal,GRAND_SLAM,MS,1759,Main Draw,SAIVE Jean-Michel (BEL),KEEN Trinko (NED),,,4 - 3,9:11 5:11 12:10 1:11 11:7 11:8 11:7,SAIVE Jean-Michel,2005
Swedish Open Gothenburg 2005,2005-11-17,BOLL Timo,HAO Shuai,GER,CHN,4,1,"11,11,11,5,11|6,3,7,11,9",SemiFinal,GRAND_SLAM,MS,1759,Main Draw,BOLL Timo (GER),HAO Shuai (CHN),,,4 - 1,11:6 11:3 11:7 5:11 11:9,BOLL Timo,2005
Swedish Open Gothenburg 2005,2005-11-17,SAIVE Jean-Michel,LIU Guozheng,BEL,CHN,4,1,"5,11,11,11,13|11,4,9,3,11",SemiFinal,GRAND_SLAM,MS,1759,Main Draw,SAIVE Jean-Michel (BEL),LIU Guozheng (CHN),,,1 - 4,11:5 4:11 9:11 3:11 11:13,SAIVE Jean-Michel,2005
Swedish Open Gothenburg 2005,2005-11-17,BOLL Timo,SAIVE Jean-Michel,GER,BEL,4,2,"8,11,11,10,11,13|11,7,7,12,6,11",Final,GRAND_SLAM,MS,1759,Main Draw,BOLL Timo (GER),SAIVE Jean-Michel (BEL),,,4 - 2,8:11 11:7 11:7 10:12 11:6 13:11,BOLL Timo,2005
Swedish Open Gothenburg 2005,2005-11-17,BOBILLIER Loic,CHO Jihoon,FRA,KOR,4,0,"13,11,11,11|11,8,7,6",QR64,GRAND_SLAM,MS,1759,Qualification,BOBILLIER Loic (FRA),CHO Jihoon (KOR),,,0 - 4,11:13 8:11 7:11 6:11,BOBILLIER Loic,2005
Swedish Open Gothenburg 2005,2005-11-17,JAKAB Janos,ZUBCIC Tomislav,HUN,CRO,4,1,"12,11,7,11,11|10,5,11,6,7",QR64,GRAND_SLAM,MS,1759,Qualification,JAKAB Janos (HUN),ZUBCIC Tomislav (CRO),,,1 - 4,10:12 5:11 11:7 6:11 7:11,JAKAB Janos,2005
Swedish Open Gothenburg 2005,2005-11-17,TANG Peng,CHO Eonrae,HKG,KOR,4,1,"8,12,11,11,11|11,10,6,1,6",QR64,GRAND_SLAM,MS,1759,Qualification,TANG Peng (HKG),CHO Eonrae (KOR),,,1 - 4,11:8 10:12 6:11 1:11 6:11,TANG Peng,2005
Swedish Open Gothenburg 2005,2005-11-17,MIZUTANI Jun,STENBERG Mattias,JPN,SWE,4,1,"12,11,11,7,11|10,7,8,11,6",QR64,GRAND_SLAM,MS,1759,Qualification,MIZUTANI Jun (JPN),STENBERG Mattias (SWE),,,4 - 1,12:10 11:7 11:8 7:11 11:6,MIZUTANI Jun,2005
Swedish Open Gothenburg 2005,2005-11-17,CARNEROS Alfredo,MOLIN Magnus,ESP,SWE,4,2,"11,11,9,11,9,11|9,5,11,9,11,9",QR64,GRAND_SLAM,MS,1759,Qualification,CARNEROS Alfredo (ESP),MOLIN Magnus (SWE),,,2 - 4,9:11 5:11 11:9 9:11 11:9 9:11,CARNEROS Alfredo,2005
Swedish Open Gothenburg 2005,2005-11-17,PLACHY Josef,FETH Stefan,CZE,GER,4,1,"10,11,11,11,11|12,9,6,9,9",QR64,GRAND_SLAM,MS,1759,Qualification,PLACHY Josef (CZE),FETH Stefan (GER),,,4 - 1,10:12 11:9 11:6 11:9 11:9,PLACHY Josef,2005
Swedish Open Gothenburg 2005,2005-11-17,GERELL Par,JIANG Tianyi,SWE,HKG,4,0,"11,12,15,11|7,10,13,7",QR64,GRAND_SLAM,MS,1759,Qualification,GERELL Par (SWE),JIANG Tianyi (HKG),,,4 - 0,11:7 12:10 15:13 11:7,GERELL Par,2005
Swedish Open Gothenburg 2005,2005-11-17,FILIMON Andrei,MOLDOVAN Istvan,ROU,NOR,4,3,"7,11,4,7,11,11,11|11,9,11,11,8,7,3",QR64,GRAND_SLAM,MS,1759,Qualification,FILIMON Andrei (ROU),MOLDOVAN Istvan (NOR),,,4 - 3,7:11 11:9 4:11 7:11 11:8 11:7 11:3,FILIMON Andrei,2005
Swedish Open Gothenburg 2005,2005-11-17,XU Hui,MONTEIRO Joao,CHN,POR,4,0,"11,11,13,11|2,9,11,5",QR64,GRAND_SLAM,MS,1759,Qualification,XU Hui (CHN),MONTEIRO Joao (POR),,,4 - 0,11:2 11:9 13:11 11:5,XU Hui,2005
Swedish Open Gothenburg 2005,2005-11-17,LI Ping,OLLIVIER Brice,QAT,FRA,4,0,"11,11,11,11|7,5,9,6",QR64,GRAND_SLAM,MS,1759,Qualification,LI Ping (QAT),OLLIVIER Brice (FRA),,,0 - 4,7:11 5:11 9:11 6:11,LI Ping,2005
Swedish Open Gothenburg 2005,2005-11-17,JIANG Weizhong,MACHADO Carlos,CRO,ESP,4,3,"9,11,11,5,11,7,12|11,6,9,11,8,11,10",QR64,GRAND_SLAM,MS,1759,Qualification,JIANG Weizhong (CRO),MACHADO Carlos (ESP),,,4 - 3,9:11 11:6 11:9 5:11 11:8 7:11 12:10,JIANG Weizhong,2005
Swedish Open Gothenburg 2005,2005-11-17,VOZICKY Bohumil,TAKAKIWA Taku,CZE,JPN,4,2,"4,5,11,11,11,11|11,11,9,7,4,9",QR64,GRAND_SLAM,MS,1759,Qualification,VOZICKY Bohumil (CZE),TAKAKIWA Taku (JPN),,,2 - 4,11:4 11:5 9:11 7:11 4:11 9:11,VOZICKY Bohumil,2005
Swedish Open Gothenburg 2005,2005-11-17,OLEJNIK Martin,PHUNG Armand,CZE,FRA,4,2,"15,7,11,9,11,11|13,11,3,11,7,6",QR64,GRAND_SLAM,MS,1759,Qualification,OLEJNIK Martin (CZE),PHUNG Armand (FRA),,,4 - 2,15:13 7:11 11:3 9:11 11:7 11:6,OLEJNIK Martin,2005
Swedish Open Gothenburg 2005,2005-11-17,MANSSON Magnus,FAN Guoliang,SWE,ESP,4,2,"3,11,5,11,11,11|11,6,11,3,8,8",QR64,GRAND_SLAM,MS,1759,Qualification,MANSSON Magnus (SWE),FAN Guoliang (ESP),,,4 - 2,3:11 11:6 5:11 11:3 11:8 11:8,MANSSON Magnus,2005
Swedish Open Gothenburg 2005,2005-11-17,LO Dany,KISHIKAWA Seiya,FRA,JPN,4,3,"11,11,13,3,7,8,12|5,9,11,11,11,11,10",QR64,GRAND_SLAM,MS,1759,Qualification,LO Dany (FRA),KISHIKAWA Seiya (JPN),,,3 - 4,5:11 9:11 11:13 11:3 11:7 11:8 10:12,LO Dany,2005
Swedish Open Gothenburg 2005,2005-11-17,HOYAMA Hugo,ROBERTSON Adam,BRA,WAL,4,0,"13,11,11,11|11,5,6,5",QR64,GRAND_SLAM,MS,1759,Qualification,HOYAMA Hugo (BRA),ROBERTSON Adam (WAL),,,0 - 4,11:13 5:11 6:11 5:11,HOYAMA Hugo,2005
Swedish Open Gothenburg 2005,2005-11-17,CABESTANY Cedrik,TAKAKIWA Kenichi,FRA,JPN,4,1,"11,11,11,11,11|9,9,13,3,4",QR64,GRAND_SLAM,MS,1759,Qualification,CABESTANY Cedrik (FRA),TAKAKIWA Kenichi (JPN),,,4 - 1,11:9 11:9 11:13 11:3 11:4,CABESTANY Cedrik,2005
Swedish Open Gothenburg 2005,2005-11-17,KLEPRLIK Michal,DAVIDOVICH Dmitry,CZE,BLR,3,1,"11,11,4,15|5,8,11,13",,GRAND_SLAM,U21MS,1759,Qualification,KLEPRLIK Michal (CZE),DAVIDOVICH Dmitry (BLR),,,1 - 3,5:11 8:11 11:4 13:15,KLEPRLIK Michal,2005
Swedish Open Gothenburg 2005,2005-11-17,APOLONIA Tiago,KLEPRLIK Michal,POR,CZE,3,1,"12,6,11,11|10,11,6,4",QR2,GRAND_SLAM,U21MS,1759,Qualification,APOLONIA Tiago (POR),KLEPRLIK Michal (CZE),,,3 - 1,12:10 6:11 11:6 11:4,APOLONIA Tiago,2005
Swedish Open Gothenburg 2005,2005-11-17,APOLONIA Tiago,DAVIDOVICH Dmitry,POR,BLR,3,0,"11,11,11|5,6,2",3,GRAND_SLAM,U21MS,1759,Qualification,APOLONIA Tiago (POR),DAVIDOVICH Dmitry (BLR),,,3 - 0,11:5 11:6 11:2,APOLONIA Tiago,2005
Swedish Open Gothenburg 2005,2005-11-17,MATTENET Adrien,HINSE Pierre-Luc,FRA,CAN,3,2,"13,12,6,11,12|11,14,11,7,10",,GRAND_SLAM,U21MS,1759,Qualification,MATTENET Adrien (FRA),HINSE Pierre-Luc (CAN),,,3 - 2,13:11 12:14 6:11 11:7 12:10,MATTENET Adrien,2005
Swedish Open Gothenburg 2005,2005-11-17,NAKANO Yusuke,HINSE Pierre-Luc,JPN,CAN,3,1,"7,11,11,11|11,9,4,3",QR2,GRAND_SLAM,U21MS,1759,Qualification,NAKANO Yusuke (JPN),HINSE Pierre-Luc (CAN),,,3 - 1,7:11 11:9 11:4 11:3,NAKANO Yusuke,2005
Swedish Open Gothenburg 2005,2005-11-17,MATTENET Adrien,NAKANO Yusuke,FRA,JPN,3,0,"12,11,11|10,2,9",3,GRAND_SLAM,U21MS,1759,Qualification,MATTENET Adrien (FRA),NAKANO Yusuke (JPN),,,0 - 3,10:12 2:11 9:11,MATTENET Adrien,2005
Swedish Open Gothenburg 2005,2005-11-17,BAUBET Vincent,STERNBERG Kasper,FRA,DEN,3,1,"11,14,8,11|9,12,11,6",,GRAND_SLAM,U21MS,1759,Qualification,BAUBET Vincent (FRA),STERNBERG Kasper (DEN),,,3 - 1,11:9 14:12 8:11 11:6,BAUBET Vincent,2005
Swedish Open Gothenburg 2005,2005-11-17,CHOU Tung-Yu,STERNBERG Kasper,TPE,DEN,3,0,"11,11,11|9,9,6",QR2,GRAND_SLAM,U21MS,1759,Qualification,CHOU Tung-Yu (TPE),STERNBERG Kasper (DEN),,,3 - 0,11:9 11:9 11:6,CHOU Tung-Yu,2005
Swedish Open Gothenburg 2005,2005-11-17,MADRID Marcos,BALTRUSHKA Dzmitry,MEX,BLR,3,1,"11,5,12,11|9,11,10,9",,GRAND_SLAM,U21MS,1759,Qualification,MADRID Marcos (MEX),BALTRUSHKA Dzmitry (BLR),,,3 - 1,11:9 5:11 12:10 11:9,MADRID Marcos,2005
Swedish Open Gothenburg 2005,2005-11-17,DESPRES Rodolphe,BALTRUSHKA Dzmitry,FRA,BLR,3,2,"7,11,5,11,11|11,9,11,9,8",QR2,GRAND_SLAM,U21MS,1759,Qualification,DESPRES Rodolphe (FRA),BALTRUSHKA Dzmitry (BLR),,,3 - 2,7:11 11:9 5:11 11:9 11:8,DESPRES Rodolphe,2005
Swedish Open Gothenburg 2005,2005-11-17,DESPRES Rodolphe,MADRID Marcos,FRA,MEX,3,0,"11,11,11|4,7,7",3,GRAND_SLAM,U21MS,1759,Qualification,DESPRES Rodolphe (FRA),MADRID Marcos (MEX),,,3 - 0,11:4 11:7 11:7,DESPRES Rodolphe,2005
Swedish Open Gothenburg 2005,2005-11-17,AARAS Arne,RAMSTRAND Tomas,NOR,SWE,3,1,"11,11,6,13|4,8,11,11",,GRAND_SLAM,U21MS,1759,Qualification,AARAS Arne (NOR),RAMSTRAND Tomas (SWE),,,3 - 1,11:4 11:8 6:11 13:11,AARAS Arne,2005
Swedish Open Gothenburg 2005,2005-11-17,ELENSKY Gregory,RAMSTRAND Tomas,ISR,SWE,3,1,"11,9,11,11|8,11,6,5",QR2,GRAND_SLAM,U21MS,1759,Qualification,ELENSKY Gregory (ISR),RAMSTRAND Tomas (SWE),,,3 - 1,11:8 9:11 11:6 11:5,ELENSKY Gregory,2005
Swedish Open Gothenburg 2005,2005-11-17,ELENSKY Gregory,AARAS Arne,ISR,NOR,3,1,"7,13,11,11|11,11,8,8",3,GRAND_SLAM,U21MS,1759,Qualification,ELENSKY Gregory (ISR),AARAS Arne (NOR),,,3 - 1,7:11 13:11 11:8 11:8,ELENSKY Gregory,2005
Swedish Open Gothenburg 2005,2005-11-17,CARVALHO Efraim,ZLAMAL Jaromir,BRA,CZE,3,1,"8,11,13,11|11,7,11,9",,GRAND_SLAM,U21MS,1759,Qualification,CARVALHO Efraim (BRA),ZLAMAL Jaromir (CZE),,,3 - 1,8:11 11:7 13:11 11:9,CARVALHO Efraim,2005
