tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
World Tour Swedish Open Stockholm 2016,2016-11-15,GROTH Jonathan,WANG Yang,DEN,SVK,4,3,"11,10,11,10,15,11,11|7,12,5,12,17,4,7",R16,GRAND_SLAM,MS,382,Main Draw,WANG Yang (SVK),GROTH Jonathan (DEN),,,3 - 4,7:11 12:10 5:11 12:10 17:15 4:11 7:11,GROTH Jonathan,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,KARLSSON Mattias,NIWA Koki,SWE,JPN,4,1,"6,11,11,11,11|11,8,8,7,2",R16,GRAND_SLAM,MS,382,Main Draw,KARLSSON Mattias (SWE),NIWA Koki (JPN),,,4 - 1,6:11 11:8 11:8 11:7 11:2,KARLSSON Mattias,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,OSHIMA Yuya,MENGEL Steffen,JPN,GER,4,1,"9,11,11,11,11|11,2,7,9,7",R16,GRAND_SLAM,MS,382,Main Draw,MENGEL Steffen (GER),OSHIMA Yuya (JPN),,,1 - 4,11:9 2:11 7:11 9:11 7:11,OSHIMA Yuya,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,OUAICHE Stephane,KOU Lei,ALG,UKR,4,3,"11,11,7,11,0,12,11|7,13,11,6,11,10,8",R16,GRAND_SLAM,MS,382,Main Draw,KOU Lei (UKR),OUAICHE Stephane (ALG),,,3 - 4,7:11 13:11 11:7 6:11 11:0 10:12 8:11,OUAICHE Stephane,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MATSUDAIRA Kenta,DUDA Benedikt,JPN,GER,4,3,"7,8,11,5,12,12,11|11,11,3,11,10,10,8",R16,GRAND_SLAM,MS,382,Main Draw,DUDA Benedikt (GER),MATSUDAIRA Kenta (JPN),,,3 - 4,11:7 11:8 3:11 11:5 10:12 10:12 8:11,MATSUDAIRA Kenta,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,FREITAS Marcos,CHEN Chien-An,POR,TPE,4,1,"2,17,11,11,11|11,15,7,4,4",R16,GRAND_SLAM,MS,382,Main Draw,CHEN Chien-An (TPE),FREITAS Marcos (POR),,,1 - 4,11:2 15:17 7:11 4:11 4:11,FREITAS Marcos,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,OVTCHAROV Dimitrij,PITCHFORD Liam,GER,ENG,4,1,"14,11,7,11,16|12,6,11,3,14",QuarterFinal,GRAND_SLAM,MS,382,Main Draw,OVTCHAROV Dimitrij (GER),PITCHFORD Liam (ENG),,,4 - 1,14:12 11:6 7:11 11:3 16:14,OVTCHAROV Dimitrij,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,KARLSSON Mattias,GROTH Jonathan,SWE,DEN,4,3,"11,11,11,9,5,7,11|2,6,5,11,11,11,9",QuarterFinal,GRAND_SLAM,MS,382,Main Draw,GROTH Jonathan (DEN),KARLSSON Mattias (SWE),,,3 - 4,2:11 6:11 5:11 11:9 11:5 11:7 9:11,KARLSSON Mattias,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,OSHIMA Yuya,OUAICHE Stephane,JPN,ALG,4,0,"11,11,11,11|6,5,9,7",QuarterFinal,GRAND_SLAM,MS,382,Main Draw,OSHIMA Yuya (JPN),OUAICHE Stephane (ALG),,,4 - 0,11:6 11:5 11:9 11:7,OSHIMA Yuya,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MATSUDAIRA Kenta,FREITAS Marcos,JPN,POR,4,1,"9,11,12,11,12|11,8,10,5,10",QuarterFinal,GRAND_SLAM,MS,382,Main Draw,MATSUDAIRA Kenta (JPN),FREITAS Marcos (POR),,,4 - 1,9:11 11:8 12:10 11:5 12:10,MATSUDAIRA Kenta,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,KARLSSON Mattias,OVTCHAROV Dimitrij,SWE,GER,4,2,"12,8,11,7,11,11|10,11,5,11,8,7",SemiFinal,GRAND_SLAM,MS,382,Main Draw,OVTCHAROV Dimitrij (GER),KARLSSON Mattias (SWE),,,2 - 4,10:12 11:8 5:11 11:7 8:11 7:11,KARLSSON Mattias,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,OSHIMA Yuya,MATSUDAIRA Kenta,JPN,JPN,4,1,"11,13,4,11,11|7,11,11,7,5",SemiFinal,GRAND_SLAM,MS,382,Main Draw,OSHIMA Yuya (JPN),MATSUDAIRA Kenta (JPN),,,4 - 1,11:7 13:11 4:11 11:7 11:5,OSHIMA Yuya,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,OSHIMA Yuya,KARLSSON Mattias,JPN,SWE,4,2,"11,7,11,7,11,13|8,11,8,11,8,11",Final,GRAND_SLAM,MS,382,Main Draw,KARLSSON Mattias (SWE),OSHIMA Yuya (JPN),,,2 - 4,8:11 11:7 8:11 11:7 8:11 11:13,OSHIMA Yuya,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ISHIKAWA Kasumi,TODOROVIC Andrea,JPN,SRB,4,1,"11,4,11,11,11|4,11,6,8,4",R64,GRAND_SLAM,WS,382,Main Draw,ISHIKAWA Kasumi (JPN),TODOROVIC Andrea (SRB),,,4 - 1,11:4 4:11 11:6 11:8 11:4,ISHIKAWA Kasumi,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HASHIMOTO Honoka,KHETKHUAN Tamolwan,JPN,THA,4,1,"11,11,11,6,11|9,7,5,11,2",R64,GRAND_SLAM,WS,382,Main Draw,KHETKHUAN Tamolwan (THA),HASHIMOTO Honoka (JPN),,,1 - 4,9:11 7:11 5:11 11:6 2:11,HASHIMOTO Honoka,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ZHENG Jiaqi,LI Fen,USA,SWE,4,1,"11,11,11,7,14|7,8,7,11,12",R64,GRAND_SLAM,WS,382,Main Draw,LI Fen (SWE),ZHENG Jiaqi (USA),,,1 - 4,7:11 8:11 7:11 11:7 12:14,ZHENG Jiaqi,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ZHOU Yihan,BARAVOK Katsiaryna,SGP,BLR,4,0,"11,11,11,11|2,9,4,2",R64,GRAND_SLAM,WS,382,Main Draw,BARAVOK Katsiaryna (BLR),ZHOU Yihan (SGP),,,0 - 4,2:11 9:11 4:11 2:11,ZHOU Yihan,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SATO Hitomi,DE NUTTE Sarah,JPN,LUX,4,0,"11,11,13,11|5,5,11,4",R64,GRAND_SLAM,WS,382,Main Draw,SATO Hitomi (JPN),DE NUTTE Sarah (LUX),,,4 - 0,11:5 11:5 13:11 11:4,SATO Hitomi,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,LI Qian,SO Eka,POL,JPN,4,0,"11,11,11,11|5,8,4,4",R64,GRAND_SLAM,WS,382,Main Draw,SO Eka (JPN),LI Qian (POL),,,0 - 4,5:11 8:11 4:11 4:11,LI Qian,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SAWETTABUT Suthasini,MATELOVA Hana,THA,CZE,4,1,"12,9,11,11,11|10,11,5,8,4",R64,GRAND_SLAM,WS,382,Main Draw,SAWETTABUT Suthasini (THA),MATELOVA Hana (CZE),,,4 - 1,12:10 9:11 11:5 11:8 11:4,SAWETTABUT Suthasini,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SHAN Xiaona,VERMAAS Kim,GER,NED,4,0,"11,11,11,11|3,4,7,5",R64,GRAND_SLAM,WS,382,Main Draw,VERMAAS Kim (NED),SHAN Xiaona (GER),,,0 - 4,3:11 4:11 7:11 5:11,SHAN Xiaona,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HAYATA Hina,XIAO Maria,JPN,ESP,4,2,"11,9,11,10,11,11|7,11,5,12,8,6",R64,GRAND_SLAM,WS,382,Main Draw,HAYATA Hina (JPN),XIAO Maria (ESP),,,4 - 2,11:7 9:11 11:5 10:12 11:8 11:6,HAYATA Hina,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MORIZONO Misaki,PARK Joohyun,JPN,KOR,4,2,"6,11,12,11,11,11|11,6,14,4,3,3",R64,GRAND_SLAM,WS,382,Main Draw,PARK Joohyun (KOR),MORIZONO Misaki (JPN),,,2 - 4,11:6 6:11 14:12 4:11 3:11 3:11,MORIZONO Misaki,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,VARADY Barbora,TRIGOLOS Daria,SVK,BLR,4,2,"2,11,11,10,11,11|11,9,9,12,7,5",R64,GRAND_SLAM,WS,382,Main Draw,VARADY Barbora (SVK),TRIGOLOS Daria (BLR),,,4 - 2,2:11 11:9 11:9 10:12 11:7 11:5,VARADY Barbora,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SUH Hyo Won,WAN Yuan,KOR,GER,4,0,"11,11,11,11|6,6,4,6",R64,GRAND_SLAM,WS,382,Main Draw,WAN Yuan (GER),SUH Hyo Won (KOR),,,0 - 4,6:11 6:11 4:11 6:11,SUH Hyo Won,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SZOCS Bernadette,YANG Ha Eun,ROU,KOR,4,1,"11,9,13,12,11|4,11,11,10,8",R64,GRAND_SLAM,WS,382,Main Draw,YANG Ha Eun (KOR),SZOCS Bernadette (ROU),,,1 - 4,4:11 11:9 11:13 10:12 8:11,SZOCS Bernadette,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,EERLAND Britt,SHIBATA Saki,NED,JPN,4,3,"11,8,11,9,11,3,11|7,11,7,11,9,11,7",R64,GRAND_SLAM,WS,382,Main Draw,EERLAND Britt (NED),SHIBATA Saki (JPN),,,4 - 3,11:7 8:11 11:7 9:11 11:9 3:11 11:7,EERLAND Britt,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MITTELHAM Nina,MATSUZAWA Marina,GER,JPN,4,3,"7,11,14,11,11,5,11|11,13,12,8,5,11,9",R64,GRAND_SLAM,WS,382,Main Draw,MATSUZAWA Marina (JPN),MITTELHAM Nina (GER),,,3 - 4,11:7 13:11 12:14 8:11 5:11 11:5 9:11,MITTELHAM Nina,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHENG I-Ching,JONSSON Jennifer,TPE,SWE,4,1,"11,11,11,11,11|7,6,2,13,7",R64,GRAND_SLAM,WS,382,Main Draw,JONSSON Jennifer (SWE),CHENG I-Ching (TPE),,,1 - 4,7:11 6:11 2:11 13:11 7:11,CHENG I-Ching,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ITO Mima,LIN Chia-Chih,JPN,TPE,4,1,"11,6,11,11,11|9,11,5,8,7",R64,GRAND_SLAM,WS,382,Main Draw,ITO Mima (JPN),LIN Chia-Chih (TPE),,,4 - 1,11:9 6:11 11:5 11:8 11:7,ITO Mima,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,KATO Kyoka,LIN Ye,JPN,CAN,4,2,"5,7,11,11,13,11|11,11,9,7,11,8",R64,GRAND_SLAM,WS,382,Main Draw,KATO Kyoka (JPN),LIN Ye (CAN),,,4 - 2,5:11 7:11 11:9 11:7 13:11 11:8,KATO Kyoka,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,YANG Xiaoxin,TASHIRO Saki,MON,JPN,4,1,"11,13,11,8,13|8,11,5,11,11",R64,GRAND_SLAM,WS,382,Main Draw,YANG Xiaoxin (MON),TASHIRO Saki (JPN),,,4 - 1,11:8 13:11 11:5 8:11 13:11,YANG Xiaoxin,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HU Melek,MIGOT Marie,TUR,FRA,4,1,"8,11,11,11,11|11,8,4,7,9",R64,GRAND_SLAM,WS,382,Main Draw,MIGOT Marie (FRA),HU Melek (TUR),,,1 - 4,11:8 8:11 4:11 7:11 9:11,HU Melek,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ISHIGAKI Yuka,MADARASZ Dora,JPN,HUN,4,0,"13,11,11,11|11,4,8,6",R64,GRAND_SLAM,WS,382,Main Draw,ISHIGAKI Yuka (JPN),MADARASZ Dora (HUN),,,4 - 0,13:11 11:4 11:8 11:6,ISHIGAKI Yuka,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,BATRA Manika,SHIOMI Maki,IND,JPN,4,3,"11,11,9,7,5,11,11|6,8,11,11,11,9,5",R64,GRAND_SLAM,WS,382,Main Draw,BATRA Manika (IND),SHIOMI Maki (JPN),,,4 - 3,11:6 11:8 9:11 7:11 5:11 11:9 11:5,BATRA Manika,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MORI Sakura,MANTZ Chantal,JPN,GER,4,0,"11,13,11,11|4,11,5,7",R64,GRAND_SLAM,WS,382,Main Draw,MORI Sakura (JPN),MANTZ Chantal (GER),,,4 - 0,11:4 13:11 11:5 11:7,MORI Sakura,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,JEON Jihee,MA Wenting,KOR,NOR,4,2,"12,12,9,9,11,11|10,10,11,11,7,6",R64,GRAND_SLAM,WS,382,Main Draw,MA Wenting (NOR),JEON Jihee (KOR),,,2 - 4,10:12 10:12 11:9 11:9 7:11 6:11,JEON Jihee,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ZENG Jian,LIN Po-Hsuan,SGP,TPE,4,0,"11,11,11,11|9,6,6,5",R64,GRAND_SLAM,WS,382,Main Draw,ZENG Jian (SGP),LIN Po-Hsuan (TPE),,,4 - 0,11:9 11:6 11:6 11:5,ZENG Jian,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHOI Hyojoo,LIN Chia-Hsuan,KOR,TPE,4,0,"11,11,11,11|6,8,9,6",R64,GRAND_SLAM,WS,382,Main Draw,LIN Chia-Hsuan (TPE),CHOI Hyojoo (KOR),,,0 - 4,6:11 8:11 9:11 6:11,CHOI Hyojoo,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,KATO Miyu,LEE I-Chen,JPN,TPE,4,1,"11,14,6,11,11|4,12,11,7,9",R64,GRAND_SLAM,WS,382,Main Draw,KATO Miyu (JPN),LEE I-Chen (TPE),,,4 - 1,11:4 14:12 6:11 11:7 11:9,KATO Miyu,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,POTA Georgina,WANG Yi-Ju,HUN,TPE,4,0,"11,11,11,13|8,8,7,11",R64,GRAND_SLAM,WS,382,Main Draw,WANG Yi-Ju (TPE),POTA Georgina (HUN),,,0 - 4,8:11 8:11 7:11 11:13,POTA Georgina,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HAMAMOTO Yui,ARLOUSKAYA Alina,AUT,BLR,4,0,"11,11,12,11|5,6,10,4",R64,GRAND_SLAM,WS,382,Main Draw,HAMAMOTO Yui (AUT),ARLOUSKAYA Alina (BLR),,,4 - 0,11:5 11:6 12:10 11:4,HAMAMOTO Yui,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MAEDA Miyu,SAWETTABUT Jinnipa,JPN,THA,4,2,"11,13,7,11,11,11|8,15,11,2,7,2",R64,GRAND_SLAM,WS,382,Main Draw,SAWETTABUT Jinnipa (THA),MAEDA Miyu (JPN),,,2 - 4,8:11 15:13 11:7 2:11 7:11 2:11,MAEDA Miyu,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,EKHOLM Matilda,MORIZONO Mizuki,SWE,JPN,4,3,"6,11,8,9,11,12,11|11,5,11,11,8,10,3",R64,GRAND_SLAM,WS,382,Main Draw,EKHOLM Matilda (SWE),MORIZONO Mizuki (JPN),,,4 - 3,6:11 11:5 8:11 9:11 11:8 12:10 11:3,EKHOLM Matilda,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HAN Ying,BERGSTROM Linda,GER,SWE,4,0,"11,11,11,11|8,6,5,2",R64,GRAND_SLAM,WS,382,Main Draw,BERGSTROM Linda (SWE),HAN Ying (GER),,,0 - 4,8:11 6:11 5:11 2:11,HAN Ying,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ISHIKAWA Kasumi,HASHIMOTO Honoka,JPN,JPN,4,3,"9,7,11,11,11,11,11|11,11,7,13,7,9,7",R32,GRAND_SLAM,WS,382,Main Draw,ISHIKAWA Kasumi (JPN),HASHIMOTO Honoka (JPN),,,4 - 3,9:11 7:11 11:7 11:13 11:7 11:9 11:7,ISHIKAWA Kasumi,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ZHOU Yihan,ZHENG Jiaqi,SGP,USA,4,3,"9,11,7,11,11,6,11|11,7,11,5,7,11,7",R32,GRAND_SLAM,WS,382,Main Draw,ZHENG Jiaqi (USA),ZHOU Yihan (SGP),,,3 - 4,11:9 7:11 11:7 5:11 7:11 11:6 7:11,ZHOU Yihan,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,LI Qian,SATO Hitomi,POL,JPN,4,1,"4,11,12,11,11|11,9,10,6,5",R32,GRAND_SLAM,WS,382,Main Draw,SATO Hitomi (JPN),LI Qian (POL),,,1 - 4,11:4 9:11 10:12 6:11 5:11,LI Qian,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SHAN Xiaona,SAWETTABUT Suthasini,GER,THA,4,3,"7,11,11,7,10,11,11|11,5,5,11,12,5,9",R32,GRAND_SLAM,WS,382,Main Draw,SAWETTABUT Suthasini (THA),SHAN Xiaona (GER),,,3 - 4,11:7 5:11 5:11 11:7 12:10 5:11 9:11,SHAN Xiaona,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MORIZONO Misaki,HAYATA Hina,JPN,JPN,4,2,"11,6,11,11,7,12|7,11,3,7,11,10",R32,GRAND_SLAM,WS,382,Main Draw,HAYATA Hina (JPN),MORIZONO Misaki (JPN),,,2 - 4,7:11 11:6 3:11 7:11 11:7 10:12,MORIZONO Misaki,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SUH Hyo Won,VARADY Barbora,KOR,SVK,4,2,"11,11,9,8,11,11|6,8,11,11,9,8",R32,GRAND_SLAM,WS,382,Main Draw,VARADY Barbora (SVK),SUH Hyo Won (KOR),,,2 - 4,6:11 8:11 11:9 11:8 9:11 8:11,SUH Hyo Won,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SZOCS Bernadette,EERLAND Britt,ROU,NED,4,0,"11,11,13,11|6,7,11,9",R32,GRAND_SLAM,WS,382,Main Draw,SZOCS Bernadette (ROU),EERLAND Britt (NED),,,4 - 0,11:6 11:7 13:11 11:9,SZOCS Bernadette,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHENG I-Ching,MITTELHAM Nina,TPE,GER,4,0,"11,11,11,11|6,5,8,2",R32,GRAND_SLAM,WS,382,Main Draw,MITTELHAM Nina (GER),CHENG I-Ching (TPE),,,0 - 4,6:11 5:11 8:11 2:11,CHENG I-Ching,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,KATO Kyoka,ITO Mima,JPN,JPN,4,2,"11,12,3,11,4,12|8,10,11,4,11,10",R32,GRAND_SLAM,WS,382,Main Draw,ITO Mima (JPN),KATO Kyoka (JPN),,,2 - 4,8:11 10:12 11:3 4:11 11:4 10:12,KATO Kyoka,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HU Melek,YANG Xiaoxin,TUR,MON,4,2,"11,4,11,11,4,11|6,11,9,8,11,8",R32,GRAND_SLAM,WS,382,Main Draw,YANG Xiaoxin (MON),HU Melek (TUR),,,2 - 4,6:11 11:4 9:11 8:11 11:4 8:11,HU Melek,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ISHIGAKI Yuka,BATRA Manika,JPN,IND,4,0,"11,11,11,11|3,2,1,3",R32,GRAND_SLAM,WS,382,Main Draw,ISHIGAKI Yuka (JPN),BATRA Manika (IND),,,4 - 0,11:3 11:2 11:1 11:3,ISHIGAKI Yuka,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,JEON Jihee,MORI Sakura,KOR,JPN,4,1,"13,10,16,11,11|11,12,14,9,4",R32,GRAND_SLAM,WS,382,Main Draw,MORI Sakura (JPN),JEON Jihee (KOR),,,1 - 4,11:13 12:10 14:16 9:11 4:11,JEON Jihee,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ZENG Jian,CHOI Hyojoo,SGP,KOR,4,2,"8,12,14,7,11,11|11,10,12,11,6,6",R32,GRAND_SLAM,WS,382,Main Draw,ZENG Jian (SGP),CHOI Hyojoo (KOR),,,4 - 2,8:11 12:10 14:12 7:11 11:6 11:6,ZENG Jian,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,KATO Miyu,POTA Georgina,JPN,HUN,4,2,"11,6,8,11,13,11|9,11,11,7,11,5",R32,GRAND_SLAM,WS,382,Main Draw,KATO Miyu (JPN),POTA Georgina (HUN),,,4 - 2,11:9 6:11 8:11 11:7 13:11 11:5,KATO Miyu,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HAMAMOTO Yui,MAEDA Miyu,AUT,JPN,4,1,"3,11,12,12,12|11,4,10,10,10",R32,GRAND_SLAM,WS,382,Main Draw,HAMAMOTO Yui (AUT),MAEDA Miyu (JPN),,,4 - 1,3:11 11:4 12:10 12:10 12:10,HAMAMOTO Yui,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HAN Ying,EKHOLM Matilda,GER,SWE,4,0,"11,11,11,11|6,2,5,6",R32,GRAND_SLAM,WS,382,Main Draw,EKHOLM Matilda (SWE),HAN Ying (GER),,,0 - 4,6:11 2:11 5:11 6:11,HAN Ying,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ISHIKAWA Kasumi,ZHOU Yihan,JPN,SGP,4,1,"11,11,9,13,11|8,3,11,11,5",R16,GRAND_SLAM,WS,382,Main Draw,ISHIKAWA Kasumi (JPN),ZHOU Yihan (SGP),,,4 - 1,11:8 11:3 9:11 13:11 11:5,ISHIKAWA Kasumi,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,LI Qian,SHAN Xiaona,POL,GER,4,3,"11,4,12,9,11,3,11|5,11,10,11,7,11,9",R16,GRAND_SLAM,WS,382,Main Draw,LI Qian (POL),SHAN Xiaona (GER),,,4 - 3,11:5 4:11 12:10 9:11 11:7 3:11 11:9,LI Qian,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SUH Hyo Won,MORIZONO Misaki,KOR,JPN,4,2,"10,11,11,11,6,12|12,7,7,6,11,10",R16,GRAND_SLAM,WS,382,Main Draw,MORIZONO Misaki (JPN),SUH Hyo Won (KOR),,,2 - 4,12:10 7:11 7:11 6:11 11:6 10:12,SUH Hyo Won,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHENG I-Ching,SZOCS Bernadette,TPE,ROU,4,1,"7,11,11,11,11|11,8,8,8,6",R16,GRAND_SLAM,WS,382,Main Draw,SZOCS Bernadette (ROU),CHENG I-Ching (TPE),,,1 - 4,11:7 8:11 8:11 8:11 6:11,CHENG I-Ching,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HU Melek,KATO Kyoka,TUR,JPN,4,1,"8,11,11,11,11|11,9,9,6,8",R16,GRAND_SLAM,WS,382,Main Draw,KATO Kyoka (JPN),HU Melek (TUR),,,1 - 4,11:8 9:11 9:11 6:11 8:11,HU Melek,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,JEON Jihee,ISHIGAKI Yuka,KOR,JPN,4,1,"11,12,11,5,11|9,10,4,11,3",R16,GRAND_SLAM,WS,382,Main Draw,ISHIGAKI Yuka (JPN),JEON Jihee (KOR),,,1 - 4,9:11 10:12 4:11 11:5 3:11,JEON Jihee,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,KATO Miyu,ZENG Jian,JPN,SGP,4,3,"9,11,11,7,11,11,11|11,4,7,11,13,5,6",R16,GRAND_SLAM,WS,382,Main Draw,ZENG Jian (SGP),KATO Miyu (JPN),,,3 - 4,11:9 4:11 7:11 11:7 13:11 5:11 6:11,KATO Miyu,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HAN Ying,HAMAMOTO Yui,GER,AUT,4,0,"11,11,12,11|3,5,10,7",R16,GRAND_SLAM,WS,382,Main Draw,HAMAMOTO Yui (AUT),HAN Ying (GER),,,0 - 4,3:11 5:11 10:12 7:11,HAN Ying,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ISHIKAWA Kasumi,LI Qian,JPN,POL,4,3,"11,7,11,4,6,11,11|4,11,5,11,11,9,1",QuarterFinal,GRAND_SLAM,WS,382,Main Draw,ISHIKAWA Kasumi (JPN),LI Qian (POL),,,4 - 3,11:4 7:11 11:5 4:11 6:11 11:9 11:1,ISHIKAWA Kasumi,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHENG I-Ching,SUH Hyo Won,TPE,KOR,4,2,"8,7,11,12,11,11|11,11,2,10,4,9",QuarterFinal,GRAND_SLAM,WS,382,Main Draw,SUH Hyo Won (KOR),CHENG I-Ching (TPE),,,2 - 4,11:8 11:7 2:11 10:12 4:11 9:11,CHENG I-Ching,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HU Melek,JEON Jihee,TUR,KOR,4,3,"11,11,7,7,11,9,11|5,6,11,11,8,11,6",QuarterFinal,GRAND_SLAM,WS,382,Main Draw,HU Melek (TUR),JEON Jihee (KOR),,,4 - 3,11:5 11:6 7:11 7:11 11:8 9:11 11:6,HU Melek,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HAN Ying,KATO Miyu,GER,JPN,4,0,"11,11,11,11|9,2,9,6",QuarterFinal,GRAND_SLAM,WS,382,Main Draw,KATO Miyu (JPN),HAN Ying (GER),,,0 - 4,9:11 2:11 9:11 6:11,HAN Ying,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ISHIKAWA Kasumi,CHENG I-Ching,JPN,TPE,4,3,"11,4,3,11,4,11,11|9,11,11,6,11,8,6",SemiFinal,GRAND_SLAM,WS,382,Main Draw,ISHIKAWA Kasumi (JPN),CHENG I-Ching (TPE),,,4 - 3,11:9 4:11 3:11 11:6 4:11 11:8 11:6,ISHIKAWA Kasumi,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HU Melek,HAN Ying,TUR,GER,4,3,"11,14,11,8,7,11,11|8,16,9,11,11,9,9",SemiFinal,GRAND_SLAM,WS,382,Main Draw,HU Melek (TUR),HAN Ying (GER),,,4 - 3,11:8 14:16 11:9 8:11 7:11 11:9 11:9,HU Melek,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ISHIKAWA Kasumi,HU Melek,JPN,TUR,4,1,"12,11,11,11,11|10,4,6,13,5",Final,GRAND_SLAM,WS,382,Main Draw,ISHIKAWA Kasumi (JPN),HU Melek (TUR),,,4 - 1,12:10 11:4 11:6 11:13 11:5,ISHIKAWA Kasumi,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ANGLES Enzo,GERALDO Joao,FRA,POR,3,1,"11,10,12,11|7,12,10,4",R32,GRAND_SLAM,U21MS,382,Main Draw,GERALDO Joao (POR),ANGLES Enzo (FRA),,,1 - 3,7:11 12:10 10:12 4:11,ANGLES Enzo,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,LIAO Cheng-Ting,MOREGARD Truls,TPE,SWE,3,2,"8,5,11,11,11|11,11,9,3,7",R32,GRAND_SLAM,U21MS,382,Main Draw,MOREGARD Truls (SWE),LIAO Cheng-Ting (TPE),,,2 - 3,11:8 11:5 9:11 3:11 7:11,LIAO Cheng-Ting,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,TANVIRIYAVECHAKUL Padasak,BADOWSKI Marek,THA,POL,3,2,"11,10,11,9,11|9,12,6,11,7",R32,GRAND_SLAM,U21MS,382,Main Draw,TANVIRIYAVECHAKUL Padasak (THA),BADOWSKI Marek (POL),,,3 - 2,11:9 10:12 11:6 9:11 11:7,TANVIRIYAVECHAKUL Padasak,2016
