tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
World Tour Swedish Open Stockholm 2016,2016-11-15,PARK Ganghyeon,LAI Chi-Chien,KOR,TPE,3,0,"12,12,11|10,10,6",R32,GRAND_SLAM,U21MS,382,Main Draw,LAI Chi-Chien (TPE),PARK Ganghyeon (KOR),,,0 - 3,10:12 10:12 6:11,PARK Ganghyeon,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,AKKUZU Can,PERMAN Oscar,FRA,SWE,3,1,"7,11,11,11|11,5,4,5",R32,GRAND_SLAM,U21MS,382,Main Draw,AKKUZU Can (FRA),PERMAN Oscar (SWE),,,3 - 1,7:11 11:5 11:4 11:5,AKKUZU Can,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,KOZUL Deni,YANG Tzu-Yi,SLO,TPE,3,0,"11,11,11|2,5,4",R32,GRAND_SLAM,U21MS,382,Main Draw,KOZUL Deni (SLO),YANG Tzu-Yi (TPE),,,3 - 0,11:2 11:5 11:4,KOZUL Deni,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,LEE Chia-Sheng,WISUTMAYTHANGKOON Supanut,TPE,THA,3,0,"11,11,11|7,8,8",R32,GRAND_SLAM,U21MS,382,Main Draw,LEE Chia-Sheng (TPE),WISUTMAYTHANGKOON Supanut (THA),,,3 - 0,11:7 11:8 11:8,LEE Chia-Sheng,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,AHLANDER-J Carl,WALKER Samuel,SWE,ENG,3,2,"11,11,10,6,11|6,8,12,11,9",R32,GRAND_SLAM,U21MS,382,Main Draw,AHLANDER-J Carl (SWE),WALKER Samuel (ENG),,,3 - 2,11:6 11:8 10:12 6:11 11:9,AHLANDER-J Carl,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SUN Chia-Hung,OIKAWA Mizuki,TPE,JPN,3,2,"13,11,11,5,11|15,7,8,11,7",R32,GRAND_SLAM,U21MS,382,Main Draw,OIKAWA Mizuki (JPN),SUN Chia-Hung (TPE),,,2 - 3,15:13 7:11 8:11 11:5 7:11,SUN Chia-Hung,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SZUDI Adam,PENG Wang-Wei,HUN,TPE,3,0,"13,11,11|11,7,6",R32,GRAND_SLAM,U21MS,382,Main Draw,PENG Wang-Wei (TPE),SZUDI Adam (HUN),,,0 - 3,11:13 7:11 6:11,SZUDI Adam,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHEW Clarence,ANGELAKIS Konstantinos,SGP,GRE,3,2,"8,11,5,13,14|11,8,11,11,12",R32,GRAND_SLAM,U21MS,382,Main Draw,CHEW Clarence (SGP),ANGELAKIS Konstantinos (GRE),,,3 - 2,8:11 11:8 5:11 13:11 14:12,CHEW Clarence,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,AFANADOR Brian,KIM Minhyeok,PUR,KOR,3,2,"11,3,9,11,15|7,11,11,5,13",R32,GRAND_SLAM,U21MS,382,Main Draw,AFANADOR Brian (PUR),KIM Minhyeok (KOR),,,3 - 2,11:7 3:11 9:11 11:5 15:13,AFANADOR Brian,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,TAZOE Kenta,POH Ethan,JPN,SGP,3,0,"11,11,11|4,6,3",R32,GRAND_SLAM,U21MS,382,Main Draw,TAZOE Kenta (JPN),POH Ethan (SGP),,,3 - 0,11:4 11:6 11:3,TAZOE Kenta,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,LAMBIET Florent,FRANZEN Alexander,BEL,SWE,3,1,"11,11,11,11|6,13,4,8",R32,GRAND_SLAM,U21MS,382,Main Draw,FRANZEN Alexander (SWE),LAMBIET Florent (BEL),,,1 - 3,6:11 13:11 4:11 8:11,LAMBIET Florent,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,JORGIC Darko,RANEFUR Elias,SLO,SWE,3,1,"11,11,8,12|6,8,11,10",R32,GRAND_SLAM,U21MS,382,Main Draw,JORGIC Darko (SLO),RANEFUR Elias (SWE),,,3 - 1,11:6 11:8 8:11 12:10,JORGIC Darko,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,KALLBERG Anton,UEMURA Keiya,SWE,JPN,3,2,"9,8,11,11,11|11,11,9,4,5",R32,GRAND_SLAM,U21MS,382,Main Draw,UEMURA Keiya (JPN),KALLBERG Anton (SWE),,,2 - 3,11:9 11:8 9:11 4:11 5:11,KALLBERG Anton,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,LIAO Cheng-Ting,ANGLES Enzo,TPE,FRA,3,2,"10,11,11,3,11|12,9,9,11,5",R16,GRAND_SLAM,U21MS,382,Main Draw,ANGLES Enzo (FRA),LIAO Cheng-Ting (TPE),,,2 - 3,12:10 9:11 9:11 11:3 5:11,LIAO Cheng-Ting,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,PARK Ganghyeon,TANVIRIYAVECHAKUL Padasak,KOR,THA,3,0,"11,11,11|9,4,9",R16,GRAND_SLAM,U21MS,382,Main Draw,TANVIRIYAVECHAKUL Padasak (THA),PARK Ganghyeon (KOR),,,0 - 3,9:11 4:11 9:11,PARK Ganghyeon,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,AKKUZU Can,KOZUL Deni,FRA,SLO,3,2,"12,11,6,4,11|10,5,11,11,7",R16,GRAND_SLAM,U21MS,382,Main Draw,AKKUZU Can (FRA),KOZUL Deni (SLO),,,3 - 2,12:10 11:5 6:11 4:11 11:7,AKKUZU Can,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,AHLANDER-J Carl,LEE Chia-Sheng,SWE,TPE,3,2,"11,11,7,8,12|5,7,11,11,10",R16,GRAND_SLAM,U21MS,382,Main Draw,LEE Chia-Sheng (TPE),AHLANDER-J Carl (SWE),,,2 - 3,5:11 7:11 11:7 11:8 10:12,AHLANDER-J Carl,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SUN Chia-Hung,SZUDI Adam,TPE,HUN,3,1,"8,14,12,11|11,12,10,7",R16,GRAND_SLAM,U21MS,382,Main Draw,SUN Chia-Hung (TPE),SZUDI Adam (HUN),,,3 - 1,8:11 14:12 12:10 11:7,SUN Chia-Hung,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,AFANADOR Brian,CHEW Clarence,PUR,SGP,3,2,"4,11,15,6,11|11,8,13,11,6",R16,GRAND_SLAM,U21MS,382,Main Draw,CHEW Clarence (SGP),AFANADOR Brian (PUR),,,2 - 3,11:4 8:11 13:15 11:6 6:11,AFANADOR Brian,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,TAZOE Kenta,LAMBIET Florent,JPN,BEL,3,0,"11,11,11|7,7,3",R16,GRAND_SLAM,U21MS,382,Main Draw,TAZOE Kenta (JPN),LAMBIET Florent (BEL),,,3 - 0,11:7 11:7 11:3,TAZOE Kenta,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,JORGIC Darko,KALLBERG Anton,SLO,SWE,3,1,"11,5,11,11|9,11,9,6",R16,GRAND_SLAM,U21MS,382,Main Draw,JORGIC Darko (SLO),KALLBERG Anton (SWE),,,3 - 1,11:9 5:11 11:9 11:6,JORGIC Darko,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,LIAO Cheng-Ting,PARK Ganghyeon,TPE,KOR,3,2,"8,6,11,11,11|11,11,5,8,8",QuarterFinal,GRAND_SLAM,U21MS,382,Main Draw,LIAO Cheng-Ting (TPE),PARK Ganghyeon (KOR),,,3 - 2,8:11 6:11 11:5 11:8 11:8,LIAO Cheng-Ting,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,AKKUZU Can,AHLANDER-J Carl,FRA,SWE,3,1,"11,11,11,12|4,13,4,10",QuarterFinal,GRAND_SLAM,U21MS,382,Main Draw,AKKUZU Can (FRA),AHLANDER-J Carl (SWE),,,3 - 1,11:4 11:13 11:4 12:10,AKKUZU Can,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SUN Chia-Hung,AFANADOR Brian,TPE,PUR,3,1,"11,4,11,11|9,11,4,5",QuarterFinal,GRAND_SLAM,U21MS,382,Main Draw,SUN Chia-Hung (TPE),AFANADOR Brian (PUR),,,3 - 1,11:9 4:11 11:4 11:5,SUN Chia-Hung,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,TAZOE Kenta,JORGIC Darko,JPN,SLO,3,0,"11,11,15|7,2,13",QuarterFinal,GRAND_SLAM,U21MS,382,Main Draw,TAZOE Kenta (JPN),JORGIC Darko (SLO),,,3 - 0,11:7 11:2 15:13,TAZOE Kenta,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,LIAO Cheng-Ting,AKKUZU Can,TPE,FRA,3,2,"11,11,7,5,11|6,8,11,11,8",SemiFinal,GRAND_SLAM,U21MS,382,Main Draw,LIAO Cheng-Ting (TPE),AKKUZU Can (FRA),,,3 - 2,11:6 11:8 7:11 5:11 11:8,LIAO Cheng-Ting,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,TAZOE Kenta,SUN Chia-Hung,JPN,TPE,3,0,"11,11,13|8,8,11",SemiFinal,GRAND_SLAM,U21MS,382,Main Draw,SUN Chia-Hung (TPE),TAZOE Kenta (JPN),,,0 - 3,8:11 8:11 11:13,TAZOE Kenta,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,TAZOE Kenta,LIAO Cheng-Ting,JPN,TPE,3,1,"11,9,11,11|7,11,8,8",Final,GRAND_SLAM,U21MS,382,Main Draw,LIAO Cheng-Ting (TPE),TAZOE Kenta (JPN),,,1 - 3,7:11 11:9 8:11 8:11,TAZOE Kenta,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHOI Hyojoo,MORIZONO Mizuki,KOR,JPN,3,1,"6,12,11,14|11,10,9,12",R16,GRAND_SLAM,U21WS,382,Main Draw,CHOI Hyojoo (KOR),MORIZONO Mizuki (JPN),,,3 - 1,6:11 12:10 11:9 14:12,CHOI Hyojoo,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SZOCS Bernadette,KHETKHUAN Tamolwan,ROU,THA,3,0,"11,11,11|6,5,8",R16,GRAND_SLAM,U21WS,382,Main Draw,KHETKHUAN Tamolwan (THA),SZOCS Bernadette (ROU),,,0 - 3,6:11 5:11 8:11,SZOCS Bernadette,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SO Eka,LIN Ye,JPN,CAN,3,0,"11,11,12|8,5,10",R16,GRAND_SLAM,U21WS,382,Main Draw,LIN Ye (CAN),SO Eka (JPN),,,0 - 3,8:11 5:11 10:12,SO Eka,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SHIBATA Saki,NIKITCHANKA Alina,JPN,BLR,3,0,"11,11,11|3,9,5",R16,GRAND_SLAM,U21WS,382,Main Draw,NIKITCHANKA Alina (BLR),SHIBATA Saki (JPN),,,0 - 3,3:11 9:11 5:11,SHIBATA Saki,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MORI Sakura,ARLOUSKAYA Alina,JPN,BLR,3,1,"11,8,11,11|4,11,5,8",R16,GRAND_SLAM,U21WS,382,Main Draw,MORI Sakura (JPN),ARLOUSKAYA Alina (BLR),,,3 - 1,11:4 8:11 11:5 11:8,MORI Sakura,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,BATRA Manika,KATO Kyoka,IND,JPN,3,2,"8,12,11,6,11|11,10,3,11,8",R16,GRAND_SLAM,U21WS,382,Main Draw,BATRA Manika (IND),KATO Kyoka (JPN),,,3 - 2,8:11 12:10 11:3 6:11 11:8,BATRA Manika,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,JI Eunchae,MAEDA Miyu,KOR,JPN,3,2,"7,9,11,13,11|11,11,8,11,5",R16,GRAND_SLAM,U21WS,382,Main Draw,MAEDA Miyu (JPN),JI Eunchae (KOR),,,2 - 3,11:7 11:9 8:11 11:13 5:11,JI Eunchae,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SHIOMI Maki,MITTELHAM Nina,JPN,GER,3,0,"11,11,11|9,3,9",R16,GRAND_SLAM,U21WS,382,Main Draw,MITTELHAM Nina (GER),SHIOMI Maki (JPN),,,0 - 3,9:11 3:11 9:11,SHIOMI Maki,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHOI Hyojoo,SZOCS Bernadette,KOR,ROU,3,2,"11,7,10,15,11|9,11,12,13,8",QuarterFinal,GRAND_SLAM,U21WS,382,Main Draw,CHOI Hyojoo (KOR),SZOCS Bernadette (ROU),,,3 - 2,11:9 7:11 10:12 15:13 11:8,CHOI Hyojoo,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SHIBATA Saki,SO Eka,JPN,JPN,3,1,"11,11,11,11|9,13,8,6",QuarterFinal,GRAND_SLAM,U21WS,382,Main Draw,SO Eka (JPN),SHIBATA Saki (JPN),,,1 - 3,9:11 13:11 8:11 6:11,SHIBATA Saki,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MORI Sakura,BATRA Manika,JPN,IND,3,0,"11,12,11|7,10,8",QuarterFinal,GRAND_SLAM,U21WS,382,Main Draw,MORI Sakura (JPN),BATRA Manika (IND),,,3 - 0,11:7 12:10 11:8,MORI Sakura,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,SHIOMI Maki,JI Eunchae,JPN,KOR,3,0,"11,11,11|5,6,4",QuarterFinal,GRAND_SLAM,U21WS,382,Main Draw,JI Eunchae (KOR),SHIOMI Maki (JPN),,,0 - 3,5:11 6:11 4:11,SHIOMI Maki,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHOI Hyojoo,SHIBATA Saki,KOR,JPN,3,1,"11,9,11,12|7,11,6,10",SemiFinal,GRAND_SLAM,U21WS,382,Main Draw,CHOI Hyojoo (KOR),SHIBATA Saki (JPN),,,3 - 1,11:7 9:11 11:6 12:10,CHOI Hyojoo,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MORI Sakura,SHIOMI Maki,JPN,JPN,3,0,"11,11,11|2,2,6",SemiFinal,GRAND_SLAM,U21WS,382,Main Draw,MORI Sakura (JPN),SHIOMI Maki (JPN),,,3 - 0,11:2 11:2 11:6,MORI Sakura,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHOI Hyojoo,MORI Sakura,KOR,JPN,3,1,"12,12,14,11|10,14,12,7",Final,GRAND_SLAM,U21WS,382,Main Draw,CHOI Hyojoo (KOR),MORI Sakura (JPN),,,3 - 1,12:10 12:14 14:12 11:7,CHOI Hyojoo,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CALDERANO Hugo,FRANZISKA Patrick,BRA,GER,3,0,"11,11,11|9,8,7",SemiFinal,GRAND_SLAM,MD,382,Main Draw,CALDERANO Hugo (BRA),FRANZISKA Patrick (GER),TSUBOI Gustavo (BRA),GROTH Jonathan (DEN),3 - 0,11:9 11:8 11:7,CALDERANO Hugo,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CALDERANO Hugo,HACHARD Antoine,BRA,FRA,3,0,"12,12,11|10,10,7",Final,GRAND_SLAM,MD,382,Main Draw,CALDERANO Hugo (BRA),HACHARD Antoine (FRA),TSUBOI Gustavo (BRA),OUAICHE Stephane (ALG),3 - 0,12:10 12:10 11:7,CALDERANO Hugo,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,FRANZISKA Patrick,KARLSSON Kristian,GER,SWE,3,1,"8,11,13,12|11,6,11,10",QuarterFinal,GRAND_SLAM,MD,382,Main Draw,FRANZISKA Patrick (GER),KARLSSON Kristian (SWE),GROTH Jonathan (DEN),KARLSSON Mattias (SWE),3 - 1,8:11 11:6 13:11 12:10,FRANZISKA Patrick,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HACHARD Antoine,ZHAO Zihao,FRA,CHN,3,2,"12,4,7,11,12|10,11,11,9,10",QuarterFinal,GRAND_SLAM,MD,382,Main Draw,HACHARD Antoine (FRA),ZHAO Zihao (CHN),OUAICHE Stephane (ALG),ZHOU Yu (CHN),3 - 2,12:10 4:11 7:11 11:9 12:10,HACHARD Antoine,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HACHARD Antoine,MATSUDAIRA Kenta,FRA,JPN,3,2,"12,8,11,7,11|10,11,9,11,8",SemiFinal,GRAND_SLAM,MD,382,Main Draw,HACHARD Antoine (FRA),MATSUDAIRA Kenta (JPN),OUAICHE Stephane (ALG),UEDA Jin (JPN),3 - 2,12:10 8:11 11:9 7:11 11:8,HACHARD Antoine,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HAYATA Hina,MANTZ Chantal,JPN,GER,3,0,"11,11,11|6,3,6",R16,GRAND_SLAM,WD,382,Main Draw,MANTZ Chantal (GER),HAYATA Hina (JPN),WAN Yuan (GER),KATO Miyu (JPN),0 - 3,6:11 3:11 6:11,HAYATA Hina,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,ZHAO Zihao,ACHANTA Sharath,CHN,IND,3,1,"9,11,11,11|11,6,4,9",R16,GRAND_SLAM,MD,382,Main Draw,ACHANTA Sharath (IND),ZHAO Zihao (CHN),GNANASEKARAN Sathiyan (IND),ZHOU Yu (CHN),1 - 3,11:9 6:11 4:11 9:11,ZHAO Zihao,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MORIZONO Masataka,FILUS Ruwen,JPN,GER,3,0,"11,11,11|4,7,4",R16,GRAND_SLAM,MD,382,Main Draw,MORIZONO Masataka (JPN),FILUS Ruwen (GER),OSHIMA Yuya (JPN),WALTHER Ricardo (GER),3 - 0,11:4 11:7 11:4,MORIZONO Masataka,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CALDERANO Hugo,MORIZONO Masataka,BRA,JPN,3,2,"11,11,11,9,11|8,13,9,11,9",QuarterFinal,GRAND_SLAM,MD,382,Main Draw,MORIZONO Masataka (JPN),CALDERANO Hugo (BRA),OSHIMA Yuya (JPN),TSUBOI Gustavo (BRA),2 - 3,8:11 13:11 9:11 11:9 9:11,CALDERANO Hugo,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MATSUDAIRA Kenta,NIWA Koki,JPN,JPN,3,0,"11,11,11|4,5,6",QuarterFinal,GRAND_SLAM,MD,382,Main Draw,MATSUDAIRA Kenta (JPN),NIWA Koki (JPN),UEDA Jin (JPN),YOSHIMURA Maharu (JPN),3 - 0,11:4 11:5 11:6,MATSUDAIRA Kenta,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CALDERANO Hugo,CHO Eonrae,BRA,KOR,3,2,"7,15,7,11,11|11,13,11,8,9",R16,GRAND_SLAM,MD,382,Main Draw,CHO Eonrae (KOR),CALDERANO Hugo (BRA),KIM Donghyun (KOR),TSUBOI Gustavo (BRA),2 - 3,11:7 13:15 11:7 8:11 9:11,CALDERANO Hugo,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MATSUDAIRA Kenta,KIM Minhyeok,JPN,KOR,3,2,"4,11,11,6,11|11,6,8,11,9",R16,GRAND_SLAM,MD,382,Main Draw,KIM Minhyeok (KOR),MATSUDAIRA Kenta (JPN),PARK Ganghyeon (KOR),UEDA Jin (JPN),2 - 3,11:4 6:11 8:11 11:6 9:11,MATSUDAIRA Kenta,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,JEON Jihee,KHETKHUAN Tamolwan,KOR,THA,3,1,"11,11,7,11|5,6,11,6",R16,GRAND_SLAM,WD,382,Main Draw,JEON Jihee (KOR),KHETKHUAN Tamolwan (THA),YANG Ha Eun (KOR),MIGOT Marie (FRA),3 - 1,11:5 11:6 7:11 11:6,JEON Jihee,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,JEON Jihee,HU Melek,KOR,TUR,3,0,"11,11,11|8,6,5",QuarterFinal,GRAND_SLAM,WD,382,Main Draw,JEON Jihee (KOR),HU Melek (TUR),YANG Ha Eun (KOR),XIAO Maria (ESP),3 - 0,11:8 11:6 11:5,JEON Jihee,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,JEON Jihee,EKHOLM Matilda,KOR,SWE,3,1,"5,13,13,12|11,11,11,10",SemiFinal,GRAND_SLAM,WD,382,Main Draw,JEON Jihee (KOR),EKHOLM Matilda (SWE),YANG Ha Eun (KOR),POTA Georgina (HUN),3 - 1,5:11 13:11 13:11 12:10,JEON Jihee,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHENG I-Ching,JEON Jihee,TPE,KOR,3,2,"9,11,11,11,11|11,8,13,5,7",Final,GRAND_SLAM,WD,382,Main Draw,JEON Jihee (KOR),CHENG I-Ching (TPE),YANG Ha Eun (KOR),LEE I-Chen (TPE),2 - 3,11:9 8:11 13:11 5:11 7:11,CHENG I-Ching,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HU Melek,MA Wenting,TUR,NOR,3,2,"11,8,6,11,11|8,11,11,8,3",R16,GRAND_SLAM,WD,382,Main Draw,MA Wenting (NOR),HU Melek (TUR),YANG Xiaoxin (MON),XIAO Maria (ESP),2 - 3,8:11 11:8 11:6 8:11 3:11,HU Melek,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,NIWA Koki,BADOWSKI Marek,JPN,POL,3,0,"11,11,11|4,8,8",R16,GRAND_SLAM,MD,382,Main Draw,BADOWSKI Marek (POL),NIWA Koki (JPN),WANG Zengyi (POL),YOSHIMURA Maharu (JPN),0 - 3,4:11 8:11 8:11,NIWA Koki,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,MADARASZ Dora,JI Eunchae,HUN,KOR,3,1,"11,7,11,11|9,11,7,5",R16,GRAND_SLAM,WD,382,Main Draw,MADARASZ Dora (HUN),JI Eunchae (KOR),SZOCS Bernadette (ROU),LEE Eunhye (KOR),3 - 1,11:9 7:11 11:7 11:5,MADARASZ Dora,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HASHIMOTO Honoka,MADARASZ Dora,JPN,HUN,3,1,"11,11,5,11|5,9,11,8",QuarterFinal,GRAND_SLAM,WD,382,Main Draw,MADARASZ Dora (HUN),HASHIMOTO Honoka (JPN),SZOCS Bernadette (ROU),SATO Hitomi (JPN),1 - 3,5:11 9:11 11:5 8:11,HASHIMOTO Honoka,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,LIN Ye,ARLOUSKAYA Alina,CAN,BLR,3,1,"11,6,11,11|9,11,6,6",R16,GRAND_SLAM,WD,382,Main Draw,LIN Ye (CAN),ARLOUSKAYA Alina (BLR),ZENG Jian (SGP),NIKITCHANKA Alina (BLR),3 - 1,11:9 6:11 11:6 11:6,LIN Ye,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,EKHOLM Matilda,LIN Ye,SWE,CAN,3,0,"11,11,11|7,9,4",QuarterFinal,GRAND_SLAM,WD,382,Main Draw,LIN Ye (CAN),EKHOLM Matilda (SWE),ZENG Jian (SGP),POTA Georgina (HUN),0 - 3,7:11 9:11 4:11,EKHOLM Matilda,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,KARLSSON Kristian,TANVIRIYAVECHAKUL Padasak,SWE,THA,3,1,"9,11,11,11|11,6,9,6",R16,GRAND_SLAM,MD,382,Main Draw,TANVIRIYAVECHAKUL Padasak (THA),KARLSSON Kristian (SWE),WISUTMAYTHANGKOON Supanut (THA),KARLSSON Mattias (SWE),1 - 3,11:9 6:11 9:11 6:11,KARLSSON Kristian,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HACHARD Antoine,CHEN Chien-An,FRA,TPE,3,1,"11,11,4,11|9,5,11,6",R16,GRAND_SLAM,MD,382,Main Draw,CHEN Chien-An (TPE),HACHARD Antoine (FRA),CHIANG Hung-Chieh (TPE),OUAICHE Stephane (ALG),1 - 3,9:11 5:11 11:4 6:11,HACHARD Antoine,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHENG I-Ching,VARADY Barbora,TPE,SVK,3,0,"11,11,11|5,3,3",R16,GRAND_SLAM,WD,382,Main Draw,CHENG I-Ching (TPE),VARADY Barbora (SVK),LEE I-Chen (TPE),MATELOVA Hana (CZE),3 - 0,11:5 11:3 11:3,CHENG I-Ching,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,HASHIMOTO Honoka,LIN Po-Hsuan,JPN,TPE,3,1,"11,11,3,11|8,5,11,9",R16,GRAND_SLAM,WD,382,Main Draw,LIN Po-Hsuan (TPE),HASHIMOTO Honoka (JPN),WANG Yi-Ju (TPE),SATO Hitomi (JPN),1 - 3,8:11 5:11 11:3 9:11,HASHIMOTO Honoka,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHENG I-Ching,HAYATA Hina,TPE,JPN,3,1,"11,11,8,12|4,4,11,10",QuarterFinal,GRAND_SLAM,WD,382,Main Draw,CHENG I-Ching (TPE),HAYATA Hina (JPN),LEE I-Chen (TPE),KATO Miyu (JPN),3 - 1,11:4 11:4 8:11 12:10,CHENG I-Ching,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,CHENG I-Ching,HASHIMOTO Honoka,TPE,JPN,3,1,"11,11,8,13|7,8,11,11",SemiFinal,GRAND_SLAM,WD,382,Main Draw,CHENG I-Ching (TPE),HASHIMOTO Honoka (JPN),LEE I-Chen (TPE),SATO Hitomi (JPN),3 - 1,11:7 11:8 8:11 13:11,CHENG I-Ching,2016
World Tour Swedish Open Stockholm 2016,2016-11-15,EKHOLM Matilda,DE NUTTE Sarah,SWE,LUX,3,0,"12,12,11|10,10,8",R16,GRAND_SLAM,WD,382,Main Draw,DE NUTTE Sarah (LUX),EKHOLM Matilda (SWE),ZHENG Jiaqi (USA),POTA Georgina (HUN),0 - 3,10:12 10:12 8:11,EKHOLM Matilda,2016
World Tour Austrian Open Linz 2016,2016-11-09,NIWA Koki,WALKER Samuel,JPN,ENG,4,2,"10,11,11,9,11,11|12,9,6,11,4,7",R64,GRAND_SLAM,MS,363,Main Draw,NIWA Koki (JPN),WALKER Samuel (ENG),,,4 - 2,10:12 11:9 11:6 9:11 11:4 11:7,NIWA Koki,2016
World Tour Austrian Open Linz 2016,2016-11-09,KIM Minhyeok,MENGEL Steffen,KOR,GER,4,0,"11,11,11,11|8,7,4,0",R64,GRAND_SLAM,MS,363,Main Draw,KIM Minhyeok (KOR),MENGEL Steffen (GER),,,4 - 0,11:8 11:7 11:4 11:0,KIM Minhyeok,2016
World Tour Austrian Open Linz 2016,2016-11-09,KALLBERG Anton,HARIMOTO Tomokazu,SWE,JPN,4,1,"11,9,11,11,11|8,11,7,7,8",R64,GRAND_SLAM,MS,363,Main Draw,HARIMOTO Tomokazu (JPN),KALLBERG Anton (SWE),,,1 - 4,8:11 11:9 7:11 7:11 8:11,KALLBERG Anton,2016
World Tour Austrian Open Linz 2016,2016-11-09,MATSUDAIRA Kenta,KUZMIN Fedor,JPN,RUS,4,2,"10,11,11,5,11,11|12,8,6,11,6,6",R64,GRAND_SLAM,MS,363,Main Draw,KUZMIN Fedor (RUS),MATSUDAIRA Kenta (JPN),,,2 - 4,12:10 8:11 6:11 11:5 6:11 6:11,MATSUDAIRA Kenta,2016
World Tour Austrian Open Linz 2016,2016-11-09,WALTHER Ricardo,DYJAS Jakub,GER,POL,4,0,"11,11,11,11|7,7,8,8",R64,GRAND_SLAM,MS,363,Main Draw,DYJAS Jakub (POL),WALTHER Ricardo (GER),,,0 - 4,7:11 7:11 8:11 8:11,WALTHER Ricardo,2016
World Tour Austrian Open Linz 2016,2016-11-09,CHIANG Hung-Chieh,AKKUZU Can,TPE,FRA,4,3,"11,8,11,10,3,14,11|5,11,7,12,11,12,8",R64,GRAND_SLAM,MS,363,Main Draw,AKKUZU Can (FRA),CHIANG Hung-Chieh (TPE),,,3 - 4,5:11 11:8 7:11 12:10 11:3 12:14 8:11,CHIANG Hung-Chieh,2016
