tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Pro Tour Grand Finals Stockholm 2002,2002-12-12,MA Lin,SMIRNOV Alexey,CHN,RUS,4,2,"11,11,5,11,1,11|9,7,11,9,11,4",R16,GRAND_SLAM,MS,1509,Main Draw,MA Lin (CHN),SMIRNOV Alexey (RUS),,,4 - 2,11:9 11:7 5:11 11:9 1:11 11:4,MA Lin,2002
Japan Open Kobe 2002,2002-09-12,CIOTI Constantin,STEGER Bastian,ROU,GER,4,1,"11,11,9,11,12|9,5,11,9,10",R32,GRAND_SLAM,MS,1423,Main Draw,CIOTI Constantin (ROU),STEGER Bastian (GER),,,4 - 1,11:9 11:5 9:11 11:9 12:10,CIOTI Constantin,2002
Japan Open Kobe 2002,2002-09-12,MAZE Michael,CHILA Patrick,DEN,FRA,4,0,"11,11,13,11|8,7,11,4",R32,GRAND_SLAM,MS,1423,Main Draw,MAZE Michael (DEN),CHILA Patrick (FRA),,,4 - 0,11:8 11:7 13:11 11:4,MAZE Michael,2002
Japan Open Kobe 2002,2002-09-12,PERSSON Jorgen,ZENG Cem,SWE,TUR,4,2,"11,9,11,12,6,12|7,11,9,10,11,10",R32,GRAND_SLAM,MS,1423,Main Draw,PERSSON Jorgen (SWE),ZENG Cem (TUR),,,4 - 2,11:7 9:11 11:9 12:10 6:11 12:10,PERSSON Jorgen,2002
Japan Open Kobe 2002,2002-09-12,PRIMORAC Zoran,YOO Changjae,CRO,KOR,4,0,"11,12,11,11|9,10,9,5",R32,GRAND_SLAM,MS,1423,Main Draw,PRIMORAC Zoran (CRO),YOO Changjae (KOR),,,0 - 4,9:11 10:12 9:11 5:11,PRIMORAC Zoran,2002
Japan Open Kobe 2002,2002-09-12,KREANGA Kalinikos,KEINATH Thomas,GRE,SVK,4,1,"11,11,9,11,11|5,4,11,5,7",R32,GRAND_SLAM,MS,1423,Main Draw,KREANGA Kalinikos (GRE),KEINATH Thomas (SVK),,,4 - 1,11:5 11:4 9:11 11:5 11:7,KREANGA Kalinikos,2002
Japan Open Kobe 2002,2002-09-12,KARLSSON Peter,KIM Junghoon,SWE,KOR,4,1,"6,11,11,11,11|11,8,9,5,7",R32,GRAND_SLAM,MS,1423,Main Draw,KARLSSON Peter (SWE),KIM Junghoon (KOR),,,1 - 4,11:6 8:11 9:11 5:11 7:11,KARLSSON Peter,2002
Japan Open Kobe 2002,2002-09-12,HEISTER Danny,KIM Gunhwan,NED,KOR,4,0,"11,11,11,11|7,9,6,6",R32,GRAND_SLAM,MS,1423,Main Draw,HEISTER Danny (NED),KIM Gunhwan (KOR),,,4 - 0,11:7 11:9 11:6 11:6,HEISTER Danny,2002
Japan Open Kobe 2002,2002-09-12,SAIVE Jean-Michel,MATSUSHITA Koji,BEL,JPN,4,3,"11,11,8,10,7,11,11|5,7,11,12,11,8,8",R32,GRAND_SLAM,MS,1423,Main Draw,SAIVE Jean-Michel (BEL),MATSUSHITA Koji (JPN),,,3 - 4,5:11 7:11 11:8 12:10 11:7 8:11 8:11,SAIVE Jean-Michel,2002
Japan Open Kobe 2002,2002-09-12,CHIANG Peng-Lung,KIM Seung Hun,TPE,KOR,4,0,"11,11,11,11|7,6,5,6",R32,GRAND_SLAM,MS,1423,Main Draw,CHIANG Peng-Lung (TPE),KIM Seung Hun (KOR),,,4 - 0,11:7 11:6 11:5 11:6,CHIANG Peng-Lung,2002
Japan Open Kobe 2002,2002-09-12,ELOI Damien,KITO Akira,FRA,JPN,4,0,"12,11,11,11|10,6,3,5",R32,GRAND_SLAM,MS,1423,Main Draw,ELOI Damien (FRA),KITO Akira (JPN),,,0 - 4,10:12 6:11 3:11 5:11,ELOI Damien,2002
Japan Open Kobe 2002,2002-09-12,CRISAN Adrian,KORBEL Petr,ROU,CZE,4,2,"5,11,12,11,11,11|11,7,14,8,9,9",R32,GRAND_SLAM,MS,1423,Main Draw,CRISAN Adrian (ROU),KORBEL Petr (CZE),,,2 - 4,11:5 7:11 14:12 8:11 9:11 9:11,CRISAN Adrian,2002
Japan Open Kobe 2002,2002-09-12,QIU Yike,ZHOU Bin,CHN,CHN,4,3,"11,14,8,8,11,11,11|9,12,11,11,5,13,6",R32,GRAND_SLAM,MS,1423,Main Draw,QIU Yike (CHN),ZHOU Bin (CHN),,,3 - 4,9:11 12:14 11:8 11:8 5:11 13:11 6:11,QIU Yike,2002
Japan Open Kobe 2002,2002-09-12,CHUANG Chih-Yuan,YUZAWA Ryo,TPE,JPN,4,0,"11,11,11,11|8,9,9,1",R32,GRAND_SLAM,MS,1423,Main Draw,CHUANG Chih-Yuan (TPE),YUZAWA Ryo (JPN),,,4 - 0,11:8 11:9 11:9 11:1,CHUANG Chih-Yuan,2002
Japan Open Kobe 2002,2002-09-12,MONRAD Martin,KIHO Shinnosuke,DEN,JPN,4,0,"11,11,11,11|4,9,8,8",R32,GRAND_SLAM,MS,1423,Main Draw,MONRAD Martin (DEN),KIHO Shinnosuke (JPN),,,4 - 0,11:4 11:9 11:8 11:8,MONRAD Martin,2002
Japan Open Kobe 2002,2002-09-12,KAYAMA Hyogo,HAKANSSON Fredrik,JPN,SWE,4,2,"8,14,12,11,13,12|11,12,10,7,15,10",R32,GRAND_SLAM,MS,1423,Main Draw,KAYAMA Hyogo (JPN),HAKANSSON Fredrik (SWE),,,2 - 4,11:8 12:14 10:12 7:11 15:13 10:12,KAYAMA Hyogo,2002
Japan Open Kobe 2002,2002-09-12,BOLL Timo,KO Junhyung,GER,KOR,4,0,"11,11,11,11|4,6,8,9",R32,GRAND_SLAM,MS,1423,Main Draw,BOLL Timo (GER),KO Junhyung (KOR),,,0 - 4,4:11 6:11 8:11 9:11,BOLL Timo,2002
Japan Open Kobe 2002,2002-09-12,MAZE Michael,CIOTI Constantin,DEN,ROU,4,2,"9,11,11,11,7,11|11,8,8,4,11,7",R16,GRAND_SLAM,MS,1423,Main Draw,MAZE Michael (DEN),CIOTI Constantin (ROU),,,2 - 4,11:9 8:11 8:11 4:11 11:7 7:11,MAZE Michael,2002
Japan Open Kobe 2002,2002-09-12,PRIMORAC Zoran,PERSSON Jorgen,CRO,SWE,4,3,"10,9,11,11,11,11,11|12,11,9,9,6,13,5",R16,GRAND_SLAM,MS,1423,Main Draw,PRIMORAC Zoran (CRO),PERSSON Jorgen (SWE),,,3 - 4,12:10 11:9 9:11 9:11 6:11 13:11 5:11,PRIMORAC Zoran,2002
Japan Open Kobe 2002,2002-09-12,KREANGA Kalinikos,KARLSSON Peter,GRE,SWE,4,0,"11,11,12,11|5,2,10,8",R16,GRAND_SLAM,MS,1423,Main Draw,KREANGA Kalinikos (GRE),KARLSSON Peter (SWE),,,4 - 0,11:5 11:2 12:10 11:8,KREANGA Kalinikos,2002
Japan Open Kobe 2002,2002-09-12,SAIVE Jean-Michel,HEISTER Danny,BEL,NED,4,3,"2,11,9,11,6,11,11|11,5,11,9,11,9,5",R16,GRAND_SLAM,MS,1423,Main Draw,SAIVE Jean-Michel (BEL),HEISTER Danny (NED),,,3 - 4,11:2 5:11 11:9 9:11 11:6 9:11 5:11,SAIVE Jean-Michel,2002
Japan Open Kobe 2002,2002-09-12,CHIANG Peng-Lung,ELOI Damien,TPE,FRA,4,2,"16,11,11,8,11,11|18,8,7,11,9,9",R16,GRAND_SLAM,MS,1423,Main Draw,CHIANG Peng-Lung (TPE),ELOI Damien (FRA),,,4 - 2,16:18 11:8 11:7 8:11 11:9 11:9,CHIANG Peng-Lung,2002
Japan Open Kobe 2002,2002-09-12,QIU Yike,CRISAN Adrian,CHN,ROU,4,1,"11,12,11,4,11|9,10,2,11,7",R16,GRAND_SLAM,MS,1423,Main Draw,QIU Yike (CHN),CRISAN Adrian (ROU),,,1 - 4,9:11 10:12 2:11 11:4 7:11,QIU Yike,2002
Japan Open Kobe 2002,2002-09-12,CHUANG Chih-Yuan,MONRAD Martin,TPE,DEN,4,0,"11,11,11,11|9,4,6,7",R16,GRAND_SLAM,MS,1423,Main Draw,CHUANG Chih-Yuan (TPE),MONRAD Martin (DEN),,,4 - 0,11:9 11:4 11:6 11:7,CHUANG Chih-Yuan,2002
Japan Open Kobe 2002,2002-09-12,BOLL Timo,KAYAMA Hyogo,GER,JPN,4,0,"11,11,11,11|9,4,7,8",R16,GRAND_SLAM,MS,1423,Main Draw,BOLL Timo (GER),KAYAMA Hyogo (JPN),,,0 - 4,9:11 4:11 7:11 8:11,BOLL Timo,2002
Japan Open Kobe 2002,2002-09-12,PRIMORAC Zoran,MAZE Michael,CRO,DEN,4,0,"15,11,11,14|13,7,1,12",QuarterFinal,GRAND_SLAM,MS,1423,Main Draw,PRIMORAC Zoran (CRO),MAZE Michael (DEN),,,0 - 4,13:15 7:11 1:11 12:14,PRIMORAC Zoran,2002
Japan Open Kobe 2002,2002-09-12,KREANGA Kalinikos,SAIVE Jean-Michel,GRE,BEL,4,1,"11,11,13,6,11|6,8,11,11,6",QuarterFinal,GRAND_SLAM,MS,1423,Main Draw,KREANGA Kalinikos (GRE),SAIVE Jean-Michel (BEL),,,4 - 1,11:6 11:8 13:11 6:11 11:6,KREANGA Kalinikos,2002
Japan Open Kobe 2002,2002-09-12,QIU Yike,CHIANG Peng-Lung,CHN,TPE,4,2,"6,11,5,11,12,12|11,7,11,6,10,10",QuarterFinal,GRAND_SLAM,MS,1423,Main Draw,QIU Yike (CHN),CHIANG Peng-Lung (TPE),,,2 - 4,11:6 7:11 11:5 6:11 10:12 10:12,QIU Yike,2002
Japan Open Kobe 2002,2002-09-12,CHUANG Chih-Yuan,BOLL Timo,TPE,GER,4,1,"11,11,11,5,11|3,8,8,11,8",QuarterFinal,GRAND_SLAM,MS,1423,Main Draw,CHUANG Chih-Yuan (TPE),BOLL Timo (GER),,,4 - 1,11:3 11:8 11:8 5:11 11:8,CHUANG Chih-Yuan,2002
Japan Open Kobe 2002,2002-09-12,KREANGA Kalinikos,PRIMORAC Zoran,GRE,CRO,4,2,"11,11,9,11,9,11|6,8,11,4,11,9",SemiFinal,GRAND_SLAM,MS,1423,Main Draw,KREANGA Kalinikos (GRE),PRIMORAC Zoran (CRO),,,2 - 4,6:11 8:11 11:9 4:11 11:9 9:11,KREANGA Kalinikos,2002
Japan Open Kobe 2002,2002-09-12,CHUANG Chih-Yuan,QIU Yike,TPE,CHN,4,2,"11,10,11,11,4,13|7,12,8,9,11,11",SemiFinal,GRAND_SLAM,MS,1423,Main Draw,CHUANG Chih-Yuan (TPE),QIU Yike (CHN),,,2 - 4,7:11 12:10 8:11 9:11 11:4 11:13,CHUANG Chih-Yuan,2002
Japan Open Kobe 2002,2002-09-12,KREANGA Kalinikos,CHUANG Chih-Yuan,GRE,TPE,4,2,"15,11,9,9,11,11|13,5,11,11,7,6",Final,GRAND_SLAM,MS,1423,Main Draw,KREANGA Kalinikos (GRE),CHUANG Chih-Yuan (TPE),,,4 - 2,15:13 11:5 9:11 9:11 11:7 11:6,KREANGA Kalinikos,2002
Japan Open Kobe 2002,2002-09-12,XIN Xing Xing,SU Hsien-Ching,SGP,TPE,4,1,"11,11,4,11,11|2,4,11,7,5",,GRAND_SLAM,WS,1423,Qualification,XIN Xing Xing (SGP),SU Hsien-Ching (TPE),,,1 - 4,2:11 4:11 11:4 7:11 5:11,XIN Xing Xing,2002
Japan Open Kobe 2002,2002-09-12,XIN Xing Xing,KRAMER Tanja,SGP,GER,4,1,"11,11,5,13,11|9,9,11,11,5",,GRAND_SLAM,WS,1423,Qualification,XIN Xing Xing (SGP),KRAMER Tanja (GER),,,1 - 4,9:11 9:11 11:5 11:13 5:11,XIN Xing Xing,2002
Japan Open Kobe 2002,2002-09-12,KRAMER Tanja,SU Hsien-Ching,GER,TPE,4,1,"11,11,8,11,11|6,7,11,8,5",,GRAND_SLAM,WS,1423,Qualification,KRAMER Tanja (GER),SU Hsien-Ching (TPE),,,4 - 1,11:6 11:7 8:11 11:8 11:5,KRAMER Tanja,2002
Japan Open Kobe 2002,2002-09-12,KWON Hyunjoo,LI Qian,KOR,POL,4,3,"5,11,11,11,8,7,11|11,6,7,8,11,11,8",,GRAND_SLAM,WS,1423,Qualification,KWON Hyunjoo (KOR),LI Qian (POL),,,4 - 3,5:11 11:6 11:7 11:8 8:11 7:11 11:8,KWON Hyunjoo,2002
Japan Open Kobe 2002,2002-09-12,LI Qian,LU Yun-Feng,POL,TPE,4,2,"13,11,4,11,4,11|11,4,11,5,11,6",,GRAND_SLAM,WS,1423,Qualification,LI Qian (POL),LU Yun-Feng (TPE),,,2 - 4,11:13 4:11 11:4 5:11 11:4 6:11,LI Qian,2002
Japan Open Kobe 2002,2002-09-12,KWON Hyunjoo,LU Yun-Feng,KOR,TPE,4,3,"8,11,7,8,11,11,11|11,7,11,11,7,6,5",,GRAND_SLAM,WS,1423,Qualification,KWON Hyunjoo (KOR),LU Yun-Feng (TPE),,,3 - 4,11:8 7:11 11:7 11:8 7:11 6:11 5:11,KWON Hyunjoo,2002
Japan Open Kobe 2002,2002-09-12,ZHANG Xiaoyu (1986),HUANG Yi-Hua,CHN,TPE,4,1,"16,13,11,8,11|14,11,8,11,4",,GRAND_SLAM,WS,1423,Qualification,ZHANG Xiaoyu (1986) (CHN),HUANG Yi-Hua (TPE),,,1 - 4,14:16 11:13 8:11 11:8 4:11,ZHANG Xiaoyu (1986),2002
Japan Open Kobe 2002,2002-09-12,ZHANG Xiaoyu (1986),ITO Midori,CHN,JPN,4,1,"11,11,7,11,11|9,4,11,9,9",,GRAND_SLAM,WS,1423,Qualification,ZHANG Xiaoyu (1986) (CHN),ITO Midori (JPN),,,1 - 4,9:11 4:11 11:7 9:11 9:11,ZHANG Xiaoyu (1986),2002
Japan Open Kobe 2002,2002-09-12,HUANG Yi-Hua,ITO Midori,TPE,JPN,4,2,"6,11,11,13,4,11|11,8,5,11,11,6",,GRAND_SLAM,WS,1423,Qualification,HUANG Yi-Hua (TPE),ITO Midori (JPN),,,2 - 4,11:6 8:11 5:11 11:13 11:4 6:11,HUANG Yi-Hua,2002
Japan Open Kobe 2002,2002-09-12,SUK Solji,CHEN Chiu-Tan,KOR,TPE,4,1,"11,11,8,11,11|5,6,11,9,3",,GRAND_SLAM,WS,1423,Qualification,SUK Solji (KOR),CHEN Chiu-Tan (TPE),,,4 - 1,11:5 11:6 8:11 11:9 11:3,SUK Solji,2002
Japan Open Kobe 2002,2002-09-12,IMAFUKU Kumi,CHEN Chiu-Tan,JPN,TPE,4,2,"11,11,10,14,6,11|0,7,12,12,11,9",,GRAND_SLAM,WS,1423,Qualification,IMAFUKU Kumi (JPN),CHEN Chiu-Tan (TPE),,,4 - 2,11:0 11:7 10:12 14:12 6:11 11:9,IMAFUKU Kumi,2002
Japan Open Kobe 2002,2002-09-12,SUK Solji,IMAFUKU Kumi,KOR,JPN,4,1,"11,10,11,12,11|5,12,9,10,8",,GRAND_SLAM,WS,1423,Qualification,SUK Solji (KOR),IMAFUKU Kumi (JPN),,,1 - 4,5:11 12:10 9:11 10:12 8:11,SUK Solji,2002
Japan Open Kobe 2002,2002-09-12,WANG Shan,POHAR Martina,CHN,SLO,4,0,"11,11,11,11|1,5,6,4",,GRAND_SLAM,WS,1423,Qualification,WANG Shan (CHN),POHAR Martina (SLO),,,0 - 4,1:11 5:11 6:11 4:11,WANG Shan,2002
Japan Open Kobe 2002,2002-09-12,WANG Shan,KIM Kyungha,CHN,KOR,4,2,"6,11,9,14,11,11|11,7,11,12,8,7",,GRAND_SLAM,WS,1423,Qualification,WANG Shan (CHN),KIM Kyungha (KOR),,,2 - 4,11:6 7:11 11:9 12:14 8:11 7:11,WANG Shan,2002
Japan Open Kobe 2002,2002-09-12,KIM Kyungha,POHAR Martina,KOR,SLO,4,1,"11,6,11,11,13|7,11,3,1,11",,GRAND_SLAM,WS,1423,Qualification,KIM Kyungha (KOR),POHAR Martina (SLO),,,4 - 1,11:7 6:11 11:3 11:1 13:11,KIM Kyungha,2002
Japan Open Kobe 2002,2002-09-12,PENG Luyang,PAN Chun-Chu,CHN,TPE,4,0,"11,11,13,11|7,4,11,7",,GRAND_SLAM,WS,1423,Qualification,PENG Luyang (CHN),PAN Chun-Chu (TPE),,,0 - 4,7:11 4:11 11:13 7:11,PENG Luyang,2002
Japan Open Kobe 2002,2002-09-12,PENG Luyang,YOON Jihye,CHN,KOR,4,2,"11,11,11,8,7,11|6,8,8,11,11,5",,GRAND_SLAM,WS,1423,Qualification,PENG Luyang (CHN),YOON Jihye (KOR),,,2 - 4,6:11 8:11 8:11 11:8 11:7 5:11,PENG Luyang,2002
Japan Open Kobe 2002,2002-09-12,PAN Chun-Chu,YOON Jihye,TPE,KOR,4,2,"10,8,11,12,13,11|12,11,8,10,11,8",,GRAND_SLAM,WS,1423,Qualification,PAN Chun-Chu (TPE),YOON Jihye (KOR),,,2 - 4,12:10 11:8 8:11 10:12 11:13 8:11,PAN Chun-Chu,2002
Japan Open Kobe 2002,2002-09-12,CHANG Chenchen,HIRANO Sayaka,CHN,JPN,4,0,"11,11,11,11|5,5,6,4",,GRAND_SLAM,WS,1423,Qualification,CHANG Chenchen (CHN),HIRANO Sayaka (JPN),,,0 - 4,5:11 5:11 6:11 4:11,CHANG Chenchen,2002
Japan Open Kobe 2002,2002-09-12,CHANG Chenchen,PARK Kyungae (II),CHN,KOR,4,0,"11,11,11,11|6,7,7,5",,GRAND_SLAM,WS,1423,Qualification,CHANG Chenchen (CHN),PARK Kyungae (II) (KOR),,,0 - 4,6:11 7:11 7:11 5:11,CHANG Chenchen,2002
Japan Open Kobe 2002,2002-09-12,HIRANO Sayaka,PARK Kyungae (II),JPN,KOR,4,1,"13,10,12,11,11|11,12,10,4,9",,GRAND_SLAM,WS,1423,Qualification,HIRANO Sayaka (JPN),PARK Kyungae (II) (KOR),,,1 - 4,11:13 12:10 10:12 4:11 9:11,HIRANO Sayaka,2002
Japan Open Kobe 2002,2002-09-12,JUNG Sunyong,LEGAY Solene,KOR,FRA,4,0,"11,13,13,11|4,11,11,4",,GRAND_SLAM,WS,1423,Qualification,JUNG Sunyong (KOR),LEGAY Solene (FRA),,,0 - 4,4:11 11:13 11:13 4:11,JUNG Sunyong,2002
Japan Open Kobe 2002,2002-09-12,SUGITA Sanae,JUNG Sunyong,JPN,KOR,4,1,"11,11,10,11,11|4,8,12,5,5",,GRAND_SLAM,WS,1423,Qualification,SUGITA Sanae (JPN),JUNG Sunyong (KOR),,,4 - 1,11:4 11:8 10:12 11:5 11:5,SUGITA Sanae,2002
Japan Open Kobe 2002,2002-09-12,LEGAY Solene,SUGITA Sanae,FRA,JPN,4,1,"11,13,11,10,11|8,11,6,12,8",,GRAND_SLAM,WS,1423,Qualification,LEGAY Solene (FRA),SUGITA Sanae (JPN),,,1 - 4,8:11 11:13 6:11 12:10 8:11,LEGAY Solene,2002
Japan Open Kobe 2002,2002-09-12,JEON Hyekyung,ROBERTSON Laura,KOR,GER,4,1,"11,11,11,8,11|8,2,5,11,3",,GRAND_SLAM,WS,1423,Qualification,JEON Hyekyung (KOR),ROBERTSON Laura (GER),,,1 - 4,8:11 2:11 5:11 11:8 3:11,JEON Hyekyung,2002
Japan Open Kobe 2002,2002-09-12,JEON Hyekyung,MIE Anne-Claire,KOR,FRA,4,2,"7,11,11,4,11,11|11,5,7,11,7,5",,GRAND_SLAM,WS,1423,Qualification,JEON Hyekyung (KOR),MIE Anne-Claire (FRA),,,2 - 4,11:7 5:11 7:11 11:4 7:11 5:11,JEON Hyekyung,2002
Japan Open Kobe 2002,2002-09-12,ROBERTSON Laura,MIE Anne-Claire,GER,FRA,4,2,"12,7,11,9,7,11|10,11,9,11,1,5",,GRAND_SLAM,WS,1423,Qualification,ROBERTSON Laura (GER),MIE Anne-Claire (FRA),,,2 - 4,10:12 11:7 9:11 11:9 1:7 5:11,ROBERTSON Laura,2002
Japan Open Kobe 2002,2002-09-12,DING Ying,LEE Hyangmi,CHN,KOR,4,2,"11,12,15,8,4,11|5,10,13,11,11,6",,GRAND_SLAM,WS,1423,Qualification,DING Ying (CHN),LEE Hyangmi (KOR),,,2 - 4,5:11 10:12 13:15 11:8 11:4 6:11,DING Ying,2002
Japan Open Kobe 2002,2002-09-12,COSTES Agathe,DING Ying,FRA,CHN,4,3,"4,11,12,9,10,12,11|11,9,10,11,12,10,6",,GRAND_SLAM,WS,1423,Qualification,COSTES Agathe (FRA),DING Ying (CHN),,,4 - 3,4:11 11:9 12:10 9:11 10:12 12:10 11:6,COSTES Agathe,2002
Japan Open Kobe 2002,2002-09-12,LEE Hyangmi,COSTES Agathe,KOR,FRA,4,1,"11,11,7,16,11|9,3,11,14,7",,GRAND_SLAM,WS,1423,Qualification,LEE Hyangmi (KOR),COSTES Agathe (FRA),,,1 - 4,9:11 3:11 11:7 14:16 7:11,LEE Hyangmi,2002
Japan Open Kobe 2002,2002-09-12,LI Jiawei,PENG Luyang,SGP,CHN,4,3,"11,8,11,13,11,9,11|3,11,1,15,9,11,9",R32,GRAND_SLAM,WS,1423,Main Draw,LI Jiawei (SGP),PENG Luyang (CHN),,,4 - 3,11:3 8:11 11:1 13:15 11:9 9:11 11:9,LI Jiawei,2002
Japan Open Kobe 2002,2002-09-12,NEMES Olga,KIM Kyungha,ROU,KOR,4,1,"11,6,11,11,11|8,11,6,9,5",R32,GRAND_SLAM,WS,1423,Main Draw,NEMES Olga (ROU),KIM Kyungha (KOR),,,1 - 4,8:11 11:6 6:11 9:11 5:11,NEMES Olga,2002
Japan Open Kobe 2002,2002-09-12,KISHIDA Satoko,JUNG Sunyong,JPN,KOR,4,2,"11,5,11,11,9,11|6,11,4,6,11,5",R32,GRAND_SLAM,WS,1423,Main Draw,KISHIDA Satoko (JPN),JUNG Sunyong (KOR),,,4 - 2,11:6 5:11 11:4 11:6 9:11 11:5,KISHIDA Satoko,2002
Japan Open Kobe 2002,2002-09-12,KIM Kyungah,LI Qian,KOR,POL,4,1,"11,11,7,11,12|4,5,11,7,10",R32,GRAND_SLAM,WS,1423,Main Draw,KIM Kyungah (KOR),LI Qian (POL),,,1 - 4,4:11 5:11 11:7 7:11 10:12,KIM Kyungah,2002
Japan Open Kobe 2002,2002-09-12,STRUSE Nicole,XIN Xing Xing,GER,SGP,4,0,"11,11,13,11|5,8,11,6",R32,GRAND_SLAM,WS,1423,Main Draw,STRUSE Nicole (GER),XIN Xing Xing (SGP),,,4 - 0,11:5 11:8 13:11 11:6,STRUSE Nicole,2002
Japan Open Kobe 2002,2002-09-12,FUJINUMA Ai,LEE Hyangmi,JPN,KOR,4,3,"11,14,8,5,16,11,11|6,16,11,11,14,7,4",R32,GRAND_SLAM,WS,1423,Main Draw,FUJINUMA Ai (JPN),LEE Hyangmi (KOR),,,3 - 4,6:11 16:14 11:8 11:5 14:16 7:11 4:11,FUJINUMA Ai,2002
Japan Open Kobe 2002,2002-09-12,HIURA Reiko,JEON Hyekyung,JPN,KOR,4,3,"6,6,12,11,11,9,11|11,11,10,9,6,11,8",R32,GRAND_SLAM,WS,1423,Main Draw,HIURA Reiko (JPN),JEON Hyekyung (KOR),,,4 - 3,6:11 6:11 12:10 11:9 11:6 9:11 11:8,HIURA Reiko,2002
Japan Open Kobe 2002,2002-09-12,WANG Shan,JING Junhong,CHN,SGP,4,0,"11,11,11,12|9,8,5,10",R32,GRAND_SLAM,WS,1423,Main Draw,WANG Shan (CHN),JING Junhong (SGP),,,4 - 0,11:9 11:8 11:5 12:10,WANG Shan,2002
Japan Open Kobe 2002,2002-09-12,UMEMURA Aya,KWON Hyunjoo,JPN,KOR,4,1,"11,11,11,9,11|6,6,9,11,6",R32,GRAND_SLAM,WS,1423,Main Draw,UMEMURA Aya (JPN),KWON Hyunjoo (KOR),,,4 - 1,11:6 11:6 11:9 9:11 11:6,UMEMURA Aya,2002
Japan Open Kobe 2002,2002-09-12,ROBERTSON Laura,FUKUHARA Ai,GER,JPN,4,3,"11,12,11,11,11,6,11|13,10,13,9,8,11,6",R32,GRAND_SLAM,WS,1423,Main Draw,ROBERTSON Laura (GER),FUKUHARA Ai (JPN),,,4 - 3,11:13 12:10 11:13 11:9 11:8 6:11 11:6,ROBERTSON Laura,2002
Japan Open Kobe 2002,2002-09-12,TASEI Mikie,KRAMER Tanja,JPN,GER,4,1,"7,11,11,11,11|11,6,8,7,8",R32,GRAND_SLAM,WS,1423,Main Draw,TASEI Mikie (JPN),KRAMER Tanja (GER),,,4 - 1,7:11 11:6 11:8 11:7 11:8,TASEI Mikie,2002
Japan Open Kobe 2002,2002-09-12,KONISHI An,SUK Solji,JPN,KOR,4,1,"11,11,9,11,11|2,5,11,3,9",R32,GRAND_SLAM,WS,1423,Main Draw,KONISHI An (JPN),SUK Solji (KOR),,,1 - 4,2:11 5:11 11:9 3:11 9:11,KONISHI An,2002
Japan Open Kobe 2002,2002-09-12,KIM Bokrae,CHANG Chenchen,KOR,CHN,4,2,"6,13,11,11,11,11|11,15,7,8,4,9",R32,GRAND_SLAM,WS,1423,Main Draw,KIM Bokrae (KOR),CHANG Chenchen (CHN),,,4 - 2,6:11 13:15 11:7 11:8 11:4 11:9,KIM Bokrae,2002
Japan Open Kobe 2002,2002-09-12,ZHANG Xueling,SUGITA Sanae,SGP,JPN,4,1,"14,13,11,11,11|16,11,9,7,2",R32,GRAND_SLAM,WS,1423,Main Draw,ZHANG Xueling (SGP),SUGITA Sanae (JPN),,,1 - 4,16:14 11:13 9:11 7:11 2:11,ZHANG Xueling,2002
Japan Open Kobe 2002,2002-09-12,GOURIN Anne-Sophie,IMAFUKU Kumi,FRA,JPN,4,2,"3,12,11,8,11,11|11,10,2,11,8,5",R32,GRAND_SLAM,WS,1423,Main Draw,GOURIN Anne-Sophie (FRA),IMAFUKU Kumi (JPN),,,4 - 2,3:11 12:10 11:2 8:11 11:8 11:5,GOURIN Anne-Sophie,2002
Japan Open Kobe 2002,2002-09-12,STEFF Mihaela,ZHANG Xiaoyu (1986),ROU,CHN,4,3,"13,11,11,8,8,7,11|1,9,9,11,11,11,9",R32,GRAND_SLAM,WS,1423,Main Draw,STEFF Mihaela (ROU),ZHANG Xiaoyu (1986) (CHN),,,3 - 4,1:13 9:11 9:11 11:8 11:8 11:7 9:11,STEFF Mihaela,2002
Japan Open Kobe 2002,2002-09-12,NEMES Olga,LI Jiawei,ROU,SGP,4,0,"11,11,12,11|6,9,10,6",R16,GRAND_SLAM,WS,1423,Main Draw,NEMES Olga (ROU),LI Jiawei (SGP),,,0 - 4,6:11 9:11 10:12 6:11,NEMES Olga,2002
Japan Open Kobe 2002,2002-09-12,KIM Kyungah,KISHIDA Satoko,KOR,JPN,4,0,"11,11,11,11|4,7,9,4",R16,GRAND_SLAM,WS,1423,Main Draw,KIM Kyungah (KOR),KISHIDA Satoko (JPN),,,0 - 4,4:11 7:11 9:11 4:11,KIM Kyungah,2002
Japan Open Kobe 2002,2002-09-12,FUJINUMA Ai,STRUSE Nicole,JPN,GER,4,1,"11,11,9,11,11|9,7,11,7,8",R16,GRAND_SLAM,WS,1423,Main Draw,FUJINUMA Ai (JPN),STRUSE Nicole (GER),,,1 - 4,9:11 7:11 11:9 7:11 8:11,FUJINUMA Ai,2002
Japan Open Kobe 2002,2002-09-12,WANG Shan,HIURA Reiko,CHN,JPN,4,0,"11,11,11,11|7,6,5,6",R16,GRAND_SLAM,WS,1423,Main Draw,WANG Shan (CHN),HIURA Reiko (JPN),,,0 - 4,7:11 6:11 5:11 6:11,WANG Shan,2002
