tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
European Games Krakow-Malopolska 2023,2023-06-23,HABESOHN Daniel,PITCHFORD Liam,AUT,ENG,4,3,"6,11,6,10,11,11,11|11,8,11,12,8,5,5",R32,OTHER,MS,2785,Main Draw,PITCHFORD Liam (ENG),HABESOHN Daniel (AUT),,,3 - 4,11:6 8:11 11:6 12:10 8:11 5:11 5:11,HABESOHN Daniel,2023
European Games Krakow-Malopolska 2023,2023-06-23,MOREGARD Truls,PISTEJ Lubomir,SWE,SVK,4,0,"11,11,11,11,0,0,0|5,9,8,9,0,0,0",R32,OTHER,MS,2785,Main Draw,PISTEJ Lubomir (SVK),MOREGARD Truls (SWE),,,0 - 4,5:11 9:11 8:11 9:11 0:0 0:0 0:0,MOREGARD Truls,2023
European Games Krakow-Malopolska 2023,2023-06-23,QIU Dang,STOYANOV Niagol,GER,ITA,4,0,"11,11,11,11,0,0,0|8,2,4,7,0,0,0",R16,OTHER,MS,2785,Main Draw,QIU Dang (GER),STOYANOV Niagol (ITA),,,4 - 0,11:8 11:2 11:4 11:7 0:0 0:0 0:0,QIU Dang,2023
European Games Krakow-Malopolska 2023,2023-06-23,LEBRUN Alexis,GROTH Jonathan,FRA,DEN,4,3,"6,11,11,6,9,11,11|11,9,8,11,11,7,8",R16,OTHER,MS,2785,Main Draw,GROTH Jonathan (DEN),LEBRUN Alexis (FRA),,,3 - 4,11:6 9:11 8:11 11:6 11:9 7:11 8:11,LEBRUN Alexis,2023
European Games Krakow-Malopolska 2023,2023-06-23,FREITAS Marcos,KARLSSON Kristian,POR,SWE,4,3,"7,6,13,11,5,11,11|11,11,11,6,11,8,9",R16,OTHER,MS,2785,Main Draw,KARLSSON Kristian (SWE),FREITAS Marcos (POR),,,3 - 4,11:7 11:6 11:13 6:11 11:5 8:11 9:11,FREITAS Marcos,2023
European Games Krakow-Malopolska 2023,2023-06-23,JORGIC Darko,GARDOS Robert,SLO,AUT,4,2,"11,11,12,10,11,12,0|2,9,14,12,7,10,0",R16,OTHER,MS,2785,Main Draw,GARDOS Robert (AUT),JORGIC Darko (SLO),,,2 - 4,2:11 9:11 14:12 12:10 7:11 10:12 0:0,JORGIC Darko,2023
European Games Krakow-Malopolska 2023,2023-06-23,IONESCU Eduard,OVTCHAROV Dimitrij,ROU,GER,4,2,"7,7,14,11,12,11,0|11,11,12,7,10,5,0",R16,OTHER,MS,2785,Main Draw,OVTCHAROV Dimitrij (GER),IONESCU Eduard (ROU),,,2 - 4,11:7 11:7 12:14 7:11 10:12 5:11 0:0,IONESCU Eduard,2023
European Games Krakow-Malopolska 2023,2023-06-23,LEBRUN Felix,LIND Anders,FRA,DEN,4,2,"13,12,6,11,12,11,0|11,10,11,7,14,5,0",R16,OTHER,MS,2785,Main Draw,LIND Anders (DEN),LEBRUN Felix (FRA),,,2 - 4,11:13 10:12 11:6 7:11 14:12 5:11 0:0,LEBRUN Felix,2023
European Games Krakow-Malopolska 2023,2023-06-23,GACINA Andrej,NUYTINCK Cedric,CRO,BEL,4,1,"10,11,11,11,11,0,0|12,8,4,9,6,0,0",R16,OTHER,MS,2785,Main Draw,GACINA Andrej (CRO),NUYTINCK Cedric (BEL),,,4 - 1,10:12 11:8 11:4 11:9 11:6 0:0 0:0,GACINA Andrej,2023
European Games Krakow-Malopolska 2023,2023-06-23,HABESOHN Daniel,MOREGARD Truls,AUT,SWE,4,3,"11,6,12,12,11,3,11|6,11,10,10,13,11,7",R16,OTHER,MS,2785,Main Draw,HABESOHN Daniel (AUT),MOREGARD Truls (SWE),,,4 - 3,11:6 6:11 12:10 12:10 11:13 3:11 11:7,HABESOHN Daniel,2023
European Games Krakow-Malopolska 2023,2023-06-23,LEBRUN Alexis,QIU Dang,FRA,GER,4,1,"10,11,12,11,14,0,0|12,9,10,4,12,0,0",QuarterFinal,OTHER,MS,2785,Main Draw,QIU Dang (GER),LEBRUN Alexis (FRA),,,1 - 4,12:10 9:11 10:12 4:11 12:14 0:0 0:0,LEBRUN Alexis,2023
European Games Krakow-Malopolska 2023,2023-06-23,FREITAS Marcos,JORGIC Darko,POR,SLO,4,2,"11,11,11,8,11,11,0|9,7,9,11,13,4,0",QuarterFinal,OTHER,MS,2785,Main Draw,FREITAS Marcos (POR),JORGIC Darko (SLO),,,4 - 2,11:9 11:7 11:9 8:11 11:13 11:4 0:0,FREITAS Marcos,2023
European Games Krakow-Malopolska 2023,2023-06-23,LEBRUN Felix,IONESCU Eduard,FRA,ROU,4,2,"12,11,12,9,11,11,0|14,2,10,11,5,5,0",QuarterFinal,OTHER,MS,2785,Main Draw,IONESCU Eduard (ROU),LEBRUN Felix (FRA),,,2 - 4,14:12 2:11 10:12 11:9 5:11 5:11 0:0,LEBRUN Felix,2023
European Games Krakow-Malopolska 2023,2023-06-23,GACINA Andrej,HABESOHN Daniel,CRO,AUT,4,1,"11,9,11,12,11,0,0|7,11,9,10,9,0,0",QuarterFinal,OTHER,MS,2785,Main Draw,GACINA Andrej (CRO),HABESOHN Daniel (AUT),,,4 - 1,11:7 9:11 11:9 12:10 11:9 0:0 0:0,GACINA Andrej,2023
European Games Krakow-Malopolska 2023,2023-06-23,FREITAS Marcos,LEBRUN Alexis,POR,FRA,4,2,"11,7,8,12,11,11,0|9,11,11,10,8,6,0",SemiFinal,OTHER,MS,2785,Main Draw,LEBRUN Alexis (FRA),FREITAS Marcos (POR),,,2 - 4,9:11 11:7 11:8 10:12 8:11 6:11 0:0,FREITAS Marcos,2023
European Games Krakow-Malopolska 2023,2023-06-23,LEBRUN Felix,GACINA Andrej,FRA,CRO,4,0,"11,11,11,13,0,0,0|9,4,3,11,0,0,0",SemiFinal,OTHER,MS,2785,Main Draw,LEBRUN Felix (FRA),GACINA Andrej (CRO),,,4 - 0,11:9 11:4 11:3 13:11 0:0 0:0 0:0,LEBRUN Felix,2023
European Games Krakow-Malopolska 2023,2023-06-23,LEBRUN Felix,FREITAS Marcos,FRA,POR,4,3,"9,11,11,4,6,11,13|11,5,5,11,11,2,11",Final,OTHER,MS,2785,Main Draw,FREITAS Marcos (POR),LEBRUN Felix (FRA),,,3 - 4,11:9 5:11 5:11 11:4 11:6 2:11 11:13,LEBRUN Felix,2023
European Games Krakow-Malopolska 2023,2023-06-23,LEBRUN Alexis,GACINA Andrej,FRA,CRO,4,0,"0,0,0,0,0,0,0|0,0,0,0,0,0,0",2,OTHER,MS,2785,Position Draw,LEBRUN Alexis (FRA),GACINA Andrej (CRO),,,4 - 0,0:0 0:0 0:0 0:0 0:0 0:0 0:0,LEBRUN Alexis,2023
European Games Krakow-Malopolska 2023,2023-06-23,MISCHEK-COLUCCI Karoline,AVAMERI Airi,AUT,EST,4,2,"3,12,13,11,6,11,0|11,10,11,8,11,9,0",R128,OTHER,WS,2785,Main Draw,MISCHEK-COLUCCI Karoline (AUT),AVAMERI Airi (EST),,,4 - 2,3:11 12:10 13:11 11:8 6:11 11:9 0:0,MISCHEK-COLUCCI Karoline,2023
European Games Krakow-Malopolska 2023,2023-06-23,TOFANT Ana,HANSON Reelica,SLO,EST,4,2,"11,6,12,11,8,11,0|4,11,10,7,11,5,0",R128,OTHER,WS,2785,Main Draw,HANSON Reelica (EST),TOFANT Ana (SLO),,,2 - 4,4:11 11:6 10:12 7:11 11:8 5:11 0:0,TOFANT Ana,2023
European Games Krakow-Malopolska 2023,2023-06-23,RILISKYTE Kornelija,NIKOIANI Ana,LTU,GEO,4,3,"8,9,8,13,18,15,11|11,11,11,11,16,13,9",R128,OTHER,WS,2785,Main Draw,RILISKYTE Kornelija (LTU),NIKOIANI Ana (GEO),,,4 - 3,8:11 9:11 8:11 13:11 18:16 15:13 11:9,RILISKYTE Kornelija,2023
European Games Krakow-Malopolska 2023,2023-06-23,PICCOLIN Giorgia,TERPOU Elisavet,ITA,GRE,4,0,"11,11,11,11,0,0,0|6,3,9,8,0,0,0",R64,OTHER,WS,2785,Main Draw,TERPOU Elisavet (GRE),PICCOLIN Giorgia (ITA),,,0 - 4,6:11 3:11 9:11 8:11 0:0 0:0 0:0,PICCOLIN Giorgia,2023
European Games Krakow-Malopolska 2023,2023-06-23,SURJAN Sabina,STRAZAR Katarina,SRB,SLO,4,0,"11,11,11,11,0,0,0|7,3,6,7,0,0,0",R64,OTHER,WS,2785,Main Draw,SURJAN Sabina (SRB),STRAZAR Katarina (SLO),,,4 - 0,11:7 11:3 11:6 11:7 0:0 0:0 0:0,SURJAN Sabina,2023
European Games Krakow-Malopolska 2023,2023-06-23,MALOBABIC Ivana,MISCHEK-COLUCCI Karoline,CRO,AUT,4,3,"11,10,11,13,6,9,12|5,12,3,11,11,11,10",R64,OTHER,WS,2785,Main Draw,MISCHEK-COLUCCI Karoline (AUT),MALOBABIC Ivana (CRO),,,3 - 4,5:11 12:10 3:11 11:13 11:6 11:9 10:12,MALOBABIC Ivana,2023
European Games Krakow-Malopolska 2023,2023-06-23,BLASKOVA Zdena,ALTINKAYA Sibel,CZE,TUR,4,3,"11,10,8,11,8,11,11|7,12,11,9,11,9,9",R64,OTHER,WS,2785,Main Draw,ALTINKAYA Sibel (TUR),BLASKOVA Zdena (CZE),,,3 - 4,7:11 12:10 11:8 9:11 11:8 9:11 9:11,BLASKOVA Zdena,2023
European Games Krakow-Malopolska 2023,2023-06-23,ZHANG Sofia-Xuan,WEGRZYN Katarzyna,ESP,POL,4,3,"7,11,11,1,13,4,13|11,8,7,11,11,11,11",R64,OTHER,WS,2785,Main Draw,WEGRZYN Katarzyna (POL),ZHANG Sofia-Xuan (ESP),,,3 - 4,11:7 8:11 7:11 11:1 11:13 11:4 11:13,ZHANG Sofia-Xuan,2023
European Games Krakow-Malopolska 2023,2023-06-23,PAVADE Prithika,HO Tin-Tin,FRA,ENG,4,0,"11,14,11,11,0,0,0|9,12,9,4,0,0,0",R64,OTHER,WS,2785,Main Draw,PAVADE Prithika (FRA),HO Tin-Tin (ENG),,,4 - 0,11:9 14:12 11:9 11:4 0:0 0:0 0:0,PAVADE Prithika,2023
European Games Krakow-Malopolska 2023,2023-06-23,MADARASZ Dora,DEGRAEF Margo,HUN,BEL,4,0,"11,11,11,11,0,0,0|5,6,7,6,0,0,0",R64,OTHER,WS,2785,Main Draw,DEGRAEF Margo (BEL),MADARASZ Dora (HUN),,,0 - 4,5:11 6:11 7:11 6:11 0:0 0:0 0:0,MADARASZ Dora,2023
European Games Krakow-Malopolska 2023,2023-06-23,HELLE Tanja,MORET Rachel,NED,SUI,4,3,"4,12,11,9,7,11,12|11,10,8,11,11,8,10",R64,OTHER,WS,2785,Main Draw,MORET Rachel (SUI),HELLE Tanja (NED),,,3 - 4,11:4 10:12 8:11 11:9 11:7 8:11 10:12,HELLE Tanja,2023
European Games Krakow-Malopolska 2023,2023-06-23,XIAO Maria,MEN Shuohan,ESP,NED,4,1,"2,11,14,11,11,0,0|11,3,12,8,9,0,0",R64,OTHER,WS,2785,Main Draw,MEN Shuohan (NED),XIAO Maria (ESP),,,1 - 4,11:2 3:11 12:14 8:11 9:11 0:0 0:0,XIAO Maria,2023
European Games Krakow-Malopolska 2023,2023-06-23,NAGYVARADI Mercedes,KALLBERG Christina,HUN,SWE,4,3,"12,13,11,10,9,13,19|10,15,9,12,11,11,17",R64,OTHER,WS,2785,Main Draw,KALLBERG Christina (SWE),NAGYVARADI Mercedes (HUN),,,3 - 4,10:12 15:13 9:11 12:10 11:9 11:13 17:19,NAGYVARADI Mercedes,2023
European Games Krakow-Malopolska 2023,2023-06-23,ARAPOVIC Hana,MARCHETTI Nathalie,CRO,BEL,4,3,"11,7,11,10,11,9,11|8,11,9,12,5,11,6",R64,OTHER,WS,2785,Main Draw,MARCHETTI Nathalie (BEL),ARAPOVIC Hana (CRO),,,3 - 4,8:11 11:7 9:11 12:10 5:11 11:9 6:11,ARAPOVIC Hana,2023
European Games Krakow-Malopolska 2023,2023-06-23,TOFANT Ana,YILMAZ Ozge,SLO,TUR,4,1,"11,7,11,11,14,0,0|6,11,8,7,12,0,0",R64,OTHER,WS,2785,Main Draw,YILMAZ Ozge (TUR),TOFANT Ana (SLO),,,1 - 4,6:11 11:7 8:11 7:11 12:14 0:0 0:0,TOFANT Ana,2023
European Games Krakow-Malopolska 2023,2023-06-23,RILISKYTE Kornelija,VIVARELLI Debora,LTU,ITA,4,0,"11,11,11,12,0,0,0|9,6,9,10,0,0,0",R64,OTHER,WS,2785,Main Draw,RILISKYTE Kornelija (LTU),VIVARELLI Debora (ITA),,,4 - 0,11:9 11:6 11:9 12:10 0:0 0:0 0:0,RILISKYTE Kornelija,2023
European Games Krakow-Malopolska 2023,2023-06-23,YAREMCHUK Solomiya,CAREY Charlotte,UKR,WAL,4,0,"11,11,11,11,0,0,0|8,5,7,8,0,0,0",R64,OTHER,WS,2785,Main Draw,YAREMCHUK Solomiya (UKR),CAREY Charlotte (WAL),,,4 - 0,11:8 11:5 11:7 11:8 0:0 0:0 0:0,YAREMCHUK Solomiya,2023
European Games Krakow-Malopolska 2023,2023-06-23,DE NUTTE Sarah,TOFTAKER Martine,LUX,NOR,4,1,"11,11,9,11,11,0,0|8,5,11,5,8,0,0",R64,OTHER,WS,2785,Main Draw,TOFTAKER Martine (NOR),DE NUTTE Sarah (LUX),,,1 - 4,8:11 5:11 11:9 5:11 8:11 0:0 0:0,DE NUTTE Sarah,2023
European Games Krakow-Malopolska 2023,2023-06-23,TOLIOU Aikaterini,LUPULESKU Izabela,GRE,SRB,4,1,"11,11,3,11,12,0,0|9,8,11,8,10,0,0",R64,OTHER,WS,2785,Main Draw,LUPULESKU Izabela (SRB),TOLIOU Aikaterini (GRE),,,1 - 4,9:11 8:11 11:3 8:11 10:12 0:0 0:0,TOLIOU Aikaterini,2023
European Games Krakow-Malopolska 2023,2023-06-23,HAN Ying,PICCOLIN Giorgia,GER,ITA,4,0,"11,11,11,11,0,0,0|2,3,1,7,0,0,0",R32,OTHER,WS,2785,Main Draw,HAN Ying (GER),PICCOLIN Giorgia (ITA),,,4 - 0,11:2 11:3 11:1 11:7 0:0 0:0 0:0,HAN Ying,2023
European Games Krakow-Malopolska 2023,2023-06-23,BERGSTROM Linda,SURJAN Sabina,SWE,SRB,4,1,"11,13,12,6,12,0,0|6,11,10,11,10,0,0",R32,OTHER,WS,2785,Main Draw,SURJAN Sabina (SRB),BERGSTROM Linda (SWE),,,1 - 4,6:11 11:13 10:12 11:6 10:12 0:0 0:0,BERGSTROM Linda,2023
European Games Krakow-Malopolska 2023,2023-06-23,MALOBABIC Ivana,VARADY Barbora,CRO,SVK,4,1,"11,13,9,11,11,0,0|7,11,11,5,8,0,0",R32,OTHER,WS,2785,Main Draw,VARADY Barbora (SVK),MALOBABIC Ivana (CRO),,,1 - 4,7:11 11:13 11:9 5:11 8:11 0:0 0:0,MALOBABIC Ivana,2023
European Games Krakow-Malopolska 2023,2023-06-23,SAMARA Elizabeta,BLASKOVA Zdena,ROU,CZE,4,0,"11,11,11,11,0,0,0|4,8,7,7,0,0,0",R32,OTHER,WS,2785,Main Draw,BLASKOVA Zdena (CZE),SAMARA Elizabeta (ROU),,,0 - 4,4:11 8:11 7:11 7:11 0:0 0:0 0:0,SAMARA Elizabeta,2023
European Games Krakow-Malopolska 2023,2023-06-23,YU Fu,ZHANG Sofia-Xuan,POR,ESP,4,0,"11,11,11,11,0,0,0|8,4,6,5,0,0,0",R32,OTHER,WS,2785,Main Draw,YU Fu (POR),ZHANG Sofia-Xuan (ESP),,,4 - 0,11:8 11:4 11:6 11:5 0:0 0:0 0:0,YU Fu,2023
European Games Krakow-Malopolska 2023,2023-06-23,PAVADE Prithika,NI Xia Lian,FRA,LUX,4,2,"12,8,12,3,11,11,0|10,11,10,11,7,9,0",R32,OTHER,WS,2785,Main Draw,PAVADE Prithika (FRA),NI Xia Lian (LUX),,,4 - 2,12:10 8:11 12:10 3:11 11:7 11:9 0:0,PAVADE Prithika,2023
European Games Krakow-Malopolska 2023,2023-06-23,MADARASZ Dora,PESOTSKA Margaryta,HUN,UKR,4,2,"14,9,5,13,11,17,0|12,11,11,11,7,15,0",R32,OTHER,WS,2785,Main Draw,PESOTSKA Margaryta (UKR),MADARASZ Dora (HUN),,,2 - 4,12:14 11:9 11:5 11:13 7:11 15:17 0:0,MADARASZ Dora,2023
European Games Krakow-Malopolska 2023,2023-06-23,YANG Xiaoxin,HELLE Tanja,MON,NED,4,0,"11,11,12,11,0,0,0|4,5,10,5,0,0,0",R32,OTHER,WS,2785,Main Draw,HELLE Tanja (NED),YANG Xiaoxin (MON),,,0 - 4,4:11 5:11 10:12 5:11 0:0 0:0 0:0,YANG Xiaoxin,2023
European Games Krakow-Malopolska 2023,2023-06-23,MITTELHAM Nina,XIAO Maria,GER,ESP,4,2,"7,11,11,9,13,11,0|11,6,6,11,11,6,0",R32,OTHER,WS,2785,Main Draw,MITTELHAM Nina (GER),XIAO Maria (ESP),,,4 - 2,7:11 11:6 11:6 9:11 13:11 11:6 0:0,MITTELHAM Nina,2023
European Games Krakow-Malopolska 2023,2023-06-23,SHAO Jieni,NAGYVARADI Mercedes,POR,HUN,4,0,"11,11,11,11,0,0,0|8,8,9,6,0,0,0",R32,OTHER,WS,2785,Main Draw,NAGYVARADI Mercedes (HUN),SHAO Jieni (POR),,,0 - 4,8:11 8:11 9:11 6:11 0:0 0:0 0:0,SHAO Jieni,2023
European Games Krakow-Malopolska 2023,2023-06-23,MATELOVA Hana,ARAPOVIC Hana,CZE,CRO,4,3,"9,7,11,12,11,11,15|11,11,5,14,6,8,13",R32,OTHER,WS,2785,Main Draw,MATELOVA Hana (CZE),ARAPOVIC Hana (CRO),,,4 - 3,9:11 7:11 11:5 12:14 11:6 11:8 15:13,MATELOVA Hana,2023
European Games Krakow-Malopolska 2023,2023-06-23,SZOCS Bernadette,TOFANT Ana,ROU,SLO,4,0,"11,11,11,11,0,0,0|6,7,7,7,0,0,0",R32,OTHER,WS,2785,Main Draw,TOFANT Ana (SLO),SZOCS Bernadette (ROU),,,0 - 4,6:11 7:11 7:11 7:11 0:0 0:0 0:0,SZOCS Bernadette,2023
European Games Krakow-Malopolska 2023,2023-06-23,YUAN Jia Nan,RILISKYTE Kornelija,FRA,LTU,4,0,"11,11,11,11,0,0,0|8,6,4,6,0,0,0",R32,OTHER,WS,2785,Main Draw,YUAN Jia Nan (FRA),RILISKYTE Kornelija (LTU),,,4 - 0,11:8 11:6 11:4 11:6 0:0 0:0 0:0,YUAN Jia Nan,2023
European Games Krakow-Malopolska 2023,2023-06-23,YAREMCHUK Solomiya,KUKULKOVA Tatiana,UKR,SVK,4,1,"11,11,12,7,11,0,0|7,6,10,11,7,0,0",R32,OTHER,WS,2785,Main Draw,YAREMCHUK Solomiya (UKR),KUKULKOVA Tatiana (SVK),,,4 - 1,11:7 11:6 12:10 7:11 11:7 0:0 0:0,YAREMCHUK Solomiya,2023
European Games Krakow-Malopolska 2023,2023-06-23,BAJOR Natalia,DE NUTTE Sarah,POL,LUX,4,2,"11,11,12,3,11,11,0|9,7,14,11,6,7,0",R32,OTHER,WS,2785,Main Draw,BAJOR Natalia (POL),DE NUTTE Sarah (LUX),,,4 - 2,11:9 11:7 12:14 3:11 11:6 11:7 0:0,BAJOR Natalia,2023
European Games Krakow-Malopolska 2023,2023-06-23,POLCANOVA Sofia,TOLIOU Aikaterini,AUT,GRE,4,0,"11,11,11,11,0,0,0|5,5,6,7,0,0,0",R32,OTHER,WS,2785,Main Draw,TOLIOU Aikaterini (GRE),POLCANOVA Sofia (AUT),,,0 - 4,5:11 5:11 6:11 7:11 0:0 0:0 0:0,POLCANOVA Sofia,2023
European Games Krakow-Malopolska 2023,2023-06-23,HAN Ying,BERGSTROM Linda,GER,SWE,4,2,"8,11,8,11,11,11,0|11,5,11,9,3,3,0",R16,OTHER,WS,2785,Main Draw,HAN Ying (GER),BERGSTROM Linda (SWE),,,4 - 2,8:11 11:5 8:11 11:9 11:3 11:3 0:0,HAN Ying,2023
European Games Krakow-Malopolska 2023,2023-06-23,SAMARA Elizabeta,MALOBABIC Ivana,ROU,CRO,4,0,"11,11,11,11,0,0,0|3,6,2,8,0,0,0",R16,OTHER,WS,2785,Main Draw,MALOBABIC Ivana (CRO),SAMARA Elizabeta (ROU),,,0 - 4,3:11 6:11 2:11 8:11 0:0 0:0 0:0,SAMARA Elizabeta,2023
European Games Krakow-Malopolska 2023,2023-06-23,YU Fu,PAVADE Prithika,POR,FRA,4,2,"11,8,11,7,11,12,0|6,11,4,11,6,10,0",R16,OTHER,WS,2785,Main Draw,YU Fu (POR),PAVADE Prithika (FRA),,,4 - 2,11:6 8:11 11:4 7:11 11:6 12:10 0:0,YU Fu,2023
European Games Krakow-Malopolska 2023,2023-06-23,YANG Xiaoxin,MADARASZ Dora,MON,HUN,4,0,"11,11,11,13,0,0,0|1,3,8,11,0,0,0",R16,OTHER,WS,2785,Main Draw,MADARASZ Dora (HUN),YANG Xiaoxin (MON),,,0 - 4,1:11 3:11 8:11 11:13 0:0 0:0 0:0,YANG Xiaoxin,2023
European Games Krakow-Malopolska 2023,2023-06-23,MITTELHAM Nina,SHAO Jieni,GER,POR,4,1,"11,11,11,9,11,0,0|8,9,3,11,6,0,0",R16,OTHER,WS,2785,Main Draw,MITTELHAM Nina (GER),SHAO Jieni (POR),,,4 - 1,11:8 11:9 11:3 9:11 11:6 0:0 0:0,MITTELHAM Nina,2023
European Games Krakow-Malopolska 2023,2023-06-23,SZOCS Bernadette,MATELOVA Hana,ROU,CZE,4,2,"11,12,8,10,11,15,0|9,10,11,12,3,13,0",R16,OTHER,WS,2785,Main Draw,MATELOVA Hana (CZE),SZOCS Bernadette (ROU),,,2 - 4,9:11 10:12 11:8 12:10 3:11 13:15 0:0,SZOCS Bernadette,2023
European Games Krakow-Malopolska 2023,2023-06-23,YUAN Jia Nan,YAREMCHUK Solomiya,FRA,UKR,4,3,"11,10,11,5,11,7,11|2,12,9,11,6,11,6",R16,OTHER,WS,2785,Main Draw,YUAN Jia Nan (FRA),YAREMCHUK Solomiya (UKR),,,4 - 3,11:2 10:12 11:9 5:11 11:6 7:11 11:6,YUAN Jia Nan,2023
European Games Krakow-Malopolska 2023,2023-06-23,BAJOR Natalia,POLCANOVA Sofia,POL,AUT,4,1,"4,11,11,11,12,0,0|11,4,3,8,10,0,0",R16,OTHER,WS,2785,Main Draw,BAJOR Natalia (POL),POLCANOVA Sofia (AUT),,,4 - 1,4:11 11:4 11:3 11:8 12:10 0:0 0:0,BAJOR Natalia,2023
European Games Krakow-Malopolska 2023,2023-06-23,SAMARA Elizabeta,HAN Ying,ROU,GER,4,2,"8,1,11,12,11,11,0|11,11,1,10,7,8,0",QuarterFinal,OTHER,WS,2785,Main Draw,HAN Ying (GER),SAMARA Elizabeta (ROU),,,2 - 4,11:8 11:1 1:11 10:12 7:11 8:11 0:0,SAMARA Elizabeta,2023
European Games Krakow-Malopolska 2023,2023-06-23,YANG Xiaoxin,YU Fu,MON,POR,4,0,"12,11,11,11,0,0,0|10,4,7,2,0,0,0",QuarterFinal,OTHER,WS,2785,Main Draw,YU Fu (POR),YANG Xiaoxin (MON),,,0 - 4,10:12 4:11 7:11 2:11 0:0 0:0 0:0,YANG Xiaoxin,2023
European Games Krakow-Malopolska 2023,2023-06-23,SZOCS Bernadette,MITTELHAM Nina,ROU,GER,4,2,"11,5,11,10,11,11,0|8,11,6,12,7,4,0",QuarterFinal,OTHER,WS,2785,Main Draw,MITTELHAM Nina (GER),SZOCS Bernadette (ROU),,,2 - 4,8:11 11:5 6:11 12:10 7:11 4:11 0:0,SZOCS Bernadette,2023
European Games Krakow-Malopolska 2023,2023-06-23,BAJOR Natalia,YUAN Jia Nan,POL,FRA,4,2,"9,11,5,13,11,11,0|11,7,11,11,6,6,0",QuarterFinal,OTHER,WS,2785,Main Draw,YUAN Jia Nan (FRA),BAJOR Natalia (POL),,,2 - 4,11:9 7:11 11:5 11:13 6:11 6:11 0:0,BAJOR Natalia,2023
European Games Krakow-Malopolska 2023,2023-06-23,YANG Xiaoxin,SAMARA Elizabeta,MON,ROU,4,0,"11,11,11,11,0,0,0|9,5,9,5,0,0,0",SemiFinal,OTHER,WS,2785,Main Draw,SAMARA Elizabeta (ROU),YANG Xiaoxin (MON),,,0 - 4,9:11 5:11 9:11 5:11 0:0 0:0 0:0,YANG Xiaoxin,2023
European Games Krakow-Malopolska 2023,2023-06-23,SZOCS Bernadette,BAJOR Natalia,ROU,POL,4,0,"11,11,11,11,0,0,0|6,9,3,5,0,0,0",SemiFinal,OTHER,WS,2785,Main Draw,SZOCS Bernadette (ROU),BAJOR Natalia (POL),,,4 - 0,11:6 11:9 11:3 11:5 0:0 0:0 0:0,SZOCS Bernadette,2023
European Games Krakow-Malopolska 2023,2023-06-23,SZOCS Bernadette,YANG Xiaoxin,ROU,MON,4,3,"4,7,11,8,13,11,11|11,11,7,11,11,9,5",Final,OTHER,WS,2785,Main Draw,YANG Xiaoxin (MON),SZOCS Bernadette (ROU),,,3 - 4,11:4 11:7 7:11 11:8 11:13 9:11 5:11,SZOCS Bernadette,2023
European Games Krakow-Malopolska 2023,2023-06-23,SAMARA Elizabeta,BAJOR Natalia,ROU,POL,4,3,"11,4,13,11,9,9,11|9,11,11,7,11,11,7",2,OTHER,WS,2785,Position Draw,SAMARA Elizabeta (ROU),BAJOR Natalia (POL),,,4 - 3,11:9 4:11 13:11 11:7 9:11 9:11 11:7,SAMARA Elizabeta,2023
European Games Krakow-Malopolska 2023,2023-06-23,MOVILEANU Darius,JARVIS Tom,ROU,ENG,3,1,"11,12,5,11|3,10,11,8",R16,OTHER,MT,2785,Main Draw,MOVILEANU Darius (ROU),JARVIS Tom (ENG),IONESCU Eduard (ROU),DRINKHALL Paul (ENG),3 - 1,11:3 12:10 5:11 11:8,MOVILEANU Darius,2023
European Games Krakow-Malopolska 2023,2023-06-23,PITCHFORD Liam,IONESCU Ovidiu,ENG,ROU,3,0,"11,11,11|7,3,6",R16,OTHER,MT,2785,Main Draw,IONESCU Ovidiu (ROU),PITCHFORD Liam (ENG),,,0 - 3,7:11 3:11 6:11,PITCHFORD Liam,2023
European Games Krakow-Malopolska 2023,2023-06-23,IONESCU Eduard,DRINKHALL Paul,ROU,ENG,3,0,"11,11,11|7,3,4",R16,OTHER,MT,2785,Main Draw,IONESCU Eduard (ROU),DRINKHALL Paul (ENG),,,3 - 0,11:7 11:3 11:4,IONESCU Eduard,2023
European Games Krakow-Malopolska 2023,2023-06-23,IONESCU Ovidiu,JARVIS Tom,ROU,ENG,3,0,"11,11,11|8,5,6",R16,OTHER,MT,2785,Main Draw,IONESCU Ovidiu (ROU),JARVIS Tom (ENG),,,3 - 0,11:8 11:5 11:6,IONESCU Ovidiu,2023
European Games Krakow-Malopolska 2023,2023-06-23,LABOSOVA Ema,BERGAND Filippa,SVK,SWE,3,1,"11,4,11,12|4,11,8,10",R16,OTHER,WT,2785,Main Draw,LABOSOVA Ema (SVK),BERGAND Filippa (SWE),VARADY Barbora (SVK),KALLBERG Christina (SWE),3 - 1,11:4 4:11 11:8 12:10,LABOSOVA Ema,2023
European Games Krakow-Malopolska 2023,2023-06-23,BERGSTROM Linda,KUKULKOVA Tatiana,SWE,SVK,3,1,"11,11,5,13|4,6,11,11",R16,OTHER,WT,2785,Main Draw,KUKULKOVA Tatiana (SVK),BERGSTROM Linda (SWE),,,1 - 3,4:11 6:11 11:5 11:13,BERGSTROM Linda,2023
