tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
2023 Pacific Games,2023-11-20,MORISSEAU Jerome/WANEGUI Julie,VIRA Reuben/QWEA Stephanie,NCL,VAN,3,1,"9,11,11,11|11,8,8,6",R32,OTHER,XD,2715,Main Draw,MORISSEAU Jerome (NCL) / WANEGUI Julie (NCL),VIRA Reuben (VAN) / QWEA Stephanie (VAN),WANEGUI Julie (NCL),QWEA Stephanie (VAN),3 - 1,9:11 11:8 11:8 11:6,MORISSEAU Jerome,2023
2023 Pacific Games,2023-11-20,TAKOOA Nooa/TEAWAKE Matita,CARNET Bydhir/MANUTAHI Takihei,KIR,PYF,3,2,"13,11,11,6,11|15,7,8,11,9",R32,OTHER,XD,2715,Main Draw,TAKOOA Nooa (KIR) / TEAWAKE Matita (KIR),CARNET Bydhir (PYF) / MANUTAHI Takihei (PYF),TEAWAKE Matita (KIR),MANUTAHI Takihei (PYF),2 - 3,15:13 7:11 8:11 11:6 9:11,TAKOOA Nooa,2023
2023 Pacific Games,2023-11-20,LOI Geoffrey/LOHIA Geru Elizabeth,BILL Pretude/DAGAGIO Bryana,PNG,NRU,3,0,"11,11,11|6,6,8",R32,OTHER,XD,2715,Main Draw,LOI Geoffrey (PNG) / LOHIA Geru Elizabeth (PNG),BILL Pretude (NRU) / DAGAGIO Bryana (NRU),LOHIA Geru Elizabeth (PNG),DAGAGIO Bryana (NRU),0 - 3,6:11 6:11 8:11,LOI Geoffrey,2023
2023 Pacific Games,2023-11-20,HOTAN Kenji/TEHAHETUA Keala,VEA Ata/LEILUA Emma,PYF,SAM,3,0,"11,11,11|5,5,6",R32,OTHER,XD,2715,Main Draw,HOTAN Kenji (PYF) / TEHAHETUA Keala (PYF),VEA Ata (SAM) / LEILUA Emma (SAM),TEHAHETUA Keala (PYF),LEILUA Emma (SAM),3 - 0,11:5 11:5 11:6,HOTAN Kenji,2023
2023 Pacific Games,2023-11-20,YEE Joshua/YEE Sally,WILLIAM Randy/MAWA Tracey,FIJ,VAN,3,0,"11,11,11|8,7,9",R32,OTHER,XD,2715,Main Draw,YEE Joshua (FIJ) / YEE Sally (FIJ),WILLIAM Randy (VAN) / MAWA Tracey (VAN),YEE Sally (FIJ),MAWA Tracey (VAN),0 - 3,8:11 7:11 9:11,YEE Joshua,2023
2023 Pacific Games,2023-11-20,CARLOT Brendan/TOMMY Priscilla,ONGOSIA Viliami/TOUTAI Talita,VAN,TGA,3,0,"11,11,11|7,3,1",R32,OTHER,XD,2715,Main Draw,CARLOT Brendan (VAN) / TOMMY Priscilla (VAN),ONGOSIA Viliami (TGA) / TOUTAI Talita (TGA),TOMMY Priscilla (VAN),TOUTAI Talita (TGA),3 - 0,11:7 11:3 11:1,CARLOT Brendan,2023
2023 Pacific Games,2023-11-20,ZHANG Bei Yan/LI Carolyn,TOKAIBURE Marvin/NOTTE Uzzaniah Grace,FIJ,NRU,3,0,"11,11,11|1,1,6",R32,OTHER,XD,2715,Main Draw,ZHANG Bei Yan (FIJ) / LI Carolyn (FIJ),TOKAIBURE Marvin (NRU) / NOTTE Uzzaniah Grace (NRU),LI Carolyn (FIJ),NOTTE Uzzaniah Grace (NRU),0 - 3,1:11 1:11 6:11,ZHANG Bei Yan,2023
2023 Pacific Games,2023-11-20,DEY Jeremy/LA Lorie,LOI David/LOI Samantha,NCL,PNG,3,0,"11,11,11|4,6,4",R32,OTHER,XD,2715,Main Draw,DEY Jeremy (NCL) / LA Lorie (NCL),LOI David (PNG) / LOI Samantha (PNG),LA Lorie (NCL),LOI Samantha (PNG),0 - 3,4:11 6:11 4:11,DEY Jeremy,2023
2023 Pacific Games,2023-11-20,BOBBY Boe/WINNIE Emilly,FINAU Laipeli/FUNGAVAI Melekaufusi,PNG,TGA,3,0,"11,11,11|9,9,8",R32,OTHER,XD,2715,Main Draw,BOBBY Boe (PNG) / WINNIE Emilly (PNG),FINAU Laipeli (TGA) / FUNGAVAI Melekaufusi (TGA),WINNIE Emilly (PNG),FUNGAVAI Melekaufusi (TGA),0 - 3,9:11 9:11 8:11,BOBBY Boe,2023
2023 Pacific Games,2023-11-20,KOUTO Selwyn/SOGAVARE Shannon,PEPA Inoke/PEPA Barbara,SOL,TGA,3,0,"0,0,0|0,0,0",R32,OTHER,XD,2715,Main Draw,KOUTO Selwyn (SOL) / SOGAVARE Shannon (SOL),PEPA Inoke (TGA) / PEPA Barbara (TGA),SOGAVARE Shannon (SOL),PEPA Barbara (TGA),0 - 3,0:0 0:0 0:0,KOUTO Selwyn,2023
2023 Pacific Games,2023-11-20,PERROT Adrien/PAUL Anais,MERIANG Dillon/CHIN Meilin,NCL,PLW,3,0,"11,11,11|6,9,8",R32,OTHER,XD,2715,Main Draw,PERROT Adrien (NCL) / PAUL Anais (NCL),MERIANG Dillon (PLW) / CHIN Meilin (PLW),PAUL Anais (NCL),CHIN Meilin (PLW),3 - 0,11:6 11:9 11:8,PERROT Adrien,2023
2023 Pacific Games,2023-11-20,BELROSE Ocean/TEHAHETUA Kelley,BOBBY Boe/WINNIE Emilly,PYF,PNG,3,0,"11,11,11|7,3,8",R16,OTHER,XD,2715,Main Draw,BELROSE Ocean (PYF) / TEHAHETUA Kelley (PYF),BOBBY Boe (PNG) / WINNIE Emilly (PNG),TEHAHETUA Kelley (PYF),WINNIE Emilly (PNG),3 - 0,11:7 11:3 11:8,BELROSE Ocean,2023
2023 Pacific Games,2023-11-20,WU Vicky/YEE Grace Rosi,CLOUET Olivier/FAEHAU Fabiana,FIJ,NCL,3,1,"11,11,7,11|5,6,11,2",R16,OTHER,XD,2715,Main Draw,WU Vicky (FIJ) / YEE Grace Rosi (FIJ),CLOUET Olivier (NCL) / FAEHAU Fabiana (NCL),YEE Grace Rosi (FIJ),FAEHAU Fabiana (NCL),1 - 3,5:11 6:11 11:7 2:11,WU Vicky,2023
2023 Pacific Games,2023-11-20,MORISSEAU Jerome/WANEGUI Julie,TAKOOA Nooa/TEAWAKE Matita,NCL,KIR,3,0,"11,11,11|5,7,4",R16,OTHER,XD,2715,Main Draw,MORISSEAU Jerome (NCL) / WANEGUI Julie (NCL),TAKOOA Nooa (KIR) / TEAWAKE Matita (KIR),WANEGUI Julie (NCL),TEAWAKE Matita (KIR),3 - 0,11:5 11:7 11:4,MORISSEAU Jerome,2023
2023 Pacific Games,2023-11-20,LOI Geoffrey/LOHIA Geru Elizabeth,KOUTO Selwyn/SOGAVARE Shannon,PNG,SOL,3,0,"11,11,11|6,9,6",R16,OTHER,XD,2715,Main Draw,LOI Geoffrey (PNG) / LOHIA Geru Elizabeth (PNG),KOUTO Selwyn (SOL) / SOGAVARE Shannon (SOL),LOHIA Geru Elizabeth (PNG),SOGAVARE Shannon (SOL),0 - 3,6:11 9:11 6:11,LOI Geoffrey,2023
2023 Pacific Games,2023-11-20,HOTAN Kenji/TEHAHETUA Keala,PERROT Adrien/PAUL Anais,PYF,NCL,3,1,"11,9,11,11|7,11,6,8",R16,OTHER,XD,2715,Main Draw,HOTAN Kenji (PYF) / TEHAHETUA Keala (PYF),PERROT Adrien (NCL) / PAUL Anais (NCL),TEHAHETUA Keala (PYF),PAUL Anais (NCL),3 - 1,11:7 9:11 11:6 11:8,HOTAN Kenji,2023
2023 Pacific Games,2023-11-20,YEE Joshua/YEE Sally,SEPA Gasika/AGARI Tammi,FIJ,PNG,3,2,"6,10,11,11,11|11,12,3,9,6",R16,OTHER,XD,2715,Main Draw,YEE Joshua (FIJ) / YEE Sally (FIJ),SEPA Gasika (PNG) / AGARI Tammi (PNG),YEE Sally (FIJ),AGARI Tammi (PNG),3 - 2,6:11 10:12 11:3 11:9 11:6,YEE Joshua,2023
2023 Pacific Games,2023-11-20,ZHANG Bei Yan/LI Carolyn,CARLOT Brendan/TOMMY Priscilla,FIJ,VAN,3,1,"8,11,11,11|11,9,9,9",R16,OTHER,XD,2715,Main Draw,ZHANG Bei Yan (FIJ) / LI Carolyn (FIJ),CARLOT Brendan (VAN) / TOMMY Priscilla (VAN),LI Carolyn (FIJ),TOMMY Priscilla (VAN),1 - 3,11:8 9:11 9:11 9:11,ZHANG Bei Yan,2023
2023 Pacific Games,2023-11-20,GENDRON Hugo/WONG Heimoe,DEY Jeremy/LA Lorie,PYF,NCL,3,0,"11,11,11|3,5,5",R16,OTHER,XD,2715,Main Draw,GENDRON Hugo (PYF) / WONG Heimoe (PYF),DEY Jeremy (NCL) / LA Lorie (NCL),WONG Heimoe (PYF),LA Lorie (NCL),3 - 0,11:3 11:5 11:5,GENDRON Hugo,2023
2023 Pacific Games,2023-11-20,BELROSE Ocean/TEHAHETUA Kelley,WU Vicky/YEE Grace Rosi,PYF,FIJ,3,0,"15,11,11|13,8,7",QF,OTHER,XD,2715,Main Draw,BELROSE Ocean (PYF) / TEHAHETUA Kelley (PYF),WU Vicky (FIJ) / YEE Grace Rosi (FIJ),TEHAHETUA Kelley (PYF),YEE Grace Rosi (FIJ),3 - 0,15:13 11:8 11:7,BELROSE Ocean,2023
2023 Pacific Games,2023-11-20,MORISSEAU Jerome/WANEGUI Julie,LOI Geoffrey/LOHIA Geru Elizabeth,NCL,PNG,3,2,"5,11,5,11,11|11,8,11,8,4",QF,OTHER,XD,2715,Main Draw,MORISSEAU Jerome (NCL) / WANEGUI Julie (NCL),LOI Geoffrey (PNG) / LOHIA Geru Elizabeth (PNG),WANEGUI Julie (NCL),LOHIA Geru Elizabeth (PNG),3 - 2,5:11 11:8 5:11 11:8 11:4,MORISSEAU Jerome,2023
2023 Pacific Games,2023-11-20,HOTAN Kenji/TEHAHETUA Keala,YEE Joshua/YEE Sally,PYF,FIJ,3,1,"11,11,7,11|9,2,11,5",QF,OTHER,XD,2715,Main Draw,HOTAN Kenji (PYF) / TEHAHETUA Keala (PYF),YEE Joshua (FIJ) / YEE Sally (FIJ),TEHAHETUA Keala (PYF),YEE Sally (FIJ),3 - 1,11:9 11:2 7:11 11:5,HOTAN Kenji,2023
2023 Pacific Games,2023-11-20,GENDRON Hugo/WONG Heimoe,ZHANG Bei Yan/LI Carolyn,PYF,FIJ,3,1,"8,14,14,11|11,12,12,5",QF,OTHER,XD,2715,Main Draw,GENDRON Hugo (PYF) / WONG Heimoe (PYF),ZHANG Bei Yan (FIJ) / LI Carolyn (FIJ),WONG Heimoe (PYF),LI Carolyn (FIJ),1 - 3,11:8 12:14 12:14 5:11,GENDRON Hugo,2023
2023 Pacific Games,2023-11-20,REO Kevin/TAKOOA Nooa,AGUON Elias/TAMTRENG Djud,KIR,PLW,3,0,"11,11,11|6,6,9",R32,OTHER,MD,2715,Main Draw,REO Kevin (KIR) / TAKOOA Nooa (KIR),AGUON Elias (PLW) / TAMTRENG Djud (PLW),TAKOOA Nooa (KIR),TAMTRENG Djud (PLW),3 - 0,11:6 11:6 11:9,REO Kevin,2023
2023 Pacific Games,2023-11-20,CARLOT Brendan/LULU Edwin,BILL Pretude/TOKAIBURE Marvin,VAN,NRU,3,1,"11,8,11,11|6,11,9,7",R32,OTHER,MD,2715,Main Draw,CARLOT Brendan (VAN) / LULU Edwin (VAN),BILL Pretude (NRU) / TOKAIBURE Marvin (NRU),LULU Edwin (VAN),TOKAIBURE Marvin (NRU),3 - 1,11:6 8:11 11:9 11:7,CARLOT Brendan,2023
2023 Pacific Games,2023-11-20,ENESA Maeli/VEA Ata,MERIANG Dillon/NGIRUOS Abba,SAM,PLW,3,1,"11,11,1,11|9,5,11,7",R32,OTHER,MD,2715,Main Draw,ENESA Maeli (SAM) / VEA Ata (SAM),MERIANG Dillon (PLW) / NGIRUOS Abba (PLW),VEA Ata (SAM),NGIRUOS Abba (PLW),3 - 1,11:9 11:5 1:11 11:7,ENESA Maeli,2023
2023 Pacific Games,2023-11-20,BOBBY Boe/LOI David,GUA Lenson/TERAKA Binoka,PNG,SOL,3,0,"11,11,11|5,5,5",R32,OTHER,MD,2715,Main Draw,BOBBY Boe (PNG) / LOI David (PNG),GUA Lenson (SOL) / TERAKA Binoka (SOL),LOI David (PNG),TERAKA Binoka (SOL),0 - 3,5:11 5:11 5:11,BOBBY Boe,2023
2023 Pacific Games,2023-11-20,LULU Anolyn/TOMMY Priscilla,CHIN Meilin/WATANABE Jeramei,VAN,PLW,3,0,"11,11,11|7,3,2",R16,OTHER,WD,2715,Main Draw,LULU Anolyn (VAN) / TOMMY Priscilla (VAN),CHIN Meilin (PLW) / WATANABE Jeramei (PLW),TOMMY Priscilla (VAN),WATANABE Jeramei (PLW),3 - 0,11:7 11:3 11:2,LULU Anolyn,2023
2023 Pacific Games,2023-11-20,AGARI Tammi/LOHIA Geru Elizabeth,FALU Annie/SIFI Connie,PNG,SOL,3,1,"7,11,11,11|11,8,4,9",R16,OTHER,WD,2715,Main Draw,AGARI Tammi (PNG) / LOHIA Geru Elizabeth (PNG),FALU Annie (SOL) / SIFI Connie (SOL),LOHIA Geru Elizabeth (PNG),SIFI Connie (SOL),1 - 3,11:7 8:11 4:11 9:11,AGARI Tammi,2023
2023 Pacific Games,2023-11-20,MANUTAHI Takihei/WONG Heimoe,LEILUA Emma/ELISARA Cedrella,PYF,SAM,3,0,"11,11,11|6,7,6",R16,OTHER,WD,2715,Main Draw,MANUTAHI Takihei (PYF) / WONG Heimoe (PYF),LEILUA Emma (SAM) / ELISARA Cedrella (SAM),WONG Heimoe (PYF),ELISARA Cedrella (SAM),3 - 0,11:6 11:7 11:6,MANUTAHI Takihei,2023
2023 Pacific Games,2023-11-20,TEHAHETUA Keala/TEHAHETUA Kelley,NOTTE Uzzaniah Grace/DAGAGIO Bryana,PYF,NRU,3,0,"11,11,11|3,2,4",R16,OTHER,WD,2715,Main Draw,TEHAHETUA Keala (PYF) / TEHAHETUA Kelley (PYF),NOTTE Uzzaniah Grace (NRU) / DAGAGIO Bryana (NRU),TEHAHETUA Kelley (PYF),DAGAGIO Bryana (NRU),3 - 0,11:3 11:2 11:4,TEHAHETUA Keala,2023
2023 Pacific Games,2023-11-20,MAWA Tracey/QWEA Stephanie,LOI Samantha/WINNIE Emilly,VAN,PNG,3,0,"11,11,11|6,7,7",R16,OTHER,WD,2715,Main Draw,MAWA Tracey (VAN) / QWEA Stephanie (VAN),LOI Samantha (PNG) / WINNIE Emilly (PNG),QWEA Stephanie (VAN),WINNIE Emilly (PNG),3 - 0,11:6 11:7 11:7,MAWA Tracey,2023
2023 Pacific Games,2023-11-20,LA Lorie/WANEGUI Julie,AMEHANA Pauline/SOGAVARE Shannon,NCL,SOL,3,0,"11,11,11|8,5,6",R16,OTHER,WD,2715,Main Draw,LA Lorie (NCL) / WANEGUI Julie (NCL),AMEHANA Pauline (SOL) / SOGAVARE Shannon (SOL),WANEGUI Julie (NCL),SOGAVARE Shannon (SOL),0 - 3,8:11 5:11 6:11,LA Lorie,2023
2023 Pacific Games,2023-11-20,YEE Grace Rosi/YEE Sally,FUNGAVAI Melekaufusi/TOUTAI Talita,FIJ,TGA,3,0,"11,11,11|6,1,2",R16,OTHER,WD,2715,Main Draw,YEE Grace Rosi (FIJ) / YEE Sally (FIJ),FUNGAVAI Melekaufusi (TGA) / TOUTAI Talita (TGA),YEE Sally (FIJ),TOUTAI Talita (TGA),0 - 3,6:11 1:11 2:11,YEE Grace Rosi,2023
2023 Pacific Games,2023-11-20,DEY Jeremy/MORISSEAU Jerome,VIRA Reuben/WILLIAM Randy,NCL,VAN,3,0,"11,11,11|6,7,3",R16,OTHER,MD,2715,Main Draw,DEY Jeremy (NCL) / MORISSEAU Jerome (NCL),VIRA Reuben (VAN) / WILLIAM Randy (VAN),MORISSEAU Jerome (NCL),WILLIAM Randy (VAN),3 - 0,11:6 11:7 11:3,DEY Jeremy,2023
2023 Pacific Games,2023-11-20,WU Vicky/YEE Joshua,ONGOSIA Viliami/PEPA Simote,FIJ,TGA,3,0,"11,11,11|7,7,7",R16,OTHER,MD,2715,Main Draw,WU Vicky (FIJ) / YEE Joshua (FIJ),ONGOSIA Viliami (TGA) / PEPA Simote (TGA),YEE Joshua (FIJ),PEPA Simote (TGA),0 - 3,7:11 7:11 7:11,WU Vicky,2023
2023 Pacific Games,2023-11-20,BOB Kabuati/BOKADRIK Ricky,ENESA Maeli/VEA Ata,MHL,SAM,3,1,"9,11,11,11|11,6,5,6",R16,OTHER,MD,2715,Main Draw,BOB Kabuati (MHL) / BOKADRIK Ricky (MHL),ENESA Maeli (SAM) / VEA Ata (SAM),BOKADRIK Ricky (MHL),VEA Ata (SAM),1 - 3,11:9 6:11 5:11 6:11,BOB Kabuati,2023
2023 Pacific Games,2023-11-20,CARNET Bydhir/GENDRON Hugo,BOBBY Boe/LOI David,PYF,PNG,3,0,"11,11,11|3,2,6",R16,OTHER,MD,2715,Main Draw,CARNET Bydhir (PYF) / GENDRON Hugo (PYF),BOBBY Boe (PNG) / LOI David (PNG),GENDRON Hugo (PYF),LOI David (PNG),3 - 0,11:3 11:2 11:6,CARNET Bydhir,2023
2023 Pacific Games,2023-11-20,KOUTO Selwyn/NUOPULA Gary,REO Kevin/TAKOOA Nooa,SOL,KIR,3,0,"11,11,11|6,9,4",R16,OTHER,MD,2715,Main Draw,KOUTO Selwyn (SOL) / NUOPULA Gary (SOL),REO Kevin (KIR) / TAKOOA Nooa (KIR),NUOPULA Gary (SOL),TAKOOA Nooa (KIR),0 - 3,6:11 9:11 4:11,KOUTO Selwyn,2023
2023 Pacific Games,2023-11-20,CLOUET Olivier/PERROT Adrien,CARLOT Brendan/LULU Edwin,NCL,VAN,3,0,"11,14,11|2,12,8",R16,OTHER,MD,2715,Main Draw,CLOUET Olivier (NCL) / PERROT Adrien (NCL),CARLOT Brendan (VAN) / LULU Edwin (VAN),PERROT Adrien (NCL),LULU Edwin (VAN),3 - 0,11:2 14:12 11:8,CLOUET Olivier,2023
2023 Pacific Games,2023-11-20,LI Carolyn,QWEA Stephanie,FIJ,VAN,4,2,"10,11,8,11,11,11|12,5,11,4,9,1",R32,OTHER,WS,2715,Main Draw,LI Carolyn (FIJ),QWEA Stephanie (VAN),,,2 - 4,12:10 5:11 11:8 4:11 9:11 1:11,LI Carolyn,2023
2023 Pacific Games,2023-11-20,LEILUA Emma,TEAWAKE Matita,SAM,KIR,4,3,"11,11,11,4,6,8,11|8,5,9,11,11,11,8",R32,OTHER,WS,2715,Main Draw,LEILUA Emma (SAM),TEAWAKE Matita (KIR),,,4 - 3,11:8 11:5 11:9 4:11 6:11 8:11 11:8,LEILUA Emma,2023
2023 Pacific Games,2023-11-20,LOHIA Geru Elizabeth,PAUL Anais,PNG,NCL,4,0,"11,11,11,11|5,6,7,4",R32,OTHER,WS,2715,Main Draw,LOHIA Geru Elizabeth (PNG),PAUL Anais (NCL),,,0 - 4,5:11 6:11 7:11 4:11,LOHIA Geru Elizabeth,2023
2023 Pacific Games,2023-11-20,BOBBY Boe,KOUTO Selwyn,PNG,SOL,4,3,"11,7,17,7,5,11,11|9,11,15,11,11,8,9",R32,OTHER,MS,2715,Main Draw,BOBBY Boe (PNG),KOUTO Selwyn (SOL),,,3 - 4,9:11 11:7 15:17 11:7 11:5 8:11 9:11,BOBBY Boe,2023
2023 Pacific Games,2023-11-20,YEE Joshua,MELTON Kalton,FIJ,TUV,4,0,"11,11,11,11|6,4,5,6",R32,OTHER,MS,2715,Main Draw,YEE Joshua (FIJ),MELTON Kalton (TUV),,,4 - 0,11:6 11:4 11:5 11:6,YEE Joshua,2023
2023 Pacific Games,2023-11-20,BWEBWENIMEANG Iotebwa,BOB Kabuati,KIR,MHL,4,2,"12,7,8,11,11,11|10,11,11,9,3,3",R32,OTHER,MS,2715,Main Draw,BWEBWENIMEANG Iotebwa (KIR),BOB Kabuati (MHL),,,2 - 4,10:12 11:7 11:8 9:11 3:11 3:11,BWEBWENIMEANG Iotebwa,2023
2023 Pacific Games,2023-11-20,NUOPULA Gary,WILLIAM Randy,SOL,VAN,4,0,"11,11,11,11|1,8,2,2",R32,OTHER,MS,2715,Main Draw,NUOPULA Gary (SOL),WILLIAM Randy (VAN),,,0 - 4,1:11 8:11 2:11 2:11,NUOPULA Gary,2023
2023 Pacific Games,2023-11-20,SALVI Clement,SEPA Gasika,WLF,PNG,4,1,"11,11,11,9,11|5,6,5,11,8",R32,OTHER,MS,2715,Main Draw,SALVI Clement (WLF),SEPA Gasika (PNG),,,1 - 4,5:11 6:11 5:11 11:9 8:11,SALVI Clement,2023
2023 Pacific Games,2023-11-20,TOMMY Priscilla,YEE Grace Rosi,VAN,FIJ,4,0,"11,11,11,11|4,9,8,6",R16,OTHER,WS,2715,Main Draw,TOMMY Priscilla (VAN),YEE Grace Rosi (FIJ),,,0 - 4,4:11 9:11 8:11 6:11,TOMMY Priscilla,2023
2023 Pacific Games,2023-11-20,LULU Anolyn,AGARI Tammi,VAN,PNG,4,0,"11,11,11,11|4,6,7,5",R16,OTHER,WS,2715,Main Draw,LULU Anolyn (VAN),AGARI Tammi (PNG),,,0 - 4,4:11 6:11 7:11 5:11,LULU Anolyn,2023
2023 Pacific Games,2023-11-20,TEHAHETUA Kelley,FAEHAU Fabiana,PYF,NCL,4,2,"11,9,11,13,11,11|6,11,8,15,5,8",R16,OTHER,WS,2715,Main Draw,TEHAHETUA Kelley (PYF),FAEHAU Fabiana (NCL),,,4 - 2,11:6 9:11 11:8 13:15 11:5 11:8,TEHAHETUA Kelley,2023
2023 Pacific Games,2023-11-20,WANEGUI Julie,LEILUA Emma,NCL,SAM,4,0,"11,11,11,11|2,5,7,7",R16,OTHER,WS,2715,Main Draw,WANEGUI Julie (NCL),LEILUA Emma (SAM),,,4 - 0,11:2 11:5 11:7 11:7,WANEGUI Julie,2023
2023 Pacific Games,2023-11-20,TEHAHETUA Keala,SIFI Connie,PYF,SOL,4,0,"11,11,11,11|3,3,9,5",R16,OTHER,WS,2715,Main Draw,TEHAHETUA Keala (PYF),SIFI Connie (SOL),,,0 - 4,3:11 3:11 9:11 5:11,TEHAHETUA Keala,2023
2023 Pacific Games,2023-11-20,DEY Jeremy,BOBBY Boe,NCL,PNG,4,0,"11,11,11,11|3,9,6,6",R16,OTHER,MS,2715,Main Draw,DEY Jeremy (NCL),BOBBY Boe (PNG),,,4 - 0,11:3 11:9 11:6 11:6,DEY Jeremy,2023
2023 Pacific Games,2023-11-20,GENDRON Hugo,YEE Joshua,PYF,FIJ,4,2,"11,11,11,11,5,11|8,13,7,4,11,9",R16,OTHER,MS,2715,Main Draw,GENDRON Hugo (PYF),YEE Joshua (FIJ),,,2 - 4,8:11 13:11 7:11 4:11 11:5 9:11,GENDRON Hugo,2023
2023 Pacific Games,2023-11-20,MORISSEAU Jerome,LOI David,NCL,PNG,4,0,"11,11,12,11|4,5,10,7",R16,OTHER,MS,2715,Main Draw,MORISSEAU Jerome (NCL),LOI David (PNG),,,0 - 4,4:11 5:11 10:12 7:11,MORISSEAU Jerome,2023
2023 Pacific Games,2023-11-20,LA Lorie,YEE Sally,NCL,FIJ,4,3,"10,11,8,11,7,11,11|12,2,11,5,11,6,1",R16,OTHER,WS,2715,Main Draw,LA Lorie (NCL),YEE Sally (FIJ),,,3 - 4,12:10 2:11 11:8 5:11 11:7 6:11 1:11,LA Lorie,2023
2023 Pacific Games,2023-11-20,CARNET Bydhir,BWEBWENIMEANG Iotebwa,PYF,KIR,4,0,"11,11,11,12|1,5,2,10",R16,OTHER,MS,2715,Main Draw,CARNET Bydhir (PYF),BWEBWENIMEANG Iotebwa (KIR),,,0 - 4,1:11 5:11 2:11 10:12,CARNET Bydhir,2023
2023 Pacific Games,2023-11-20,BELROSE Ocean,NUOPULA Gary,PYF,SOL,4,1,"11,11,8,11,11|2,6,11,4,9",R16,OTHER,MS,2715,Main Draw,BELROSE Ocean (PYF),NUOPULA Gary (SOL),,,4 - 1,11:2 11:6 8:11 11:4 11:9,BELROSE Ocean,2023
2023 Pacific Games,2023-11-20,PERROT Adrien,SALVI Clement,NCL,WLF,4,2,"5,11,11,11,9,12|11,7,7,6,11,10",R16,OTHER,MS,2715,Main Draw,PERROT Adrien (NCL),SALVI Clement (WLF),,,2 - 4,11:5 7:11 7:11 6:11 11:9 10:12,PERROT Adrien,2023
2023 Pacific Games,2023-11-20,HOTAN Kenji,CLOUET Olivier,PYF,NCL,4,2,"7,14,5,11,11,11|11,12,11,8,7,4",R16,OTHER,MS,2715,Main Draw,HOTAN Kenji (PYF),CLOUET Olivier (NCL),,,4 - 2,7:11 14:12 5:11 11:8 11:7 11:4,HOTAN Kenji,2023
2023 Pacific Games,2023-11-20,HOTAN Kenji/TEHAHETUA Keala,GENDRON Hugo/WONG Heimoe,PYF,PYF,3,0,"11,11,11|6,9,6",SF,OTHER,XD,2715,Main Draw,HOTAN Kenji (PYF) / TEHAHETUA Keala (PYF),GENDRON Hugo (PYF) / WONG Heimoe (PYF),TEHAHETUA Keala (PYF),WONG Heimoe (PYF),3 - 0,11:6 11:9 11:6,HOTAN Kenji,2023
2023 Pacific Games,2023-11-20,MANUTAHI Takihei/WONG Heimoe,FAEHAU Fabiana/PAUL Anais,PYF,NCL,3,1,"11,7,11,11|5,11,8,7",QF,OTHER,WD,2715,Main Draw,MANUTAHI Takihei (PYF) / WONG Heimoe (PYF),FAEHAU Fabiana (NCL) / PAUL Anais (NCL),WONG Heimoe (PYF),PAUL Anais (NCL),3 - 1,11:5 7:11 11:8 11:7,MANUTAHI Takihei,2023
2023 Pacific Games,2023-11-20,TEHAHETUA Keala/TEHAHETUA Kelley,LA Lorie/WANEGUI Julie,PYF,NCL,3,2,"11,7,11,10,11|5,11,8,12,8",QF,OTHER,WD,2715,Main Draw,TEHAHETUA Keala (PYF) / TEHAHETUA Kelley (PYF),LA Lorie (NCL) / WANEGUI Julie (NCL),TEHAHETUA Kelley (PYF),WANEGUI Julie (NCL),3 - 2,11:5 7:11 11:8 10:12 11:8,TEHAHETUA Keala,2023
2023 Pacific Games,2023-11-20,MAWA Tracey/QWEA Stephanie,YEE Grace Rosi/YEE Sally,VAN,FIJ,3,2,"8,11,11,3,11|11,5,5,11,8",QF,OTHER,WD,2715,Main Draw,MAWA Tracey (VAN) / QWEA Stephanie (VAN),YEE Grace Rosi (FIJ) / YEE Sally (FIJ),QWEA Stephanie (VAN),YEE Sally (FIJ),3 - 2,8:11 11:5 11:5 3:11 11:8,MAWA Tracey,2023
2023 Pacific Games,2023-11-20,DEY Jeremy/MORISSEAU Jerome,BOB Kabuati/BOKADRIK Ricky,NCL,MHL,3,0,"0,0,0|0,0,0",QF,OTHER,MD,2715,Main Draw,DEY Jeremy (NCL) / MORISSEAU Jerome (NCL),BOB Kabuati (MHL) / BOKADRIK Ricky (MHL),MORISSEAU Jerome (NCL),BOKADRIK Ricky (MHL),3 - 0,0:0 0:0 0:0,DEY Jeremy,2023
2023 Pacific Games,2023-11-20,BELROSE Ocean/HOTAN Kenji,KOUTO Selwyn/NUOPULA Gary,PYF,SOL,3,1,"11,10,12,11|6,12,10,3",QF,OTHER,MD,2715,Main Draw,BELROSE Ocean (PYF) / HOTAN Kenji (PYF),KOUTO Selwyn (SOL) / NUOPULA Gary (SOL),HOTAN Kenji (PYF),NUOPULA Gary (SOL),3 - 1,11:6 10:12 12:10 11:3,BELROSE Ocean,2023
2023 Pacific Games,2023-11-20,LOI Geoffrey/SEPA Gasika,CLOUET Olivier/PERROT Adrien,PNG,NCL,3,1,"8,12,11,11|11,10,9,9",QF,OTHER,MD,2715,Main Draw,LOI Geoffrey (PNG) / SEPA Gasika (PNG),CLOUET Olivier (NCL) / PERROT Adrien (NCL),SEPA Gasika (PNG),PERROT Adrien (NCL),1 - 3,11:8 10:12 9:11 9:11,LOI Geoffrey,2023
