slug,name,name_en,name_zh,tier,country,city,start_date,end_date,aliases
2021-wtt-middle-east-hubwtt-star-contender-doha,WTT Middle East HubWTT Star Contender Doha 2021,WTT Middle East HubWTT Star Contender Doha 2021,2021 WTT Middle East HubWTT 球星挑战赛 多哈,WTT_STAR_CONTENDER,,,2021-03-05,2021-03-05,
2021-wtt-star-contender-doha-ii,WTT Star Contender Doha II 2021,WTT Star Contender Doha II 2021,2021 WTT 球星挑战赛 多哈 第II站,WTT_STAR_CONTENDER,,,2021-09-20,2021-09-20,
2021-world-singles-qualification-tournament-doha,World Singles Qualification Tournament Doha 2021,World Singles Qualification Tournament Doha 2021,2021 World Singles Qualification Tournament 多哈,OTHER,,,2021-03-14,2021-03-14,
2021-world-table-tennis-championships-men-s-singles,2021 World Table Tennis Championships (Men's Singles),2021 World Table Tennis Championships (Men's Singles),2021 世界乒乓球锦标赛（男单）,WORLD_CHAMPIONSHIPS,,,2021-11-15,2021-11-15,
2021-world-championships-men,World Championships 2021 (Men),World Championships 2021 (Men),2021 World Championships（Men）,WORLD_CHAMPIONSHIPS,,,2021-01-01,2021-01-01,
2021-world-table-tennis-championships-women-s-singles,2021 World Table Tennis Championships (Women's Singles),2021 World Table Tennis Championships (Women's Singles),2021 世界乒乓球锦标赛（女单）,WORLD_CHAMPIONSHIPS,,,2021-11-15,2021-11-15,
2021-world-championships-women,World Championships 2021 (Women),World Championships 2021 (Women),2021 World Championships（Women）,WORLD_CHAMPIONSHIPS,,,2021-01-01,2021-01-01,
2022-asian-games,2022 Asian Games,2022 Asian Games,2022 Asian Games,OTHER,,,2023-09-22,2023-09-22,
2022-national-championships,2022 National Championships,2022 National Championships,2022 National Championships,CN_NATIONAL_CHAMPIONSHIPS,,,2022-11-11,2022-11-12,
2022-caribbean-senior-championships,2022 Caribbean Senior Championships,2022 Caribbean Senior Championships,2022 Caribbean Senior Championships,OTHER,,,2022-03-03,2022-03-03,
2022-central-american-championships,2022 - Central American Championships,2022 - Central American Championships,2022 Central American Championships,OTHER,,,2022-05-03,2022-05-03,
2022-chinese-national-championships,Chinese National Championships 2022,Chinese National Championships 2022,2022 全国锦标赛,CN_NATIONAL_CHAMPIONSHIPS,,,2022-11-01,2022-11-01,
2022-commonwealth-games,2022 Commonwealth Games,2022 Commonwealth Games,2022 Commonwealth Games,OTHER,,,2022-07-28,2022-07-28,
eastern-africa-wttc-finals-qualification,Eastern Africa WTTC Finals Qualification,Eastern Africa WTTC Finals Qualification,Eastern Africa WTTC Finals Qualification,OTHER,,,2022-05-05,2022-05-05,
2022-europe-top-16-cup,Europe Top-16 Cup 2022,Europe Top-16 Cup 2022,2022 欧洲 Top 16 Cup,OTHER,,,2022-02-26,2022-02-26,
2022-european-championships,European Championships 2022,European Championships 2022,2022 欧洲an Championships,OTHER,,,2022-08-13,2022-08-13,
2022-ittf-attu-asian-cup-bangkok,ITTF-ATTU Asian Cup Bangkok 2022,ITTF-ATTU Asian Cup Bangkok 2022,2022 ITTF ATTU Asian Cup 曼谷,OTHER,,,2022-11-17,2022-11-17,
2022-ittf-africa-cup,ITTF-Africa Cup 2022,ITTF-Africa Cup 2022,2022 ITTF Africa Cup,OTHER,,,2022-05-26,2022-05-26,
2022-ittf-oceania-cup,ITTF-Oceania Cup 2022,ITTF-Oceania Cup 2022,2022 ITTF Oceania Cup,OTHER,,,2022-12-17,2022-12-17,
2022-ittf-oceania-senior-championships,ITTF-Oceania Senior Championships 2022,ITTF-Oceania Senior Championships 2022,2022 ITTF Oceania Senior Championships,OTHER,,,2022-09-05,2022-09-05,
2022-ittf-pan-american-championships,ITTF-Pan American Championships 2022,ITTF-Pan American Championships 2022,2022 ITTF Pan American Championships,OTHER,,,2022-10-31,2022-10-31,
2022-ittf-world-team-championships-finals,ITTF World Team Championships Finals Presented by China Telecom 2022,ITTF World Team Championships Finals,ITTF 世界团体锦标赛总决赛,WORLD_CHAMPIONSHIPS,,,2022-09-30,2022-09-30,
2022-mediterranean-games-oran,Mediterranean Games Oran 2022,Mediterranean Games Oran 2022,2022 Mediterranean Games Oran,OTHER,,,2022-06-25,2022-06-25,
northern-africa-wttc-finals-qualification,Northern Africa WTTC Finals Qualification,Northern Africa WTTC Finals Qualification,Northern Africa WTTC Finals Qualification,OTHER,,,2022-05-06,2022-05-06,
2022-singapore-smash,Singapore Smash 2022,Singapore Smash 2022,2022 新加坡大满贯,GRAND_SLAM,,,2022-03-07,2022-03-09,
2022-south-american-championships,2022 South American Championships,2022 South American Championships,2022 South American Championships,OTHER,,,2022-07-21,2022-07-21,
2022-south-american-games-asuncion,South American Games Asuncion 2022,South American Games Asuncion 2022,2022 South American Games Asuncion,OTHER,,,2022-10-09,2022-10-09,
southern-africa-wttc-finals-qualification,Southern Africa WTTC Finals Qualification,Southern Africa WTTC Finals Qualification,Southern Africa WTTC Finals Qualification,OTHER,,,2022-06-30,2022-06-30,
2022-world-team-championships-men-s,World Team Championships 2022 (Men's),World Team Championships 2022 (Men's),2022 World Team Championships（Men's）,WORLD_CHAMPIONSHIPS,,,2022-01-01,2022-01-01,
2022-world-team-championships-women-s,World Team Championships 2022 (Women's),World Team Championships 2022 (Women's),2022 World Team Championships（Women's）,WORLD_CHAMPIONSHIPS,,,2022-01-01,2022-01-01,
2022-wtt-champions-european-summer-series,WTT Champions European Summer Series 2022,WTT Champions European Summer Series 2022,2022 WTT 冠军赛 欧洲an Summer Series,WTT_CHAMPIONS,,,2022-07-18,2022-07-23,
2022-wtt-champions-macao,WTT Champions Macao 2022 Presented by Galaxy Entertainment Group,WTT Champions Macao 2022,2022 WTT 冠军赛 澳门,WTT_CHAMPIONS,,,2022-10-19,2022-10-22,
2022-wtt-contender-almaty,WTT Contender Almaty 2022,WTT Contender Almaty 2022,2022 WTT 常规挑战赛 阿拉木图,WTT_CONTENDER,,,2022-09-13,2022-09-15,
2022-wtt-contender-doha,WTT Contender Doha 2022,WTT Contender Doha 2022,2022 WTT 常规挑战赛 多哈,WTT_CONTENDER,,,2022-03-18,2022-03-19,
2022-wtt-contender-lima,WTT Contender Lima 2022,WTT Contender Lima 2022,2022 WTT 常规挑战赛 利马,WTT_CONTENDER,,,2022-06-14,2022-06-16,
2022-wtt-contender-muscat,WTT Contender Muscat 2022,WTT Contender Muscat 2022,2022 WTT 常规挑战赛 马斯喀特,WTT_CONTENDER,,,2022-02-27,2022-02-28,
2022-wtt-contender-nova-gorica,WTT Contender Nova Gorica 2022 Presented by I Feel Slovenia,WTT Contender Nova Gorica 2022,2022 WTT 常规挑战赛 新戈里察,WTT_CONTENDER,,,2022-10-31,2022-10-31,
2022-wtt-contender-tunis,WTT Contender Tunis 2022,WTT Contender Tunis 2022,2022 WTT 常规挑战赛 突尼斯,WTT_CONTENDER,,,2022-08-01,2022-08-02,
2022-wtt-contender-zagreb,WTT Contender Zagreb 2022,WTT Contender Zagreb 2022,2022 WTT 常规挑战赛 萨格勒布,WTT_CONTENDER,,,2022-06-13,2022-06-13,
2022-wtt-cup-finals-xinxiang,WTT Cup Finals Xinxiang 2022 Presented by China Construction Bank,WTT Cup Finals Xinxiang 2022,2022 WTT 世界杯总决赛 新乡,WTT_CHAMPIONS,,,2022-10-27,2022-10-27,
2022-wtt-feeder-doha,WTT Feeder Doha 2022,WTT Feeder Doha 2022,2022 WTT 支线赛 多哈,WTT_FEEDER,,,2022-03-13,2022-03-14,
wtt-feeder-dusseldorf-i,WTT Feeder Düsseldorf I,WTT Feeder Düsseldorf I,WTT 支线赛 杜塞尔多夫 第I站,WTT_FEEDER,,,2022-01-12,2022-01-13,
wtt-feeder-dusseldorf-ii,WTT Feeder Düsseldorf II,WTT Feeder Düsseldorf II,WTT 支线赛 杜塞尔多夫 第II站,WTT_FEEDER,,,2022-01-17,2022-01-18,
2022-wtt-feeder-dusseldorf-iii,WTT Feeder Düsseldorf III 2022,WTT Feeder Düsseldorf III 2022,2022 WTT 支线赛 杜塞尔多夫 第III站,WTT_FEEDER,,,2022-11-22,2022-11-22,
2022-wtt-feeder-european-summer-series,WTT Feeder European Summer Series 2022,WTT Feeder European Summer Series 2022,2022 WTT 支线赛 欧洲an Summer Series,WTT_FEEDER,,,2022-07-18,2022-07-18,
2022-wtt-feeder-fort-lauderdale,WTT Feeder Fort Lauderdale 2022,WTT Feeder Fort Lauderdale 2022,2022 WTT 支线赛 Fort Lauderdale,WTT_FEEDER,,,2022-12-11,2022-12-13,
2022-wtt-feeder-fremont,WTT Feeder Fremont 2022,WTT Feeder Fremont 2022,2022 WTT 支线赛 弗里蒙特,WTT_FEEDER,,,2022-05-05,2022-05-06,
2022-wtt-feeder-olomouc,WTT Feeder Olomouc 2022,WTT Feeder Olomouc 2022,2022 WTT 支线赛 奥洛穆茨,WTT_FEEDER,,,2022-08-23,2022-08-23,
2022-wtt-feeder-otocec,WTT Feeder Otocec 2022 Presented by I Feel Slovenia,WTT Feeder Otocec 2022,2022 WTT 支线赛 奥托切茨,WTT_FEEDER,,,2022-06-20,2022-06-21,
wtt-feeder-panagyurishte,WTT Feeder Panagyurishte Presented by Asarel,WTT Feeder Panagyurishte,WTT 支线赛 帕纳久里什泰,WTT_FEEDER,,,2022-08-30,2022-08-31,
2022-wtt-feeder-westchester,WTT Feeder Westchester 2022,WTT Feeder Westchester 2022,2022 WTT 支线赛 威彻斯特,WTT_FEEDER,,,2022-05-11,2022-05-12,
2022-wtt-grand-slam-singapore,2022 WTT Grand Slam Singapore,2022 WTT Grand Slam Singapore,2022 WTT 大满贯 新加坡,GRAND_SLAM,,,2022-03-19,2022-03-20,
wtt-macao,WTT Macao,WTT Macao,WTT 澳门,WTT_CHAMPIONS,,,2022-01-19,2022-01-23,
2022-wtt-star-contender-doha,WTT Star Contender Doha 2022,WTT Star Contender Doha 2022,2022 WTT 球星挑战赛 多哈,WTT_STAR_CONTENDER,,,2022-03-25,2022-03-25,
2022-wtt-star-contender-european-summer-series,WTT Star Contender European Summer Series 2022,WTT Star Contender European Summer Series 2022,2022 WTT 球星挑战赛 欧洲an Summer Series,WTT_STAR_CONTENDER,,,2022-07-11,2022-07-17,
western-africa-wttc-finals-qualification,Western Africa WTTC Finals Qualification,Western Africa WTTC Finals Qualification,Western Africa WTTC Finals Qualification,OTHER,,,2022-05-19,2022-05-19,
2023-26th-ittf-asian-table-tennis-championships,26th ITTF-Asian Table Tennis Championships 2023,26th ITTF-Asian Table Tennis Championships 2023,2023 26th ITTF 亚洲乒乓球锦标赛,OTHER,,,2023-09-03,2023-09-03,
asian-wttc-continental-stage,Asian WTTC Continental Stage,Asian WTTC Continental Stage,Asian WTTC Continental Stage,OTHER,,,2023-01-07,2023-01-07,
2023-national-championships,2023 National Championships,2023 National Championships,2023 National Championships,CN_NATIONAL_CHAMPIONSHIPS,,,2023-10-11,2023-10-14,
2023-caribbean-championships,2023 Caribbean Championships,2023 Caribbean Championships,2023 Caribbean Championships,OTHER,,,2023-03-20,2023-03-20,
2023-central-american-caribbean-games,Central American & Caribbean Games 2023,Central American & Caribbean Games 2023,2023 Central American & Caribbean Games,OTHER,,,2023-06-21,2023-06-21,
2023-central-american-championships,2023 Central American Championships,2023 Central American Championships,2023 Central American Championships,OTHER,,,2023-04-17,2023-04-17,
2023-europe-top-16-cup,Europe Top-16 Cup 2023,Europe Top-16 Cup 2023,2023 欧洲 Top 16 Cup,OTHER,,,2023-02-25,2023-02-25,
2023-european-games-krakow-malopolska,European Games Krakow-Malopolska 2023,European Games Krakow-Malopolska 2023,2023 欧洲an Games Krakow Malopolska,OTHER,,,2023-06-23,2023-06-23,
2023-european-team-championships,European Team Championships 2023,European Team Championships 2023,2023 欧洲an Team Championships,OTHER,,,2023-09-10,2023-09-10,
2023-ittf-africa-cup,ITTF-Africa Cup 2023,ITTF-Africa Cup 2023,2023 ITTF Africa Cup,OTHER,,,2023-05-04,2023-05-04,
2023-ittf-africa-senior-championships,ITTF-Africa Senior Championships 2023,ITTF-Africa Senior Championships 2023,2023 ITTF Africa Senior Championships,OTHER,,,2023-09-11,2023-09-11,
2023-ittf-mixed-team-world-cup,ITTF Mixed Team World Cup 2023,ITTF Mixed Team World Cup 2023,2023 国际乒联混合团体世界杯,WORLD_CUP,,,2023-12-04,2023-12-10,
2023-ittf-oceania-cup,ITTF-Oceania Cup 2023,ITTF-Oceania Cup 2023,2023 ITTF Oceania Cup,OTHER,,,2023-12-09,2023-12-09,
2023-ittf-oceania-senior-championships,ITTF-Oceania Senior Championships 2023,ITTF-Oceania Senior Championships 2023,2023 ITTF Oceania Senior Championships,OTHER,,,2023-09-04,2023-09-04,
2023-ittf-pan-american-championships,ITTF Pan American Championships 2023,ITTF Pan American Championships 2023,2023 ITTF Pan American Championships,OTHER,,,2023-09-10,2023-09-10,
2023-ittf-world-table-tennis-championships-finals,ITTF World Table Tennis Championships Finals 2023,ITTF World Table Tennis Championships Finals 2023,2023 国际乒联世界乒乓球锦标赛总决赛,WORLD_CHAMPIONSHIPS,,,2023-05-20,2023-05-20,
2023-pacific-games,2023 Pacific Games,2023 Pacific Games,2023 Pacific Games,OTHER,,,2023-11-20,2023-11-20,
2023-pan-american-games-santiago,Pan American Games Santiago 2023,Pan American Games Santiago 2023,2023 Pan American Games Santiago,OTHER,,,2023-10-29,2023-10-29,
2023-singapore-smash,Singapore Smash 2023,Singapore Smash 2023,2023 新加坡大满贯,GRAND_SLAM,,,2023-03-07,2023-03-08,
2023-south-american-championships,2023 South American Championships,2023 South American Championships,2023 South American Championships,OTHER,,,2023-06-05,2023-06-05,
2023-wtt-champions-frankfurt,WTT Champions Frankfurt 2023,WTT Champions Frankfurt 2023,2023 WTT 冠军赛 法兰克福,WTT_CHAMPIONS,,,2023-10-29,2023-11-05,
2023-wtt-champions-macao,WTT Champions Macao 2023 Presented by Galaxy Entertainment Group,WTT Champions Macao 2023,2023 WTT 冠军赛 澳门,WTT_CHAMPIONS,,,2023-04-17,2023-04-23,
2023-wtt-champions-xinxiang,WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,WTT Champions Xinxiang 2023,2023 WTT 冠军赛 新乡,WTT_CHAMPIONS,,,2023-04-09,2023-04-13,
2023-wtt-contender-almaty,WTT Contender Almaty 2023,WTT Contender Almaty 2023,2023 WTT 常规挑战赛 阿拉木图,WTT_CONTENDER,,,2023-08-29,2023-08-30,
2023-wtt-contender-amman,WTT Contender Amman 2023,WTT Contender Amman 2023,2023 WTT 常规挑战赛 安曼,WTT_CONTENDER,,,2023-02-06,2023-02-07,
2023-wtt-contender-antalya,WTT Contender Antalya 2023,WTT Contender Antalya 2023,2023 WTT 常规挑战赛 安塔利亚,WTT_CONTENDER,,,2023-10-16,2023-10-19,
2023-wtt-contender-doha,WTT Contender Doha 2023,WTT Contender Doha 2023,2023 WTT 常规挑战赛 多哈,WTT_CONTENDER,,,2023-01-15,2023-01-16,
2023-wtt-contender-durban,WTT Contender Durban 2023,WTT Contender Durban 2023,2023 WTT 常规挑战赛 德班,WTT_CONTENDER,,,2023-01-10,2023-01-12,
2023-wtt-contender-lagos,WTT Contender Lagos 2023,WTT Contender Lagos 2023,2023 WTT 常规挑战赛 拉各斯,WTT_CONTENDER,,,2023-06-12,2023-06-14,
2023-wtt-contender-lima,WTT Contender Lima 2023,WTT Contender Lima 2023,2023 WTT 常规挑战赛 利马,WTT_CONTENDER,,,2023-07-31,2023-08-02,
2023-wtt-contender-muscat,WTT Contender Muscat 2023,WTT Contender Muscat 2023,2023 WTT 常规挑战赛 马斯喀特,WTT_CONTENDER,,,2023-10-08,2023-10-11,
2023-wtt-contender-rio-de-janeiro,WTT Contender Rio de Janeiro 2023,WTT Contender Rio de Janeiro 2023,2023 WTT 常规挑战赛 里约热内卢,WTT_CONTENDER,,,2023-08-07,2023-08-08,
2023-wtt-contender-taiyuan,WTT Contender Taiyuan 2023,WTT Contender Taiyuan 2023,2023 WTT 常规挑战赛 太原,WTT_CONTENDER,,,2023-11-07,2023-11-11,
2023-wtt-contender-tunis,WTT Contender Tunis 2023 Presented by KIA,WTT Contender Tunis 2023,2023 WTT 常规挑战赛 突尼斯,WTT_CONTENDER,,,2023-06-20,2023-06-21,
2023-wtt-contender-zagreb,WTT Contender Zagreb 2023,WTT Contender Zagreb 2023,2023 WTT 常规挑战赛 萨格勒布,WTT_CONTENDER,,,2023-06-26,2023-06-27,
2023-wtt-feeder-amman,WTT Feeder Amman 2023,WTT Feeder Amman 2023,2023 WTT 支线赛 安曼,WTT_FEEDER,,,2023-02-01,2023-02-02,
2023-wtt-feeder-antalya,WTT Feeder Antalya 2023,WTT Feeder Antalya 2023,2023 WTT 支线赛 安塔利亚,WTT_FEEDER,,,2023-03-27,2023-03-28,
2023-wtt-feeder-bangkok,WTT Feeder Bangkok 2023,WTT Feeder Bangkok 2023,2023 WTT 支线赛 曼谷,WTT_FEEDER,,,2023-09-04,2023-09-06,
2023-wtt-feeder-biella,WTT Feeder Biella 2023,WTT Feeder Biella 2023,2023 WTT 支线赛 比耶拉,WTT_FEEDER,,,2023-12-12,2023-12-14,
2023-wtt-feeder-doha,WTT Feeder Doha 2023,WTT Feeder Doha 2023,2023 WTT 支线赛 多哈,WTT_FEEDER,,,2023-01-22,2023-01-24,
2023-wtt-feeder-doha-ii,WTT Feeder Doha II 2023,WTT Feeder Doha II 2023,2023 WTT 支线赛 多哈 第II站,WTT_FEEDER,,,2023-10-17,2023-10-17,
2023-wtt-feeder-dusseldorf,WTT Feeder Düsseldorf 2023,WTT Feeder Düsseldorf 2023,2023 WTT 支线赛 杜塞尔多夫,WTT_FEEDER,,,2023-02-14,2023-02-14,
2023-wtt-feeder-dusseldorf-ii,WTT Feeder Düsseldorf II 2023,WTT Feeder Düsseldorf II 2023,2023 WTT 支线赛 杜塞尔多夫 第II站,WTT_FEEDER,,,2023-02-21,2023-02-21,
2023-wtt-feeder-dusseldorf-iii,WTT Feeder Düsseldorf III 2023,WTT Feeder Düsseldorf III 2023,2023 WTT 支线赛 杜塞尔多夫 第III站,WTT_FEEDER,,,2023-11-27,2023-11-28,
2023-wtt-feeder-havirov,WTT Feeder Havirov 2023,WTT Feeder Havirov 2023,2023 WTT 支线赛 哈维若夫,WTT_FEEDER,,,2023-07-27,2023-07-28,
2023-wtt-feeder-olomouc,WTT Feeder Olomouc 2023,WTT Feeder Olomouc 2023,2023 WTT 支线赛 奥洛穆茨,WTT_FEEDER,,,2023-08-22,2023-08-22,
2023-wtt-feeder-otocec,WTT Feeder Otocec 2023 presented by I Feel Slovenia,WTT Feeder Otocec 2023,2023 WTT 支线赛 奥托切茨,WTT_FEEDER,,,2023-10-30,2023-11-01,
2023-wtt-feeder-panagyurishte,WTT Feeder Panagyurishte 2023 presented by ASAREL,WTT Feeder Panagyurishte 2023,2023 WTT 支线赛 帕纳久里什泰,WTT_FEEDER,,,2023-08-29,2023-08-31,
2023-wtt-feeder-stockholm,WTT Feeder Stockholm 2023,WTT Feeder Stockholm 2023,2023 WTT 支线赛 斯德哥尔摩,WTT_FEEDER,,,2023-10-02,2023-10-03,
2023-wtt-feeder-vila-nova-de-gaia,WTT Feeder Vila Nova de Gaia 2023,WTT Feeder Vila Nova de Gaia 2023,2023 WTT 支线赛 盖亚新城,WTT_FEEDER,,,2023-11-22,2023-11-22,
2023-wtt-finals-men-doha,WTT Finals Men Doha 2023,WTT Finals Men Doha 2023,2023 WTT 总决赛 Men 多哈,WTT_CHAMPIONS,,,2024-01-03,2024-01-05,
2023-wtt-finals-women-nagoya,WTT Finals Women Nagoya 2023,WTT Finals Women Nagoya 2023,2023 WTT 总决赛 Women 名古屋,WTT_CHAMPIONS,,,2023-12-15,2023-12-17,
2023-wtt-star-contender-bangkok,WTT Star Contender Bangkok 2023,WTT Star Contender Bangkok 2023,2023 WTT 球星挑战赛 曼谷,WTT_STAR_CONTENDER,,,2023-04-23,2023-04-23,
2023-wtt-star-contender-goa,WTT Star Contender Goa 2023,WTT Star Contender Goa 2023,2023 WTT 球星挑战赛 果阿,WTT_STAR_CONTENDER,,,2023-02-27,2023-02-28,
2023-wtt-star-contender-lanzhou,WTT Star Contender Lanzhou 2023 Presented by Huanchen Sports,WTT Star Contender Lanzhou 2023,2023 WTT 球星挑战赛 兰州,WTT_STAR_CONTENDER,,,2023-10-02,2023-10-04,
2023-wtt-star-contender-ljubljana,WTT Star Contender Ljubljana 2023 Presented by I Feel Slovenia,WTT Star Contender Ljubljana 2023,2023 WTT 球星挑战赛 卢布尔雅那,WTT_STAR_CONTENDER,,,2023-07-03,2023-07-03,
2023-world-championships,2023 World Championships,2023 World Championships,2023 World Championships,WORLD_CHAMPIONSHIPS,,,2023-05-25,2023-05-28,
2024-27th-ittf-asian-table-tennis-championships,27th ITTF-Asian Table Tennis Championships 2024,27th ITTF-Asian Table Tennis Championships 2024,2024 27th ITTF 亚洲乒乓球锦标赛,OTHER,,,2024-10-07,2024-10-07,
2024-all-african-games,All African Games 2024,All African Games 2024,2024 All African Games,OTHER,,,2024-03-04,2024-03-04,
2024-national-championships,2024 National Championships,2024 National Championships,2024 National Championships,CN_NATIONAL_CHAMPIONSHIPS,,,2024-10-13,2024-10-14,
2024-caribbean-championships,2024 Caribbean Championships,2024 Caribbean Championships,2024 Caribbean Championships,OTHER,,,2024-04-16,2024-04-16,
central-africa-regional-championships,Central Africa Regional Championships,Central Africa Regional Championships,Central Africa Regional Championships,OTHER,,,2024-04-26,2024-04-26,
2024-central-american-championships,2024 Central American Championships,2024 Central American Championships,2024 Central American Championships,OTHER,,,2024-04-22,2024-04-22,
2024-china-smash,China Smash 2024 Presented by Zhonghui Life,China Smash 2024,2024 中国大满贯,GRAND_SLAM,,,2024-09-26,2024-09-27,
east-africa-regional-championships,East Africa Regional Championships,East Africa Regional Championships,East Africa Regional Championships,OTHER,,,2024-04-22,2024-04-22,
2024-europe-top-16-cup,Europe Top-16 Cup 2024,Europe Top-16 Cup 2024,2024 欧洲 Top 16 Cup,OTHER,,,2024-01-20,2024-01-20,
2024-european-championships,European Championships 2024,European Championships 2024,2024 欧洲an Championships,OTHER,,,2024-10-15,2024-10-15,
2024-european-olympic-qualification,European Olympic Qualification 2024,European Olympic Qualification 2024,2024 欧洲an Olympic Qualification,OTHER,,,2024-05-15,2024-05-15,
2024-ittf-africa-cup,ITTF-Africa Cup 2024,ITTF-Africa Cup 2024,2024 ITTF Africa Cup,OTHER,,,2024-05-12,2024-05-12,
2024-ittf-africa-senior-championships,ITTF-Africa Senior Championships 2024,ITTF-Africa Senior Championships 2024,2024 ITTF Africa Senior Championships,OTHER,,,2024-10-12,2024-10-12,
ittf-americas-olympic-qualification-event,ITTF Americas Olympic Qualification event,ITTF Americas Olympic Qualification event,ITTF Americas Olympic Qualification event,OTHER,,,2024-05-14,2024-05-14,
2024-ittf-men-s-and-women-s-world-cup-macao,ITTF Men's and Women's World Cup Macao 2024 Presented By Galaxy Entertainment Group,ITTF Men's and Women's World Cup Macao 2024,2024 国际乒联男子及女子世界杯 澳门,WORLD_CUP,,,2024-04-15,2024-04-15,
2024-ittf-mixed-team-world-cup-chengdu,ITTF Mixed Team World Cup Chengdu 2024 presented by CHINA TELECOM,ITTF Mixed Team World Cup Chengdu 2024,2024 国际乒联混合团体世界杯 成都,WORLD_CUP,,,2024-12-01,2024-12-08,
2024-ittf-oceania-cup,ITTF-Oceania Cup 2024,ITTF-Oceania Cup 2024,2024 ITTF Oceania Cup,OTHER,,,2024-05-11,2024-05-11,
2024-ittf-oceania-olympic-singles-qualification,2024 ITTF-Oceania Olympic Singles Qualification,2024 ITTF-Oceania Olympic Singles Qualification,2024 ITTF Oceania Olympic Singles Qualification,OTHER,,,2024-05-10,2024-05-10,
2024-ittf-oceania-senior-championships,ITTF-Oceania Senior Championships 2024,ITTF-Oceania Senior Championships 2024,2024 ITTF Oceania Senior Championships,OTHER,,,2024-10-15,2024-10-15,
2024-ittf-pan-american-championships,ITTF-Pan American Championships 2024,ITTF-Pan American Championships 2024,2024 ITTF Pan American Championships,OTHER,,,2024-10-13,2024-10-13,
2024-ittf-pan-american-cup,ITTF-Pan American Cup 2024,ITTF-Pan American Cup 2024,2024 ITTF Pan American Cup,OTHER,,,2024-01-19,2024-01-19,
2024-ittf-world-team-table-tennis-championships-finals-busan,ITTF World Team Table Tennis Championships Finals Busan 2024 Presented by BNK Busan Bank,ITTF World Team Table Tennis Championships Finals Busan 2024,2024 国际乒联世界团体乒乓球锦标赛总决赛 釜山,WORLD_CHAMPIONSHIPS,,,2024-02-16,2024-02-25,
2024-north-africa-regional-championships,North Africa Regional Championships 2024,North Africa Regional Championships 2024,2024 North Africa Regional Championships,OTHER,,,2024-02-05,2024-02-05,
2024-paris-olympic-games,Paris 2024 Olympic Games,Paris 2024 Olympic Games,2024 巴黎 Olympic Games,OLYMPICS,,,2024-07-26,2024-07-26,
regional-olympics-qualification-south-east-asia,Regional Olympics Qualification / South East Asia,Regional Olympics Qualification / South East Asia,Regional 奥运会 Qualification / South East Asia,OTHER,,,2024-05-08,2024-05-08,
2024-singapore-smash-para-showcase-event,SINGAPORE SMASH 2024 PARA SHOWCASE EVENT,SINGAPORE SMASH 2024 PARA SHOWCASE EVENT,2024 新加坡大满贯 PARA SHOWCASE EVENT,GRAND_SLAM,,,2024-03-12,2024-03-14,
2024-saudi-smash,Saudi Smash 2024,Saudi Smash 2024,2024 沙特大满贯,GRAND_SLAM,,,2024-05-01,2024-05-03,
2024-singapore-smash,Singapore Smash 2024,Singapore Smash 2024,2024 新加坡大满贯,GRAND_SLAM,,,2024-03-07,2024-03-08,
south-africa-regional-championships,South Africa Regional Championships,South Africa Regional Championships,South Africa Regional Championships,OTHER,,,2024-06-28,2024-06-28,
2024-south-american-championships,2024 South American Championships,2024 South American Championships,2024 South American Championships,OTHER,,,2024-06-10,2024-06-10,
2024-world-team-championships-men-s,World Team Championships 2024 (Men's),World Team Championships 2024 (Men's),2024 World Team Championships（Men's）,WORLD_CHAMPIONSHIPS,,,2024-01-01,2024-01-01,
2024-world-team-championships-women-s,World Team Championships 2024 (Women's),World Team Championships 2024 (Women's),2024 World Team Championships（Women's）,WORLD_CHAMPIONSHIPS,,,2024-01-01,2024-01-01,
2024-wttc-central-africa-regional-qualifications,WTTC 2024 Central Africa Regional Qualifications,WTTC 2024 Central Africa Regional Qualifications,2024 WTTC Central Africa Regional Qualifications,OTHER,,,2023-05-10,2023-05-10,
2024-wttc-eastern-africa-regional-qualifications,WTTC 2024 Eastern Africa Regional Qualifications,WTTC 2024 Eastern Africa Regional Qualifications,2024 WTTC Eastern Africa Regional Qualifications,OTHER,,,2023-03-09,2023-03-09,
2024-wttc-northern-africa-regional-qualifications,WTTC 2024 Northern Africa Regional Qualifications,WTTC 2024 Northern Africa Regional Qualifications,2024 WTTC Northern Africa Regional Qualifications,OTHER,,,2023-05-10,2023-05-10,
2024-wttc-southern-africa-regional-qualifications,WTTC 2024 Southern Africa Regional Qualifications,WTTC 2024 Southern Africa Regional Qualifications,2024 WTTC Southern Africa Regional Qualifications,OTHER,,,2023-06-29,2023-06-29,
2024-wttc-western-africa-regional-qualifications,WTTC 2024 Western Africa Regional Qualifications,WTTC 2024 Western Africa Regional Qualifications,2024 WTTC Western Africa Regional Qualifications,OTHER,,,2023-04-24,2023-04-24,
2024-wtt-champions-chongqing,WTT Champions Chongqing 2024 Presented by Changan,WTT Champions Chongqing 2024,2024 WTT 冠军赛 重庆,WTT_CHAMPIONS,,,2024-05-30,2024-06-03,
2024-wtt-champions-frankfurt,WTT Champions Frankfurt 2024,WTT Champions Frankfurt 2024,2024 WTT 冠军赛 法兰克福,WTT_CHAMPIONS,,,2024-11-03,2024-11-10,
