slug,name,name_en,name_zh,tier,country,city,start_date,end_date,aliases
2016-luxembourg-open-luxembourg,Luxembourg Open Luxembourg 2016,,,WTT_CONTENDER,,,,,
2016-men-s-world-cup-saarbrucken,Men's World Cup Saarbrucken 2016,,,WORLD_CUP,,,,,
2016-northern-european-championships-oslo,Northern European Championships Oslo 2016,,,OTHER,,,,,
2016-olympic-games-rio-de-janeiro,Olympic Games Rio de Janeiro 2016,,,OLYMPICS,,,,,
2016-south-american-championships-antioquia,South American Championships Antioquia 2016,,,OTHER,,,,,
2016-swiss-open-lausanne,Swiss Open Lausanne 2016,,,WTT_CONTENDER,,,,,
2016-us-open-las-vegas,US Open Las Vegas 2016,,,WTT_CONTENDER,,,,,
2016-women-s-world-cup-philadelphia,Women's World Cup Philadelphia 2016,,,WORLD_CUP,,,,,
2016-world-team-table-tennis-championships-kuala-lumpur,World Team Table Tennis Championships Kuala Lumpur 2016,,,WORLD_CHAMPIONSHIPS,,,,,
2016-world-tour-australia-open-melbourne,World Tour Australia Open Melbourne 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-austrian-open-linz,World Tour Austrian Open Linz 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-belarus-open-minsk,World Tour Belarus Open Minsk 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-belgium-open-de-haan,World Tour Belgium Open De Haan 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-bulgaria-open-panagyurishte,World Tour Bulgaria Open Panagyurishte 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-chile-open-santiago,World Tour Chile Open Santiago 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-china-open-chengdu,World Tour China Open Chengdu 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-croatia-open-zagreb,World Tour Croatia Open Zagreb 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-czech-open-olomouc,World Tour Czech Open Olomouc 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-dpr-korea-open-pyongyang,World Tour DPR Korea Open Pyongyang 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-german-open-berlin,World Tour German Open Berlin 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-grand-finals-doha,World Tour Grand Finals Doha 2016,,,GRAND_SLAM,,,,,
2016-world-tour-hungarian-open-budapest,World Tour Hungarian Open Budapest 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-korea-open-incheon,World Tour Korea Open Incheon 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-kuwait-open-kuwait-city,World Tour Kuwait Open Kuwait City 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-laox-japan-open-tokyo,World Tour LAOX Japan Open Tokyo 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-nigeria-open-lagos,World Tour Nigeria Open Lagos 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-polish-open-warsaw,World Tour Polish Open Warsaw 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-qatar-open-doha,World Tour Qatar Open Doha 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-slovenia-open-otocec,World Tour Slovenia Open Otocec 2016,,,WTT_CONTENDER,,,,,
2016-world-tour-swedish-open-stockholm,World Tour Swedish Open Stockholm 2016,,,WTT_CONTENDER,,,,,
2017-4th-islamic-solidarity-games-baku,4th Islamic Solidarity Games Baku 2017,,,OTHER,,,,,
2017-asian-cup-ahmedabad,Asian Cup Ahmedabad 2017,,,OTHER,,,,,
2017-caribbean-championships-havana,Caribbean Championships Havana 2017,,,OTHER,,,,,
2017-central-american-games-managua,Central American Games Managua 2017,,,OTHER,,,,,
2017-european-championships-qualification-play-off,2017 European Championships Qualification Play-Off 2017,,,OTHER,,,,,
2017-fisu-universiade-taipei,FISU Universiade Taipei 2017,,,OTHER,,,,,
2017-finlandia-open-helsinki,Finlandia Open Helsinki 2017,,,WTT_CONTENDER,,,,,
2017-ittf-africa-cup-agadir,ITTF Africa Cup Agadir 2017,,,OTHER,,,,,
2017-ittf-asian-championships-wuxi,ITTF Asian Championships Wuxi 2017,,,OTHER,,,,,
2017-ittf-challenge-belarus-open-minsk,ITTF Challenge Belarus Open Minsk 2017,,,WTT_FEEDER,,,,,
2017-ittf-challenge-belgium-open-de-haan,ITTF Challenge Belgium Open De Haan 2017,,,WTT_FEEDER,,,,,
2017-ittf-challenge-brazil-open-sao-paulo,ITTF Challenge Brazil Open Sao Paulo 2017,,,WTT_FEEDER,,,,,
2017-ittf-challenge-chile-open-santiago,ITTF Challenge Chile Open Santiago 2017,,,WTT_FEEDER,,,,,
2017-ittf-challenge-croatia-open-zagreb,ITTF Challenge Croatia Open Zagreb 2017,,,WTT_FEEDER,,,,,
2017-ittf-challenge-dpr-korea-open-pyongyang,ITTF Challenge DPR Korea Open Pyongyang 2017,,,WTT_FEEDER,,,,,
2017-ittf-challenge-nigeria-open-lagos,ITTF Challenge Nigeria Open Lagos 2017,,,WTT_FEEDER,,,,,
2017-ittf-challenge-polish-open-warsaw,ITTF Challenge Polish Open Warsaw 2017,,,WTT_FEEDER,,,,,
2017-ittf-challenge-slovenian-open-otocec,ITTF Challenge Slovenian Open Otocec 2017,,,WTT_FEEDER,,,,,
2017-ittf-challenge-spanish-open-almeria,ITTF Challenge Spanish Open Almeria 2017,,,WTT_FEEDER,,,,,
2017-ittf-challenge-thailand-open-bangkok,ITTF Challenge Thailand Open Bangkok 2017,,,WTT_FEEDER,,,,,
2017-ittf-europe-cup-antibes,ITTF Europe Cup Antibes 2017,,,OTHER,,,,,
2017-ittf-european-team-championships-luxembourg,ITTF European Team Championships Luxembourg 2017,,,OTHER,,,,,
2017-ittf-oceania-cup-suva,ITTF Oceania Cup Suva 2017,,,OTHER,,,,,
2017-ittf-pan-american-championships-cartagena-de-indias,ITTF Pan American Championships Cartagena de Indias 2017,,,OTHER,,,,,
2017-ittf-panam-cup-san-jose,ITTF Panam Cup San Jose 2017,,,OTHER,,,,,
2017-ibero-american-championships-madrid,Ibero-American Championships Madrid 2017,,,OTHER,,,,,
2017-luxembourg-open-luxembourg,Luxembourg Open Luxembourg 2017,,,WTT_CONTENDER,,,,,
2017-men-s-world-cup-liege,Men's World Cup Liege 2017,,,WORLD_CUP,,,,,
2017-south-american-championships-buenos-aires,South American Championships Buenos Aires 2017,,,OTHER,,,,,
2017-swiss-open-lausanne,Swiss Open Lausanne 2017,,,WTT_CONTENDER,,,,,
2017-us-open-las-vegas,US Open Las Vegas 2017,,,WTT_CONTENDER,,,,,
2017-women-s-world-cup-markham,Women's World Cup Markham 2017,,,WORLD_CUP,,,,,
2017-world-table-tennis-championships-dusseldorf,World Table Tennis Championships Dusseldorf 2017,,,WORLD_CHAMPIONSHIPS,,,,,
2017-world-tour-australian-open-gold-coast,World Tour Australian Open Gold Coast 2017,,,WTT_CONTENDER,,,,,
2017-world-tour-austrian-open-linz,World Tour Austrian Open Linz 2017,,,WTT_CONTENDER,,,,,
2017-world-tour-bulgaria-open-panagyurishte,World Tour Bulgaria Open Panagyurishte 2017,,,WTT_CONTENDER,,,,,
2017-world-tour-china-open-chengdu,World Tour China Open Chengdu 2017,,,WTT_CONTENDER,,,,,
2017-world-tour-czech-open-olomouc,World Tour Czech Open Olomouc 2017,,,WTT_CONTENDER,,,,,
2017-world-tour-german-open-magdeburg,World Tour German Open Magdeburg 2017,,,WTT_CONTENDER,,,,,
2017-world-tour-grand-finals-astana,World Tour Grand Finals Astana 2017,,,GRAND_SLAM,,,,,
2017-world-tour-hungarian-open-budapest,World Tour Hungarian Open Budapest 2017,,,WTT_CONTENDER,,,,,
2017-world-tour-india-open-new-delhi,World Tour India Open New Delhi 2017,,,WTT_CONTENDER,,,,,
2017-world-tour-japan-open-tokyo,World Tour Japan Open Tokyo 2017,,,WTT_CONTENDER,,,,,
2017-world-tour-korean-open-incheon,World Tour Korean Open Incheon 2017,,,WTT_CONTENDER,,,,,
2017-world-tour-qatar-open-doha,World Tour Qatar Open Doha 2017,,,WTT_CONTENDER,,,,,
2017-world-tour-swedish-open-stockholm,World Tour Swedish Open Stockholm 2017,,,WTT_CONTENDER,,,,,
2017-yog-africa-continental-qualification-la-marsa,YOG Africa Continental Qualification La Marsa 2017,,,OTHER,,,,,
2017-yog-asia-continental-qualification-greater-noida,YOG Asia Continental Qualification Greater Noida 2017,,,OTHER,,,,,
2017-yog-europe-continental-qualification-split,YOG Europe Continental Qualification Split 2017,,,OTHER,,,,,
2017-yog-latin-american-continental-qualification-santo-domingo,YOG Latin American Continental Qualification Santo Domingo 2017,,,OTHER,,,,,
2017-yog-north-america-continental-qualification-las-vegas,YOG North America Continental Qualification Las Vegas 2017,,,OTHER,,,,,
2017-yog-oceania-continental-qualification-bendigo,YOG Oceania Continental Qualification Bendigo 2017,,,OTHER,,,,,
2019-caribbean-senior-championships-georgetown,Caribbean Senior Championships Georgetown 2019,,,OTHER,,,,,
2019-central-american-senior-championships-guatemala-city,Central American Senior Championships Guatemala City 2019,,,OTHER,,,,,
2019-ittf-attu-asian-cup-yokohama,ITTF ATTU Asian Cup Yokohama 2019,,,OTHER,,,,,
2019-ittf-challenge-plus-oman-open-muscat,ITTF Challenge Plus Oman Open Muscat 2019,,,WTT_FEEDER,,,,,
2019-ittf-challenge-plus-portugal-open-lisbon,ITTF Challenge Plus Portugal Open Lisbon 2019,,,WTT_FEEDER,,,,,
2019-ittf-challenge-spanish-open-guadalajara,ITTF Challenge Spanish Open Guadalajara 2019,,,WTT_FEEDER,,,,,
2019-ittf-europe-top-16-cup-montreux,ITTF Europe Top 16 Cup Montreux 2019,,,OTHER,,,,,
2019-ittf-pan-america-cup-guaynabo,ITTF Pan America Cup Guaynabo 2019,,,OTHER,,,,,
2019-ittf-world-tour-hungarian-open-budapest,ITTF World Tour Hungarian Open Budapest 2019,,,WTT_CONTENDER,,,,,
2019-ittf-world-tour-platinum-qatar-open-doha,ITTF World Tour Platinum Qatar Open Doha 2019,,,WTT_STAR_CONTENDER,,,,,
2019-south-american-senior-championships-buenos-aires,South American Senior Championships Buenos Aires 2019,,,OTHER,,,,,
2020-olympic-games-tokyo,Olympic Games Tokyo 2020,,,OLYMPICS,,,,,
2021-world-table-tennis-championships-finals-houston,World Table Tennis Championships Finals Houston 2021,,,WORLD_CHAMPIONSHIPS,,,,,
2025-national-games-mixed-doubles,2025 National Games (Mixed Doubles),,,CN_NATIONAL_GAMES,,,,,
2025-national-games-women-s-singles,2025 National Games (Women's Singles),,,CN_NATIONAL_GAMES,,,,,
2026-europe-smash-sweden,Europe Smash - Sweden 2026,,,GRAND_SLAM,,,,,
2012-asian-cup-guangzhou,Asian Cup Guangzhou 2012,,,OTHER,,,,,
2012-asian-olympic-qualification-tournament-hong-kong,Asian Olympic Qualification Tournament Hong Kong 2012,,,OTHER,,,,,
2012-euro-africa-belarus-open-minsk,Euro-Africa Belarus Open Minsk 2012,,,WTT_CONTENDER,,,,,
2012-euro-africa-croatia-open-zagreb,Euro-Africa Croatia Open Zagreb 2012,,,WTT_CONTENDER,,,,,
2012-european-olympic-qualification-tournament-luxembourg,European Olympic Qualification Tournament Luxembourg 2012,,,OTHER,,,,,
2012-final-world-olympic-qualification-tournament-doha,Final World Olympic Qualification Tournament Doha 2012,,,OTHER,,,,,
2012-ittf-latin-america-cup-san-jose,ITTF Latin America Cup San Jose 2012,,,OTHER,,,,,
2012-ittf-north-america-cup-mississauga,ITTF North America Cup Mississauga 2012,,,OTHER,,,,,
2012-north-american-olympic-qualification-tournament-cary,North American Olympic Qualification Tournament Cary 2012,,,OTHER,,,,,
2012-northern-european-championships-karlsborg,Northern European Championships Karlsborg 2012,,,OTHER,,,,,
2012-world-tour-chile-open-santiago,World Tour Chile Open Santiago 2012,,,WTT_CONTENDER,,,,,
2012-world-tour-china-open-shanghai,World Tour China Open Shanghai 2012,,,WTT_CONTENDER,,,,,
2012-world-tour-korea-open-incheon,World Tour Korea Open Incheon 2012,,,WTT_CONTENDER,,,,,
2012-world-tour-spanish-open-almeria,World Tour Spanish Open Almeria 2012,,,WTT_CONTENDER,,,,,
2012-xvi-island-games-sardegna,XVI Island Games Sardegna 2012,,,OTHER,,,,,
2007-tournament-of-champions-changcha,Tournament of Champions Changcha 2007,,,OTHER,,,,,
2008-final-world-olympic-qualifying-tournament-budapest,Final World Olympic Qualifying Tournament Budapest 2008,,,OTHER,,,,,
2008-men-s-world-cup-liege,Men's World Cup Liege 2008,,,WORLD_CUP,,,,,
2008-oceania-championships-papeete,Oceania Championships Papeete 2008,,,OTHER,,,,,
2008-olympic-games-beijing,Olympic Games Beijing 2008,,,OLYMPICS,,,,,
2008-pro-tour-brazil-open-belo-horizonte,Pro Tour Brazil Open Belo Horizonte 2008,,,WTT_CONTENDER,,,,,
2008-pro-tour-chile-open-santiago,Pro Tour Chile Open Santiago 2008,,,WTT_CONTENDER,,,,,
2008-pro-tour-erke-austrian-open-salzburg,Pro Tour ERKE Austrian Open Salzburg 2008,,,WTT_CONTENDER,,,,,
2008-pro-tour-erke-german-open-berlin,Pro Tour ERKE German Open Berlin 2008,,,WTT_CONTENDER,,,,,
2008-pro-tour-erke-qatar-open-doha,Pro Tour ERKE Qatar Open Doha 2008,,,WTT_CONTENDER,,,,,
2008-pro-tour-kuwait-open-kuwait-city,Pro Tour Kuwait Open Kuwait City 2008,,,WTT_CONTENDER,,,,,
2008-pro-tour-panasonic-china-open-shanghai,Pro Tour Panasonic China Open Shanghai 2008,,,WTT_CONTENDER,,,,,
2008-pro-tour-polish-open-warsaw,Pro Tour Polish Open Warsaw 2008,,,WTT_CONTENDER,,,,,
2008-pro-tour-stag-belarus-open-minsk,Pro Tour STAG Belarus Open Minsk 2008,,,WTT_CONTENDER,,,,,
2008-pro-tour-vw-china-open-changchun,Pro Tour VW China Open Changchun 2008,,,WTT_CONTENDER,,,,,
2008-pro-tour-vw-open-daejeon,Pro Tour VW Open Daejeon 2008,,,WTT_CONTENDER,,,,,
2008-pro-tour-vw-open-singapore,Pro Tour VW Open Singapore 2008,,,WTT_CONTENDER,,,,,
2008-pro-tour-vw-open-yokohama,Pro Tour VW Open Yokohama 2008,,,WTT_CONTENDER,,,,,
2008-safir-international-orebro,Safir International Orebro 2008,,,OTHER,,,,,
2008-tournament-of-champions-changsha,Tournament of Champions Changsha 2008,,,OTHER,,,,,
2008-volkswagen-pro-tour-grand-finals-macao,Volkswagen Pro Tour Grand Finals Macao 2008,,,GRAND_SLAM,,,,,
2008-women-s-world-cup-kuala-lumpur,Women's World Cup Kuala Lumpur 2008,,,WORLD_CUP,,,,,
2008-world-team-table-tennis-championships-guangzhou,World Team Table Tennis Championships Guangzhou 2008,,,WORLD_CHAMPIONSHIPS,,,,,
2009-men-s-world-cup-moscow,Men's World Cup Moscow 2009,,,WORLD_CUP,,,,,
2009-pro-tour-belarus-open-minsk,Pro Tour Belarus Open Minsk 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-china-open-suzhou,Pro Tour China Open Suzhou 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-china-open-tianjin,Pro Tour China Open Tianjin 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-danish-open-frederikshavn,Pro Tour Danish Open Frederikshavn 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-english-open-sheffield,Pro Tour English Open Sheffield 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-german-open-bremen,Pro Tour German Open Bremen 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-grand-finals-macao,Pro Tour Grand Finals Macao 2009,,,GRAND_SLAM,,,,,
2009-pro-tour-indian-open-indore,Pro Tour Indian Open Indore 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-japan-open-wakayama,Pro Tour Japan Open Wakayama 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-korea-open-seoul,Pro Tour Korea Open Seoul 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-kuwait-open-kuwait-city,Pro Tour Kuwait Open Kuwait City 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-morocco-open-rabat,Pro Tour Morocco Open Rabat 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-polish-open-warsaw,Pro Tour Polish Open Warsaw 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-qatar-open-doha,Pro Tour Qatar Open Doha 2009,,,WTT_CONTENDER,,,,,
2009-pro-tour-slovenia-open-velenje,Pro Tour Slovenia Open Velenje 2009,,,WTT_CONTENDER,,,,,
2009-taiyuan-international-open-taiyuan,Taiyuan International Open Taiyuan 2009,,,WTT_CONTENDER,,,,,
2009-team-world-cup-linz,Team World Cup Linz 2009,,,WORLD_CUP,,,,,
2009-tournament-of-champions-changsha,Tournament of Champions Changsha 2009,,,OTHER,,,,,
2009-volkswagen-china-vs-world-team-challenge-match-shanghai,Volkswagen China vs. World Team Challenge Match Shanghai 2009,,,WTT_FEEDER,,,,,
2009-women-s-world-cup-guangzhou,Women's World Cup Guangzhou 2009,,,WORLD_CUP,,,,,
2009-world-table-tennis-championships-yokohama,World Table Tennis Championships Yokohama 2009,,,WORLD_CHAMPIONSHIPS,,,,,
2010-19th-commonwealth-games-delhi,19th Commonwealth Games Delhi 2010,,,OTHER,,,,,
2010-22nd-arab-team-championships-manama,22nd Arab Team Championships Manama 2010,,,OTHER,,,,,
2010-37th-balkan-senior-championships-bursa,37th Balkan Senior Championships Bursa 2010,,,OTHER,,,,,
2010-8th-flanders-open-belgium-tt-championships-vilvoordebrussels,8th Flanders Open Belgium TT Championships VilvoordeBrussels 2010,,,WTT_CONTENDER,,,,,
2010-asian-cup-guangzhou,Asian Cup Guangzhou 2010,,,OTHER,,,,,
2010-asian-games-guangzhou,Asian Games Guangzhou 2010,,,OTHER,,,,,
2010-australian-senior-open-gosford,Australian Senior Open Gosford 2010,,,WTT_CONTENDER,,,,,
2010-belarus-open-minsk,Belarus Open Minsk 2010,,,WTT_CONTENDER,,,,,
2010-butterfly-baltic-cup-tallinn,Butterfly Baltic Cup Tallinn 2010,,,OTHER,,,,,
2010-caribbean-senior-championships-guaynabo,Caribbean Senior Championships Guaynabo 2010,,,OTHER,,,,,
2010-central-american-championships-managua,Central American Championships Managua 2010,,,OTHER,,,,,
2010-central-american-games-panama-city,Central American Games Panama City 2010,,,OTHER,,,,,
2010-double-fish-canada-open-vancouver,Double Fish Canada Open Vancouver 2010,,,WTT_CONTENDER,,,,,
2010-ecuador-international-open-guayaquil,Ecuador International Open Guayaquil 2010,,,WTT_CONTENDER,,,,,
2010-europe-top-12-championships-dusseldorf,Europe TOP 12 Championships Dusseldorf 2010,,,OTHER,,,,,
2010-european-championships-ostrava,European Championships Ostrava 2010,,,OTHER,,,,,
2010-finlandia-open-helsinki,Finlandia Open Helsinki 2010,,,WTT_CONTENDER,,,,,
2010-ittf-african-seniors-championships-yaounde,ITTF African Seniors Championships Yaounde 2010,,,OTHER,,,,,
2010-latin-american-championships-cancun,Latin American Championships Cancun 2010,,,OTHER,,,,,
2010-luxembourg-open-table-tennis-championships-luxembourg,Luxembourg Open Table Tennis Championships Luxembourg 2010,,,WTT_CONTENDER,,,,,
2010-men-s-world-cup-magdeburg,Men's World Cup Magdeburg 2010,,,WORLD_CUP,,,,,
2010-micronesian-games-palau,Micronesian Games Palau 2010,,,OTHER,,,,,
2010-new-caledonia-open-championships-noumea,New Caledonia Open Championships Noumea 2010,,,WTT_CONTENDER,,,,,
2010-new-zealand-open-auckland,New Zealand Open Auckland 2010,,,WTT_CONTENDER,,,,,
2010-north-american-championships-grand-rapids,North American Championships Grand Rapids 2010,,,OTHER,,,,,
2010-northern-european-table-tennis-championships-helsinki,Northern European Table Tennis Championships Helsinki 2010,,,OTHER,,,,,
2010-oceania-championships-auckland,Oceania Championships Auckland 2010,,,OTHER,,,,,
2010-oceania-championships-pacific-cup-auckland,Oceania Championships Pacific Cup Auckland 2010,,,OTHER,,,,,
2010-pro-tour-austrian-open-wels,Pro Tour Austrian Open Wels 2010,,,WTT_CONTENDER,,,,,
2010-pro-tour-egypt-open-cairo,Pro Tour Egypt Open Cairo 2010,,,WTT_CONTENDER,,,,,
2010-pro-tour-german-open-berlin,Pro Tour German Open Berlin 2010,,,WTT_CONTENDER,,,,,
2010-pro-tour-grand-finals-seoul,Pro Tour Grand Finals Seoul 2010,,,GRAND_SLAM,,,,,
2010-pro-tour-harmony-china-open-suzhou,Pro Tour Harmony China Open Suzhou 2010,,,WTT_CONTENDER,,,,,
2010-pro-tour-hungarian-open-budaors,Pro Tour Hungarian Open Budaors 2010,,,WTT_CONTENDER,,,,,
2010-pro-tour-indian-open-new-delhi,Pro Tour Indian Open New Delhi 2010,,,WTT_CONTENDER,,,,,
2010-pro-tour-japan-open-kobe,Pro Tour Japan Open Kobe 2010,,,WTT_CONTENDER,,,,,
2010-pro-tour-korea-open-incheon,Pro Tour Korea Open Incheon 2010,,,WTT_CONTENDER,,,,,
2010-pro-tour-kuwait-open-kuwait-city,Pro Tour Kuwait Open Kuwait City 2010,,,WTT_CONTENDER,,,,,
2010-pro-tour-morocco-open-rabat,Pro Tour Morocco Open Rabat 2010,,,WTT_CONTENDER,,,,,
2010-pro-tour-polish-open-warsaw,Pro Tour Polish Open Warsaw 2010,,,WTT_CONTENDER,,,,,
2010-pro-tour-qatar-open-doha,Pro Tour Qatar Open Doha 2010,,,WTT_CONTENDER,,,,,
2010-pro-tour-slovenia-open-velenje,Pro Tour Slovenia Open Velenje 2010,,,WTT_CONTENDER,,,,,
2010-six-nations-senior-championships-douglas,Six Nations Senior Championships Douglas 2010,,,OTHER,,,,,
2010-south-american-games-medellin,South American Games Medellin 2010,,,OTHER,,,,,
2010-south-asian-games-dhaka,South Asian Games Dhaka 2010,,,OTHER,,,,,
2010-team-world-cup-dubai,Team World Cup Dubai 2010,,,WORLD_CUP,,,,,
2010-us-open-championships-grand-rapids,US Open Championships Grand Rapids 2010,,,WTT_CONTENDER,,,,,
2010-volkswagen-china-vs-world-team-challenge-shanghai,Volkswagen China vs World Team Challenge Shanghai 2010,,,WTT_FEEDER,,,,,
2010-volkswagen-cup-1-guangzhou,Volkswagen Cup 1 Guangzhou 2010,,,OTHER,,,,,
2010-volkswagen-cup-2-braunschweig,Volkswagen Cup 2 Braunschweig 2010,,,OTHER,,,,,
2010-women-s-world-cup-kuala-lumpur,Women's World Cup Kuala Lumpur 2010,,,WORLD_CUP,,,,,
2010-world-team-table-tennis-championships-moscow,World Team Table Tennis Championships Moscow 2010,,,WORLD_CHAMPIONSHIPS,,,,,
2010-xiv-island-games-san-miguel,XIV Island Games 2010 San Miguel 2010,,,OTHER,,,,,
2010-xxi-central-american-and-caribbean-sports-games-mayaguez,XXI Central American and Caribbean Sports Games Mayaguez 2010,,,OTHER,,,,,
2011-14th-games-of-the-small-states-triesen,14th Games of the Small States Triesen 2011,,,OTHER,,,,,
2011-26th-south-east-asian-games-palembang-jakarta,26th South East Asian Games Palembang/Jakarta 2011,,,OTHER,,,,,
2011-african-u-21-championships-rabat,African U-21 Championships Rabat 2011,,,OTHER,,,,,
2011-all-africa-games-african-olympic-qualification-maputo,All Africa Games / African Olympic Qualification Maputo 2011,,,OTHER,,,,,
2011-arab-games-doha,Arab Games Doha 2011,,,OTHER,,,,,
2011-asian-championships-macao,Asian Championships Macao 2011,,,OTHER,,,,,
2011-asian-cup-changsha,Asian Cup Changsha 2011,,,OTHER,,,,,
2011-belarus-open-minsk,Belarus Open Minsk 2011,,,WTT_CONTENDER,,,,,
2011-butterfly-baltic-cup-tallinn,Butterfly Baltic Cup Tallinn 2011,,,OTHER,,,,,
2011-china-vs-world-team-challenge-match-shanghai,China vs World Team Challenge Match Shanghai 2011,,,WTT_FEEDER,,,,,
2011-europe-top-12-championships-liege,Europe TOP 12 Championships Liege 2011,,,OTHER,,,,,
2011-european-championships-gdansk,European Championships Gdansk 2011,,,OTHER,,,,,
2011-fajr-cup-international-men-s-tournament-tehran,Fajr Cup International Men's Tournament Tehran 2011,,,OTHER,,,,,
2011-fajr-cup-international-women-s-tournament-golestan,Fajr Cup International Women's Tournament Golestan 2011,,,OTHER,,,,,
2011-finlandia-open-helsinki,Finlandia Open Helsinki 2011,,,WTT_CONTENDER,,,,,
2011-ittf-africa-seniors-cup-rabat,ITTF Africa Seniors Cup Rabat 2011,,,OTHER,,,,,
2011-ittf-latin-american-championships-guadalajara,ITTF Latin American Championships Guadalajara 2011,,,OTHER,,,,,
2011-ittf-latin-american-cup-rio-de-janeiro,ITTF Latin American Cup Rio de Janeiro 2011,,,OTHER,,,,,
2011-ittf-north-american-championships-mississauga,ITTF North American Championships Mississauga 2011,,,OTHER,,,,,
2011-ittf-oceania-cup-adelaide,ITTF Oceania Cup Adelaide 2011,,,OTHER,,,,,
2011-luxembourg-open-luxembourg,Luxembourg Open Luxembourg 2011,,,WTT_CONTENDER,,,,,
2011-men-s-world-cup-paris,Men's World Cup Paris 2011,,,WORLD_CUP,,,,,
2011-pacific-games-noumea,Pacific Games Noumea 2011,,,OTHER,,,,,
2011-pan-american-games-guadalajara,Pan American Games Guadalajara 2011,,,OTHER,,,,,
2011-pro-tour-austrian-open-vienna,Pro Tour Austrian Open Vienna 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-brazil-open-rio-de-janeiro,Pro Tour Brazil Open Rio de Janeiro 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-chile-open-santiago,Pro Tour Chile Open Santiago 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-english-open-sheffield,Pro Tour English Open Sheffield 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-german-open-dortmund,Pro Tour German Open Dortmund 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-grand-finals-london,Pro Tour Grand Finals London 2011,,,GRAND_SLAM,,,,,
2011-pro-tour-harmony-china-open-suzhou,Pro Tour Harmony China Open Suzhou 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-japan-open-kobe,Pro Tour Japan Open Kobe 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-korea-open-incheon,Pro Tour Korea Open Incheon 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-morocco-open-rabat,Pro Tour Morocco Open Rabat 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-polish-open-wladyslawowo,Pro Tour Polish Open Wladyslawowo 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-qatar-open-doha,Pro Tour Qatar Open Doha 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-slovenia-open-velenje,Pro Tour Slovenia Open Velenje 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-spanish-open-almeria,Pro Tour Spanish Open Almeria 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-swedish-open-stockholm,Pro Tour Swedish Open Stockholm 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-uae-open-dubai,Pro Tour UAE Open Dubai 2011,,,WTT_CONTENDER,,,,,
2011-pro-tour-vw-china-open-shenzhen,Pro Tour VW China Open Shenzhen 2011,,,WTT_CONTENDER,,,,,
2011-swiss-table-tennis-open-lausanne,Swiss Table Tennis Open Lausanne 2011,,,WTT_CONTENDER,,,,,
2011-team-world-cup-magdeburg,Team World Cup Magdeburg 2011,,,WORLD_CUP,,,,,
2011-us-open-milwaukee-wisconsin,US Open Milwaukee Wisconsin 2011,,,WTT_CONTENDER,,,,,
2011-volkswagen-cup-guangzhou,Volkswagen Cup Guangzhou 2011,,,OTHER,,,,,
2011-women-s-world-cup-singapore,Women's World Cup Singapore 2011,,,WORLD_CUP,,,,,
2011-world-table-tennis-championships-rotterdam,World Table Tennis Championships Rotterdam 2011,,,WORLD_CHAMPIONSHIPS,,,,,
2011-xv-island-games-sicilia,XV Island Games Sicilia 2011,,,OTHER,,,,,
