tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2021/22 ETTU Champions League,2021-09-17,Ttc Ostrava 2016,TTSC UMMC-ELEM,3,1,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-09-17,Ttf Dekorglass Dzialdowo,Top Spin Messina,3,0,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-03,Borussia Düsseldorf,CTT Borges,3,0,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-03,SPG Felbermayr Wels,Sporting CP,3,2,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-04,Borussia Düsseldorf,Sporting CP,3,0,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-04,CTT Borges,SPG Felbermayr Wels,3,1,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-04,Top Spin Messina,GV Hennebont Tt,3,2,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-04,UMMC Ekaterinburg,Solex-Consult Wiener Neustadt,3,0,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-05,Bogoria Grodzisk Mazowiecki,SF Skk El Nino Praha,3,1,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-05,Borussia Düsseldorf,SPG Felbermayr Wels,3,0,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-05,FC Saarbrucken,Ttf Dekorglass Dzialdowo,3,1,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-05,GV Hennebont Tt,UMMC Ekaterinburg,3,2,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-05,Gazprom Fakel Orenburg,TTC Neu-Ulm,3,2,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-05,Roskilde Bordtennis Btk61,AS Pontoise-Cergy Tt,3,2,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-05,Sporting CP,CTT Borges,3,1,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-05,Top Spin Messina,Solex-Consult Wiener Neustadt,3,2,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-06,FC Saarbrucken,Roskilde Bordtennis Btk61,3,0,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-06,GV Hennebont Tt,Solex-Consult Wiener Neustadt,3,1,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-06,Gazprom Fakel Orenburg,Bogoria Grodzisk Mazowiecki,3,1,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-06,TTC Neu-Ulm,SF Skk El Nino Praha,3,1,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-06,Ttf Dekorglass Dzialdowo,AS Pontoise-Cergy Tt,3,0,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-06,UMMC Ekaterinburg,Top Spin Messina,3,1,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-07,FC Saarbrucken,AS Pontoise-Cergy Tt,3,1,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-07,Gazprom Fakel Orenburg,SF Skk El Nino Praha,3,0,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-07,TTC Neu-Ulm,Bogoria Grodzisk Mazowiecki,3,1,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2021-11-07,Ttf Dekorglass Dzialdowo,Roskilde Bordtennis Btk61,3,0,,GROUP,EURO_LEAGUE
2021/22 ETTU Champions League,2022-01-11,FC Saarbrucken,GV Hennebont Tt,3,0,,QF,EURO_LEAGUE
2021/22 ETTU Champions League,2022-01-12,Borussia Düsseldorf,Ttf Dekorglass Dzialdowo,3,0,,QF,EURO_LEAGUE
2021/22 ETTU Champions League,2022-01-12,Gazprom Fakel Orenburg,Sporting CP,3,0,,QF,EURO_LEAGUE
2021/22 ETTU Champions League,2022-01-13,UMMC Ekaterinburg,TTC Neu-Ulm,3,0,,QF,EURO_LEAGUE
2021/22 ETTU Champions League,2022-01-19,UMMC Ekaterinburg,TTC Neu-Ulm,3,0,,QF,EURO_LEAGUE
2021/22 ETTU Champions League,2022-01-21,FC Saarbrucken,GV Hennebont Tt,3,2,,QF,EURO_LEAGUE
2021/22 ETTU Champions League,2022-01-23,Borussia Düsseldorf,Ttf Dekorglass Dzialdowo,3,2,,QF,EURO_LEAGUE
2021/22 ETTU Champions League,2022-02-16,Gazprom Fakel Orenburg,UMMC Ekaterinburg,3,1,,SF,EURO_LEAGUE
2021/22 ETTU Champions League,2022-02-20,Borussia Düsseldorf,FC Saarbrucken,3,0,,SF,EURO_LEAGUE
2021/22 ETTU Champions League,2022-03-03,Borussia Düsseldorf,FC Saarbrucken,3,1,,SF,EURO_LEAGUE
