tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2023/24 German League,2023-11-26,Post SV Mühlhausen,SV Werder Bremen,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2023-11-27,1. FC Saarbrücken-TT,TTC RhönSprudel Fulda-Maberzell,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-03,Borussia Düsseldorf,TTC RhönSprudel Fulda-Maberzell,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-08,1. FC Saarbrücken-TT,1. FSV Mainz 05,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-11,TTC Schwalbe Bergneustadt,TTF Liebherr Ochsenhausen,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-15,TSV Bad Königshofen,ASV Grünwettersbach,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-16,Post SV Mühlhausen,TTC Zugbrücke Grenzau,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-16,TTF Liebherr Ochsenhausen,TTC RhönSprudel Fulda-Maberzell,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-17,Borussia Düsseldorf,1. FSV Mainz 05,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-17,SV Werder Bremen,1. FC Saarbrücken-TT,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-18,TTC Schwalbe Bergneustadt,Post SV Mühlhausen,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-19,SV Werder Bremen,ASV Grünwettersbach,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-21,Post SV Mühlhausen,TSV Bad Königshofen,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-21,TTC RhönSprudel Fulda-Maberzell,1. FSV Mainz 05,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-21,TTC Zugbrücke Grenzau,ASV Grünwettersbach,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-22,TTC Schwalbe Bergneustadt,SV Werder Bremen,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2023-12-27,1. FC Saarbrücken-TT,Borussia Düsseldorf,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-01-04,TTC Zugbrücke Grenzau,ASV Grünwettersbach,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-01-05,TSV Bad Königshofen,SV Werder Bremen,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-01-05,TTC RhönSprudel Fulda-Maberzell,TTC Schwalbe Bergneustadt,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-01-12,TTF Liebherr Ochsenhausen,Post SV Mühlhausen,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-01-13,1. FSV Mainz 05,1. FC Saarbrücken-TT,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-01-25,TTC Schwalbe Bergneustadt,Post SV Mühlhausen,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-01-27,TSV Bad Königshofen,ASV Grünwettersbach,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-01-28,1. FSV Mainz 05,TTF Liebherr Ochsenhausen,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-01-28,TTC RhönSprudel Fulda-Maberzell,Borussia Düsseldorf,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-01-31,TTC Zugbrücke Grenzau,SV Werder Bremen,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-02,1. FC Saarbrücken-TT,TTC RhönSprudel Fulda-Maberzell,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-03,TSV Bad Königshofen,TTF Liebherr Ochsenhausen,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-04,TTC Schwalbe Bergneustadt,Borussia Düsseldorf,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-04,TTC Zugbrücke Grenzau,1. FSV Mainz 05,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-05,Post SV Mühlhausen,SV Werder Bremen,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-09,1. FC Saarbrücken-TT,TSV Bad Königshofen,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-09,Borussia Düsseldorf,Post SV Mühlhausen,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-10,1. FSV Mainz 05,TTC RhönSprudel Fulda-Maberzell,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-10,ASV Grünwettersbach,TTC Schwalbe Bergneustadt,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-11,SV Werder Bremen,TTF Liebherr Ochsenhausen,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-27,TTF Liebherr Ochsenhausen,TTC Zugbrücke Grenzau,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-28,1. FC Saarbrücken-TT,Post SV Mühlhausen,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-28,TTC RhönSprudel Fulda-Maberzell,ASV Grünwettersbach,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-29,Borussia Düsseldorf,SV Werder Bremen,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-02-29,TSV Bad Königshofen,TTC Schwalbe Bergneustadt,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-01,1. FC Saarbrücken-TT,TTF Liebherr Ochsenhausen,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-02,SV Werder Bremen,1. FSV Mainz 05,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-02,TTC Zugbrücke Grenzau,Post SV Mühlhausen,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-03,ASV Grünwettersbach,Borussia Düsseldorf,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-03,TTC RhönSprudel Fulda-Maberzell,TSV Bad Königshofen,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-04,1. FC Saarbrücken-TT,TTC Schwalbe Bergneustadt,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-17,Post SV Mühlhausen,ASV Grünwettersbach,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-17,TSV Bad Königshofen,Borussia Düsseldorf,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-17,TTC RhönSprudel Fulda-Maberzell,TTC Zugbrücke Grenzau,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-18,TTC Schwalbe Bergneustadt,1. FSV Mainz 05,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-19,1. FC Saarbrücken-TT,SV Werder Bremen,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-20,Borussia Düsseldorf,1. FSV Mainz 05,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-03-25,TSV Bad Königshofen,TTC Zugbrücke Grenzau,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-04,Borussia Düsseldorf,TTF Liebherr Ochsenhausen,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-07,ASV Grünwettersbach,TTF Liebherr Ochsenhausen,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-09,SV Werder Bremen,TTC RhönSprudel Fulda-Maberzell,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-15,1. FC Saarbrücken-TT,TTC Zugbrücke Grenzau,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-19,Post SV Mühlhausen,1. FSV Mainz 05,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-20,Post SV Mühlhausen,TSV Bad Königshofen,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-21,SV Werder Bremen,ASV Grünwettersbach,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-21,TTC Schwalbe Bergneustadt,TTC Zugbrücke Grenzau,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-22,TTF Liebherr Ochsenhausen,TTC RhönSprudel Fulda-Maberzell,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-24,SV Werder Bremen,TTC Schwalbe Bergneustadt,3,1,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-25,ASV Grünwettersbach,1. FSV Mainz 05,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-26,1. FC Saarbrücken-TT,Borussia Düsseldorf,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-28,ASV Grünwettersbach,1. FC Saarbrücken-TT,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-28,Post SV Mühlhausen,TTC RhönSprudel Fulda-Maberzell,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-28,TSV Bad Königshofen,1. FSV Mainz 05,3,0,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-28,TTC Zugbrücke Grenzau,Borussia Düsseldorf,3,2,,GROUP,EURO_LEAGUE
2023/24 German League,2024-04-28,TTF Liebherr Ochsenhausen,TTC Schwalbe Bergneustadt,3,1,,GROUP,EURO_LEAGUE
